Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
2,10:44,2,5,KAN 33,0,0,Ryan Tannehill pass incomplete short left intended for Brandon Gibson,3.180,2.480
2,10:32,3,5,KAN 33,0,0,Ryan Tannehill pass complete short right to Brandon Gibson for 3 yards (tackle by Josh Mauga),2.480,1.500
2,9:57,4,2,KAN 30,0,0,Caleb Sturgis 48 yard field goal no good,1.500,-1.470
2,9:52,1,10,KAN 38,0,0,Knile Davis left tackle for no gain (tackle by Earl Mitchell and Jelani Jenkins),1.470,0.920
2,9:21,2,10,KAN 38,0,0,Alex Smith pass complete short left to Dwayne Bowe for 16 yards (tackle by Jimmy Wilson),0.920,2.520
2,8:42,1,10,MIA 46,0,0,Knile Davis left tackle for 4 yards (tackle by Jimmy Wilson),2.520,2.520
2,8:06,2,6,MIA 42,0,0,Alex Smith pass complete short left to Donnie Avery for 9 yards (tackle by Cortland Finnegan),2.520,3.380
2,7:30,1,10,MIA 33,0,0,Alex Smith pass complete short right to Joe McKnight for 12 yards (tackle by Jimmy Wilson and Jason Trusnik),3.380,4.170
2,6:46,1,10,MIA 21,6,0,"Knile Davis right guard for 21 yards, touchdown",4.170,7.000
2,6:46,,,MIA 2,7,0,Cairo Santos kicks extra point good,0.000,0.000
2,6:46,,,KAN 35,7,0,"Cairo Santos kicks off 71 yards, returned by Jarvis Landry for 31 yards (tackle by Frank Zombo)",0.000,-0.610
2,6:30,1,10,MIA 25,7,0,Ryan Tannehill pass incomplete short middle intended for Lamar Miller (defended by Dontari Poe),0.610,0.060
2,6:26,2,10,MIA 25,7,0,Lamar Miller left guard for 20 yards (tackle by Ron Parker),0.060,1.930
2,5:57,1,10,MIA 45,7,0,Lamar Miller left tackle for 1 yard (tackle by James-Michael Johnson),1.930,1.520
2,5:17,2,9,MIA 46,7,0,"Ryan Tannehill sacked by Tamba Hali for -9 yards. Ryan Tannehill fumbles (forced by Tamba Hali), recovered by Ryan Tannehill at MIA-38",1.520,-0.230
2,4:35,3,17,MIA 38,7,0,Ryan Tannehill pass incomplete short right intended for Brandon Gibson (defended by Dee Ford),-0.230,-0.850
2,4:27,4,17,MIA 38,7,0,"Brandon Fields punts 50 yards, returned by Frankie Hammond for 12 yards (tackle by Michael Thomas)",-0.850,-0.540
2,4:17,1,10,KAN 24,7,0,Knile Davis up the middle for 4 yards (tackle by Olivier Vernon and Jelani Jenkins),0.540,0.540
2,3:37,2,6,KAN 28,7,0,Alex Smith pass complete short middle to Joe McKnight for 26 yards (tackle by Jelani Jenkins),0.540,2.520
2,2:55,1,10,MIA 46,7,0,Knile Davis for 1 yard (tackle by Jelani Jenkins),2.520,2.110
2,2:22,2,9,MIA 45,7,0,Knile Davis right guard for 6 yards (tackle by Philip Wheeler),2.110,2.210
2,1:53,3,3,MIA 39,7,0,Knile Davis right end for 11 yards (tackle by Jimmy Wilson),2.210,3.710
2,1:50,1,10,MIA 28,7,0,Cyrus Gray right guard for 3 yards (tackle by Jason Trusnik),3.710,3.710
2,1:47,1,10,MIA 28,7,0,Timeout #1 by Miami Dolphins,3.710,3.570
2,1:47,2,7,MIA 25,7,0,Alex Smith pass complete short right to Dwayne Bowe for 5 yards (tackle by Brent Grimes),3.570,3.570
2,1:42,2,7,MIA 25,7,0,Timeout #2 by Miami Dolphins,3.570,3.530
2,1:42,3,2,MIA 20,13,0,"Alex Smith pass complete short middle to Travis Kelce for 20 yards, touchdown",3.530,7.000
2,1:42,,,MIA 2,14,0,Cairo Santos kicks extra point good,0.000,0.000
2,1:42,,,KAN 35,14,0,"Cairo Santos kicks off 68 yards, returned by Damian Williams for 25 yards (tackle by Jerry Franklin)",0.000,-0.410
2,1:30,1,10,MIA 22,14,0,Ryan Tannehill pass complete short middle to Lamar Miller for 15 yards,0.410,1.400
2,1:22,1,10,MIA 37,14,0,Ryan Tannehill pass complete short right to Lamar Miller for 5 yards (tackle by Marcus Cooper),1.400,1.530
2,1:18,2,5,MIA 42,14,0,Ryan Tannehill pass complete short right to Mike Wallace for 8 yards (tackle by Marcus Cooper),1.530,2.260
2,1:14,1,10,KAN 50,14,0,Ryan Tannehill pass complete short middle to Jarvis Landry for 16 yards (tackle by Kurt Coleman),2.260,3.310
2,0:48,1,10,KAN 34,14,0,Ryan Tannehill pass complete short right to Daniel Thomas for 21 yards (tackle by Kurt Coleman),3.310,4.710
2,0:19,1,10,KAN 13,14,0,Ryan Tannehill pass incomplete short left intended for Charles Clay,4.710,4.050
2,0:12,2,10,KAN 13,14,0,Ryan Tannehill up the middle for 9 yards (tackle by Dontari Poe),4.050,4.050
2,0:02,2,10,KAN 13,14,0,Timeout #3 by Miami Dolphins,4.050,5.010
2,0:02,3,1,KAN 4,14,3,Caleb Sturgis 22 yard field goal good,5.010,3.000
Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,14,3,"Caleb Sturgis kicks off 70 yards, returned by Joe McKnight for 23 yards (tackle by Kelvin Sheppard)",0.000,-0.040
3,14:54,1,10,KAN 18,14,3,Knile Davis right tackle for no gain (tackle by Jelani Jenkins),0.040,-0.490
3,14:18,2,10,KAN 18,14,3,Knile Davis up the middle for 2 yards (tackle by Cameron Wake),-0.490,-0.910
3,13:38,3,8,KAN 20,14,3,"Alex Smith sacked by Jared Odrick for -6 yards. Alex Smith fumbles (forced by Jared Odrick), recovered by Derrick Shelby at KAN-19 (tackle by Ryan Harris)",-0.910,-4.310
3,13:28,1,10,KAN 19,14,3,"Penalty on Kevin Vickerson: Encroachment, 5 yards (no play)",4.310,5.300
3,13:19,1,5,KAN 14,14,3,Lamar Miller right guard for 10 yards (tackle by Husain Abdullah),5.300,6.280
3,12:56,1,4,KAN 4,14,3,Ryan Tannehill pass incomplete short right intended for Mike Wallace,6.280,5.340
3,12:47,2,4,KAN 4,14,3,Lamar Miller up the middle for 3 yards (tackle by Kevin Vickerson),5.340,5.170
3,12:14,3,1,KAN 1,14,9,"Ryan Tannehill pass complete short right to Brian Hartline for 1 yard, touchdown. Penalty on MIA: Unsportsmanlike Conduct, 15 yards",5.170,7.000
3,12:14,,,KAN 2,14,10,Caleb Sturgis kicks extra point good,0.000,0.000
3,12:14,,,MIA 20,14,10,"Caleb Sturgis kicks off 71 yards, returned by Joe McKnight for 25 yards (tackle by Walt Aikens)",0.000,-1.200
3,12:00,1,10,KAN 34,14,10,Alex Smith pass complete short right to Donnie Avery for 3 yards (tackle by Cortland Finnegan),1.200,1.060
3,11:27,2,7,KAN 37,14,10,Knile Davis up the middle for no gain (tackle by Jason Trusnik),1.060,0.370
3,10:44,3,7,KAN 37,14,10,Alex Smith pass complete short left to Joe McKnight for 7 yards (tackle by Cortland Finnegan),0.370,1.860
3,10:09,1,10,KAN 44,14,10,Knile Davis right tackle for 2 yards (tackle by Philip Wheeler),1.860,1.590
3,9:30,2,8,KAN 46,14,10,Alex Smith pass incomplete short middle intended for Dwayne Bowe (defended by Cortland Finnegan),1.590,0.890
3,9:23,3,8,KAN 46,14,10,Alex Smith for 13 yards,0.890,2.850
3,8:39,1,10,MIA 41,14,10,Alex Smith pass complete short left to Junior Hemingway for 12 yards (tackle by Jason Trusnik),2.850,3.640
3,8:07,1,10,MIA 29,14,10,Knile Davis right tackle for 17 yards (tackle by Philip Wheeler),3.640,4.780
3,7:26,1,10,MIA 12,14,10,Alex Smith pass complete short right to Anthony Sherman for 1 yard (tackle by Jelani Jenkins),4.780,4.270
3,6:42,2,9,MIA 11,20,10,"Alex Smith pass complete short middle to Joe McKnight for 11 yards, touchdown",4.270,7.000
3,6:42,,,MIA 2,21,10,Cairo Santos kicks extra point good,0.000,0.000
3,6:42,,,KAN 35,21,10,"Cairo Santos kicks off 72 yards, returned by Jarvis Landry for 74 yards (tackle by Phillip Gaines)",0.000,-3.380
3,6:26,1,10,KAN 33,21,10,Ryan Tannehill pass incomplete short right intended for Mike Wallace (defended by Justin Houston),3.380,2.840
3,6:22,2,10,KAN 33,21,10,Lamar Miller up the middle for no gain (tackle by Josh Mauga),2.840,2.150
3,6:03,3,10,KAN 33,21,10,Ryan Tannehill pass incomplete short right intended for Mike Wallace,2.150,1.150
3,5:59,4,10,KAN 33,21,13,Caleb Sturgis 51 yard field goal good,1.150,3.000
3,5:59,,,MIA 35,21,13,"Caleb Sturgis kicks off 68 yards, returned by Joe McKnight for 51 yards (tackle by Caleb Sturgis). Penalty on Jerry Franklin: Illegal Block Above the Waist, 7 yards",0.000,0.380
3,5:46,1,10,KAN 7,21,13,Knile Davis left guard for -1 yards (tackle by Philip Wheeler),-0.380,-0.850
3,5:10,2,11,KAN 6,21,13,Alex Smith pass incomplete short right intended for Joe McKnight,-0.850,-1.540
3,5:01,3,11,KAN 6,21,13,Knile Davis right guard for 3 yards (tackle by Jimmy Wilson),-1.540,-2.490
3,4:21,4,8,KAN 9,21,13,"Dustin Colquitt punts 56 yards, returned by Jarvis Landry for -1 yards (tackle by Phillip Gaines)",-2.490,-1.200
3,4:12,1,10,MIA 34,21,13,Ryan Tannehill pass complete short right to Lamar Miller for -8 yards (tackle by Allen Bailey and James-Michael Johnson),1.200,-0.420
3,3:40,2,18,MIA 26,21,13,Ryan Tannehill pass complete short right to Mike Wallace for 14 yards (tackle by Marcus Cooper),-0.420,0.760
3,3:05,3,4,MIA 40,21,13,Ryan Tannehill pass incomplete short left intended for Jarvis Landry (defended by Chris Owens),0.760,-0.720
3,2:59,4,4,MIA 40,21,13,"Brandon Fields punts 60 yards, returned by Frankie Hammond for 48 yards (tackle by Brandon Fields). Penalty on Kelcie McCray: Illegal Block Above the Waist, 1 yards",-0.720,0.380
3,2:42,1,10,KAN 1,21,15,"Alex Smith sacked by Randy Starks and Jelani Jenkins for -1 yards, safety",-0.380,-2.000
3,2:42,,,KAN 20,21,15,"Dustin Colquitt kicks off 71 yards, returned by Jarvis Landry for 15 yards (tackle by Kelcie McCray)",0.000,-0.540
3,2:32,1,10,MIA 24,21,15,Lamar Miller left end for 24 yards (tackle by Sean Smith),0.540,2.130
3,1:59,1,10,MIA 48,21,15,Lamar Miller right tackle for 5 yards (tackle by Husain Abdullah),2.130,2.260
3,1:19,2,5,KAN 47,21,15,Ryan Tannehill pass incomplete short right intended for Brian Hartline,2.260,1.550
3,1:15,3,5,KAN 47,21,15,Ryan Tannehill pass incomplete short right intended for Brian Hartline (defended by Husain Abdullah),1.550,0.130
3,1:10,4,5,KAN 47,21,15,Brandon Fields punts 44 yards,0.130,0.380
3,0:59,1,10,KAN 3,21,15,Knile Davis right tackle for 7 yards (tackle by Brent Grimes),-0.380,-0.270
3,0:25,2,3,KAN 10,21,15,"Knile Davis right tackle for no gain (tackle by Jelani Jenkins). Knile Davis fumbles (forced by Jelani Jenkins), recovered by Knile Davis at KAN-10",-0.270,-0.600
Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,KAN 10,21,15,Alex Smith pass complete short left to Travis Kelce for 9 yards (tackle by Cortland Finnegan),-0.600,0.150
4,13:57,1,10,KAN 19,21,15,Alex Smith right end for 4 yards,0.150,0.210
4,13:40,2,6,KAN 23,21,15,Alex Smith pass complete short right to Joe McKnight for 4 yards (tackle by Jelani Jenkins),0.210,-0.030
4,13:15,3,2,KAN 27,21,15,Alex Smith pass incomplete short middle intended for Dwayne Bowe,-0.030,-1.570
4,12:55,4,2,KAN 27,21,15,Dustin Colquitt punts 40 yards,-1.570,-1.140
4,12:44,1,10,MIA 33,21,15,Ryan Tannehill sacked by Justin Houston for 0 yards,1.140,0.590
4,12:12,2,10,MIA 33,21,15,Lamar Miller right guard for 7 yards (tackle by Tamba Hali),0.590,0.830
4,11:33,3,3,MIA 40,21,15,Ryan Tannehill pass complete short right to Jarvis Landry for 4 yards (tackle by Chris Owens),0.830,1.860
4,10:55,1,10,MIA 44,21,15,Lamar Miller up the middle for 9 yards (tackle by Husain Abdullah),1.860,2.530
4,10:22,2,1,KAN 47,21,15,Ryan Tannehill pass incomplete deep right intended for Mike Wallace,2.530,1.820
4,9:57,3,1,KAN 47,21,15,Ryan Tannehill sacked by Dontari Poe and Chris Owens for -3 yards,1.820,-0.060
4,9:31,4,4,KAN 50,21,15,"Brandon Fields punts 46 yards, returned by Frankie Hammond for 47 yards (tackle by Jonathan Freeny). Penalty on Walt Aikens: Illegal Substitution, 5 yards",-0.060,-2.650
4,9:14,1,10,MIA 44,21,15,Knile Davis right tackle for 4 yards (tackle by Jason Trusnik),2.650,2.650
4,8:41,2,6,MIA 40,21,15,Alex Smith pass complete short right to Anthony Fasano for 10 yards (tackle by Jelani Jenkins),2.650,3.580
4,8:03,1,10,MIA 30,21,15,Alex Smith pass complete short left to Travis Kelce for 7 yards (tackle by Cortland Finnegan),3.580,3.980
4,7:22,2,3,MIA 23,21,15,Alex Smith pass complete short right to Junior Hemingway for 6 yards (tackle by Cameron Wake),3.980,4.440
4,6:46,1,10,MIA 17,21,15,Knile Davis left guard for 2 yards (tackle by Jason Trusnik and Jelani Jenkins),4.440,4.150
4,6:02,2,8,MIA 15,21,15,Knile Davis right tackle for 7 yards (tackle by Jason Trusnik),4.150,4.800
4,5:22,3,1,MIA 8,21,15,Anthony Sherman left guard for 4 yards (tackle by Jelani Jenkins),4.800,6.280
4,4:44,1,4,MIA 4,21,15,Knile Davis left end for no gain (tackle by Jimmy Wilson),6.280,5.340
4,4:39,2,4,MIA 4,27,15,"Alex Smith pass complete short right to Joe McKnight for 4 yards, touchdown",5.340,7.000
4,4:39,,,,27,15,"Two Point Attempt: Alex Smith pass incomplete intended for Dwayne Bowe, conversion fails",0.000,-1.000
4,4:39,,,KAN 35,27,15,"Cairo Santos kicks off 64 yards, returned by Jarvis Landry for 14 yards (tackle by Kelcie McCray)",0.000,0.220
4,4:32,1,10,MIA 15,27,15,Ryan Tannehill pass complete short right to Charles Clay for 8 yards (tackle by Husain Abdullah),-0.220,0.480
4,4:32,2,2,MIA 23,27,15,Ryan Tannehill pass complete short right to Charles Clay for 6 yards (tackle by Kurt Coleman),0.480,0.870
4,4:05,1,10,MIA 29,27,15,Ryan Tannehill pass incomplete deep left intended for Brandon Gibson,0.870,0.330
4,3:59,2,10,MIA 29,27,15,Ryan Tannehill pass complete short right to Rishard Matthews for 13 yards (tackle by Marcus Cooper),0.330,1.730
4,3:33,1,10,MIA 42,27,15,Ryan Tannehill pass incomplete short left intended for Jarvis Landry (defended by Chris Owens),1.730,1.190
4,3:33,2,10,MIA 42,27,15,"Ryan Tannehill pass complete short middle to Jarvis Landry for 13 yards (tackle by Kurt Coleman). Penalty on Samson Satele: Offensive Holding, 10 yards (no play)",1.190,-0.160
4,3:23,2,20,MIA 32,27,15,Ryan Tannehill pass incomplete deep middle intended for Jarvis Landry,-0.160,-0.820
4,3:16,3,20,MIA 32,27,15,Ryan Tannehill pass incomplete short right intended for Daniel Thomas,-0.820,-1.240
4,3:09,4,20,MIA 32,27,15,Ryan Tannehill pass incomplete short left intended for Mike Wallace (defended by Allen Bailey),-1.240,-3.450
4,3:05,1,10,MIA 32,27,15,Knile Davis right tackle for -2 yards (tackle by Earl Mitchell),3.450,3.450
4,3:00,1,10,MIA 32,27,15,Timeout #1 by Miami Dolphins,3.450,2.630
4,3:00,2,12,MIA 34,27,15,"Knile Davis up the middle for 1 yard (tackle by Brent Grimes). Knile Davis fumbles (forced by Brent Grimes), recovered by Jason Trusnik at MIA-28 (tackle by Eric Fisher)",2.630,-0.810
4,2:52,1,10,MIA 28,27,15,"Ryan Tannehill pass incomplete deep middle intended for Mike Wallace. Penalty on Ja'Wuan James: Offensive Holding, 10 yards (no play)",0.810,-0.040
4,2:48,1,20,MIA 18,27,15,Ryan Tannehill pass complete short right to Charles Clay for 7 yards (tackle by Vance Walker),-0.040,-0.140
4,2:26,2,13,MIA 25,27,15,Ryan Tannehill pass complete short middle to Lamar Miller for 12 yards (tackle by Josh Mauga),-0.140,0.760
4,2:08,3,1,MIA 37,27,15,Ryan Tannehill pass incomplete short right intended for Dion Sims,0.760,0.760
4,2:05,3,1,MIA 37,27,15,Timeout #1 by Kansas City Chiefs,0.760,-0.910
4,2:05,4,1,MIA 37,27,15,Lamar Miller up the middle for no gain (tackle by Dee Ford),-0.910,-3.180
4,2:01,1,10,MIA 36,27,15,Knile Davis up the middle for 3 yards (tackle by Philip Wheeler),3.180,3.040
4,1:58,2,7,MIA 33,27,15,Knile Davis right guard for 3 yards (tackle by Brent Grimes),3.040,3.040
4,1:54,2,7,MIA 33,27,15,Timeout #2 by Miami Dolphins,3.040,2.740
4,1:54,3,4,MIA 30,27,15,Knile Davis right tackle for 15 yards (tackle by Jimmy Wilson),2.740,4.580
4,1:47,1,10,MIA 15,27,15,Cyrus Gray right guard for 5 yards (tackle by Jason Trusnik),4.580,4.840
4,1:19,2,5,MIA 10,27,15,Cyrus Gray up the middle for 4 yards (tackle by Jelani Jenkins),4.840,4.900
4,0:19,3,1,MIA 6,33,15,"Cyrus Gray right guard for 6 yards, touchdown",4.900,7.000
4,0:19,,,MIA 2,34,15,Cairo Santos kicks extra point good,0.000,0.000
4,0:19,,,KAN 35,34,15,"Cairo Santos kicks off 43 yards, returned by Nate Garner for 13 yards (tackle by Frank Zombo)",0.000,-1.270
4,0:07,1,10,MIA 35,34,15,Daniel Thomas up the middle for 10 yards (tackle by Josh Mauga),1.270,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
