#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,JAX 25,5,2:27,75,Touchdown
2,1,11:11,JAX 30,10,5:07,66,Field Goal
3,1,2:56,JAX 11,4,2:34,16,Punt
4,2,14:06,JAX 25,11,6:26,49,Interception
5,2,2:50,JAX 25,3,1:05,9,Punt
6,2,0:49,JAX 23,3,0:31,9,Punt
7,3,11:08,JAX 25,7,3:51,15,Punt
8,3,3:27,JAX 25,3,1:03,7,Fumble
9,4,14:55,JAX 2,3,0:44,-2,Safety
10,4,10:32,JAX 20,3,1:30,8,Punt
11,4,7:01,JAX 18,3,1:32,26,Fumble
12,4,3:50,JAX 25,10,2:42,75,Touchdown
13,4,0:13,JAX 41,3,0:13,15,Missed FG
14,5,8:06,JAX 18,3,0:53,2,Interception
