Quarter,Time,Down,ToGo,Location,ARI,CIN,Detail,EPB,EPA
1,7:53,1,10,ARI 43,0,3,"Kyler Murray pass incomplete short left. Penalty on D.J. Humphries: Ineligible Downfield Pass, 5 yards (no play)",1.800,1.470
1,7:41,1,15,ARI 38,0,3,David Johnson right end for 9 yards (tackle by Nick Vigil),1.470,1.790
1,7:14,2,6,ARI 47,0,3,"Kyler Murray pass complete short right to KeeSean Johnson for 6 yards (tackle by Dre Kirkpatrick and Shawn Williams). Penalty on Dre Kirkpatrick: Face Mask (15 Yards), 15 yards",1.790,3.450
1,6:58,1,10,CIN 32,0,3,Kyler Murray pass complete short right to Larry Fitzgerald for 9 yards (tackle by Jessie Bates and Geno Atkins),3.450,4.120
1,6:38,2,1,CIN 23,0,3,Kyler Murray pass complete short right to KeeSean Johnson for 9 yards (tackle by Dre Kirkpatrick),4.120,4.650
1,6:00,1,10,CIN 14,0,3,David Johnson right tackle for 5 yards (tackle by Nick Vigil and Ryan Glasgow),4.650,4.900
1,5:33,2,5,CIN 9,0,3,"Penalty on Justin Murray: False Start, 5 yards (no play)",4.900,4.000
1,5:13,2,10,CIN 14,0,3,Kyler Murray right tackle for 1 yard (tackle by Shawn Williams),4.000,3.260
1,4:32,3,9,CIN 13,0,3,Kyler Murray pass complete short middle to Maxx Williams for 7 yards (tackle by Nick Vigil and Preston Brown),3.260,3.010
1,3:46,4,2,CIN 6,6,3,"Kyler Murray left end for 6 yards, touchdown",3.010,7.000
1,3:40,,,CIN 15,7,3,Zane Gonzalez kicks extra point good,0.000,0.000
1,3:40,,,ARI 35,7,3,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
1,3:40,1,10,CIN 25,7,3,Joe Mixon left guard for -1 yards (tackle by Chandler Jones and Jonathan Bullard),0.610,-0.070
1,3:02,2,11,CIN 24,7,3,Andy Dalton pass complete short right to Tyler Boyd for 4 yards (tackle by Tramaine Brock),-0.070,-0.230
1,2:32,3,7,CIN 28,7,3,Andy Dalton pass incomplete short right intended for Tyler Boyd,-0.230,-1.500
1,2:27,4,7,CIN 28,7,3,"Kevin Huber punts 48 yards, returned by Pharoh Cooper for 7 yards (tackle by Germaine Pratt). Penalty on Chris Banjo: Offensive Holding, 10 yards",-1.500,-0.340
1,2:16,1,10,ARI 21,7,3,David Johnson up the middle for 17 yards (tackle by Jessie Bates),0.340,1.470
1,1:44,1,10,ARI 38,7,3,David Johnson left tackle for 2 yards (tackle by Andrew Billings),1.470,1.190
1,1:13,2,8,ARI 40,7,3,Kyler Murray pass complete deep left to Charles Clay for 27 yards (tackle by Shawn Williams),1.190,3.380
1,0:37,1,10,CIN 33,7,3,Kyler Murray pass incomplete short left intended for Chase Edmonds,3.380,2.840
1,0:34,2,10,CIN 33,7,3,Kyler Murray pass complete short left to Chase Edmonds for 7 yards (tackle by Nick Vigil),2.840,3.070
Quarter,Time,Down,ToGo,Location,ARI,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,CIN 26,7,3,Kyler Murray pass complete short left to Chase Edmonds for 3 yards (tackle by Shawn Williams),3.070,4.040
2,14:24,1,10,CIN 23,7,3,David Johnson right end for -2 yards (tackle by Carlos Dunlap),4.040,3.230
2,13:48,2,12,CIN 25,7,3,Kyler Murray right tackle for 6 yards (tackle by Dre Kirkpatrick),3.230,3.340
2,13:04,3,6,CIN 19,7,3,Kyler Murray pass incomplete short right intended for KeeSean Johnson (defended by Dre Kirkpatrick),3.340,2.210
2,13:00,4,6,CIN 19,7,3,Zane Gonzalez 37 yard field goal no good,2.210,-0.740
2,12:56,1,10,CIN 27,7,3,Joe Mixon up the middle for 4 yards (tackle by Deionte Thompson),0.740,0.740
2,12:24,2,6,CIN 31,7,3,Joe Mixon right tackle for 1 yard (tackle by Zach Kerr),0.740,0.170
2,11:45,3,5,CIN 32,7,3,Andy Dalton pass complete short left to Alex Erickson for 7 yards (tackle by Kevin Peterson),0.170,1.530
2,11:34,1,10,CIN 39,7,3,Andy Dalton pass complete short right to Stanley Morgan for 6 yards (tackle by Tramaine Brock),1.530,1.800
2,11:02,2,4,CIN 45,7,3,Joe Mixon right tackle for -1 yards (tackle by Jonathan Bullard),1.800,0.960
2,10:20,3,5,CIN 44,7,3,Andy Dalton pass incomplete short right intended for Stanley Morgan (defended by Byron Murphy),0.960,-0.460
2,10:16,4,5,CIN 44,7,3,"Kevin Huber punts 36 yards, fair catch by Pharoh Cooper at ARI-20",-0.460,-0.280
2,10:10,1,10,ARI 20,7,3,Andy Isabella right end for 5 yards (tackle by Dre Kirkpatrick),0.280,0.410
2,9:40,2,5,ARI 25,7,3,David Johnson right end for 14 yards (tackle by Jessie Bates),0.410,1.530
2,9:15,1,10,ARI 39,7,3,Kyler Murray sacked by Sam Hubbard for -5 yards,1.530,0.310
2,8:36,2,15,ARI 34,7,3,Kyler Murray pass complete short left to Pharoh Cooper for 5 yards (tackle by Germaine Pratt),0.310,0.300
2,7:55,,,,,,Timeout #1 by Arizona Cardinals,,
2,7:55,3,10,ARI 39,7,3,Kyler Murray pass complete short middle to Larry Fitzgerald for 16 yards (tackle by B.W. Webb),0.300,2.590
2,7:30,1,10,CIN 45,7,3,Kyler Murray pass incomplete short right intended for KeeSean Johnson,2.590,2.040
2,7:27,2,10,CIN 45,7,3,Chase Edmonds left guard for 1 yard (tackle by Andrew Brown),2.040,1.490
2,6:44,3,9,CIN 44,7,3,"Kyler Murray pass complete deep middle to Trent Sherfield for 23 yards (tackle by Nick Vigil and William Jackson). Penalty on Geno Atkins: Roughing the Passer, 10 yards",1.490,4.840
2,6:20,1,10,CIN 11,7,3,Andy Isabella left end for 6 yards (tackle by Shawn Williams),4.840,5.280
2,5:55,2,4,CIN 5,7,3,David Johnson left guard for no gain (tackle by Ryan Glasgow and Sam Hubbard),5.280,4.440
2,5:16,3,4,CIN 5,7,3,Kyler Murray pass incomplete short left intended for Trent Sherfield,4.440,3.010
2,5:13,4,4,CIN 5,10,3,Zane Gonzalez 23 yard field goal good,3.010,3.000
2,5:09,,,ARI 35,10,3,"Zane Gonzalez kicks off 67 yards, returned by Brandon Wilson for 52 yards (tackle by Chris Jones)",0.000,2.260
2,5:01,1,10,CIN 50,10,3,"Andy Dalton pass incomplete short left intended for Tyler Boyd (defended by Jordan Hicks). Penalty on Deionte Thompson: Unnecessary Roughness, 15 yards",2.260,3.250
2,4:57,1,10,ARI 35,10,3,Joe Mixon right tackle for no gain (tackle by Corey Peters),3.250,2.700
2,4:14,2,10,ARI 35,10,3,Andy Dalton pass complete short right to Damion Willis for 5 yards (tackle by Byron Murphy),2.700,2.680
2,3:38,3,5,ARI 30,10,3,Andy Dalton pass incomplete deep right,2.680,1.450
2,3:32,4,5,ARI 30,10,6,Randy Bullock 48 yard field goal good,1.450,3.000
2,3:27,,,CIN 35,10,6,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,3:27,1,10,ARI 25,10,6,"Kyler Murray pass complete short left to Larry Fitzgerald for 13 yards (tackle by Jessie Bates). Penalty on D.J. Humphries: Illegal Block Above the Waist, 10 yards (no play)",0.610,-0.410
2,3:01,1,20,ARI 15,10,6,Chase Edmonds up the middle for 6 yards (tackle by Sam Hubbard),-0.410,-0.480
2,2:56,,,,,,Timeout #1 by Cincinnati Bengals,,
2,2:56,2,14,ARI 21,10,6,Kyler Murray pass complete short middle to Larry Fitzgerald for 17 yards (tackle by Shawn Williams),-0.480,1.470
2,2:21,1,10,ARI 38,10,6,Chase Edmonds up the middle for 9 yards (tackle by William Jackson),1.470,2.140
2,2:00,2,1,ARI 47,10,6,David Johnson left end for 1 yard (tackle by Geno Atkins and Carl Lawson),2.140,2.130
2,1:23,1,10,ARI 48,10,6,David Johnson left end for 15 yards (tackle by Preston Brown),2.130,3.120
2,1:17,1,10,CIN 37,10,6,Kyler Murray left end for 5 yards (tackle by Shawn Williams),3.120,3.250
2,0:47,2,5,CIN 32,10,6,Chase Edmonds left end for 4 yards (tackle by Shawn Williams),3.250,3.070
2,0:40,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:40,3,1,CIN 28,10,6,Chase Edmonds right guard for 5 yards (tackle by Nick Vigil),3.070,4.040
2,0:32,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:32,1,10,CIN 23,10,6,Kyler Murray up the middle for 19 yards (tackle by Shawn Williams),4.040,6.280
2,0:14,1,4,CIN 4,10,6,"Kyler Murray spiked the ball. Penalty on Geno Atkins: Defensive Offside, 2 yards. Penalty on Geno Atkins: Defensive Too Many Men on Field (Declined) (no play)",6.280,6.740
2,0:14,1,2,CIN 2,10,6,Kyler Murray pass complete short right to Larry Fitzgerald for no gain (tackle by Dre Kirkpatrick),6.740,5.720
2,0:02,2,2,CIN 2,10,6,Kyler Murray spiked the ball,5.720,4.950
2,0:01,3,2,CIN 2,13,6,Zane Gonzalez 20 yard field goal good,4.950,3.000
Quarter,Time,Down,ToGo,Location,ARI,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,13,6,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,13,6,Andy Dalton pass incomplete short right intended for Tyler Boyd,0.610,0.060
3,14:56,2,10,CIN 25,13,6,Andy Dalton sacked by Chandler Jones for no gain,0.060,-0.620
3,14:18,3,10,CIN 25,13,6,Andy Dalton pass complete short right to Auden Tate for 15 yards (tackle by Byron Murphy),-0.620,1.600
3,14:01,1,10,CIN 40,13,6,Andy Dalton pass complete short right to Tyler Boyd for 9 yards (tackle by Byron Murphy),1.600,2.270
3,13:27,2,1,CIN 49,13,6,Joe Mixon left guard for 15 yards (tackle by Budda Baker),2.270,3.180
3,13:03,1,10,ARI 36,13,6,"Andy Dalton pass incomplete short left intended for Damion Willis. Penalty on Kevin Peterson: Illegal Contact (Declined) . Penalty on Zach Kerr: Illegal Use of Hands, 5 yards (no play)",3.180,3.510
3,12:56,1,10,ARI 31,13,6,Joe Mixon left tackle for 4 yards (tackle by Jonathan Bullard),3.510,3.510
3,12:25,2,6,ARI 27,13,6,Joe Mixon left end for 4 yards (tackle by Jordan Hicks),3.510,3.340
3,11:47,3,2,ARI 23,13,6,Andy Dalton pass complete short right to Tyler Boyd for 2 yards (tackle by Byron Murphy),3.340,4.170
3,11:03,1,10,ARI 21,13,6,Andy Dalton pass complete short right to Tyler Boyd for 8 yards (tackle by Jalen Thompson),4.170,4.950
3,10:29,2,2,ARI 13,13,6,Andy Dalton pass incomplete short right intended for Auden Tate,4.950,4.240
3,10:26,3,2,ARI 13,13,6,Andy Dalton pass complete short right to Giovani Bernard for 5 yards (tackle by Jordan Hicks),4.240,5.370
3,9:52,1,8,ARI 8,13,6,"Penalty on Michael Jordan: False Start, 5 yards (no play)",5.370,4.530
3,9:37,1,13,ARI 13,13,6,Andy Dalton pass complete short right to Tyler Boyd for no gain (tackle by Tramaine Brock),4.530,3.720
3,9:20,2,13,ARI 13,13,6,Andy Dalton pass complete short right to C.J. Uzomah for 8 yards (tackle by Haason Reddick and Byron Murphy),3.720,4.260
3,8:41,3,5,ARI 5,13,6,Andy Dalton pass incomplete short middle intended for Tyler Eifert (defended by Haason Reddick),4.260,3.010
3,8:38,4,5,ARI 5,13,9,Randy Bullock 23 yard field goal good,3.010,3.000
3,8:34,,,CIN 35,13,9,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,8:34,1,10,ARI 25,13,9,David Johnson left guard for 2 yards (tackle by Sam Hubbard and Preston Brown),0.610,0.330
3,8:05,2,8,ARI 27,13,9,David Johnson right end for 3 yards (tackle by Sam Hubbard and Shawn Williams),0.330,0.040
3,7:23,3,5,ARI 30,13,9,Kyler Murray pass complete short right to KeeSean Johnson for 7 yards (tackle by Dre Kirkpatrick and Preston Brown),0.040,1.400
3,6:41,1,10,ARI 37,13,9,Kyler Murray pass complete deep left to David Johnson for 24 yards (tackle by Shawn Williams),1.400,2.980
3,6:16,1,10,CIN 39,13,9,Kyler Murray right end for 1 yard (tackle by Dre Kirkpatrick),2.980,2.580
3,5:37,2,9,CIN 38,13,9,Chase Edmonds right guard for 2 yards (tackle by Carlos Dunlap and Ryan Glasgow),2.580,2.150
3,5:00,3,7,CIN 36,13,9,Kyler Murray pass incomplete deep left intended for Larry Fitzgerald (defended by B.W. Webb),2.150,0.880
3,4:55,4,7,CIN 36,13,9,"Penalty on Rodney Gunter: False Start, 5 yards (no play)",0.880,0.530
3,4:55,4,12,CIN 41,13,9,"Ryan Winslow punts 41 yards, touchback.",0.530,-0.280
3,4:47,1,10,CIN 20,13,9,Andy Dalton pass complete short right to Tyler Eifert for 7 yards (tackle by Jalen Thompson),0.280,0.680
3,4:09,2,3,CIN 27,13,9,Joe Mixon right tackle for no gain (tackle by Jonathan Bullard),0.680,-0.030
3,3:28,3,3,CIN 27,13,9,"Andy Dalton pass incomplete short right intended for Tyler Eifert. Penalty on Deionte Thompson: Defensive Pass Interference, 6 yards (no play)",-0.030,1.140
3,3:24,1,10,CIN 33,13,9,"Andy Dalton pass complete short middle to Damion Willis for 9 yards (tackle by Tramaine Brock and Budda Baker). Penalty on Bobby Hart: Illegal Use of Hands, 10 yards (no play)",1.140,0.480
3,3:04,1,20,CIN 23,13,9,Andy Dalton pass complete short left to Damion Willis for 12 yards (tackle by Jalen Thompson),0.480,0.860
3,2:28,2,8,CIN 35,13,9,Andy Dalton pass incomplete short left intended for Tyler Eifert,0.860,0.170
3,2:25,3,8,CIN 35,13,9,Andy Dalton pass complete short right to Tyler Eifert for 7 yards (tackle by Haason Reddick),0.170,-0.590
3,1:42,4,1,CIN 42,13,9,Andy Dalton right guard for no gain (tackle by Haason Reddick),-0.590,-2.790
3,1:37,1,10,CIN 42,13,9,David Johnson right guard for 3 yards (tackle by Nick Vigil and Ryan Glasgow),2.790,2.650
3,1:09,2,7,CIN 39,13,9,Kyler Murray pass incomplete short right intended for David Johnson,2.650,1.950
3,1:05,3,7,CIN 39,13,9,Kyler Murray pass complete deep middle to Pharoh Cooper for 28 yards (tackle by Dre Kirkpatrick),1.950,4.840
3,0:37,1,10,CIN 11,13,9,David Johnson left tackle for 1 yard (tackle by Nick Vigil and Geno Atkins),4.840,4.320
Quarter,Time,Down,ToGo,Location,ARI,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CIN 10,13,9,"Chase Edmonds right tackle for -3 yards (tackle by Jessie Bates). Penalty on Larry Fitzgerald: Illegal Block Above the Waist, 10 yards (no play)",4.320,3.070
4,14:34,2,19,CIN 20,13,9,Kyler Murray left tackle for 8 yards (tackle by Nick Vigil),3.070,3.110
4,13:54,3,11,CIN 12,13,9,Kyler Murray pass complete short left to Chase Edmonds for 8 yards (tackle by Shawn Williams). Penalty on Kyler Murray: Illegal Motion (Declined),3.110,3.030
4,13:28,4,3,CIN 4,16,9,Zane Gonzalez 22 yard field goal good,3.030,3.000
4,13:25,,,ARI 35,16,9,"Zane Gonzalez kicks off 69 yards, returned by Brandon Wilson for 20 yards (tackle by Pharoh Cooper and Kevin Peterson). Penalty on Andrew Brown: Illegal Double-Team Block, 8 yards. Penalty on Cethan Carter: Offensive Holding (Declined)",0.000,-0.380
4,13:18,1,10,CIN 8,16,9,Andy Dalton pass complete short right to Tyler Boyd for 12 yards (tackle by Kevin Peterson),-0.380,0.280
4,12:49,1,10,CIN 20,16,9,Joe Mixon left guard for 1 yard (tackle by Jordan Hicks and Jonathan Bullard),0.280,-0.130
4,12:16,2,9,CIN 21,16,9,"Joe Mixon right end for 7 yards (tackle by Corey Peters). Penalty on John Miller: Illegal Block Above the Waist, 10 yards (no play)",-0.130,-1.440
4,11:51,2,19,CIN 11,16,9,Andy Dalton pass complete short right to Tyler Boyd for 4 yards (tackle by Budda Baker),-1.440,-1.860
4,11:13,3,15,CIN 15,16,9,Andy Dalton pass complete short right to Giovani Bernard for 7 yards (tackle by Haason Reddick and Jordan Hicks),-1.860,-1.900
4,10:35,4,8,CIN 22,16,9,"Kevin Huber punts 63 yards, returned by Pharoh Cooper for 17 yards (tackle by Tony McRae). Penalty on D.J. Foster: Illegal Block Above the Waist, 10 yards",-1.900,-0.410
4,10:21,1,10,ARI 22,16,9,Kyler Murray pass complete short middle to Larry Fitzgerald for 11 yards (tackle by Nick Vigil),0.410,1.140
4,9:39,1,10,ARI 33,16,9,"KeeSean Johnson left end for 3 yards (tackle by Preston Brown). Penalty on D.J. Humphries: Illegal Block Above the Waist, 10 yards",1.140,0.670
4,9:13,1,17,ARI 26,16,9,Kyler Murray left end for 12 yards (tackle by Jessie Bates),0.670,1.270
4,8:30,2,5,ARI 38,16,9,David Johnson right guard for 8 yards (tackle by B.W. Webb),1.270,1.990
4,8:09,1,10,ARI 46,16,9,Kyler Murray pass incomplete short right intended for David Johnson,1.990,1.450
4,8:07,2,10,ARI 46,16,9,Kyler Murray pass complete short right to David Johnson for 17 yards (tackle by Jessie Bates and Preston Brown),1.450,3.120
4,7:21,1,10,CIN 37,22,9,"Chase Edmonds left end for 37 yards, touchdown",3.120,7.000
4,7:13,,,CIN 15,23,9,Zane Gonzalez kicks extra point good,0.000,0.000
4,7:13,,,ARI 35,23,9,"Zane Gonzalez kicks off 69 yards, returned by Brandon Wilson for 25 yards (tackle by Chris Banjo)",0.000,0.340
4,7:07,1,10,CIN 21,23,9,Andy Dalton pass complete short right to Auden Tate for 9 yards (tackle by Byron Murphy),0.340,1.020
4,6:39,2,1,CIN 30,23,9,Andy Dalton pass complete short left to Joe Mixon for 16 yards (tackle by Cassius Marsh),1.020,1.990
4,6:00,1,10,CIN 46,23,9,Joe Mixon right guard for 6 yards (tackle by Budda Baker and Jordan Hicks),1.990,2.260
4,5:35,2,4,ARI 48,23,9,Andy Dalton pass complete short middle to Damion Willis for 12 yards (tackle by Kevin Peterson and Cassius Marsh),2.260,3.180
4,4:55,1,10,ARI 36,23,9,Andy Dalton pass incomplete deep left intended for Tyler Boyd,3.180,2.640
4,4:50,2,10,ARI 36,23,9,Andy Dalton pass complete short middle to Tyler Boyd for 13 yards (tackle by Byron Murphy),2.640,4.040
4,4:24,1,10,ARI 23,23,9,Andy Dalton pass complete short right to Damion Willis for 9 yards (tackle by Byron Murphy),4.040,4.950
4,4:19,2,1,ARI 14,23,9,Andy Dalton pass complete short right to Giovani Bernard for 4 yards (tackle by Byron Murphy),4.950,4.910
4,4:16,1,10,ARI 10,23,9,Andy Dalton pass complete short right to C.J. Uzomah for 8 yards (tackle by Jalen Thompson),4.910,5.720
4,4:11,2,2,ARI 2,23,15,"Andy Dalton pass complete short middle to Auden Tate for 2 yards, touchdown",5.720,7.000
4,4:08,,,ARI 15,23,16,Randy Bullock kicks extra point good,0.000,0.000
4,4:08,,,CIN 35,23,16,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,4:08,1,10,ARI 25,23,16,"Penalty on Kyler Murray: Delay of Game, 5 yards (no play)",0.610,0.280
4,4:08,1,15,ARI 20,23,16,Kyler Murray pass complete short right to Larry Fitzgerald for 5 yards (tackle by Geno Atkins),0.280,0.060
4,0:00,,,,,,Timeout #1 by Cincinnati Bengals,,
4,4:00,2,10,ARI 25,23,16,Kyler Murray pass incomplete short middle intended for KeeSean Johnson (defended by Dre Kirkpatrick),0.060,-0.620
4,3:56,3,10,ARI 25,23,16,Kyler Murray pass incomplete deep left intended for Larry Fitzgerald (defended by B.W. Webb),-0.620,-1.700
4,3:52,4,10,ARI 25,23,16,"Ryan Winslow punts 55 yards, returned by Tyler Boyd for -1 yards (tackle by Trent Sherfield)",-1.700,-0.150
4,3:41,1,10,CIN 19,23,16,Andy Dalton pass complete short middle to Tyler Boyd for 29 yards (tackle by Deionte Thompson and Jalen Thompson),0.150,2.130
4,3:02,1,10,CIN 48,23,16,Giovani Bernard right guard for 9 yards (tackle by Deionte Thompson),2.130,2.800
4,2:30,2,1,ARI 43,23,16,Giovani Bernard right tackle for 1 yard (tackle by Chandler Jones and Corey Peters),2.800,2.790
4,2:08,1,10,ARI 42,23,22,"Andy Dalton pass complete deep left to Tyler Boyd for 42 yards, touchdown",2.790,7.000
4,2:00,,,ARI 15,23,23,Randy Bullock kicks extra point good,0.000,0.000
4,2:00,,,CIN 35,23,23,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,2:00,1,10,ARI 25,23,23,David Johnson up the middle for 8 yards (tackle by Carl Lawson),0.610,1.140
4,1:31,2,2,ARI 33,23,23,Kyler Murray pass complete deep left to David Johnson for 24 yards (tackle by Jessie Bates and Nick Vigil),1.140,2.720
4,1:26,1,10,CIN 43,23,23,Chase Edmonds up the middle for 4 yards (tackle by Carlos Dunlap and Nick Vigil),2.720,2.720
4,0:51,2,6,CIN 39,23,23,Kyler Murray up the middle for 24 yards (tackle by Clayton Fejedelem),2.720,4.580
4,0:39,,,,,,Timeout #2 by Cincinnati Bengals,,
4,0:39,1,10,CIN 15,23,23,David Johnson left guard for 2 yards (tackle by Carlos Dunlap),4.580,4.280
4,0:02,,,,,,Timeout #1 by Arizona Cardinals,,
4,0:02,,,,,,Timeout #3 by Cincinnati Bengals,,
4,0:02,2,8,CIN 13,26,23,Zane Gonzalez 31 yard field goal good,4.280,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
