Player,Pos
Jalen Hurts,QB
Kenneth Gainwell,RB
Quez Watkins,WR
A.J. Brown,WR
DeVonta Smith,WR
Dallas Goedert,TE
Cam Jurgens,OL
Jordan Mailata,T
Lane Johnson,T
Landon Dickerson,G
Jason Kelce,C
Josh Sweat,DE
Milton Williams,DT
Jordan Davis,DT
Fletcher Cox,DT
Haason Reddick,OLB
Nakobe Dean,LB
Zach Cunningham,LB
Darius Slay,CB
James Bradberry,CB
Justin Evans,S
Reed Blankenship,S
