Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
2,9:30,3,8,SEA 18,14,0,Tarvaris Jackson pass complete deep right to Doug Baldwin for 30 yards (tackle by Thomas DeCoud),-1.070,2.130
2,8:54,1,10,SEA 48,14,6,"Tarvaris Jackson pass complete deep right to Sidney Rice for 52 yards, touchdown. Penalty on John Abraham: Defensive Offside (Declined), Penalty on Sidney Rice: Unsportsmanlike Conduct, 15 yards",2.130,7.000
2,,,,ATL 2,14,7,Steven Hauschka kicks extra point good,0.000,0.000
2,,,,SEA 20,14,7,"Steven Hauschka kicks off 71 yards, returned by Eric Weems for 19 yards (tackle by Jeron Johnson)",0.000,0.810
2,8:41,1,10,ATL 28,14,7,Matt Ryan pass complete short left to Michael Turner for 10 yards (tackle by Earl Thomas),0.810,1.470
2,8:09,1,10,ATL 38,14,7,Michael Turner left tackle for no gain (tackle by Brandon Mebane),1.470,0.920
2,7:32,2,10,ATL 38,14,7,Matt Ryan pass complete short left to Julio Jones for -3 yards (tackle by Brandon Browner),0.920,-0.160
2,6:46,3,13,ATL 35,14,7,Matt Ryan pass complete short middle to Julio Jones for 29 yards (tackle by Jeron Johnson),-0.160,3.180
2,6:19,1,10,SEA 36,14,7,Jacquizz Rodgers left tackle for 1 yard (tackle by Clinton McDonald),3.180,2.770
2,5:38,2,9,SEA 35,14,7,Michael Turner left end for 2 yards (tackle by Clinton McDonald),2.770,2.350
2,4:52,3,7,SEA 33,14,7,Matt Ryan pass complete short right to Roddy White for 15 yards (tackle by Marcus Trufant and Jeron Johnson),2.350,4.370
2,4:44,1,10,SEA 18,14,7,Michael Turner left tackle for no gain (tackle by Earl Thomas),4.370,3.800
2,4:04,2,10,SEA 18,14,7,Matt Ryan pass complete deep right to Roddy White for 16 yards (tackle by Marcus Trufant),3.800,6.740
2,3:37,1,2,SEA 2,14,7,Michael Turner up the middle for 1 yard (tackle by LeRoy Hill and Alan Branch),6.740,5.910
2,2:53,2,1,SEA 1,20,7,"Michael Turner right tackle for 1 yard, touchdown",5.910,7.000
2,,,,SEA 2,21,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,ATL 35,21,7,"Matt Bosher kicks off 66 yards, returned by Leon Washington for 18 yards (tackle by Eric Weems)",0.000,-0.060
2,2:43,1,10,SEA 17,21,7,Tarvaris Jackson pass incomplete short right intended for Sidney Rice,-0.060,-0.580
2,2:39,2,10,SEA 17,21,7,Tarvaris Jackson pass complete short right to Sidney Rice for 4 yards (tackle by Ray Edwards),-0.580,-0.750
2,2:00,3,6,SEA 21,21,7,Tarvaris Jackson pass incomplete short left intended for Justin Forsett,-0.750,-1.960
2,1:56,4,6,SEA 21,21,7,"Jon Ryan punts 52 yards, returned by Eric Weems for 11 yards (tackle by Atari Bigby)",-1.960,-1.470
2,1:43,1,10,ATL 38,21,7,Matt Ryan pass incomplete short right intended for Roddy White,1.470,0.920
2,1:40,2,10,ATL 38,21,7,Matt Ryan pass complete short right to Tony Gonzalez for 9 yards (tackle by David Hawthorne),0.920,1.420
2,1:33,3,1,ATL 47,21,7,Michael Turner left guard for 5 yards (tackle by David Hawthorne and LeRoy Hill),1.420,2.390
2,1:27,,,,21,7,Timeout #1 by Atlanta Falcons,0.000,2.390
2,1:27,1,10,SEA 48,21,7,Matt Ryan right tackle for 9 yards,2.390,3.060
2,1:04,2,1,SEA 39,21,7,Matt Ryan pass complete short right to Roddy White for 5 yards (tackle by Marcus Trufant),3.060,3.310
2,0:45,1,10,SEA 34,21,7,Matt Ryan pass incomplete short left intended for Julio Jones,3.310,2.770
2,0:40,,,,21,7,Timeout #2 by Atlanta Falcons,0.000,2.770
2,0:40,2,10,SEA 34,21,7,Matt Ryan pass complete short middle to Tony Gonzalez for 5 yards (tackle by Atari Bigby),2.770,2.740
2,0:33,,,,21,7,Timeout #3 by Atlanta Falcons,0.000,2.740
2,0:33,3,5,SEA 29,21,7,Matt Ryan pass incomplete short left intended for Julio Jones,2.740,1.540
2,0:30,4,5,SEA 29,24,7,Matt Bryant 47 yard field goal good,1.540,3.000
2,,,,ATL 35,24,7,"Matt Bosher kicks off 65 yards, returned by Leon Washington for 23 yards (tackle by Akeem Dent)",0.000,0.480
2,0:21,1,10,SEA 23,24,7,Justin Forsett right guard for no gain (tackle by Corey Peters),0.480,-0.070
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,24,7,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ATL 20,24,7,Matt Ryan pass complete deep left to Julio Jones for 45 yards (tackle by Brandon Browner),0.280,3.250
3,14:37,1,10,SEA 35,24,7,Matt Ryan pass incomplete short right intended for Roddy White,3.250,2.700
,,,,,,,"SEA challenged the pass completion ruling, and the original play was overturned.",,
3,14:33,2,10,SEA 35,24,7,Michael Turner up the middle for 3 yards (tackle by K.J. Wright and David Hawthorne),2.700,2.410
3,13:52,3,7,SEA 32,24,7,Matt Ryan pass incomplete deep right intended for Julio Jones,2.410,1.240
3,13:45,4,7,SEA 32,27,7,Matt Bryant 50 yard field goal good,1.240,3.000
3,,,,ATL 35,27,7,"Matt Bosher kicks off 62 yards, returned by Leon Washington for 36 yards (tackle by Kroy Biermann)",0.000,1.530
3,13:34,1,10,SEA 39,27,7,Marshawn Lynch right tackle for 3 yards (tackle by Ray Edwards and Curtis Lofton),1.530,1.390
3,13:07,2,7,SEA 42,27,7,Tarvaris Jackson pass complete short right to Marshawn Lynch for 5 yards (tackle by Sean Weatherspoon and Brent Grimes),1.390,1.360
3,12:39,3,2,SEA 47,27,7,Justin Forsett up the middle for 3 yards (tackle by William Moore),1.360,2.260
3,12:08,1,10,,27,7,Tarvaris Jackson pass complete deep right to Doug Baldwin for 20 yards (tackle by Brent Grimes),2.260,3.580
3,11:37,1,10,ATL 30,27,7,Tarvaris Jackson pass incomplete deep right intended for Sidney Rice,3.580,3.030
3,11:31,2,10,ATL 30,27,7,Tarvaris Jackson pass complete short middle to Leon Washington for 4 yards (tackle by Curtis Lofton),3.030,2.870
3,11:03,3,6,ATL 26,27,7,Tarvaris Jackson pass complete short left to Mike Williams for 19 yards (tackle by William Moore),2.870,5.600
3,10:46,1,7,ATL 7,27,7,Leon Washington left tackle for 1 yard (tackle by Corey Peters),5.600,4.950
3,10:10,2,6,ATL 6,27,7,Tarvaris Jackson pass incomplete short right intended for Marshawn Lynch,4.950,4.040
3,10:05,3,6,ATL 6,27,13,"Tarvaris Jackson pass complete short right to Mike Williams for 6 yards, touchdown",4.040,7.000
3,,,,ATL 2,27,14,Steven Hauschka kicks extra point good,0.000,0.000
3,,,,SEA 35,27,14,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,10:01,1,10,ATL 20,27,14,Michael Turner right guard for 10 yards (tackle by Earl Thomas and Clinton McDonald),0.280,0.940
3,9:17,1,10,ATL 30,27,14,"Michael Turner left end for 1 yard (tackle by Brandon Browner and Earl Thomas). Penalty on Reggie Kelly: Offensive Holding, 10 yards (no play)",0.940,0.280
3,8:50,1,20,ATL 20,27,14,Matt Ryan pass complete short left to Julio Jones for 2 yards (tackle by Brandon Browner),0.280,-0.690
3,8:03,2,18,ATL 22,27,14,Matt Ryan pass complete short left to Julio Jones for 9 yards (tackle by Brandon Browner),-0.690,-0.160
3,7:18,,,,27,14,Timeout #1 by Seattle Seahawks,0.000,-0.160
3,7:18,3,9,ATL 31,27,14,Matt Ryan pass incomplete deep left intended for Julio Jones,-0.160,-1.310
3,7:12,4,9,ATL 31,27,14,"Matt Bosher punts 48 yards, returned by Leon Washington for 7 yards (tackle by Shann Schillinger)",-1.310,-0.810
3,7:02,1,10,SEA 28,27,14,Tarvaris Jackson pass complete short right to Marshawn Lynch for 26 yards (tackle by Curtis Lofton),0.810,2.520
3,6:13,1,10,ATL 46,27,14,Tarvaris Jackson pass complete short left to Doug Baldwin for 11 yards (tackle by Curtis Lofton),2.520,3.250
3,5:44,1,10,ATL 35,27,14,Tarvaris Jackson pass incomplete deep left intended for Ben Obomanu,3.250,2.700
3,5:38,2,10,ATL 35,27,14,Tarvaris Jackson pass complete short right to Justin Forsett for 18 yards (tackle by Sean Weatherspoon),2.700,4.440
3,4:57,1,10,ATL 17,27,14,Tarvaris Jackson pass incomplete deep middle intended for Zach Miller is intercepted by Thomas DeCoud and returned for 7 yards (tackle by Paul McQuistan),4.440,0.380
3,4:48,1,10,ATL 5,27,14,Michael Turner left tackle for -2 yards (tackle by Alan Branch and Earl Thomas),-0.380,-0.930
3,4:10,2,12,ATL 3,27,14,Michael Turner up the middle for 1 yard (tackle by Brandon Mebane),-0.930,-1.540
3,3:31,3,11,ATL 4,27,14,Matt Ryan pass incomplete deep right intended for Julio Jones,-1.540,-2.490
3,3:24,4,11,ATL 4,27,14,"Matt Bosher punts 40 yards, returned by Leon Washington for 33 yards (tackle by James Sanders)",-2.490,-4.840
3,3:12,1,10,ATL 11,27,20,"Marshawn Lynch left tackle for 11 yards, touchdown",4.840,7.000
3,,,,ATL 2,27,21,Steven Hauschka kicks extra point good,0.000,0.000
3,,,,SEA 35,27,21,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,3:07,1,10,ATL 20,27,21,Matt Ryan pass complete short left to Julio Jones for 4 yards (tackle by Brandon Browner),0.280,0.270
3,2:25,2,6,ATL 24,27,21,Matt Ryan pass complete short right to Roddy White for 8 yards (tackle by Marcus Trufant),0.270,1.070
3,1:43,1,10,ATL 32,27,21,Michael Turner up the middle for -2 yards (tackle by Earl Thomas),1.070,0.260
3,1:00,2,12,ATL 30,27,21,Matt Ryan pass complete deep right to Tony Gonzalez for 22 yards (tackle by LeRoy Hill). Penalty on Atari Bigby: Defensive Pass Interference (Declined),0.260,2.390
3,0:37,1,10,SEA 48,27,21,Jacquizz Rodgers left end for 1 yard (tackle by Raheem Brock and Aaron Curry),2.390,1.980
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,SEA 47,27,21,Matt Ryan pass complete short left to Julio Jones for 7 yards (tackle by Brandon Browner),1.980,2.210
4,14:27,3,2,SEA 40,27,21,"Matt Ryan pass incomplete short left intended for Tony Gonzalez. Penalty on Red Bryant: Defensive Offside, 5 yards (no play)",2.210,3.250
4,14:24,1,10,SEA 35,27,21,Matt Ryan pass incomplete deep middle intended for Roddy White,3.250,2.700
4,14:20,2,10,SEA 35,27,21,Michael Turner right tackle for 2 yards (tackle by Clinton McDonald),2.700,2.280
4,13:49,,,,27,21,Timeout #2 by Seattle Seahawks,0.000,2.280
4,13:49,3,8,SEA 33,27,21,Matt Ryan pass complete short left to Jacquizz Rodgers for 10 yards (tackle by Clinton McDonald),2.280,4.040
4,13:11,1,10,SEA 23,27,21,Michael Turner up the middle for -2 yards (tackle by Earl Thomas and Raheem Brock),4.040,3.230
4,12:29,2,12,SEA 25,27,21,Matt Ryan pass incomplete deep middle intended for Julio Jones,3.230,2.540
4,12:24,3,12,SEA 25,27,21,Matt Ryan pass complete short right to Michael Palmer for 2 yards (tackle by Raheem Brock),2.540,1.930
4,11:43,4,10,SEA 23,30,21,Matt Bryant 42 yard field goal good,1.930,3.000
4,,,,ATL 35,30,21,Matt Bosher kicks off 62 yards,0.000,1.600
4,11:38,1,10,SEA 40,30,21,Marshawn Lynch up the middle for 6 yards (tackle by Kelvin Hayden and Curtis Lofton),1.600,1.860
4,11:18,2,4,SEA 46,30,21,Tarvaris Jackson pass complete short left to Ben Obomanu for 12 yards,1.860,2.790
4,11:00,1,10,ATL 42,30,21,Tarvaris Jackson up the middle for 13 yards (tackle by Ray Edwards),2.790,3.640
4,10:34,1,10,ATL 29,30,21,Leon Washington up the middle for 1 yard (tackle by William Moore),3.640,3.240
4,10:06,2,9,ATL 28,30,21,Tarvaris Jackson pass incomplete deep right intended for Sidney Rice (defended by Brent Grimes),3.240,2.540
4,9:59,3,9,ATL 28,30,21,Tarvaris Jackson pass complete deep right to Doug Baldwin for 16 yards (tackle by William Moore),2.540,4.780
4,9:29,1,10,ATL 12,30,21,Marshawn Lynch left tackle for 2 yards (tackle by Curtis Lofton and Kroy Biermann),4.780,4.450
4,8:50,2,8,ATL 10,30,21,Tarvaris Jackson pass complete short right to Marshawn Lynch for 2 yards (tackle by Sean Weatherspoon),4.450,3.930
4,8:20,3,6,ATL 8,30,27,"Tarvaris Jackson pass complete short left to Ben Obomanu for 8 yards, touchdown",3.930,7.000
4,,,,ATL 2,30,28,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,SEA 35,30,28,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
4,8:13,1,10,ATL 20,30,28,Michael Turner left tackle for 1 yard (tackle by Aaron Curry),0.280,-0.130
4,7:29,2,9,ATL 21,30,28,Michael Turner left tackle for 2 yards (tackle by LeRoy Hill and Red Bryant),-0.130,-0.560
4,6:43,3,7,ATL 23,30,28,"Matt Ryan pass incomplete deep left intended for Julio Jones. Penalty on Brandon Browner: Defensive Holding, 5 yards (no play)",-0.560,0.810
4,6:37,1,10,ATL 28,30,28,Matt Ryan pass complete short right to Roddy White for 8 yards (tackle by Marcus Trufant),0.810,1.340
4,5:59,2,2,ATL 36,30,28,Matt Ryan pass incomplete short left intended for Roddy White,1.340,0.630
4,5:54,3,2,ATL 36,30,28,Matt Ryan pass complete short left to Tony Gonzalez for 6 yards (tackle by David Hawthorne),0.630,1.730
4,5:36,1,10,ATL 42,30,28,"Penalty on Garrett Reynolds: False Start, 5 yards (no play)",1.730,1.400
4,4:56,1,15,ATL 37,30,28,Michael Turner left tackle for 8 yards (tackle by Clinton McDonald),1.400,1.590
4,4:12,2,7,ATL 45,30,28,Matt Ryan pass incomplete short right intended for Roddy White,1.590,0.890
,,,,,,,"ATL challenged the incomplete pass ruling, and the play was upheld.",,
4,4:05,3,7,ATL 45,30,28,Matt Ryan left end for 10 yards (tackle by Raheem Brock),0.890,2.590
4,3:22,1,10,SEA 45,30,28,Michael Turner right tackle for -2 yards (tackle by Brandon Mebane and Earl Thomas),2.590,1.770
4,2:39,2,12,SEA 47,30,28,Matt Ryan pass complete short left to Tony Gonzalez for 4 yards (tackle by LeRoy Hill),1.770,1.620
4,2:00,3,8,SEA 43,30,28,Matt Ryan pass incomplete deep right intended for Tony Gonzalez,1.620,0.400
4,1:56,4,8,SEA 43,30,28,"Matt Bosher punts 28 yards, fair catch by Leon Washington",0.400,0.220
4,1:49,1,10,SEA 15,30,28,Tarvaris Jackson pass complete short right to Justin Forsett for 9 yards (tackle by William Moore),-0.220,0.620
4,1:41,2,1,SEA 24,30,28,Justin Forsett up the middle for 8 yards (tackle by William Moore),0.620,1.070
4,1:20,1,10,SEA 32,30,28,Tarvaris Jackson pass complete short middle to Justin Forsett for 3 yards (tackle by Sean Weatherspoon),1.070,0.930
4,1:02,2,7,SEA 35,30,28,Tarvaris Jackson pass complete short middle to Doug Baldwin for 7 yards (tackle by William Moore),0.930,1.730
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,0:40,1,10,SEA 42,30,28,Tarvaris Jackson pass complete short middle to Zach Miller for 13 yards (tackle by Kelvin Hayden and Curtis Lofton),1.730,2.590
4,0:22,1,10,ATL 45,30,28,Tarvaris Jackson spiked the ball,2.590,2.040
4,0:22,2,10,ATL 45,30,28,"Penalty on Sidney Rice: False Start, 5 yards (no play)",2.040,1.370
4,0:22,2,15,,30,28,Tarvaris Jackson pass complete short right to Zach Miller for 7 yards (tackle by Brent Grimes),1.370,1.620
4,0:16,3,8,ATL 43,30,28,Tarvaris Jackson pass incomplete short right intended for Zach Miller,1.620,0.400
4,0:13,,,,30,28,Timeout #2 by Atlanta Falcons,0.000,0.400
4,0:13,4,8,ATL 43,30,28,Steven Hauschka 61 yard field goal no good,0.400,-2.320
4,0:08,1,10,SEA 49,30,28,Matt Ryan kneels for -1 yards,2.320,1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
