Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
2,11:23,1,10,NYG 46,0,13,Eli Manning pass incomplete short right intended for Odell Beckham,1.990,1.450
2,11:18,2,10,NYG 46,0,13,Eli Manning pass complete short middle to Sterling Shepard for 11 yards (tackle by Robert McClain),1.450,2.720
2,10:50,1,10,TAM 43,0,13,Eli Manning pass complete short right to Shane Vereen for 11 yards (tackle by Keith Tandy),2.720,3.450
2,10:18,1,10,TAM 32,0,13,Eli Manning pass incomplete short right intended for Odell Beckham,3.450,2.900
2,10:12,2,10,TAM 32,0,13,Eli Manning pass complete short middle to Rhett Ellison for 9 yards (tackle by Chris Conte),2.900,3.400
2,9:31,3,1,TAM 23,0,13,Paul Perkins right guard for 2 yards (tackle by Kendell Beckwith),3.400,4.170
2,8:54,1,10,TAM 21,0,13,Paul Perkins right tackle for -2 yards (tackle by Robert Ayers),4.170,3.360
2,8:19,2,12,TAM 23,0,13,Eli Manning pass complete short right to Brandon Marshall for 11 yards (tackle by Brent Grimes),3.360,4.490
2,8:01,3,1,TAM 12,0,13,Shane Vereen middle for no gain (tackle by Robert Ayers and Noah Spence),4.490,2.780
2,7:21,4,1,TAM 12,3,13,Aldrick Rosas 30 yard field goal good,2.780,3.000
2,7:17,,,NYG 35,3,13,"Aldrick Rosas kicks off 66 yards, returned by Bernard Reedy for 21 yards (tackle by Nordly Capi)",0.000,-0.280
2,7:11,1,10,TAM 20,3,13,Jacquizz Rodgers middle for 2 yards (tackle by Damon Harrison),0.280,0.000
2,6:47,2,8,TAM 22,3,13,Jameis Winston pass incomplete deep middle intended for O.J. Howard,0.000,-0.690
2,6:43,3,8,TAM 22,3,13,Jameis Winston pass incomplete short left intended for Mike Evans (defended by Jay Bromley),-0.690,-1.900
2,6:38,4,8,TAM 22,3,13,"Bryan Anger punts 40 yards, out of bounds",-1.900,-1.470
2,6:29,1,10,NYG 38,3,13,Eli Manning pass complete short left to Brandon Marshall for 5 yards,1.470,1.600
2,5:46,2,5,NYG 43,3,13,Eli Manning pass complete short left to Odell Beckham for 15 yards (tackle by Kendell Beckwith),1.600,2.790
2,5:14,1,10,TAM 42,3,13,Eli Manning pass incomplete short left intended for Odell Beckham,2.790,2.240
2,5:09,2,10,TAM 42,3,13,Eli Manning pass complete short right to Evan Engram for 3 yards (tackle by Kendell Beckwith),2.240,1.950
2,4:30,3,7,TAM 39,3,13,Eli Manning pass complete short middle to Sterling Shepard for 19 yards (tackle by Robert McClain),1.950,4.240
2,3:57,1,10,TAM 20,3,13,Shane Vereen left guard for 6 yards (tackle by Robert Ayers),4.240,4.640
2,3:25,2,4,TAM 14,9,13,"Eli Manning right end for 14 yards, touchdown",4.640,7.000
2,3:17,,,TAM 15,10,13,Aldrick Rosas kicks extra point good,0.000,0.000
2,3:17,,,NYG 35,10,13,"Aldrick Rosas kicks off 65 yards, touchback",0.000,-0.610
2,3:17,1,10,TAM 25,10,13,Jameis Winston pass complete short right to DeSean Jackson for 11 yards (tackle by Eli Apple),0.610,1.330
2,2:52,1,10,TAM 36,10,13,Jameis Winston pass incomplete short right intended for DeSean Jackson (defended by Eli Apple),1.330,0.790
2,2:48,2,10,TAM 36,10,13,Jameis Winston pass complete short left to Adam Humphries for 1 yard (tackle by Dominique Rodgers-Cromartie),0.790,0.230
2,2:12,3,9,TAM 37,10,13,Jameis Winston pass complete short middle to Adam Humphries for 10 yards (tackle by Keenan Robinson),0.230,2.060
2,2:00,1,10,TAM 47,10,13,Charles Sims for 14 yards (tackle by Landon Collins),2.060,2.980
2,1:35,1,10,NYG 39,10,13,Jameis Winston pass incomplete deep left intended for Adam Humphries,2.980,2.440
2,1:29,2,10,NYG 39,10,13,Jameis Winston pass complete short right to Adam Humphries for 7 yards (tackle by Keenan Robinson),2.440,2.680
2,0:56,3,3,NYG 32,10,13,Jameis Winston pass complete deep right to Mike Evans for 31 yards (tackle by Landon Collins),2.680,0.000
2,0:48,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,-6.970
2,0:48,1,1,NYG 1,10,13,Jacquizz Rodgers right end for -1 yards (tackle by Devon Kennard),6.970,0.000
2,0:43,,,,,,Timeout #2 by Tampa Bay Buccaneers,0.000,-5.720
2,0:43,2,2,NYG 2,10,13,Jameis Winston pass incomplete short right intended for Mike Evans,5.720,0.000
2,0:39,,,,,,Timeout #1 by New York Giants,0.000,-4.950
2,0:39,3,2,NYG 2,10,13,Jameis Winston pass incomplete short left intended for Cameron Brate,4.950,3.250
2,0:35,4,2,NYG 2,10,16,Nick Folk 20 yard field goal good,3.250,3.000
2,0:32,,,TAM 35,10,16,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
2,0:32,1,10,NYG 25,10,16,Eli Manning pass complete short right to Evan Engram for 13 yards (tackle by Brent Grimes),0.610,0.000
2,0:25,,,,,,Timeout #2 by New York Giants,0.000,-1.470
2,0:25,1,10,NYG 38,10,16,Eli Manning middle for 2 yards (tackle by Gerald McCoy),1.470,0.000
2,0:17,,,,,,Timeout #3 by New York Giants,0.000,0.000
2,0:17,,,,,,Timeout #3 by Tampa Bay Buccaneers,0.000,-1.190
2,0:17,2,8,NYG 40,10,16,Eli Manning pass incomplete short middle intended for Shane Vereen,1.190,0.500
2,0:12,3,8,NYG 40,10,16,Shane Vereen middle for 7 yards (tackle by Robert McClain),0.500,-0.260
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,10,16,"Aldrick Rosas kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,TAM 25,10,16,Jacquizz Rodgers middle for 5 yards (tackle by Landon Collins),0.610,0.740
3,14:27,2,5,TAM 30,10,16,Jacquizz Rodgers right tackle for 6 yards (tackle by Landon Collins),0.740,1.330
3,13:46,1,10,TAM 36,10,16,Jacquizz Rodgers middle for 2 yards (tackle by Devon Kennard),1.330,1.060
3,13:11,2,8,TAM 38,10,16,Jameis Winston pass complete short left to DeSean Jackson for 9 yards (tackle by Eli Apple),1.060,2.060
3,12:40,1,10,TAM 47,10,16,Jameis Winston pass complete short right to O.J. Howard for 5 yards (tackle by Jonathan Casillas),2.060,2.190
3,11:58,2,5,NYG 48,10,16,Jacquizz Rodgers right guard for 12 yards (tackle by Janoris Jenkins),2.190,3.180
3,11:23,1,10,NYG 36,10,16,Jacquizz Rodgers middle for 4 yards (tackle by Dalvin Tomlinson),3.180,3.180
3,10:46,2,6,NYG 32,10,16,Peyton Barber left end for 2 yards (tackle by Kerry Wynn and Damon Harrison),3.180,2.740
3,10:21,3,4,NYG 30,10,16,"Jameis Winston pass incomplete short right intended for DeSean Jackson. Jameis Winston fumbles, recovered by Jameis Winston at NYG-35",2.740,1.460
3,10:14,4,4,NYG 30,10,16,Nick Folk 49 yard field goal no good,1.460,-1.530
3,10:10,1,10,NYG 39,10,16,Eli Manning pass incomplete short right intended for Odell Beckham,1.530,0.990
3,10:04,2,10,NYG 39,10,16,Eli Manning pass complete short middle to Sterling Shepard for 8 yards (tackle by Justin Evans),0.990,1.360
3,9:23,3,2,NYG 47,10,16,Eli Manning pass complete short left to Brandon Marshall for 7 yards,1.360,2.520
3,8:43,1,10,TAM 46,10,16,Paul Perkins left tackle for 2 yards (tackle by Kendell Beckwith),2.520,2.250
3,8:05,2,8,TAM 44,10,16,Eli Manning pass complete short left to Odell Beckham for 7 yards,2.250,2.480
3,7:25,3,1,TAM 37,10,16,"Penalty on Robert Ayers: Neutral Zone Infraction, 5 yards (no play)",2.480,3.450
3,7:08,1,10,TAM 32,10,16,Wayne Gallman right tackle for 13 yards (tackle by Chris Conte),3.450,4.310
3,6:43,1,10,TAM 19,10,16,Wayne Gallman middle for 1 yard (tackle by Ryan Russell),4.310,3.880
3,6:14,2,9,TAM 18,10,16,Wayne Gallman right tackle for 4 yards (tackle by Adarius Glanton),3.880,3.760
3,5:40,3,5,TAM 14,10,16,Eli Manning pass complete short right to Brandon Marshall for 10 yards (tackle by Brent Grimes),3.760,6.280
3,5:03,1,4,TAM 4,10,16,Wayne Gallman left guard for no gain (tackle by Justin Evans and Noah Spence),6.280,5.340
3,4:24,2,4,TAM 4,16,16,"Eli Manning pass complete short left to Wayne Gallman for 4 yards, touchdown",5.340,7.000
3,4:19,,,TAM 15,17,16,Aldrick Rosas kicks extra point good,0.000,0.000
3,4:19,,,NYG 35,17,16,"Aldrick Rosas kicks off 61 yards, returned by Bernard Reedy for 16 yards (tackle by Nat Berhe)",0.000,-0.280
3,4:14,1,10,TAM 20,17,16,Jameis Winston pass incomplete short left intended for Jacquizz Rodgers,0.280,-0.270
3,4:09,2,10,TAM 20,17,16,Jameis Winston pass incomplete deep middle intended for DeSean Jackson,-0.270,-0.960
3,4:03,3,10,TAM 20,17,16,Jameis Winston sacked by Jason Pierre-Paul and Dominique Rodgers-Cromartie for -9 yards,-0.960,-2.490
3,3:26,4,19,TAM 11,17,16,"Bryan Anger punts 44 yards, fair catch by Dwayne Harris",-2.490,-1.930
3,3:17,1,10,NYG 45,17,16,Wayne Gallman right tackle for 7 yards (tackle by Justin Evans),1.930,2.330
3,2:48,2,3,TAM 48,17,16,Eli Manning pass complete short left to Brandon Marshall for 3 yards,2.330,2.590
3,2:16,1,10,TAM 45,17,16,Eli Manning pass complete short right to Odell Beckham for 2 yards (tackle by Brent Grimes),2.590,2.310
3,1:52,2,8,TAM 43,17,16,Eli Manning pass complete short middle to Wayne Gallman for 4 yards (tackle by Kendell Beckwith),2.310,2.150
3,1:14,3,4,TAM 39,17,16,Eli Manning pass complete short right to Odell Beckham for 8 yards (tackle by Brent Grimes),2.150,3.510
3,0:42,1,10,TAM 31,17,16,Eli Manning pass incomplete short right intended for Evan Engram (defended by Chris Conte),3.510,2.970
3,0:37,2,10,TAM 31,17,16,"Wayne Gallman right tackle for no gain (tackle by Chris Conte). Wayne Gallman fumbles (forced by Chris Conte), recovered by Wayne Gallman at TAM-31",2.970,2.280
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,TAM 31,17,16,Eli Manning middle for 6 yards (tackle by Adarius Glanton),2.280,1.880
4,14:19,4,4,TAM 25,17,16,Aldrick Rosas 43 yard field goal no good,1.880,-1.140
4,14:15,1,10,TAM 33,17,16,Jacquizz Rodgers right tackle for no gain (tackle by Jason Pierre-Paul and Damon Harrison),1.140,0.590
4,13:37,2,10,TAM 33,17,16,Jameis Winston pass complete short right to Jacquizz Rodgers for 13 yards (tackle by Jonathan Casillas),0.590,1.990
4,12:55,1,10,TAM 46,17,16,Jameis Winston right end for 8 yards,1.990,2.530
4,12:10,2,2,NYG 46,17,16,Jacquizz Rodgers middle for 3 yards (tackle by Jonathan Casillas),2.530,2.720
4,11:26,1,10,NYG 43,17,16,Jameis Winston pass incomplete deep right intended for Mike Evans (defended by Janoris Jenkins),2.720,2.180
,,,,,,,"NYG challenged the incomplete pass ruling, and the play was upheld.",,
4,11:17,2,10,NYG 43,17,16,Jameis Winston pass incomplete deep right intended for Mike Evans,2.180,1.490
4,11:12,3,10,NYG 43,17,16,Jameis Winston pass complete short left to Adam Humphries for 8 yards (tackle by Jason Pierre-Paul),1.490,0.990
4,10:23,4,2,NYG 35,17,16,Jameis Winston pass incomplete short middle intended for Cameron Brate (defended by Landon Collins),0.990,-1.270
4,10:19,1,10,NYG 35,17,16,Wayne Gallman middle for 7 yards (tackle by Chris Baker),1.270,1.670
4,9:43,2,3,NYG 42,17,16,Eli Manning pass incomplete short left intended for Brandon Marshall,1.670,0.960
4,9:38,3,3,NYG 42,17,16,Eli Manning pass incomplete deep right intended for Odell Beckham (defended by Brent Grimes),0.960,-0.590
4,9:32,4,3,NYG 42,17,16,"Brad Wing punts 15 yards, out of bounds",-0.590,-1.800
4,9:25,1,10,TAM 43,17,16,Jacquizz Rodgers right guard for 5 yards (tackle by Jason Pierre-Paul and Landon Collins),1.800,1.930
4,8:46,2,5,TAM 48,17,16,Jameis Winston pass complete short middle to Adam Humphries for 38 yards (tackle by Eli Apple),1.930,4.650
4,8:01,1,10,NYG 14,17,16,Jameis Winston pass incomplete short middle intended for Mike Evans (defended by Damon Harrison),4.650,4.000
4,7:56,2,10,NYG 14,17,16,"Jameis Winston pass incomplete short right intended for Mike Evans. Penalty on Mike Evans: Offensive Pass Interference (Offsetting), Penalty on Janoris Jenkins: Defensive Pass Interference (Offsetting) (no play)",4.000,4.000
4,7:49,2,10,NYG 14,17,22,"Jameis Winston pass complete short middle to Cameron Brate for 14 yards, touchdown",4.000,7.000
4,7:44,,,NYG 2,17,22,"Two Point Attempt: Jameis Winston pass incomplete intended for DeSean Jackson, conversion fails",0.000,-1.000
4,7:44,,,TAM 35,17,22,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
4,7:44,1,10,NYG 25,17,22,Eli Manning pass incomplete short right intended for Evan Engram,0.610,0.060
4,7:38,2,10,NYG 25,17,22,Eli Manning pass complete deep middle to Odell Beckham for 42 yards,0.060,3.380
4,6:56,1,10,TAM 33,17,22,"Penalty on William Gholston: Neutral Zone Infraction, 5 yards (no play)",3.380,4.110
4,6:29,1,5,TAM 28,17,22,Eli Manning pass incomplete deep middle intended for Odell Beckham,4.110,3.510
4,6:22,2,5,TAM 28,17,22,Eli Manning pass incomplete short middle intended for Evan Engram,3.510,2.810
4,6:16,3,5,TAM 28,17,22,Eli Manning pass complete short left to Evan Engram for 10 yards (tackle by Adarius Glanton),2.810,4.370
4,5:47,1,10,TAM 18,17,22,Eli Manning pass complete short left to Odell Beckham for 8 yards (tackle by Chris Conte),4.370,5.230
4,5:19,2,2,TAM 10,17,22,Wayne Gallman middle for 3 yards (tackle by Chris Conte and Adarius Glanton),5.230,5.600
4,4:38,1,7,TAM 7,17,22,Wayne Gallman middle for 2 yards (tackle by Kendell Beckwith),5.600,5.150
4,4:01,2,5,TAM 5,17,22,Wayne Gallman middle for 3 yards (tackle by Clinton McDonald and Robert Ayers),5.150,0.000
4,3:22,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,-4.950
4,3:22,3,2,TAM 2,23,22,"Eli Manning pass complete short middle to Rhett Ellison for 2 yards, touchdown",4.950,7.000
4,3:16,,,,,,Timeout #2 by New York Giants,0.000,0.000
4,3:16,,,TAM 2,23,22,"Two Point Attempt: Eli Manning pass incomplete intended for Odell Beckham, conversion fails. Penalty on D.J. Fluker: Offensive Holding (Declined), Penalty on Odell Beckham: Illegal Touch Pass",0.000,-1.000
4,3:16,,,NYG 35,23,22,"Aldrick Rosas kicks off 65 yards, touchback",0.000,-0.610
4,3:16,1,10,TAM 25,23,22,Jameis Winston pass complete short left to Adam Humphries for 6 yards (tackle by Dominique Rodgers-Cromartie),0.610,0.870
4,2:54,2,4,TAM 31,23,22,Jameis Winston left end for 7 yards,0.870,1.470
4,2:25,1,10,TAM 38,23,22,Jameis Winston pass complete short middle to Mike Evans for 14 yards (tackle by Janoris Jenkins),1.470,2.390
4,2:00,1,10,NYG 48,23,22,Jameis Winston pass complete short right to Mike Evans for 4 yards (tackle by Janoris Jenkins and Keenan Robinson),2.390,2.390
4,1:34,2,6,NYG 44,23,22,Jameis Winston pass complete short right to Cameron Brate for 5 yards (tackle by Janoris Jenkins),2.390,2.340
4,1:30,3,1,NYG 39,23,22,Jameis Winston pass complete deep right to Cameron Brate for 26 yards (tackle by Landon Collins),2.340,0.000
4,0:41,,,,,,Timeout #2 by Tampa Bay Buccaneers,0.000,-4.710
4,0:41,1,10,NYG 13,23,22,Jameis Winston kneels for -2 yards,4.710,0.000
4,0:35,,,,,,Timeout #3 by New York Giants,0.000,-3.760
4,0:35,2,12,NYG 15,23,22,Jameis Winston kneels for -1 yards,3.760,0.000
4,0:04,,,,,,Timeout #3 by Tampa Bay Buccaneers,0.000,-2.970
4,0:04,3,13,NYG 16,23,25,Nick Folk 34 yard field goal good. Penalty on Landon Collins: Defensive Offside (Declined),2.970,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
