Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF
Antoine Winfield,MIN,0,0,0,0,1,1.0,11,11,0,0,,0,0,0,0
Willie Offord,MIN,0,0,0,0,0,0.0,9,4,5,0,,0,0,0,1
E.J. Henderson,MIN,0,0,0,0,0,0.0,8,6,2,0,,0,0,0,0
Brian Williams,MIN,0,0,0,0,3,0.0,8,4,4,0,,0,0,0,0
Keith Newman,MIN,0,0,0,0,0,0.0,6,5,1,0,,0,0,0,1
Kenny Mixon,MIN,0,0,0,0,0,0.0,5,3,2,0,,0,0,0,0
Darrion Scott,MIN,0,0,0,0,0,0.0,5,3,2,1,,0,0,0,0
Chris Claiborne,MIN,0,0,0,0,1,0.0,4,4,0,2,,0,0,0,0
Spencer Johnson,MIN,0,0,0,0,0,0.0,4,3,1,0,,0,0,0,0
Kevin Williams,MIN,0,0,0,0,0,0.0,3,1,2,0,,0,0,0,0
Brian Russell,MIN,0,0,0,0,1,0.0,2,2,0,0,,0,0,0,0
Daunte Culpepper,MIN,0,0,0,0,0,0.0,,,,,,1,0,0,0
Kenechi Udeze,MIN,,,,,0,0.0,4,2,2,1,,0,0,0,0
Rod Davis,MIN,,,,,0,0.0,2,2,0,0,,0,0,0,0
Ralph Brown,MIN,,,,,1,0.0,1,1,0,0,,0,0,0,0
Rushen Jones,MIN,,,,,0,0.0,1,1,0,0,,0,0,0,0
Cullen Loeffler,MIN,,,,,0,0.0,1,0,1,0,,0,0,0,0
Steve Martin,MIN,,,,,0,0.0,1,1,0,0,,0,0,0,0
Terrance Shaw,MIN,,,,,0,0.0,1,0,1,0,,1,0,0,0
Dontarrious Thomas,MIN,,,,,0,0.0,1,0,1,0,,0,0,0,0
,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF
Jeremiah Trotter,PHI,1,35,0,35,0,0.5,,,,,,0,0,0,0
Ike Reese,PHI,1,3,0,3,0,0.0,,,,,,0,0,0,0
Brian Dawkins,PHI,0,0,0,0,0,1.0,,,,,,0,0,0,0
Jevon Kearse,PHI,0,0,0,0,0,1.0,,,,,,0,0,0,0
Nate Wayne,PHI,0,0,0,0,0,0.5,,,,,,0,0,0,0
Freddie Mitchell,PHI,0,0,0,0,0,0.0,,,,,,1,0,1,0
