#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:50,NOR 48,9,4:59,37,Field Goal
2,1,2:24,NOR 27,2,1:27,-4,Interception
3,1,0:57,NOR 16,3,0:57,9,Interception
4,2,8:50,NOR 20,3,1:03,-5,Punt
5,2,6:42,NOR 14,8,3:46,61,Missed FG
6,2,1:59,NOR 14,5,1:15,28,Fumble
7,2,0:24,NOR 39,3,0:24,36,Missed FG
8,3,15:00,NOR 30,3,1:11,1,Punt
9,3,11:24,NOR 20,3,1:12,-4,Punt
10,3,8:40,NOR 26,5,2:33,4,Fumble
11,3,3:37,NOR 20,7,3:56,33,Punt
12,4,12:53,GNB 36,10,4:34,29,Interception
13,4,8:19,NOR 25,3,1:41,3,Punt
14,4,4:17,NOR 37,3,1:41,5,Punt
15,4,0:24,GNB 48,1,0:24,1,End of Game
