Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
1,6:37,3,4,NOR 35,3,0,Brett Favre right end for 9 yards (tackle by Tony Bryant),2.410,3.840
1,5:51,1,10,NOR 26,3,0,Brett Favre pass incomplete intended for Tony Fisher,3.840,3.300
1,5:47,2,10,NOR 26,3,0,Najeh Davenport left tackle for 1 yard (tackle by Johnathan Sullivan and Charles Grant),3.300,2.740
1,5:02,3,9,NOR 25,3,0,Brett Favre pass complete to Donald Driver for 13 yards (tackle by Josh Bullocks),2.740,4.780
1,4:26,1,10,NOR 12,3,0,Najeh Davenport right end for no gain (tackle by Charles Grant and Mike McKenzie),4.780,4.100
1,3:49,2,10,NOR 12,3,0,Brett Favre pass complete to Tony Fisher for 11 yards (tackle by Jason Craft),4.100,6.970
1,3:06,1,1,NOR 1,3,0,Najeh Davenport left tackle for no gain (tackle by Sedrick Hodge),6.970,5.910
1,2:27,2,1,NOR 1,3,6,"Najeh Davenport right guard for 1 yard, touchdown",5.910,7.000
1,,,,NOR 2,3,7,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,GNB 30,3,7,"Ryan Longwell kicks off 67 yards, returned by Fred McAfee for 24 yards (tackle by Brady Poppinga)",0.000,0.740
1,2:19,1,10,NOR 27,3,7,"Deuce McAllister left tackle for 3 yards (tackle by Roy Manning). Penalty on Wayne Gandy: Offensive Holding, 10 yards (no play)",0.740,-0.170
1,1:54,1,20,NOR 17,3,7,Aaron Brooks pass complete to Az-Zahir Hakim for 16 yards (tackle by Ahmad Carroll),-0.170,1.010
1,1:27,2,4,NOR 33,3,7,"Deuce McAllister right tackle for 2 yards (tackle by Grady Jackson). Penalty on LeCharles Bentley: Offensive Holding, 10 yards (no play)",1.010,-0.340
1,1:03,2,14,NOR 23,3,13,"Aaron Brooks pass incomplete intended for Donte' Stallworth is intercepted by Al Harris at NOR-22 and returned for 22 yards, touchdown",-0.340,-7.000
1,,,,NOR 2,3,14,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,GNB 30,3,14,"Ryan Longwell kicks off 58 yards, returned by Fred McAfee for 23 yards (tackle by Tony Fisher). Penalty on Mike Karney: Illegal Block Above the , 10 yards",0.000,-0.140
1,0:52,1,10,NOR 16,3,14,Deuce McAllister right guard for 4 yards (tackle by Aaron Kampman and Paris Lenon),-0.140,0.010
1,0:10,2,6,NOR 20,3,14,Aaron Brooks pass incomplete intended for Zachary Hilton (defended by Paris Lenon),0.010,-0.820
1,0:04,3,6,NOR 20,3,14,"Penalty on Grady Jackson: Encroachment, 5 yards (no play)",-0.820,-0.200
1,0:04,,,,3,14,Timeout #1 by New Orleans Saints,0.000,-0.200
1,0:04,3,1,NOR 25,3,14,Aaron Brooks pass incomplete intended for Donte' Stallworth is intercepted by Al Harris at GNB-32,-0.200,-1.070
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 32,3,14,"Brett Favre pass complete to Donald Driver for 20 yards (tackle by Courtney Watson). Penalty on Chad Clifton: Offensive Holding, 10 yards (no play)",1.070,0.410
2,14:32,1,20,GNB 22,3,14,Brett Favre pass complete to Tony Fisher for 15 yards (tackle by Dwight Smith),0.410,1.200
2,13:47,2,5,GNB 37,3,14,Brett Favre pass complete to David Martin for 6 yards (tackle by Dwight Smith),1.200,1.800
2,13:07,1,10,GNB 43,3,14,Tony Fisher left tackle for 4 yards (tackle by Will Smith),1.800,1.790
2,12:33,2,6,GNB 47,3,14,Najeh Davenport right end for 3 yards (tackle by Colby Bockwoldt),1.790,1.490
2,11:50,3,3,NOR 50,3,14,Brett Favre pass complete to Robert Ferguson for 8 yards (tackle by Jason Craft),1.490,2.790
2,11:11,1,10,NOR 42,3,14,Brett Favre pass incomplete intended for Donald Driver (defended by Mike McKenzie),2.790,2.240
2,11:05,2,10,NOR 42,3,14,Najeh Davenport right tackle for 24 yards (tackle by Sedrick Hodge),2.240,4.370
2,10:17,1,10,NOR 18,3,14,Antonio Chatman left end for 5 yards (tackle by Josh Bullocks and Will Smith),4.370,4.610
2,9:33,2,5,NOR 13,3,14,Brett Favre pass complete to Tony Fisher for 9 yards (tackle by Courtney Watson),4.610,6.280
2,8:54,1,4,NOR 4,3,20,"Najeh Davenport right tackle for 4 yards, touchdown",6.280,7.000
2,,,,NOR 2,3,21,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,3,21,"Ryan Longwell kicks off 70 yards, touchback",0.000,0.280
2,8:50,1,10,NOR 20,3,21,"Penalty on Jermane Mayberry: False Start, 5 yards (no play)",0.280,-0.310
2,8:50,1,15,NOR 15,3,21,Aaron Brooks pass incomplete intended for Donte' Stallworth,-0.310,-1.070
2,8:46,2,15,NOR 15,3,21,Antowain Smith right tackle for no gain (tackle by Grady Jackson),-1.070,-1.860
2,8:05,3,15,NOR 15,3,21,Aaron Brooks pass incomplete intended for Az-Zahir Hakim,-1.860,-2.440
2,7:57,4,15,NOR 15,3,21,"Mitch Berger punts 43 yards, returned by Antonio Chatman for 9 yards (tackle by Fred McAfee)",-2.440,-2.320
2,7:47,1,10,NOR 49,3,21,Brett Favre pass complete to Donald Driver for 14 yards (tackle by Courtney Watson),2.320,3.250
2,7:12,1,10,NOR 35,3,21,Najeh Davenport right end for 10 yards (tackle by Colby Bockwoldt),3.250,3.910
2,6:48,1,10,NOR 25,3,27,"Brett Favre pass complete to Robert Ferguson for 25 yards, touchdown",3.910,7.000
2,,,,NOR 2,3,28,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,3,28,"Ryan Longwell kicks off 70 yards, returned by Fred McAfee for 28 yards (tackle by Marviel Underwood). Penalty on Alfred Fincher: Offensive Holding, 10 yards",0.000,-0.280
2,6:34,1,10,NOR 14,3,28,Aaron Brooks pass complete to Az-Zahir Hakim for 21 yards (tackle by Mark Roman),-0.280,1.270
2,5:59,1,10,NOR 35,3,28,Deuce McAllister up the middle for 5 yards (tackle by Nick Barnett),1.270,1.400
2,5:22,2,5,NOR 40,3,28,Aaron Brooks pass incomplete intended for Donte' Stallworth,1.400,0.700
2,5:22,3,5,NOR 40,3,28,"Penalty on Aaron Brooks: Delay of Game, 5 yards (no play)",0.700,0.040
2,5:15,3,10,NOR 35,3,28,Aaron Brooks pass complete to Az-Zahir Hakim for 42 yards (tackle by Nick Collins and Marviel Underwood),0.040,4.040
2,4:25,1,10,GNB 23,3,28,Aaron Brooks pass complete to Zachary Hilton for 2 yards (tackle by Nick Barnett),4.040,3.770
2,3:48,2,8,GNB 21,3,28,Deuce McAllister left tackle for -4 yards (tackle by Grady Jackson),3.770,2.540
2,3:06,3,12,GNB 25,3,28,Aaron Brooks pass incomplete,2.540,1.800
2,3:00,4,12,GNB 25,3,28,John Carney 43 yard field goal no good,1.800,-1.140
2,2:56,1,10,GNB 33,3,28,Brett Favre pass complete to Najeh Davenport for 2 yards (tackle by Courtney Watson),1.140,0.860
2,2:23,2,8,GNB 35,3,28,Brett Favre pass complete to Tony Fisher for 3 yards (tackle by Colby Bockwoldt),0.860,0.560
2,2:15,,,,3,28,Timeout #2 by New Orleans Saints,0.000,0.560
2,2:15,3,5,GNB 38,3,28,Brett Favre pass incomplete intended for Antonio Chatman (defended by Will Smith),0.560,-0.850
2,2:11,4,5,GNB 38,3,28,"B.J. Sander punts 49 yards, returned by Az-Zahir Hakim for 1 yard (tackle by Brady Poppinga)",-0.850,0.280
2,1:59,1,10,NOR 14,3,28,"Penalty on Jammal Brown: False Start, 5 yards (no play)",-0.280,-0.570
2,1:59,1,15,NOR 9,3,28,Aaron Brooks up the middle for 14 yards (tackle by Marviel Underwood),-0.570,0.550
2,1:34,2,1,NOR 23,3,28,Deuce McAllister left tackle for 3 yards (tackle by Grady Jackson and Nick Collins),0.550,0.670
2,1:11,1,10,NOR 26,3,28,Aaron Brooks pass complete to Az-Zahir Hakim for 11 yards (tackle by Joey Thomas),0.670,1.400
2,0:54,1,10,NOR 37,3,28,Aaron Brooks spiked the ball,1.400,0.860
2,0:44,2,10,NOR 37,3,28,"Aaron Brooks pass complete to Ernie Conwell for 5 yards (tackle by Nick Collins). Ernie Conwell fumbles (forced by Nick Collins), recovered by Kenny Peterson at NOR-42 and returned for 8 yards (tackle by Deuce McAllister). Penalty on Deuce McAllister: Face Mask (15 Yards), 15 yards",0.860,-4.310
2,0:44,1,10,NOR 19,3,28,Brett Favre pass complete to Donald Driver for 4 yards (tackle by Fred Thomas),4.310,4.350
2,0:37,,,,3,28,Timeout #1 by Green Bay Packers,0.000,4.350
2,0:37,2,6,NOR 15,3,28,"Brett Favre pass incomplete intended for Robert Ferguson. Penalty on Fred Booker: Defensive Pass Interfere, 14 yards (no play)",4.350,6.970
2,0:33,1,1,NOR 1,3,28,Brett Favre pass incomplete intended for David Martin,6.970,5.910
2,0:29,2,1,NOR 1,3,34,"Brett Favre pass complete to David Martin for 1 yard, touchdown",5.910,7.000
2,,,,NOR 2,3,35,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,3,35,"Ryan Longwell kicks off 61 yards, returned by Antowain Smith for 30 yards (tackle by ReShard Lee)",0.000,1.530
2,0:19,1,10,NOR 39,3,35,Aaron Brooks pass complete to Az-Zahir Hakim for 18 yards (tackle by Joey Thomas),1.530,2.720
2,0:11,,,,3,35,Timeout #3 by New Orleans Saints,0.000,2.720
2,0:11,1,10,GNB 43,3,35,Aaron Brooks for 18 yards (tackle by Jason Horton),2.720,3.910
2,0:03,,,,3,35,Timeout #2 by Green Bay Packers,0.000,3.910
2,0:03,1,10,GNB 25,3,35,John Carney 43 yard field goal no good,3.910,1.070
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,3,35,"Ryan Longwell kicks off 65 yards, returned by Fred McAfee for 25 yards (tackle by Michael Hawkins)",0.000,0.940
3,14:54,1,10,NOR 30,3,35,Aaron Brooks pass incomplete intended for Az-Zahir Hakim,0.940,0.390
3,14:48,2,10,NOR 30,3,35,Deuce McAllister left tackle for 1 yard (tackle by Cullen Jenkins and Nick Barnett),0.390,-0.160
3,14:06,3,9,NOR 31,3,35,Aaron Brooks pass incomplete intended for Az-Zahir Hakim,-0.160,-1.310
3,13:59,4,9,NOR 31,3,35,"Mitch Berger punts 52 yards, returned by Antonio Chatman for 5 yards (tackle by Fred Booker)",-1.310,-0.410
3,13:49,1,10,GNB 22,3,35,Tony Fisher left end for 9 yards (tackle by Courtney Watson),0.410,1.080
3,13:15,2,1,GNB 31,3,35,ReShard Lee right end for 2 yards (tackle by Mike McKenzie and Sedrick Hodge),1.080,1.140
3,12:40,1,10,GNB 33,3,35,Brett Favre pass complete to Robert Ferguson for 51 yards (tackle by Dwight Smith). Penalty on Jason Craft: Defensive Pass Interfere (Declined),1.140,4.510
3,12:06,1,10,NOR 16,3,35,"Tony Fisher right end for 8 yards (tackle by Colby Bockwoldt). Penalty on Mark Tauscher: Offensive Holding, 10 yards (no play)",4.510,3.840
3,11:35,1,20,NOR 26,3,35,Brett Favre pass incomplete intended for David Martin,3.840,2.610
3,11:29,2,20,NOR 26,3,41,"Brett Favre pass complete to Donald Lee for 26 yards, touchdown",2.610,7.000
3,,,,NOR 2,3,42,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,3,42,"Ryan Longwell kicks off 71 yards, returned by Fred McAfee for 21 yards (tackle by ReShard Lee)",0.000,0.280
3,11:19,1,10,NOR 20,3,42,Aaron Brooks sacked by Al Harris for -4 yards,0.280,-0.940
3,10:56,2,14,NOR 16,3,42,Aaron Brooks pass incomplete intended for Az-Zahir Hakim (defended by Joey Thomas),-0.940,-1.690
3,10:28,3,14,NOR 16,3,42,Aaron Brooks pass incomplete,-1.690,-2.390
3,10:22,4,14,NOR 16,3,42,"Mitch Berger punts 56 yards, returned by Antonio Chatman for 8 yards (tackle by Fred McAfee)",-2.390,-1.330
3,10:12,1,10,GNB 36,3,42,Tony Fisher right end for -1 yards (tackle by Dwight Smith),1.330,0.660
3,9:32,2,11,GNB 35,3,42,Brett Favre pass complete to William Henderson for 8 yards (tackle by Colby Bockwoldt and Jason Craft),0.660,1.030
3,8:52,3,3,GNB 43,3,42,Brett Favre pass incomplete intended for Antonio Chatman (defended by Tony Bryant),1.030,-0.520
3,8:48,4,3,GNB 43,3,42,"B.J. Sander punts 32 yards, fair catch by Az-Zahir Hakim",-0.520,-0.670
3,8:40,1,10,NOR 26,3,42,Deuce McAllister left guard for 3 yards (tackle by Aaron Kampman),0.670,0.540
3,8:10,2,7,NOR 29,3,42,Deuce McAllister up the middle for 11 yards (tackle by Aaron Kampman and Mark Roman),0.540,1.600
3,7:38,1,10,NOR 40,3,42,Todd Bouman sacked by Corey Williams for -5 yards,1.600,0.380
3,7:05,2,15,NOR 35,3,42,Todd Bouman pass complete to Deuce McAllister for 2 yards (tackle by Paris Lenon),0.380,-0.030
3,6:18,3,13,NOR 37,3,42,"Todd Bouman sacked by Kenny Peterson for -8 yards. Todd Bouman fumbles (forced by Kenny Peterson), recovered by Kabeer Gbaja-Biamila at NOR-30 (tackle by Antowain Smith)",-0.030,-3.580
3,6:07,1,10,NOR 30,3,42,Tony Fisher left guard for 2 yards (tackle by Sedrick Hodge),3.580,3.300
3,5:28,2,8,NOR 28,3,42,"Brett Favre pass complete to Donald Driver for 11 yards (tackle by Colby Bockwoldt). Penalty on Will Smith: Roughing the Passer, 8 yards",3.300,5.140
3,5:07,1,9,NOR 9,3,42,ReShard Lee right tackle for 1 yard (tackle by Ronald McKinnon and Willie Whitehead),5.140,4.570
3,4:24,2,8,NOR 8,3,42,Brett Favre pass complete to Tony Fisher for no gain,4.570,3.580
3,3:45,3,8,NOR 8,3,42,Brett Favre pass incomplete intended for Donald Driver,3.580,2.950
3,3:40,4,8,NOR 8,3,45,Ryan Longwell 26 yard field goal good,2.950,3.000
3,,,,GNB 30,3,45,"Ryan Longwell kicks off 71 yards, returned by Fred McAfee for 21 yards (tackle by Nick Collins)",0.000,0.280
3,3:31,1,10,NOR 20,3,45,"Todd Bouman pass incomplete intended for Az-Zahir Hakim is intercepted by Nick Collins at NOR-32. Penalty on Al Harris: Illegal Contact, 5 yards (no play)",0.280,0.610
3,3:24,1,10,NOR 25,3,45,Antowain Smith right tackle for 5 yards (tackle by Nick Barnett and Robert Thomas),0.610,0.740
3,2:53,2,5,NOR 30,3,45,Antowain Smith left tackle for 4 yards (tackle by Roy Manning),0.740,0.560
3,2:12,3,1,NOR 34,3,45,Antowain Smith left tackle for 6 yards (tackle by Nick Barnett and Roy Manning),0.560,1.600
3,1:31,1,10,NOR 40,3,45,Antowain Smith right guard for 12 yards (tackle by Mark Roman and Robert Thomas),1.600,2.390
3,0:53,1,10,GNB 48,3,45,"Todd Bouman pass incomplete intended for Az-Zahir Hakim. Penalty on Kabeer Gbaja-Biamila: Defensive Offside, 5 yards (no play)",2.390,3.120
3,0:48,1,5,GNB 43,3,45,Todd Bouman pass incomplete intended for Ernie Conwell,3.120,2.520
3,0:44,2,5,GNB 43,3,45,Aaron Stecker left end for -4 yards (tackle by Colin Cole),2.520,1.290
Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,GNB 47,3,45,Todd Bouman pass incomplete intended for Devery Henderson,1.290,0.130
4,14:50,4,9,GNB 47,3,45,Mitch Berger punts 44 yards,0.130,0.380
4,14:41,1,10,GNB 3,3,45,"Penalty on Will Whitticker: False Start, 1 yards (no play)",-0.380,-0.420
4,14:41,1,11,GNB 2,3,45,Tony Fisher left guard for no gain (tackle by Dwight Smith and Darren Howard),-0.420,-0.850
4,14:00,2,11,GNB 2,3,45,Tony Fisher up the middle for 3 yards (tackle by Ronald McKinnon),-0.850,-1.190
4,13:16,3,8,GNB 5,3,45,Tony Fisher left guard for 2 yards (tackle by Darren Howard and Fred Thomas). Penalty on Scott Wells: Offensive Holding (Declined),-1.190,-2.490
4,13:00,4,6,GNB 7,3,45,B.J. Sander punts 29 yards,-2.490,-3.180
4,12:53,1,10,GNB 36,3,45,Todd Bouman pass incomplete intended for Devery Henderson,3.180,2.640
4,12:49,2,10,GNB 36,3,45,Antowain Smith right end for no gain (tackle by Aaron Kampman and Roy Manning),2.640,1.950
4,12:10,3,10,GNB 36,3,45,Todd Bouman pass incomplete intended for Az-Zahir Hakim (defended by Al Harris),1.950,0.880
4,12:06,4,10,GNB 36,3,45,Todd Bouman pass complete to Ernie Conwell for 12 yards (tackle by Joey Thomas and Mark Roman),0.880,3.970
4,11:18,1,10,GNB 24,3,45,Antowain Smith right end for 4 yards (tackle by Nick Barnett),3.970,3.970
4,10:45,2,6,GNB 20,3,45,Todd Bouman pass incomplete intended for Ernie Conwell (defended by Kenny Peterson),3.970,3.270
4,10:40,3,6,GNB 20,3,45,Todd Bouman pass complete to Ernie Conwell for 7 yards (tackle by Marviel Underwood),3.270,4.710
4,10:00,1,10,GNB 13,3,45,Todd Bouman pass complete to Donte' Stallworth for 6 yards (tackle by Nick Barnett),4.710,5.150
4,9:20,2,4,GNB 7,3,45,Antowain Smith up the middle for no gain (tackle by Nick Collins and Cullen Jenkins),5.150,4.330
4,8:36,3,4,GNB 7,3,51,"Todd Bouman pass incomplete intended for Az-Zahir Hakim is intercepted by Nick Barnett at GNB-5 and returned for 95 yards, touchdown",4.330,-7.000
4,,,,NOR 2,3,52,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,3,52,"Ryan Longwell kicks off 69 yards, returned by Aaron Stecker for 24 yards (tackle by ReShard Lee)",0.000,0.610
4,8:12,1,10,NOR 25,3,52,Antowain Smith up the middle for 3 yards (tackle by Aaron Kampman and Grady Jackson),0.610,0.470
4,7:32,2,7,NOR 28,3,52,Antowain Smith right tackle for no gain (tackle by Robert Thomas),0.470,-0.230
4,6:52,3,7,NOR 28,3,52,Todd Bouman pass incomplete intended for Zachary Hilton. Penalty on Az-Zahir Hakim: Illegal Motion (Declined),-0.230,-1.500
4,6:47,4,7,NOR 28,3,52,"Mitch Berger punts 42 yards, returned by Antonio Chatman for no gain",-1.500,-0.940
4,6:38,1,10,GNB 30,3,52,ReShard Lee right guard for 2 yards (tackle by Dwight Smith),0.940,0.660
4,5:55,2,8,GNB 32,3,52,ReShard Lee left end for 1 yard (tackle by Johnathan Sullivan),0.660,0.100
4,5:09,3,7,GNB 33,3,52,Aaron Rodgers pass complete to Vonta Leach for no gain,0.100,-1.180
4,4:27,4,7,GNB 33,3,52,"B.J. Sander punts 37 yards, returned by Az-Zahir Hakim for 7 yards (tackle by Roy Manning)",-1.180,-1.400
4,4:17,1,10,NOR 37,3,52,Antowain Smith right end for 1 yard (tackle by Robert Thomas and Colin Cole),1.400,0.990
4,3:38,2,9,NOR 38,3,52,Todd Bouman pass complete to Antowain Smith for 4 yards (tackle by Robert Thomas and Brady Poppinga),0.990,0.830
4,2:49,3,5,NOR 42,3,52,Todd Bouman pass incomplete intended for Devery Henderson,0.830,-0.590
4,2:43,4,5,NOR 42,3,52,"Mitch Berger punts 48 yards, fair catch by Antonio Chatman",-0.590,0.380
4,2:36,1,10,GNB 10,3,52,ReShard Lee right end for -1 yards (tackle by Ronald McKinnon),-0.380,-0.850
4,2:00,2,11,GNB 9,3,52,ReShard Lee up the middle for 3 yards (tackle by Colby Bockwoldt and Will Smith),-0.850,-1.190
4,1:15,3,8,GNB 12,3,52,ReShard Lee right guard for -1 yards (tackle by Ronald McKinnon),-1.190,-2.490
4,0:34,4,9,GNB 11,3,52,"B.J. Sander punts 40 yards, returned by Az-Zahir Hakim for 3 yards (tackle by Marviel Underwood)",-2.490,-2.390
4,0:24,1,10,GNB 48,3,52,Antowain Smith right end for 1 yard (tackle by Paris Lenon),2.390,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
