Quarter,Time,Tm,Detail,SEA,SFO
2.0,14:13,Seahawks,Rian Lindell 20 yard field goal,3,0
,5:45,49ers,Garrison Hearst 5 yard rush (Jeff Chandler kick),3,7
,2:48,49ers,Jimmy Williams 89 yard punt return (Jeff Chandler kick),3,14
,0:20,49ers,Jeff Chandler 23 yard field goal,3,17
3.0,10:12,49ers,Garrison Hearst 1 yard rush (Jeff Chandler kick),3,24
,8:52,Seahawks,Darrell Jackson 36 yard pass from Matt Hasselbeck (Rian Lindell kick),10,24
4.0,13:25,49ers,Garrison Hearst 1 yard rush (Jeff Chandler kick),10,31
,3:50,Seahawks,Koren Robinson 15 yard pass from Matt Hasselbeck (Rian Lindell kick),17,31
,1:57,Seahawks,Darrell Jackson 3 yard pass from Matt Hasselbeck (Rian Lindell kick),24,31
