Quarter,Time,Down,ToGo,Location,ATL,STL,Detail,EPB,EPA
2,8:07,1,10,ATL 21,0,3,Warrick Dunn up the middle for no gain (tackle by Adam Archuleta),0.340,-0.200
2,7:25,2,10,ATL 21,0,3,Warrick Dunn up the middle for 13 yards (tackle by Rich Coady and Aeneas Williams),-0.200,1.200
2,6:42,1,10,ATL 34,0,3,Doug Johnson pass incomplete intended for Quentin McCord,1.200,0.660
2,6:35,2,10,ATL 34,0,3,Warrick Dunn up the middle for 2 yards (tackle by Bryce Fisher),0.660,0.230
2,6:05,,,,0,3,Timeout #1 by Atlanta Falcons,0.000,0.230
2,6:05,3,8,ATL 36,0,3,"Doug Johnson pass complete to Alge Crumpler for 24 yards (tackle by Aeneas Williams). Alge Crumpler fumbles (forced by Aeneas Williams), recovered by Aeneas Williams at STL-39 and returned for 3 yards (tackle by Kynan Forney)",0.230,-1.730
2,5:55,1,10,STL 42,0,3,Marc Bulger pass incomplete intended for Isaac Bruce,1.730,1.190
2,5:47,2,10,STL 42,0,3,Marc Bulger pass incomplete intended for Isaac Bruce,1.190,0.500
2,5:41,3,10,STL 42,0,3,Marc Bulger pass complete to Dane Looker for 11 yards (tackle by Kevin Mathis),0.500,2.460
2,4:57,1,10,ATL 47,0,3,Lamar Gordon up the middle for 2 yards (tackle by Patrick Kerney),2.460,2.180
2,4:19,2,8,ATL 45,0,3,Marc Bulger pass complete to Torry Holt for 16 yards (tackle by Tyrone Williams),2.180,3.640
2,3:42,1,10,ATL 29,0,3,Marc Bulger pass complete to Brandon Manumaleuna for 9 yards (tackle by Keith Brooking),3.640,4.320
2,2:59,,,,0,3,Timeout #2 by St. Louis Rams,0.000,4.320
2,2:59,2,1,ATL 20,0,3,Lamar Gordon left guard for no gain (tackle by Keith Brooking),4.320,3.600
2,2:19,3,1,ATL 20,0,3,Lamar Gordon right guard for 11 yards (tackle by Ray Buchanan),3.600,5.140
2,2:00,1,9,ATL 9,0,3,Marc Bulger pass complete to Torry Holt for 6 yards (tackle by Kevin Mathis),5.140,5.530
2,1:24,2,3,ATL 3,0,9,"Marc Bulger up the middle for 3 yards, touchdown",5.530,7.000
2,,,,ATL 2,0,10,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,0,10,"Jeff Wilkins kicks off 66 yards, returned by Allen Rossum for 13 yards (tackle by Rich Coady)",0.000,-0.060
2,1:15,1,10,ATL 17,0,10,Doug Johnson pass complete to Warrick Dunn for 2 yards (tackle by Leonard Little),-0.060,-0.250
2,0:55,2,8,ATL 19,0,10,Doug Johnson pass complete to Warrick Dunn for 7 yards (tackle by Adam Archuleta),-0.250,-0.120
2,0:44,,,,0,10,Timeout #2 by Atlanta Falcons,0.000,-0.120
2,0:44,3,1,ATL 26,0,10,Doug Johnson pass complete to Quentin McCord for 33 yards (tackle by Leonard Little). Penalty on Travis Fisher: Defensive Holding (Declined),-0.120,2.850
2,0:34,1,10,STL 41,0,10,Doug Johnson pass incomplete intended for Quentin McCord,2.850,2.310
2,0:30,2,10,STL 41,0,10,Doug Johnson pass complete to Warrick Dunn for 9 yards (tackle by Pisa Tinoisamoa),2.310,2.810
2,0:21,,,,0,10,Timeout #3 by Atlanta Falcons,0.000,2.810
2,0:21,3,1,STL 32,0,10,"Doug Johnson pass incomplete intended for Peerless Price. Penalty on Travis Claridge: Offensive Holding, 10 yards (no play)",2.810,1.490
2,0:13,3,11,STL 42,0,10,Doug Johnson pass incomplete intended for Alge Crumpler,1.490,0.460
2,0:09,4,11,STL 42,0,10,"Jay Feely 60 yard field goal no good, blocked by Richard Angulo, recovered by Jimmy Kennedy",0.460,-2.260
2,0:02,1,10,STL 50,0,10,Marc Bulger pass incomplete intended for Torry Holt (defended by Keion Carpenter),2.260,1.710
Quarter,Time,Down,ToGo,Location,ATL,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,0,10,"Jay Feely kicks off 75 yards, returned by Arlen Harris for 13 yards (tackle by Bryan Scott). Penalty on Bryan Scott: Face Mask (15 Yards), 15 yards",0.000,1.000
3,14:51,1,10,STL 31,0,10,Lamar Gordon left tackle for 11 yards (tackle by Chris Draft),1.000,1.730
3,14:11,1,10,STL 42,0,10,"Penalty on Lamar Gordon: False Start, 5 yards (no play)",1.730,1.400
3,13:49,1,15,STL 37,0,10,Marc Bulger pass complete to Isaac Bruce for 26 yards (tackle by Keith Brooking),1.400,3.120
3,13:10,1,10,ATL 37,0,10,Lamar Gordon left end for 16 yards (tackle by Keith Brooking),3.120,4.170
3,12:28,1,10,ATL 21,0,16,"Marc Bulger pass complete to Torry Holt for 21 yards, touchdown",4.170,7.000
3,,,,ATL 2,0,17,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,0,17,"Jeff Wilkins kicks off 68 yards, returned by Allen Rossum for 20 yards (tackle by Fred Weary)",0.000,0.410
3,12:10,1,10,ATL 22,0,17,T.J. Duckett right tackle for -1 yards (tackle by Tommy Polley and Jamie Duncan),0.410,-0.270
3,11:27,2,11,ATL 21,0,17,Doug Johnson pass incomplete intended for T.J. Duckett,-0.270,-0.960
,,,,,,,"STL challenged the ruling, and the original play was overturned.",,
3,11:23,3,11,ATL 21,0,17,Doug Johnson sacked by Leonard Little for -11 yards,-0.960,-2.490
3,10:55,4,22,ATL 10,0,17,"Chris Mohr punts 30 yards, fair catch by DeJuan Groce",-2.490,-2.920
3,10:47,1,10,ATL 40,0,17,"Lamar Gordon right guard for 3 yards (tackle by Keith Brooking). Penalty on Kyle Turley: Offensive Holding, 10 yards (no play)",2.920,2.260
3,10:25,1,20,STL 50,0,17,"Marc Bulger pass complete to Dane Looker for 13 yards (tackle by Bryan Scott). Dane Looker fumbles (forced by Bryan Scott), recovered by Keith Brooking at ATL-36 (tackle by Dane Looker)",2.260,-1.330
3,10:13,1,10,ATL 36,0,17,Woodrow Dantzler sacked by Jamie Duncan for -5 yards,1.330,0.120
3,9:53,2,15,ATL 31,0,17,Doug Johnson pass complete to Alge Crumpler for 6 yards (tackle by Jerametrius Butler),0.120,0.230
3,9:10,3,9,ATL 37,0,17,Doug Johnson sacked by Bryce Fisher for -3 yards,0.230,-1.110
3,8:52,4,12,ATL 34,0,17,"Chris Mohr punts 32 yards, fair catch by DeJuan Groce",-1.110,-1.200
3,8:45,1,10,STL 34,0,17,Lamar Gordon left guard for 6 yards (tackle by Ed Jasper),1.200,1.470
3,8:12,2,4,STL 40,0,17,Arlen Harris left end for -4 yards (tackle by Matt Stewart),1.470,0.230
3,7:31,3,8,STL 36,0,17,Marc Bulger pass complete to Dane Looker for 12 yards (tackle by Siddeeq Shabazz),0.230,2.130
3,6:52,1,10,STL 48,0,17,Arlen Harris left guard for 3 yards (tackle by Keith Newman),2.130,1.990
3,6:09,2,7,ATL 49,0,17,Arlen Harris up the middle for 8 yards (tackle by Keith Brooking),1.990,2.850
3,5:28,1,10,ATL 41,0,17,"Arlen Harris left tackle for no gain (tackle by Matt Stewart). Penalty on John St. Clair: Offensive Holding, 10 yards (no play)",2.850,2.190
3,4:56,1,20,STL 49,0,17,Marc Bulger pass complete to Arlen Harris for 26 yards (tackle by Keith Brooking),2.190,3.910
3,4:14,1,10,ATL 25,0,17,Marc Bulger pass complete to Torry Holt for 16 yards (tackle by Tyrone Williams),3.910,5.140
3,3:42,1,9,ATL 9,0,17,Lamar Gordon right end for -4 yards (tackle by Ray Buchanan). Penalty on Brandon Manumaleuna: Offensive Holding (Declined),5.140,3.720
3,3:12,2,13,ATL 13,0,17,Marc Bulger pass incomplete intended for Brandon Manumaleuna is intercepted by Ray Buchanan and returned for 2 yards (tackle by Brandon Manumaleuna),3.720,0.380
3,3:04,1,10,ATL 1,0,17,T.J. Duckett left tackle for no gain (tackle by Adam Archuleta),-0.380,-0.780
3,2:21,2,10,ATL 1,0,19,"T.J. Duckett for -1 yards, safety",-0.780,-2.000
3,,,,ATL 20,0,19,"Chris Mohr kicks off 49 yards, returned by DeJuan Groce for 25 yards (tackle by Chris Mohr)",0.000,2.650
3,2:09,1,10,ATL 44,0,19,Lamar Gordon up the middle for 3 yards (tackle by Matt Stewart),2.650,2.520
3,1:21,2,7,ATL 41,0,19,Lamar Gordon up the middle for -2 yards (tackle by Chris Draft),2.520,1.550
3,0:39,3,9,ATL 43,0,19,Marc Bulger pass incomplete intended for Isaac Bruce,1.550,0.400
3,0:32,4,9,ATL 43,0,19,"Sean Landeta punts 33 yards, fair catch by Allen Rossum",0.400,0.380
3,0:25,1,10,ATL 10,0,19,Doug Johnson pass complete to Brian Finneran for 11 yards (tackle by Tommy Polley),-0.380,0.340
Quarter,Time,Down,ToGo,Location,ATL,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 21,0,19,Doug Johnson pass incomplete intended for Peerless Price (defended by Jerametrius Butler),0.340,-0.200
4,14:55,2,10,ATL 21,0,19,Doug Johnson pass complete to Justin Griffith for 4 yards (tackle by Grant Wistrom),-0.200,-0.360
4,14:07,3,6,ATL 25,0,19,Doug Johnson pass incomplete intended for Peerless Price (defended by Travis Fisher),-0.360,-1.700
4,14:02,4,6,ATL 25,0,19,"Chris Mohr punts 50 yards, returned by DeJuan Groce for 6 yards (tackle by Twan Russell)",-1.700,-1.000
4,13:50,1,10,STL 31,0,19,Arlen Harris left end for 5 yards (tackle by Keith Newman),1.000,1.140
4,13:11,2,5,STL 36,0,19,Marc Bulger pass complete to Torry Holt for 11 yards (tackle by Keion Carpenter),1.140,2.060
4,12:24,1,10,STL 47,0,19,Marc Bulger pass complete to Brandon Manumaleuna for 39 yards (tackle by Keion Carpenter),2.060,4.650
4,11:34,1,10,ATL 14,0,19,Lamar Gordon left guard for no gain (tackle by Chris Draft),4.650,4.000
4,10:53,2,10,ATL 14,0,25,"Marc Bulger pass complete to Torry Holt for 14 yards, touchdown",4.000,7.000
4,,,,ATL 2,0,26,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,0,26,"Jeff Wilkins kicks off 74 yards, returned by Allen Rossum for 31 yards (tackle by Jeff Wilkins)",0.000,0.740
4,10:37,1,10,ATL 27,0,26,T.J. Duckett up the middle for 1 yard (tackle by Damione Lewis),0.740,0.330
4,9:55,2,9,ATL 28,0,26,Doug Johnson pass incomplete intended for Quentin McCord,0.330,-0.360
4,9:48,3,9,ATL 28,0,26,Doug Johnson pass incomplete intended for Warrick Dunn,-0.360,-1.500
4,9:44,4,9,ATL 28,0,26,"Chris Mohr punts 54 yards, returned by DeJuan Groce for 15 yards (tackle by Travis Jervey). DeJuan Groce fumbles, ball out of bounds at STL-33",-1.500,-1.140
4,9:30,1,10,STL 33,0,26,Arlen Harris right end for -3 yards (tackle by Matt Stewart),1.140,0.190
4,8:50,2,13,STL 30,0,26,Marc Bulger pass incomplete intended for Mike Furrey,0.190,-0.490
4,8:44,3,13,STL 30,0,26,Marc Bulger pass complete to Torry Holt for 28 yards (tackle by Tyrone Williams),-0.490,2.790
4,7:59,1,10,ATL 42,0,26,"Marc Bulger pass incomplete intended for Torry Holt is intercepted by Tod McBride at ATL-26 and returned for 4 yards (tackle by Kyle Turley). Tod McBride fumbles (forced by Kyle Turley), recovered by Arlen Harris at ATL-31 (tackle by Chris Draft)",2.790,3.510
4,7:40,1,10,ATL 31,0,26,"Penalty on Kyle Turley: False Start, 5 yards (no play)",3.510,3.180
4,7:40,1,15,ATL 36,0,26,Marc Bulger pass complete to Brandon Manumaleuna for 8 yards (tackle by Matt Stewart),3.180,3.370
4,6:54,2,7,ATL 28,0,26,Arlen Harris up the middle for 9 yards (tackle by Chris Draft),3.370,4.310
4,6:13,1,10,ATL 19,0,26,Arlen Harris right tackle for 2 yards (tackle by Keith Brooking),4.310,4.030
4,5:25,2,8,ATL 17,0,26,Arlen Harris up the middle for 2 yards (tackle by Keith Brooking),4.030,3.580
4,4:40,3,6,ATL 15,0,26,Arlen Harris right end for 5 yards (tackle by Tod McBride),3.580,2.910
4,3:54,4,1,ATL 10,0,26,"Jeff Wilkins 28 yard field goal good. Penalty on Brandon Manumaleuna: Offensive Holding, 10 yards (no play)",2.910,2.120
4,3:50,4,11,ATL 20,0,29,Jeff Wilkins 38 yard field goal good,2.120,3.000
4,,,,STL 30,0,29,"Jeff Wilkins kicks off 74 yards, returned by Allen Rossum for 25 yards (tackle by Fred Weary)",0.000,0.340
4,3:45,1,10,ATL 21,0,29,T.J. Duckett right tackle for 7 yards (tackle by Grant Wistrom),0.340,0.750
4,3:03,2,3,ATL 28,0,29,T.J. Duckett up the middle for 4 yards (tackle by Ryan Pickett),0.750,1.070
4,2:26,1,10,ATL 32,0,29,Kurt Kittner pass incomplete intended for Peerless Price,1.070,0.530
4,2:20,2,10,ATL 32,0,29,Kurt Kittner pass complete to T.J. Duckett for 7 yards (tackle by Jamie Duncan),0.530,0.760
4,2:00,3,3,ATL 39,0,29,Kurt Kittner pass complete to Brian Finneran for 14 yards (tackle by Jerametrius Butler),0.760,2.460
4,1:53,1,10,STL 47,0,29,"Kurt Kittner pass incomplete intended for Peerless Price (defended by Jerametrius Butler). Penalty on Damione Lewis: Defensive Offside, 5 yards (no play)",2.460,3.190
4,1:47,1,5,STL 42,0,35,"Kurt Kittner pass incomplete intended for Peerless Price is intercepted by Travis Fisher at STL-26 and returned for 74 yards, touchdown",3.190,-7.000
4,,,,ATL 2,0,36,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,0,36,"Jeff Wilkins kicks off 71 yards, returned by Allen Rossum for 34 yards (tackle by Bryce Fisher)",0.000,1.140
4,1:26,1,10,ATL 33,0,36,T.J. Duckett right end for 1 yard (tackle by Tommy Polley),1.140,0.730
4,0:43,2,9,ATL 34,0,36,Kurt Kittner pass incomplete intended for Peerless Price,0.730,0.040
4,0:36,3,9,ATL 34,0,36,Warrick Dunn up the middle for 4 yards (tackle by Aeneas Williams),0.040,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
