Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Texans won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,HOU 35,0,0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,IND 25,0,0,Jonathan Taylor right guard for 4 yards (tackle by Jalen Pitre and Jonathan Greenard),0.610,0.600
1,14:31,2,6,IND 29,0,0,Matt Ryan pass complete short right to Jonathan Taylor for 3 yards (tackle by Jerry Hughes and Roy Lopez),0.600,0.300
1,13:52,3,3,IND 32,0,0,Jonathan Taylor up the middle for 2 yards (tackle by Jonathan Owens and Christian Kirksey),0.300,-1.110
1,13:17,4,1,IND 34,0,0,Matt Haack punts 44 yards out of bounds,-1.110,-0.410
1,13:08,1,10,HOU 22,0,0,Davis Mills pass complete short right to Brandin Cooks for 4 yards (tackle by Kenny Moore),0.410,0.410
1,12:36,2,6,HOU 26,0,0,Dameon Pierce up the middle for 4 yards (tackle by Kenny Moore and E.J. Speed),0.410,0.230
1,12:12,3,2,HOU 30,0,0,Davis Mills pass incomplete short right intended for Brandin Cooks,0.230,-1.370
1,12:08,4,2,HOU 30,0,0,"Cameron Johnston punts 44 yards, fair catch by Nyheim Hines at IND-26",-1.370,-0.670
1,11:59,1,10,IND 26,0,0,Jonathan Taylor up the middle for no gain (tackle by Maliek Collins),0.670,0.130
1,11:18,2,10,IND 26,0,0,Matt Ryan pass complete short middle to Michael Pittman for 17 yards (tackle by Derek Stingley),0.130,1.800
1,10:44,1,10,IND 43,0,0,Jonathan Taylor left end for 2 yards (tackle by Derek Stingley and Maliek Collins),1.800,1.520
1,10:12,2,8,IND 45,0,0,Jonathan Taylor right guard for 7 yards (tackle by Demone Harris and Christian Kirksey),1.520,1.750
1,9:28,3,1,HOU 48,0,0,Matt Ryan scrambles right end for 2 yards (tackle by Kamu Grugier-Hill),1.750,2.520
1,8:49,1,10,HOU 46,0,0,Matt Ryan pass incomplete short right intended for Parris Campbell (defended by Kevin Pierre-Louis),2.520,1.980
1,8:43,2,10,HOU 46,0,0,Nyheim Hines up the middle for 3 yards (tackle by Kamu Grugier-Hill),1.980,1.680
1,8:02,3,7,HOU 43,0,0,Matt Ryan pass complete short middle to Michael Pittman for 8 yards (tackle by Desmond King),1.680,3.250
1,7:26,1,10,HOU 35,0,0,Jonathan Taylor right tackle for 5 yards (tackle by Roy Lopez and Kevin Pierre-Louis),3.250,3.380
1,6:41,2,5,HOU 30,0,0,Jonathan Taylor up the middle for -2 yards (tackle by Desmond King),3.380,2.410
1,5:59,3,7,HOU 32,0,0,Matt Ryan pass complete short middle to Jonathan Taylor for 5 yards (tackle by Kamu Grugier-Hill and Christian Kirksey),2.410,1.800
1,5:18,4,2,HOU 27,3,0,Rodrigo Blankenship 45 yard field goal good,1.800,3.000
