Quarter,Time,Tm,Detail,MIA,NWE
1.0,10:12,Patriots,Rob Gronkowski 47 yard pass from Tom Brady (Stephen Gostkowski kick),0,7
2.0,14:05,Patriots,"Safety, Ball Through End Zone",0,9
,3:25,Patriots,Stephen Gostkowski 52 yard field goal,0,12
,0:24,Patriots,Dion Lewis 16 yard pass from Tom Brady (Stephen Gostkowski kick),0,19
3.0,11:25,Dolphins,Lamar Miller 1 yard rush (Andrew Franks kick),7,19
,6:09,Patriots,Stephen Gostkowski 36 yard field goal,7,22
4.0,13:29,Patriots,Julian Edelman 10 yard pass from Tom Brady (Stephen Gostkowski kick),7,29
,7:17,Patriots,Julian Edelman 16 yard pass from Tom Brady (Stephen Gostkowski kick),7,36
