#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:05,STL 24,5,3:08,-5,Punt
2,1,6:55,STL 20,3,2:01,-12,Punt
3,1,1:44,CHI 23,5,1:49,1,Missed FG
4,2,12:25,STL 41,6,2:22,10,Downs
5,2,9:22,STL 26,8,4:21,49,Field Goal
6,2,1:38,STL 27,3,0:44,0,Punt
7,2,0:10,STL 8,1,0:10,-1,End of Half
8,3,15:00,STL 15,6,4:07,18,Punt
9,3,8:58,STL 31,3,0:59,14,Interception
10,3,5:13,STL 19,3,1:40,28,Interception
11,4,14:52,STL 22,12,5:24,58,Interception
12,4,5:31,STL 20,1,0:07,0,Interception
13,4,4:44,STL 5,6,2:53,17,Punt
