Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,BAL 20,0,0,Joe Flacco pass incomplete short middle intended for Ed Dickson,0.280,-0.270
1,14:55,2,10,BAL 20,0,0,"Ray Rice right guard for -3 yards (tackle by Desmond Bryant). Penalty on Phil Taylor: Personal Foul, 15 yards",-0.270,1.070
1,14:37,1,10,BAL 32,0,0,Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Joe Haden),1.070,0.530
1,14:31,2,10,BAL 32,0,0,Joe Flacco pass complete short middle to Torrey Smith for 11 yards (tackle by Craig Robertson and D'Qwell Jackson),0.530,1.800
1,13:58,1,10,BAL 43,0,0,Ray Rice left guard for 11 yards (tackle by Tashaun Gipson),1.800,2.520
1,13:21,1,10,CLE 46,0,0,Joe Flacco pass incomplete deep left intended for Marlon Brown (defended by Buster Skrine),2.520,1.980
1,13:14,2,10,CLE 46,0,0,Ray Rice right guard for 3 yards (tackle by John Hughes and Leon McFadden),1.980,1.680
1,12:43,3,7,CLE 43,0,0,Joe Flacco pass complete short left to Dallas Clark for 8 yards (tackle by D'Qwell Jackson),1.680,3.250
1,12:19,1,10,CLE 35,0,0,Joe Flacco sacked by Barkevious Mingo for -9 yards,3.250,1.490
1,11:52,2,19,CLE 44,0,0,Joe Flacco pass complete short right to Marlon Brown for 12 yards (tackle by T.J. Ward),1.490,2.410
1,11:18,3,7,CLE 32,0,0,Joe Flacco pass incomplete deep left intended for Marlon Brown,2.410,1.240
1,11:12,4,7,CLE 32,0,0,Justin Tucker 50 yard field goal no good,1.240,-1.600
1,11:07,1,10,CLE 40,0,0,Brandon Weeden pass complete deep right to Jordan Cameron for 53 yards (tackle by Lardarius Webb),1.600,5.600
1,10:13,1,7,BAL 7,0,0,Trent Richardson right guard for 3 yards (tackle by Terrell Suggs and Matt Elam),5.600,5.340
1,9:34,2,4,BAL 4,0,0,Trent Richardson left guard for 1 yard (tackle by Haloti Ngata and Daryl Smith),5.340,5.340
1,8:48,2,4,BAL 4,0,0,Timeout #1 by Cleveland Browns,5.340,4.720
1,8:48,3,3,BAL 3,0,0,Brandon Weeden pass incomplete short left intended for Davone Bess,4.720,3.040
1,8:42,4,3,BAL 3,3,0,Billy Cundiff 21 yard field goal good,3.040,3.000
1,8:42,,,CLE 35,3,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
1,8:40,1,10,BAL 20,3,0,Ray Rice left guard for 2 yards (tackle by Ishmaa'ily Kitchen and Desmond Bryant),0.280,0.000
1,8:11,2,8,BAL 22,3,0,Joe Flacco pass complete short left to Torrey Smith for 11 yards (tackle by Tashaun Gipson),0.000,1.140
1,7:43,1,10,BAL 33,3,0,Ray Rice left guard for no gain (tackle by Jabaal Sheard),1.140,0.590
1,7:15,2,10,BAL 33,3,0,Joe Flacco pass complete short middle to Torrey Smith for 4 yards (tackle by Joe Haden),0.590,0.430
1,6:39,3,6,BAL 37,3,0,Joe Flacco pass incomplete deep left intended for Torrey Smith,0.430,-0.910
1,6:34,4,6,BAL 37,3,0,"Sam Koch punts 48 yards, returned by Travis Benjamin for 18 yards (tackle by Corey Graham)",-0.910,-1.140
1,6:19,1,10,CLE 33,3,0,Brandon Weeden up the middle for 2 yards (tackle by Terrell Suggs),1.140,0.860
1,5:46,2,8,CLE 35,3,0,Brandon Weeden pass complete short right to Trent Richardson for 9 yards (tackle by Lardarius Webb),0.860,1.860
1,5:15,1,10,CLE 44,3,0,Brandon Weeden pass complete short right to Trent Richardson for 4 yards (tackle by Josh Bynes and Daryl Smith),1.860,1.860
1,4:28,2,6,CLE 48,3,0,Trent Richardson right end for 4 yards (tackle by Lardarius Webb),1.860,1.690
1,3:41,3,2,BAL 48,3,0,"Penalty on Brandon Weeden: Delay of Game, 5 yards (no play)",1.690,1.030
