0,1
Game Info,Game Info
Won Toss,Browns (deferred)
Roof,outdoors
Surface,sportturf
Duration,3:10
Attendance,71098
Weather,"75 degrees, relative humidity 37%, wind 6 mph, wind chill 0"
Vegas Line,Baltimore Ravens -7.0
Over/Under,43.5 (under)
