Quarter,Time,Tm,Detail,NWE,NYJ
1.0,8:14,Jets,Greg Zuerlein 28 yard field goal,0,3
,0:00,Patriots,Nick Folk 31 yard field goal,3,3
2.0,12:00,Jets,Tyler Conklin 8 yard pass from Zach Wilson (Greg Zuerlein kick),3,10
,0:00,Patriots,Nick Folk 42 yard field goal,6,10
3.0,12:07,Patriots,Jakobi Meyers 5 yard pass from Mac Jones (Nick Folk kick),13,10
,5:23,Patriots,Nick Folk 49 yard field goal,16,10
,2:39,Patriots,Nick Folk 45 yard field goal,19,10
4.0,10:35,Patriots,Nick Folk 52 yard field goal,22,10
,1:51,Jets,Tyler Conklin 9 yard pass from Zach Wilson (Greg Zuerlein kick),22,17
