Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
1,5:27,4,18,NOR 23,0,7,"Thomas Morstead punts 51 yards, returned by Tarik Cohen for -1 yards (tackle by Justin Hardee)",-1.830,-0.610
1,5:17,1,10,CHI 25,0,7,Jordan Howard left tackle for 9 yards (tackle by Vonn Bell),0.610,1.280
1,4:42,2,1,CHI 34,0,7,Jordan Howard left end for 4 yards (tackle by Trey Hendrickson and David Onyemata),1.280,1.470
1,3:59,1,10,CHI 38,0,7,Mitch Trubisky pass complete deep left to Tre McBride for 45 yards (tackle by Marcus Williams),1.470,4.440
1,3:10,1,10,NOR 17,0,7,Jordan Howard left guard for 7 yards (tackle by Vonn Bell and Tyeler Davison),4.440,5.100
1,2:23,2,3,NOR 10,0,7,Jordan Howard left tackle for 2 yards (tackle by Vonn Bell and Kenny Vaccaro),5.100,4.800
1,1:43,3,1,NOR 8,0,7,Jordan Howard left guard for 2 yards (tackle by Cameron Jordan and A.J. Klein),4.800,5.830
1,1:03,1,6,NOR 6,0,7,Jordan Howard left end for -1 yards (tackle by Kenny Vaccaro),5.830,4.760
1,0:18,2,7,NOR 7,0,7,Tarik Cohen left tackle for -1 yards (tackle by Tyeler Davison),4.760,3.580
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,NOR 8,0,7,Mitch Trubisky pass incomplete short middle intended for Adam Shaheen,3.580,2.950
2,14:57,4,8,NOR 8,3,7,Connor Barth 27 yard field goal good,2.950,3.000
2,14:52,,,CHI 35,3,7,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
2,14:52,1,10,NOR 25,3,7,Drew Brees pass complete short right to Ted Ginn for 15 yards (tackle by Kyle Fuller),0.610,1.600
2,14:20,1,10,NOR 40,3,7,Alvin Kamara left end for no gain (tackle by Christian Jones),1.600,1.050
2,14:03,2,10,NOR 40,3,7,Drew Brees pass complete short right to Mark Ingram for 4 yards (tackle by Christian Jones),1.050,0.890
2,13:22,3,6,NOR 44,3,7,Drew Brees sacked by Mitch Unrein for -5 yards,0.890,-0.780
2,12:48,4,11,NOR 39,3,7,"Thomas Morstead punts 61 yards, touchback",-0.780,-0.280
2,12:39,1,10,CHI 20,3,7,Tarik Cohen left guard for 5 yards (tackle by Sheldon Rankins and Alex Okafor),0.280,0.410
2,12:06,2,5,CHI 25,3,7,Mitch Trubisky pass complete short right to Tarik Cohen for 6 yards (tackle by Marshon Lattimore),0.410,1.000
2,11:36,1,10,CHI 31,3,7,"Jordan Howard left end for 4 yards (tackle by Craig Robertson). Penalty on John Hughes: Defensive Holding, 5 yards",1.000,1.600
2,11:11,1,10,CHI 40,3,7,Jordan Howard left guard for 8 yards (tackle by Kenny Vaccaro),1.600,2.130
2,10:35,2,2,CHI 48,3,7,Mitch Trubisky pass complete short right to Dion Sims for 5 yards (tackle by Marcus Williams),2.130,2.460
2,9:56,1,10,NOR 47,3,7,Mitch Trubisky pass incomplete short left intended for Tanner Gentry (defended by Ken Crawley),2.460,1.910
2,9:50,2,10,NOR 47,3,7,Jordan Howard right guard for 3 yards (tackle by Manti Te'o),1.910,1.620
2,9:11,3,7,NOR 44,3,7,Mitch Trubisky sacked by Kenny Vaccaro and Cameron Jordan for -9 yards,1.620,-0.260
2,8:28,4,16,CHI 47,3,7,"Penalty on Andrew DePaola: False Start, 5 yards (no play)",-0.260,-0.590
2,8:22,4,21,CHI 42,3,7,"Pat O'Donnell punts 58 yards, touchback",-0.590,-0.280
2,8:11,1,10,NOR 20,3,7,Mark Ingram left tackle for 12 yards (tackle by Cre'von LeBlanc),0.280,1.070
2,7:36,1,10,NOR 32,3,7,Drew Brees pass complete short right to Mark Ingram for 8 yards (tackle by Kyle Fuller),1.070,1.610
2,6:49,2,2,NOR 40,3,7,Alvin Kamara left guard for 10 yards (tackle by Danny Trevathan),1.610,2.260
2,6:18,1,10,,3,7,Mark Ingram left tackle for 4 yards (tackle by Pernell McPhee),2.260,2.250
2,5:39,2,6,CHI 46,3,7,Drew Brees pass complete short right to Michael Thomas for 8 yards (tackle by Pernell McPhee),2.250,3.050
2,5:03,1,10,CHI 38,3,7,Mark Ingram left end for 18 yards (tackle by Eddie Jackson),3.050,4.240
2,4:18,1,10,CHI 20,3,7,Drew Brees pass complete short middle to Josh Hill for 19 yards (tackle by Danny Trevathan),4.240,6.970
2,3:45,1,1,CHI 1,3,13,"Mark Ingram left guard for 1 yard, touchdown",6.970,7.000
2,3:41,,,CHI 15,3,14,Wil Lutz kicks extra point good,0.000,0.000
2,3:41,,,NOR 35,3,14,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,3:41,1,10,CHI 25,3,14,Mitch Trubisky pass complete short middle to Kendall Wright for 13 yards (tackle by Marcus Williams),0.610,1.470
2,3:07,1,10,CHI 38,3,14,Jordan Howard left tackle for no gain (tackle by Manti Te'o),1.470,0.920
2,2:30,2,10,CHI 38,3,14,Jordan Howard right end for 4 yards (tackle by David Onyemata),0.920,0.000
2,2:22,,,,,,Timeout #1 by New Orleans Saints,0.000,-0.760
2,2:22,3,6,CHI 42,3,14,Mitch Trubisky pass complete short left to Tre McBride for 25 yards (tackle by Vonn Bell),0.760,3.380
2,2:00,1,10,NOR 33,3,14,Jordan Howard left tackle for -1 yards (tackle by Kenny Vaccaro),3.380,2.700
2,1:25,2,11,NOR 34,3,14,Mitch Trubisky pass incomplete deep right intended for Kendall Wright,2.700,2.010
2,1:16,3,11,NOR 34,3,14,Mitch Trubisky pass complete short left to Jordan Howard for 12 yards (tackle by Ken Crawley),2.010,0.000
2,1:09,,,,,,Timeout #2 by New Orleans Saints,0.000,-4.110
2,1:09,1,10,NOR 22,3,14,Tarik Cohen right tackle for -3 yards (tackle by David Onyemata),4.110,3.160
2,0:36,2,13,NOR 25,3,14,Mitch Trubisky pass incomplete short right intended for Zach Miller,3.160,2.480
2,0:32,3,13,NOR 25,3,14,Mitch Trubisky sacked by Trey Hendrickson for -5 yards,2.480,0.000
2,0:27,,,,,,Timeout #3 by New Orleans Saints,0.000,-1.410
2,0:27,4,18,NOR 30,3,14,Connor Barth 48 yard field goal no good,1.410,-1.470
2,0:22,1,10,NOR 38,3,14,"Drew Brees pass complete short right to Alvin Kamara for 2 yards (tackle by Leonard Floyd). Penalty on Andrus Peat: Ineligible Downfield Pass, 5 yards (no play)",1.470,1.140
2,0:08,1,15,NOR 33,3,14,Drew Brees kneels for -1 yards,1.140,0.110
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,3,14,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CHI 25,3,14,Jordan Howard left tackle for -2 yards (tackle by Craig Robertson),0.610,-0.210
3,14:21,2,12,CHI 23,3,14,Jordan Howard right tackle for 1 yard (tackle by Cameron Jordan),-0.210,-0.760
3,13:44,3,11,CHI 24,3,14,Mitch Trubisky pass incomplete short middle intended for Tarik Cohen,-0.760,-1.770
3,13:40,4,11,CHI 24,3,14,"Pat O'Donnell punts 57 yards, returned by Ted Ginn for 7 yards (tackle by Josh Bellamy). Penalty on Zach Line: Offensive Holding, 9 yards",-1.770,0.380
3,13:30,1,10,NOR 10,3,14,Mark Ingram left guard for 3 yards (tackle by Christian Jones and Eddie Goldman),-0.380,-0.560
3,12:52,2,7,NOR 13,3,14,Drew Brees pass complete short left to Coby Fleener for -1 yards (tackle by Adrian Amos),-0.560,-1.190
3,12:09,3,8,NOR 12,3,14,Drew Brees pass complete deep left to Michael Thomas for 23 yards (tackle by Prince Amukamara),-1.190,1.270
3,11:20,1,10,NOR 35,3,14,Mark Ingram left end for 3 yards (tackle by Sam Acho),1.270,1.130
3,10:43,2,7,NOR 38,3,14,"Penalty on Ryan Ramczyk: False Start, 5 yards (no play)",1.130,0.450
3,10:30,2,12,NOR 33,3,14,Drew Brees pass complete short middle to Michael Thomas for 7 yards (tackle by Leonard Floyd and Danny Trevathan),0.450,0.700
3,9:59,3,5,NOR 40,3,14,Drew Brees left end for 1 yard,0.700,-0.650
3,9:25,4,4,NOR 41,3,14,Thomas Morstead punts 56 yards,-0.650,0.380
3,9:13,1,10,CHI 3,3,14,Jordan Howard left guard for 50 yards (tackle by Marcus Williams),-0.380,2.460
3,8:37,1,10,NOR 47,3,14,Mitch Trubisky pass incomplete deep left intended for Tarik Cohen,2.460,1.910
3,8:31,2,10,NOR 47,3,14,Benny Cunningham right guard for no gain (tackle by Kenny Vaccaro and Trey Hendrickson),1.910,1.220
3,7:52,3,10,NOR 47,3,14,Mitch Trubisky pass complete short left to Tre McBride for 22 yards (tackle by Ken Crawley),1.220,3.910
3,7:16,1,10,NOR 25,3,14,Jordan Howard left end for 2 yards (tackle by Alex Okafor),3.910,3.630
3,6:38,2,8,NOR 23,3,14,Jordan Howard left end for -2 yards (tackle by David Onyemata and Alex Okafor),3.630,2.680
3,5:55,3,10,NOR 25,3,14,Mitch Trubisky pass incomplete deep right intended for Zach Miller (defended by Rafael Bush),2.680,1.800
3,5:47,4,10,NOR 25,6,14,Connor Barth 44 yard field goal good,1.800,3.000
3,5:42,,,CHI 35,6,14,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
3,5:42,1,10,NOR 25,6,14,Drew Brees pass complete short left to Michael Thomas for 9 yards (tackle by Prince Amukamara),0.610,1.280
3,4:57,2,1,NOR 34,6,14,Mark Ingram left guard for 3 yards (tackle by Danny Trevathan and Eddie Goldman),1.280,1.400
3,4:18,1,10,NOR 37,6,14,Drew Brees pass complete short right to Josh Hill for 3 yards (tackle by Danny Trevathan),1.400,1.260
3,3:55,2,7,NOR 40,6,14,Mark Ingram right end for 9 yards (tackle by Danny Trevathan and Kyle Fuller),1.260,2.190
3,3:12,1,10,NOR 49,6,14,Drew Brees pass complete short left to Alvin Kamara for 5 yards (tackle by Christian Jones),2.190,2.320
3,2:30,2,5,CHI 46,6,14,Drew Brees pass incomplete short right intended for Ted Ginn (defended by Pernell McPhee),2.320,1.620
3,2:28,3,5,CHI 46,6,14,Drew Brees pass incomplete deep left intended for Michael Thomas,1.620,0.200
3,2:23,4,5,CHI 46,6,14,"Thomas Morstead punts 36 yards, fair catch by Tarik Cohen",0.200,0.380
3,2:16,1,10,CHI 10,6,14,Jordan Howard right guard for 3 yards (tackle by Manti Te'o),-0.380,-0.560
3,1:38,2,7,CHI 13,6,14,Jordan Howard left end for -4 yards (tackle by Craig Robertson),-0.560,-1.540
3,0:54,3,11,CHI 9,6,14,Mitch Trubisky pass complete short left to Jordan Howard for 1 yard (tackle by Craig Robertson),-1.540,-2.490
3,0:31,4,10,CHI 10,6,14,"Pat O'Donnell punts 51 yards, returned by Ted Ginn for 8 yards (tackle by Adrian Amos)",-2.490,-2.060
3,0:20,1,10,NOR 47,6,14,"Drew Brees pass complete short right to Josh Hill for 7 yards (tackle by Adrian Amos). Penalty on Ryan Ramczyk: Illegal Block Above the Waist, 10 yards",2.060,1.860
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,13,NOR 44,6,14,Drew Brees pass incomplete (defended by Leonard Floyd),1.860,1.110
,,,,,,,"CHI challenged the incomplete pass ruling, and the play was upheld.",,
4,14:55,2,13,NOR 44,6,14,Drew Brees pass complete deep right to Michael Thomas for 22 yards (tackle by Kyle Fuller),1.110,3.310
4,14:28,1,10,CHI 34,6,14,Mark Ingram left guard for 4 yards (tackle by Danny Trevathan),3.310,3.310
4,13:50,2,6,CHI 30,6,14,Mark Ingram left tackle for 3 yards (tackle by Jonathan Bullard),3.310,3.010
4,13:05,3,3,CHI 27,6,14,Drew Brees pass incomplete short left intended for Ted Ginn,3.010,1.770
4,12:59,4,3,CHI 27,6,17,Wil Lutz 45 yard field goal good,1.770,3.000
4,12:54,,,NOR 35,6,17,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,12:54,1,10,CHI 25,6,17,Mitch Trubisky pass incomplete deep left intended for Kendall Wright,0.610,0.060
4,12:49,2,10,CHI 25,6,17,Jordan Howard right end for 4 yards (tackle by David Onyemata and Alex Okafor),0.060,-0.100
4,12:07,3,6,CHI 29,6,17,Mitch Trubisky pass incomplete short right intended for Jordan Howard,-0.100,-1.440
4,12:02,4,6,CHI 29,6,17,"Pat O'Donnell punts 61 yards, returned by Ted Ginn for 14 yards (tackle by DeAndre Houston-Carson)",-1.440,-0.540
4,11:54,1,10,NOR 24,6,17,Drew Brees pass complete deep right to Alvin Kamara for 34 yards (tackle by Leonard Floyd),0.540,2.790
4,11:17,1,10,CHI 42,6,17,Mark Ingram left tackle for 3 yards (tackle by Mitch Unrein),2.790,2.650
4,10:33,2,7,CHI 39,6,17,Drew Brees pass complete short left to Alvin Kamara for 9 yards (tackle by Sam Acho),2.650,3.580
4,9:55,1,10,CHI 30,6,17,Mark Ingram left tackle for 5 yards (tackle by Danny Trevathan),3.580,3.710
4,9:08,2,5,CHI 25,6,17,Drew Brees pass complete short middle to Michael Thomas for 6 yards (tackle by Sam Acho),3.710,4.310
4,8:22,1,10,CHI 19,6,17,Drew Brees pass complete short right to Mark Ingram for -6 yards (tackle by Danny Trevathan),4.310,2.950
4,7:41,2,16,CHI 25,6,17,"Mark Ingram right tackle for -2 yards (tackle by Jonathan Bullard). Mark Ingram fumbles (forced by Jonathan Bullard), recovered by Christian Jones at CHI-27 (tackle by Terron Armstead)",2.950,-0.810
4,7:32,1,10,CHI 28,6,17,Mitch Trubisky pass incomplete deep right intended for Dion Sims (defended by Marshon Lattimore),0.810,0.260
4,7:25,2,10,CHI 28,6,17,Mitch Trubisky pass incomplete short middle intended for Dion Sims,0.260,-0.430
4,7:21,3,10,CHI 28,6,17,"Mitch Trubisky for 8 yards (tackle by Marshon Lattimore). Penalty on Josh Sitton: Offensive Holding (Offsetting), Penalty on Vonn Bell: Defensive Holding (Offsetting) (no play)",-0.430,-0.430
4,6:57,3,10,CHI 28,6,17,Mitch Trubisky for 46 yards (tackle by Marshon Lattimore),-0.430,3.840
4,6:18,1,10,NOR 26,6,17,Mitch Trubisky pass incomplete deep left intended for Tre McBride (defended by Ken Crawley),3.840,3.300
4,6:12,2,10,NOR 26,6,17,Mitch Trubisky pass complete short middle to Dion Sims for 3 yards (tackle by A.J. Klein),3.300,3.010
4,5:34,3,7,NOR 23,6,17,Mitch Trubisky pass complete short left to Kendall Wright for 10 yards (tackle by Kenny Vaccaro),3.010,4.710
4,4:53,1,10,NOR 13,6,17,Mitch Trubisky middle for 3 yards (tackle by Kenny Vaccaro),4.710,4.580
4,4:11,2,7,NOR 10,6,17,Mitch Trubisky pass incomplete short left intended for Jordan Howard,4.580,3.650
4,4:04,3,7,NOR 10,6,17,"Mitch Trubisky pass complete short middle to Dion Sims for 7 yards (tackle by Kenny Vaccaro). Penalty on Marcus Williams: Face Mask (15 Yards), 2 yards",3.650,6.970
4,3:59,1,1,NOR 1,12,17,"Tarik Cohen left guard for 1 yard, touchdown",6.970,7.000
4,3:58,,,NOR 2,12,17,"Two Point Attempt: Mitch Trubisky pass incomplete intended for Kendall Wright, conversion fails",0.000,-1.000
4,3:58,,,CHI 35,12,17,"Connor Barth kicks off 54 yards, returned by Ted Ginn for 9 yards (tackle by DeAndre Houston-Carson)",0.000,-0.280
4,3:55,1,10,NOR 20,12,17,Mark Ingram left guard for 1 yard (tackle by Danny Trevathan and Sam Acho),0.280,-0.130
4,3:10,2,9,NOR 21,12,17,Drew Brees pass complete deep middle to Ted Ginn for 53 yards (tackle by Kyle Fuller),-0.130,3.840
4,2:22,1,10,CHI 26,12,17,Alvin Kamara left guard for no gain (tackle by Danny Trevathan). Penalty on NOR: Illegal Shift (Declined),3.840,3.300
4,2:18,2,10,CHI 26,12,17,"Mark Ingram left tackle for no gain (tackle by Adrian Amos). Mark Ingram fumbles (forced by Adrian Amos), recovered by Adrian Amos at CHI-26 and returned for 4 yards (tackle by Drew Brees)",3.300,-0.940
4,2:12,1,10,CHI 30,12,17,Mitch Trubisky pass incomplete short left intended for Kendall Wright,0.940,0.390
4,2:07,2,10,CHI 30,12,17,Mitch Trubisky pass complete short middle to Daniel Brown for 9 yards (tackle by Vonn Bell and Craig Robertson),0.390,0.890
4,2:00,3,1,CHI 39,12,17,Mitch Trubisky pass incomplete short left intended for Kendall Wright (defended by A.J. Klein),0.890,-0.780
4,1:57,4,1,CHI 39,12,17,Mitch Trubisky pass incomplete short right intended for Kendall Wright (defended by Kenny Vaccaro),-0.780,-3.050
4,1:51,1,10,CHI 38,12,17,Alvin Kamara right guard for 1 yard (tackle by Akiem Hicks). Penalty on Josh LeRibeus: Illegal Formation (Declined),3.050,2.640
4,1:47,2,9,CHI 37,12,17,Alvin Kamara left tackle for 4 yards (tackle by Danny Trevathan),2.640,0.000
4,1:44,,,,,,Timeout #2 by Chicago Bears,0.000,-2.480
4,1:44,3,5,CHI 33,12,17,Alvin Kamara left guard for 2 yards (tackle by Mitch Unrein),2.480,0.000
4,1:40,,,,,,Timeout #3 by Chicago Bears,0.000,-1.380
4,1:40,4,3,CHI 31,12,20,Wil Lutz 49 yard field goal good,1.380,3.000
4,1:35,,,NOR 35,12,20,"Wil Lutz kicks off 69 yards, returned by Tarik Cohen for 46 yards (tackle by Wil Lutz). Penalty on Wil Lutz: Horse Collar Tackle, 15 yards",0.000,-2.720
4,1:28,1,10,NOR 43,12,20,"Penalty on Charles Leno: False Start, 5 yards (no play)",2.720,2.390
4,1:28,1,15,NOR 48,12,20,Mitch Trubisky pass complete short left to Benny Cunningham for no gain,2.390,1.500
4,1:22,2,15,NOR 48,12,20,"Mitch Trubisky pass incomplete deep right intended for Tre McBride is intercepted by Marshon Lattimore at NOR-27 and returned for 25 yards. Penalty on Josh Sitton: Unsportsmanlike Conduct, 15 yards",1.500,-3.380
4,1:11,1,10,CHI 33,12,20,Drew Brees kneels for -1 yards,3.380,2.700
4,0:37,2,11,CHI 34,12,20,Drew Brees kneels for -1 yards,2.700,1.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
