#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,STL 24,3,1:54,2,Punt
2,1,10:46,STL 3,5,2:49,36,Interception
3,1,7:50,STL 18,7,2:35,40,Punt
4,1,3:53,CHI 42,5,2:39,19,Field Goal
5,2,11:29,STL 17,3,1:04,-5,Punt
6,2,10:25,STL 35,3,1:42,-25,Punt
7,2,3:04,,0,0:05,0,Fumble
8,2,2:03,STL 24,5,0:34,11,Punt
9,2,0:25,STL 27,2,0:25,3,End of Half
10,3,13:39,STL 28,3,2:15,9,Punt
11,3,7:11,STL 31,6,3:23,69,Touchdown
12,3,3:48,STL 41,13,6:02,59,Touchdown
13,4,11:21,STL 44,8,4:00,30,Field Goal
14,4,5:58,STL 40,2,0:43,3,Interception
15,4,2:41,STL 20,13,2:03,67,Field Goal
