Quarter,Time,Down,ToGo,Location,ATL,TEN,Detail,EPB,EPA
1,6:24,3,8,TEN 38,3,0,Will Levis pass complete short left to Kyle Philips for 6 yards,0.370,-0.460
1,5:52,4,2,TEN 44,3,0,Ryan Stonehouse punts 41 yards out of bounds,-0.460,0.220
1,5:46,1,10,ATL 15,3,0,Bijan Robinson right end for 6 yards (tackle by Jack Gibbens and Sean Murphy-Bunting),-0.220,0.210
1,5:12,2,4,ATL 21,3,0,Desmond Ridder sacked by Jeffery Simmons for -10 yards,0.210,-1.890
1,4:35,3,14,ATL 11,3,0,Desmond Ridder pass incomplete deep middle intended for Kyle Pitts,-1.890,-2.490
1,4:30,4,14,ATL 11,3,0,"Bradley Pinion punts 55 yards, returned by Eric Garror for 15 yards (tackle by Richie Grant). Penalty on Monty Rice: Offensive Holding, 10 yards (accepted)",-2.490,-1.530
1,4:20,1,10,TEN 39,3,0,Derrick Henry right end for 7 yards (tackle by Lorenzo Carter),1.530,1.930
1,3:43,2,3,TEN 46,3,0,Derrick Henry left guard for 2 yards (tackle by Lorenzo Carter),1.930,1.490
1,3:10,3,1,TEN 48,3,0,Will Levis pass complete short right to Derrick Henry for 5 yards (tackle by Arnold Ebiketie),1.490,2.460
1,2:37,1,10,ATL 47,3,6,"Will Levis pass complete deep left to DeAndre Hopkins for 47 yards, touchdown",2.460,7.000
1,2:28,,,ATL 15,3,7,Nick Folk kicks extra point good,0.000,0.000
1,2:28,,,TEN 35,3,7,"Nick Folk kicks off 70 yards, returned by Cordarrelle Patterson for 29 yards (tackle by K'Von Wallace)",0.000,0.540
1,2:23,1,10,ATL 24,3,7,Desmond Ridder pass complete short right to Drake London for 12 yards (tackle by Amani Hooker),0.540,1.330
1,1:56,1,10,ATL 36,3,7,Tyler Allgeier left end for 1 yard (tackle by Kyle Peko and Kristian Fulton),1.330,0.930
1,1:16,2,9,ATL 37,3,7,Desmond Ridder pass complete short right to MyCole Pruitt for 3 yards (tackle by Eric Garror),0.930,0.630
1,0:45,3,6,ATL 40,3,7,Desmond Ridder pass complete short left to Drake London for 5 yards (tackle by Kristian Fulton and Azeez Al-Shaair),0.630,-0.390
Quarter,Time,Down,ToGo,Location,ATL,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,ATL 45,3,7,"Bradley Pinion punts 42 yards, fair catch by Eric Garror at TEN-13",-0.390,0.320
2,14:53,1,10,TEN 13,3,7,Derrick Henry left end for 2 yards (tackle by Kaden Elliss),-0.320,-0.570
2,14:27,2,8,TEN 15,3,7,Will Levis pass complete short right to Chigoziem Okonkwo for 12 yards (tackle by DeAundre Alford),-0.570,0.740
2,13:42,1,10,TEN 27,3,7,Will Levis sacked by Bud Dupree for -2 yards,0.740,-0.070
2,13:00,2,12,TEN 25,3,7,Will Levis pass incomplete short right intended for Tyjae Spears (defended by AJ Terrell),-0.070,-0.760
2,12:55,3,12,TEN 25,3,7,Will Levis pass complete short left to Kyle Philips for 10 yards (tackle by DeAundre Alford),-0.760,-1.040
2,12:17,4,2,TEN 35,3,7,"Ryan Stonehouse punts 64 yards, returned by Mike Hughes for 6 yards (tackle by Kevin Rader and Joseph Jones)",-1.040,0.380
2,12:04,1,10,ATL 7,3,7,Bijan Robinson right end for 2 yards (tackle by Jeffery Simmons),-0.380,-0.630
2,11:30,2,8,ATL 9,3,7,Desmond Ridder pass incomplete short left intended for Bijan Robinson (defended by Denico Autry),-0.630,-1.190
2,11:25,3,8,ATL 9,3,7,Desmond Ridder pass incomplete short right intended for Bijan Robinson,-1.190,-2.490
2,11:23,4,8,ATL 9,3,7,"Bradley Pinion punts 60 yards, returned by Eric Garror for 1 yard (tackle by Mack Hollins)",-2.490,-1.070
2,11:13,1,10,TEN 32,3,7,Derrick Henry left end for 7 yards (tackle by Jeff Okudah),1.070,1.470
2,10:35,2,3,TEN 39,3,7,Will Levis pass incomplete deep left intended for DeAndre Hopkins,1.470,0.760
2,10:29,3,3,TEN 39,3,7,Will Levis pass incomplete deep left intended for Treylon Burks,0.760,-0.780
2,10:23,4,3,TEN 39,3,7,"Ryan Stonehouse punts 54 yards, fair catch by Mike Hughes at ATL-7",-0.780,0.380
2,10:16,1,10,ATL 7,3,7,Tyler Allgeier left guard for 9 yards (tackle by Kristian Fulton and Azeez Al-Shaair),-0.380,-0.020
2,9:52,2,1,ATL 16,3,7,Tyler Allgeier right tackle for -2 yards (tackle by Azeez Al-Shaair and Arden Key),-0.020,-0.600
2,9:31,3,3,ATL 14,3,7,Desmond Ridder pass complete short middle to Kyle Pitts for 10 yards (tackle by Eric Garror),-0.600,0.540
2,9:08,1,10,ATL 24,3,7,Desmond Ridder pass complete short middle to Kyle Pitts for 11 yards (tackle by Elijah Molden),0.540,1.270
2,8:49,1,10,ATL 35,3,7,Desmond Ridder pass complete short left to Drake London for 5 yards (tackle by Eric Garror),1.270,1.400
2,8:27,2,5,ATL 40,3,7,"Desmond Ridder sacked by Jeffery Simmons for -4 yards. Desmond Ridder fumbles (forced by Jeffery Simmons), recovered by Azeez Al-Shaair at ATL-33 (tackle by Jeffery Simmons)",1.400,-3.380
2,8:17,1,10,ATL 33,3,7,Will Levis pass complete short right to Derrick Henry for 8 yards (tackle by Richie Grant),3.380,3.920
2,7:38,2,2,ATL 25,3,7,Derrick Henry up the middle for 1 yard (tackle by Ta'Quon Graham and Jessie Bates),3.920,3.340
2,6:55,3,1,ATL 24,3,7,Chigoziem Okonkwo up the middle for 4 yards (tackle by Jessie Bates),3.340,4.240
2,6:18,1,10,ATL 20,3,7,Malik Willis up the middle for 4 yards (tackle by Kaden Elliss and Richie Grant),4.240,4.280
2,5:32,2,6,ATL 16,3,13,"Will Levis pass complete short middle to DeAndre Hopkins for 16 yards, touchdown",4.280,7.000
2,5:27,,,ATL 15,3,14,Nick Folk kicks extra point good,0.000,0.000
2,5:27,,,TEN 35,3,14,"Nick Folk kicks off 62 yards, returned by Keith Smith for 10 yards (tackle by Terrell Edmunds and Matthew Jackson)",0.000,-0.320
2,5:22,1,10,ATL 13,3,14,Desmond Ridder left end for 23 yards (tackle by Amani Hooker),-0.320,1.330
2,4:51,1,10,ATL 36,3,14,"Penalty on Chris Lindstrom: False Start, 5 yards (accepted) (no play)",1.330,1.000
2,4:37,1,15,ATL 31,3,14,Desmond Ridder pass incomplete deep left intended for Drake London (defended by Kristian Fulton),1.000,0.120
2,4:33,2,15,ATL 31,3,14,Desmond Ridder sacked by Jack Gibbens for -9 yards,0.120,-1.750
2,4:08,3,24,ATL 22,3,14,Desmond Ridder pass complete short middle to Jonnu Smith for 13 yards (tackle by Terrell Edmunds and Elijah Molden),-1.750,-1.040
2,3:26,4,11,ATL 35,3,14,"Bradley Pinion punts 52 yards, returned by Eric Garror for 9 yards (tackle by John FitzPatrick)",-1.040,-0.410
2,3:17,1,10,TEN 22,3,14,Derrick Henry right tackle for 6 yards (tackle by Kaden Elliss and Ta'Quon Graham),0.410,0.680
2,2:36,2,4,TEN 28,3,14,Derrick Henry left tackle for 5 yards (tackle by Nathan Landman),0.680,1.140
2,2:00,1,10,TEN 33,3,14,Will Levis pass incomplete deep right intended for Chigoziem Okonkwo,1.140,0.590
2,1:54,2,10,TEN 33,3,14,Tyjae Spears right end for 2 yards (tackle by Kaden Elliss and Mike Hughes),0.590,0.170
2,1:49,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:49,3,8,TEN 35,3,14,Will Levis pass complete short right to Chigoziem Okonkwo for -2 yards (tackle by Jeff Okudah),0.170,-1.180
2,1:44,,,,,,Timeout #2 by Atlanta Falcons,,
2,1:44,4,10,TEN 33,3,14,Ryan Stonehouse punts 55 yards out of bounds,-1.180,0.350
2,1:33,1,10,ATL 12,3,14,Desmond Ridder sacked by Denico Autry for -10 yards,-0.350,-1.510
2,1:23,,,,,,Timeout #1 by Tennessee Titans,,
2,1:23,2,20,ATL 2,3,14,Bijan Robinson right tackle for 2 yards (tackle by Azeez Al-Shaair),-1.510,-2.360
2,1:19,,,,,,Timeout #2 by Tennessee Titans,,
2,1:19,3,18,ATL 4,3,14,Bijan Robinson right tackle for no gain (tackle by Arden Key and Denico Autry),-2.360,-2.490
2,1:13,,,,,,Timeout #3 by Tennessee Titans,,
2,1:13,4,18,ATL 4,3,14,"Bradley Pinion punts 46 yards, returned by Eric Garror for 7 yards (tackle by DeAngelo Malone)",-2.490,-2.720
2,1:02,1,10,ATL 43,3,14,"Penalty on Will Levis: False Start, 5 yards (accepted) (no play)",2.720,2.390
2,1:02,1,15,ATL 48,3,14,Will Levis pass incomplete short middle intended for DeAndre Hopkins,2.390,1.500
2,0:57,2,15,ATL 48,3,14,Will Levis pass complete short right to Kyle Philips for 8 yards (tackle by Jeff Okudah),1.500,1.880
2,0:41,3,7,ATL 40,3,14,Will Levis pass incomplete deep right intended for Nick Westbrook-Ikhine,1.880,0.590
2,0:35,4,7,ATL 40,3,14,Ryan Stonehouse punts 32 yards downed by Chris Moore,0.590,0.380
2,0:28,1,10,ATL 8,3,14,Desmond Ridder kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,ATL,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,3,14,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,3,14,Bijan Robinson up the middle for 25 yards (tackle by Kristian Fulton and Denico Autry),0.610,2.260
3,14:21,1,10,ATL 50,3,14,Bijan Robinson right guard for 4 yards (tackle by Jeffery Simmons and Denico Autry),2.260,2.250
3,13:57,2,6,TEN 46,3,14,Taylor Heinicke pass complete short right to Van Jefferson for 7 yards (tackle by Sean Murphy-Bunting and Azeez Al-Shaair),2.250,2.980
3,13:29,1,10,TEN 39,3,14,Tyler Allgeier right end for 6 yards (tackle by Jack Gibbens),2.980,3.250
3,12:56,2,4,TEN 33,3,14,Tyler Allgeier right tackle for 2 yards (tackle by Harold Landry and Trevis Gipson),3.250,2.810
3,12:16,3,2,TEN 31,3,14,Taylor Heinicke pass incomplete short right intended for Drake London,2.810,1.400
3,12:11,4,2,TEN 31,6,14,Younghoe Koo 49 yard field goal good,1.400,3.000
3,12:06,,,ATL 35,6,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,12:06,1,10,TEN 25,6,14,Derrick Henry right tackle for 5 yards (tackle by Nathan Landman),0.610,0.740
3,11:25,2,5,TEN 30,6,14,Will Levis pass complete short right to Derrick Henry for 4 yards (tackle by DeAundre Alford),0.740,0.560
3,10:49,3,1,TEN 34,6,14,Will Levis up the middle for 3 yards (tackle by Nathan Landman and Richie Grant),0.560,1.400
3,10:19,1,10,TEN 37,6,14,Will Levis scrambles right end for 5 yards (tackle by Jessie Bates),1.400,1.530
3,9:42,2,5,TEN 42,6,14,Derrick Henry left guard for 9 yards (tackle by AJ Terrell),1.530,2.320
3,9:03,1,10,ATL 49,6,14,Will Levis pass incomplete short left,2.320,1.780
3,8:58,2,10,ATL 49,6,14,Will Levis pass complete short right to DeAndre Hopkins for 4 yards (tackle by Kaden Elliss),1.780,1.620
3,8:14,3,6,ATL 45,6,14,Will Levis up the middle for 3 yards (tackle by Richie Grant and DeAundre Alford),1.620,0.460
3,7:31,4,3,ATL 42,6,14,"Will Levis pass complete short right to Treylon Burks for 3 yards. Penalty on DeAndre Hopkins: Offensive Pass Interference, 9 yards (accepted) (no play)",0.460,-0.130
3,7:16,4,12,TEN 49,6,14,"Ryan Stonehouse punts 51 yards, touchback.",-0.130,-0.280
3,7:08,1,10,ATL 20,6,14,Cordarrelle Patterson left guard for 4 yards (tackle by Azeez Al-Shaair),0.280,0.270
3,6:37,2,6,ATL 24,6,14,Taylor Heinicke pass complete short right to Kyle Pitts for 14 yards (tackle by Amani Hooker),0.270,1.470
3,6:05,1,10,ATL 38,6,14,Bijan Robinson left end for -3 yards (tackle by Jeffery Simmons),1.470,0.520
3,5:24,2,13,ATL 35,6,14,Taylor Heinicke pass incomplete short left intended for Bijan Robinson,0.520,-0.160
3,5:20,3,13,ATL 35,6,14,Taylor Heinicke pass complete short right to KhaDarel Hodge for 14 yards (tackle by Amani Hooker),-0.160,2.190
3,4:45,1,10,ATL 49,6,14,Bijan Robinson left end for 6 yards (tackle by Azeez Al-Shaair),2.190,2.460
3,4:06,2,4,TEN 45,6,14,Taylor Heinicke pass complete deep left to Drake London for 21 yards (tackle by Jack Gibbens and Elijah Molden),2.460,3.970
3,3:53,1,10,TEN 24,6,14,Taylor Heinicke pass incomplete deep left intended for Mack Hollins,3.970,3.430
3,3:48,2,10,TEN 24,6,14,Cordarrelle Patterson left tackle for 3 yards (tackle by Kristian Fulton and Elijah Molden),3.430,3.140
3,3:12,3,7,TEN 21,6,14,Taylor Heinicke pass incomplete short right intended for Bijan Robinson,3.140,2.060
3,3:06,4,7,TEN 21,9,14,Younghoe Koo 39 yard field goal good,2.060,3.000
3,3:02,,,ATL 35,9,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,3:02,1,10,TEN 25,9,14,Derrick Henry left guard for 14 yards (tackle by Jeff Okudah),0.610,1.530
3,2:28,1,10,TEN 39,9,14,Derrick Henry up the middle for no gain (tackle by Nathan Landman and Zach Harrison),1.530,0.990
3,1:46,2,10,TEN 39,9,20,"Will Levis pass complete deep right to DeAndre Hopkins for 61 yards, touchdown",0.990,7.000
3,1:37,,,ATL 15,9,21,Nick Folk kicks extra point good,0.000,0.000
3,1:37,,,TEN 35,9,21,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
3,1:37,1,10,ATL 25,9,21,Tyler Allgeier up the middle for 1 yard (tackle by Teair Tart and Azeez Al-Shaair),0.610,0.200
3,1:03,2,9,ATL 26,9,21,"Taylor Heinicke pass complete deep right to KhaDarel Hodge for 52 yards (tackle by Amani Hooker). Penalty on Eric Garror: Defensive Holding, 5 yards (declined)",0.200,4.110
3,0:33,1,10,TEN 22,9,21,Taylor Heinicke pass complete short left to Mack Hollins for 7 yards (tackle by Kristian Fulton),4.110,4.650
Quarter,Time,Down,ToGo,Location,ATL,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,TEN 15,9,21,Bijan Robinson up the middle for 2 yards (tackle by Azeez Al-Shaair),4.650,4.390
4,14:22,3,1,TEN 13,15,21,"Bijan Robinson left end for 13 yards, touchdown",4.390,7.000
4,14:17,,,TEN 15,16,21,Younghoe Koo kicks extra point good,0.000,0.000
4,14:17,,,ATL 35,16,21,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,14:17,1,10,TEN 25,16,21,Will Levis pass complete short middle to Chris Moore for no gain (no play),0.610,0.280
4,13:58,1,15,TEN 20,16,21,Derrick Henry up the middle for 6 yards (tackle by Kaden Elliss and Jessie Bates),0.280,0.200
4,13:12,2,9,TEN 26,16,21,Derrick Henry left end for 2 yards (tackle by Nathan Landman),0.200,-0.230
4,12:28,3,7,TEN 28,16,21,Will Levis pass incomplete short right,-0.230,-1.500
4,12:23,4,7,TEN 28,16,21,"Ryan Stonehouse punts 72 yards, touchback.",-1.500,-0.280
4,12:15,1,10,ATL 20,16,21,Taylor Heinicke pass incomplete short right,0.280,-0.270
4,12:11,2,10,ATL 20,16,21,"Taylor Heinicke pass incomplete short right intended for Bijan Robinson. Penalty on Drew Dalman: Ineligible Downfield Pass, 5 yards (declined)",-0.270,-0.960
4,12:05,3,10,ATL 20,16,21,Taylor Heinicke pass incomplete deep right intended for Van Jefferson (defended by Amani Hooker),-0.960,-2.030
4,12:00,4,10,ATL 20,16,21,"Bradley Pinion punts 50 yards, returned by Eric Garror for no gain (tackle by John FitzPatrick). Penalty on Tre Avery: Unnecessary Roughness / Offense, 15 yards (accepted)",-2.030,0.220
4,11:51,1,10,TEN 15,16,21,Derrick Henry left tackle for 3 yards (tackle by Lorenzo Carter),-0.220,-0.280
4,11:12,2,7,TEN 18,16,21,Will Levis pass complete short right to Tyjae Spears for 3 yards (tackle by AJ Terrell),-0.280,-0.630
4,10:27,3,4,TEN 21,16,21,Will Levis pass complete short right to Chigoziem Okonkwo for 10 yards (tackle by Richie Grant),-0.630,1.000
4,9:44,1,10,TEN 31,16,21,Will Levis pass incomplete short left,1.000,0.460
4,9:40,2,10,TEN 31,16,21,Tyjae Spears left guard for 23 yards (tackle by Richie Grant),0.460,2.520
4,8:51,1,10,ATL 46,16,21,Will Levis pass complete short left to Derrick Henry for 4 yards (tackle by Nathan Landman and AJ Terrell),2.520,2.520
4,8:09,2,6,ATL 42,16,21,"Derrick Henry right tackle for 5 yards (tackle by Zach Harrison and Nathan Landman). Penalty on David Onyemata: Defensive Holding, 5 yards (accepted)",2.520,3.450
4,7:49,1,10,ATL 32,16,21,Derrick Henry left tackle for -1 yards (tackle by David Onyemata and Jessie Bates),3.450,2.770
4,7:06,2,11,ATL 33,16,27,"Will Levis pass complete deep left to Nick Westbrook-Ikhine for 33 yards, touchdown",2.770,7.000
4,6:59,,,ATL 15,16,28,Nick Folk kicks extra point good,0.000,0.000
4,6:59,,,TEN 35,16,28,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
4,6:59,1,10,ATL 25,16,28,Taylor Heinicke sacked by Harold Landry for -8 yards,0.610,-1.150
4,6:29,2,18,ATL 17,16,28,Taylor Heinicke pass complete short left to Scott Miller for 6 yards (tackle by Elijah Molden),-1.150,-0.890
4,6:06,3,12,ATL 23,16,28,Taylor Heinicke scrambles up the middle for 11 yards (tackle by Azeez Al-Shaair),-0.890,-1.110
4,5:38,4,1,ATL 34,16,28,Taylor Heinicke pass complete short middle to Van Jefferson for 11 yards (tackle by Amani Hooker),-1.110,1.930
4,5:20,1,10,ATL 45,16,28,Taylor Heinicke pass complete short left to KhaDarel Hodge for 9 yards (tackle by Eric Garror),1.930,2.600
4,4:55,2,1,TEN 46,16,28,Tyler Allgeier left tackle for 9 yards (tackle by Elijah Molden and Kristian Fulton),2.600,3.120
4,4:25,1,10,TEN 37,16,28,Taylor Heinicke pass complete short left to Mack Hollins for 20 yards (tackle by Kristian Fulton),3.120,4.440
4,3:54,1,10,TEN 17,16,28,"Taylor Heinicke sacked by Harold Landry for no gain. Penalty on Harold Landry: Roughing the Passer, 9 yards (accepted) (no play)",4.440,5.370
4,3:50,1,8,TEN 8,22,28,"Taylor Heinicke pass complete short right to Scott Miller for 8 yards, touchdown",5.370,7.000
4,3:46,,,TEN 15,23,28,Younghoe Koo kicks extra point good,0.000,0.000
4,3:46,,,ATL 35,23,28,"Bradley Pinion kicks off 51 yards, returned by Kyle Philips for 13 yards (tackle by Micah Abernathy)",0.000,0.740
4,3:43,1,10,TEN 27,23,28,Derrick Henry right end for 7 yards (tackle by Jessie Bates),0.740,1.140
4,3:35,2,3,TEN 34,23,28,Derrick Henry left guard for 6 yards (tackle by Bud Dupree),1.140,1.600
4,2:51,1,10,TEN 40,23,28,Derrick Henry right tackle for 4 yards (tackle by Richie Grant),1.600,1.590
4,2:42,,,,,,Timeout #1 by Atlanta Falcons,,
4,2:42,2,6,TEN 44,23,28,Derrick Henry right tackle for 2 yards (tackle by David Onyemata),1.590,1.160
4,2:36,,,,,,Timeout #2 by Atlanta Falcons,,
4,2:36,3,4,TEN 46,23,28,Will Levis sacked by Arnold Ebiketie for -10 yards,1.160,-0.980
4,2:32,,,,,,Timeout #3 by Atlanta Falcons,,
4,2:32,4,14,TEN 36,23,28,Ryan Stonehouse punts 51 yards downed by Chris Moore,-0.980,0.320
4,2:19,1,10,ATL 13,23,28,Taylor Heinicke pass incomplete short left intended for Kyle Pitts (defended by Denico Autry),-0.320,-0.770
4,2:16,2,10,ATL 13,23,28,Taylor Heinicke pass complete short right to Van Jefferson for 6 yards (tackle by Harold Landry),-0.770,-0.710
4,2:00,3,4,ATL 19,23,28,Taylor Heinicke scrambles up the middle for 3 yards (tackle by Harold Landry),-0.710,-1.900
4,1:34,4,1,ATL 22,23,28,Taylor Heinicke pass incomplete short middle intended for Van Jefferson,-1.900,-4.110
4,1:30,1,10,ATL 22,23,28,Will Levis kneels for -1 yards,4.110,3.430
4,0:50,2,11,ATL 23,23,28,Will Levis kneels for -1 yards,3.430,2.610
4,0:32,3,12,ATL 24,23,28,Will Levis kneels for -1 yards,2.610,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
