0,1
Officials,Officials
Referee,Jeff Triplette
Umpire,Chad Brown
Head Linesman,Ed Camp
Line Judge,Michael Spanier
Back Judge,Don Carey
Side Judge,Dave Wyant
Field Judge,Craig Wrolstad
