Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
1,6:25,2,1,BAL 1,0,6,"Rashard Mendenhall right tackle for 1 yard, touchdown",5.910,7.000
1,,,,BAL 2,0,7,Shaun Suisham kicks extra point good,0.000,0.000
1,,,,PIT 30,0,7,"Shaun Suisham kicks off 48 yards, returned by Le'Ron McClain for 10 yards (tackle by Emmanuel Sanders)",0.000,1.070
1,6:12,1,10,BAL 32,0,7,"Joe Flacco pass complete short left to Derrick Mason for 11 yards (tackle by Ike Taylor and Ryan Clark). Penalty on Derrick Mason: Offensive Pass Interfere, 10 yards (no play)",1.070,0.410
1,5:55,1,20,BAL 22,0,7,Joe Flacco pass complete short right to Ray Rice for 5 yards (tackle by Lawrence Timmons),0.410,-0.150
1,5:17,2,15,BAL 27,0,7,"Joe Flacco pass incomplete deep left intended for Derrick Mason. Penalty on Ike Taylor: Defensive Holding, 5 yards (no play)",-0.150,1.070
1,5:11,1,10,BAL 32,0,7,Ray Rice right tackle for 6 yards (tackle by Evander Hood and Ryan Clark),1.070,1.340
1,4:33,2,4,BAL 38,0,7,Ray Rice right tackle for 1 yard (tackle by Brett Keisel and James Harrison),1.340,0.760
1,3:51,3,3,BAL 39,0,7,Joe Flacco pass complete short middle to T.J. Houshmandzadeh for 9 yards (tackle by Anthony Madison),0.760,2.130
1,3:09,1,10,BAL 48,0,7,Joe Flacco pass incomplete short right intended for Anquan Boldin,2.130,1.580
1,3:03,2,10,BAL 48,0,7,Joe Flacco pass complete short left to Willis McGahee for 10 yards (tackle by James Harrison and Lawrence Timmons),1.580,2.790
1,2:14,1,10,PIT 42,0,7,Joe Flacco sacked by LaMarr Woodley for -5 yards,2.790,1.570
1,1:41,2,15,PIT 47,0,7,Joe Flacco pass incomplete short right intended for Anquan Boldin,1.570,0.890
1,1:37,3,15,PIT 47,0,7,"Joe Flacco pass incomplete deep right intended for Derrick Mason. Penalty on Anthony Madison: Defensive Pass Interfere, 33 yards (no play)",0.890,4.650
1,1:30,1,10,PIT 14,0,7,Joe Flacco pass incomplete short left intended for Derrick Mason (defended by Ike Taylor),4.650,4.000
1,1:26,2,10,PIT 14,6,7,"Ray Rice right tackle for 14 yards, touchdown",4.000,7.000
1,,,,PIT 2,7,7,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,BAL 30,7,7,"Billy Cundiff kicks off 65 yards, returned by Antonio Brown for 20 yards (tackle by Tavares Gooden). Penalty on Keyaron Fox: Offensive Holding, 10 yards",0.000,-0.380
1,1:12,1,10,PIT 10,7,7,Ben Roethlisberger pass incomplete short right intended for Heath Miller,-0.380,-0.780
1,1:07,2,10,PIT 10,13,7,"Ben Roethlisberger sacked by Terrell Suggs for -7 yards. Ben Roethlisberger fumbles (forced by Terrell Suggs), recovered by Cory Redding at PIT-13 and returned for 13 yards, touchdown",-0.780,-7.000
,,,,,,,"PIT challenged the fumble ruling, and the play was upheld.",,
1,,,,PIT 2,14,7,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,BAL 30,14,7,"Billy Cundiff kicks off 68 yards, returned by Antonio Brown for 27 yards (tackle by Brendon Ayanbadejo)",0.000,0.870
1,0:46,1,10,PIT 29,14,7,Rashard Mendenhall middle for 3 yards (tackle by Ray Lewis),0.870,0.730
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,PIT 32,14,7,Ben Roethlisberger sacked by Haloti Ngata and Dawan Landry for -4 yards,0.730,-0.490
2,14:18,3,11,PIT 28,14,7,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,-0.490,-1.500
2,14:13,4,11,PIT 28,14,7,"Jeremy Kapinos punts 55 yards, returned by Lardarius Webb for 1 yard (tackle by Anthony Madison)",-1.500,-0.040
2,14:06,1,10,BAL 18,14,7,Ray Rice left tackle for no gain (tackle by Casey Hampton),0.040,-0.490
2,13:26,2,10,BAL 18,14,7,Joe Flacco pass complete short right to T.J. Houshmandzadeh for 16 yards (tackle by William Gay),-0.490,1.200
2,12:55,1,10,BAL 34,14,7,Joe Flacco pass complete short left to Anquan Boldin for -2 yards (tackle by Ryan Clark),1.200,0.390
2,12:14,2,12,BAL 32,14,7,Ray Rice middle for 1 yard (tackle by Evander Hood),0.390,-0.160
2,11:33,3,11,BAL 33,14,7,Joe Flacco pass complete short right to Ray Rice for 2 yards (tackle by James Harrison),-0.160,-1.040
2,10:47,4,9,BAL 35,14,7,"Sam Koch punts 61 yards, returned by Antonio Brown for 11 yards (tackle by Jameel McClain). Penalty on Keenan Lewis: Illegal Block Above the , 4 yards",-1.040,0.380
2,10:32,1,10,PIT 4,14,7,Rashard Mendenhall right tackle for 1 yard (tackle by Dawan Landry and Jameel McClain),-0.380,-0.710
2,9:52,2,9,PIT 5,14,7,Rashard Mendenhall middle for 2 yards (tackle by Chris Carr),-0.710,-1.070
2,9:10,3,7,PIT 7,14,7,"Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders. Penalty on Jarret Johnson: Defensive Offside (Declined), Penalty on Lardarius Webb: Illegal Contact, 5 yards (no play)",-1.070,-0.350
2,9:02,1,10,PIT 12,14,7,Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Brandon McKinney),-0.350,-0.780
2,8:57,2,10,PIT 12,14,7,"Rashard Mendenhall right guard for 4 yards (tackle by Dannell Ellerbe). Rashard Mendenhall fumbles (forced by Dannell Ellerbe), recovered by Ed Reed at PIT-16 (tackle by Chris Kemoeatu)",-0.780,-4.510
2,8:45,1,10,PIT 16,14,7,Joe Flacco pass complete short right to Willis McGahee for 4 yards (tackle by Lawrence Timmons and James Farrior),4.510,4.570
2,8:05,2,6,PIT 12,14,7,Willis McGahee right tackle for -1 yards (tackle by Ryan Clark and LaMarr Woodley),4.570,3.540
2,7:21,3,7,PIT 13,14,7,Joe Flacco pass complete short middle to Ray Rice for 8 yards (tackle by Ike Taylor),3.540,6.060
2,6:33,1,5,PIT 5,14,7,Willis McGahee left guard for 1 yard (tackle by Casey Hampton and Brett Keisel),6.060,5.340
2,5:53,2,4,PIT 4,14,7,Joe Flacco pass incomplete short right intended for Anquan Boldin,5.340,4.490
2,5:46,3,4,PIT 4,20,7,"Joe Flacco pass complete short right to Todd Heap for 4 yards, touchdown",4.490,7.000
2,,,,PIT 2,21,7,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 30,21,7,"Billy Cundiff kicks off 67 yards, returned by Antonio Brown for 23 yards (tackle by Tavares Gooden)",0.000,0.670
2,5:36,1,10,PIT 26,21,7,Ben Roethlisberger sacked by Terrell Suggs for -9 yards,0.670,-1.220
2,5:01,2,19,PIT 17,21,7,Ben Roethlisberger pass complete short right to Heath Miller for 13 yards (tackle by Dannell Ellerbe and Dawan Landry),-1.220,-0.030
2,4:23,3,6,PIT 30,21,7,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",-0.030,-0.690
2,3:56,3,11,PIT 25,21,7,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 14 yards (tackle by Ray Lewis and Dawan Landry),-0.690,1.530
2,3:24,1,10,PIT 39,21,7,Mewelde Moore left tackle for 5 yards (tackle by Ray Lewis),1.530,1.660
2,2:43,2,5,PIT 44,21,7,Mewelde Moore left tackle for 7 yards (tackle by Dannell Ellerbe),1.660,2.320
2,2:05,1,10,BAL 49,21,7,Ben Roethlisberger pass complete short middle to Heath Miller for 8 yards (tackle by Dawan Landry),2.320,2.860
2,1:57,2,2,BAL 41,21,7,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 13 yards (tackle by Lardarius Webb),2.860,3.710
2,1:22,,,,21,7,Timeout #1 by Baltimore Ravens,0.000,3.710
2,1:22,1,10,BAL 28,21,7,Ben Roethlisberger pass incomplete short left intended for Heath Miller,3.710,3.170
2,1:17,2,10,BAL 28,21,7,Ben Roethlisberger pass incomplete short middle intended for Mike Wallace (defended by Haloti Ngata),3.170,2.480
2,1:13,3,10,BAL 28,21,7,Ben Roethlisberger pass complete short left to Mike Wallace for 3 yards (tackle by Chris Carr),2.480,1.800
2,0:26,,,,21,7,Timeout #2 by Pittsburgh Steelers,0.000,1.800
2,0:26,4,7,BAL 25,21,7,Shaun Suisham 43 yard field goal no good,1.800,-1.140
2,0:21,1,10,BAL 33,21,7,Joe Flacco kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,21,7,"Billy Cundiff kicks off 65 yards, returned by Antonio Brown for 20 yards (tackle by Prescott Burgess)",0.000,0.610
3,14:51,1,10,PIT 25,21,7,Ben Roethlisberger pass complete short right to Hines Ward for 5 yards (tackle by Dawan Landry),0.610,0.740
3,14:13,2,5,PIT 30,21,7,Ben Roethlisberger pass complete short right to Heath Miller for 7 yards (tackle by Ray Lewis),0.740,1.400
3,13:34,1,10,PIT 37,21,7,Rashard Mendenhall middle for 1 yard (tackle by Brandon McKinney),1.400,0.990
3,12:56,2,9,PIT 38,21,7,Ben Roethlisberger pass complete short left to Mike Wallace for -3 yards (tackle by Chris Carr),0.990,-0.100
3,12:11,3,12,PIT 35,21,7,Ben Roethlisberger sacked by Haruki Nakamura for -3 yards,-0.100,-1.240
3,11:48,4,15,PIT 32,21,7,Jeremy Kapinos punts 46 yards,-1.240,-0.410
3,11:37,1,10,BAL 22,21,7,Joe Flacco sacked by James Harrison for -5 yards,0.410,-0.940
3,10:58,2,15,BAL 17,21,7,Ray Rice right guard for 1 yard (tackle by Evander Hood),-0.940,-1.490
3,10:13,3,14,BAL 18,21,7,"Joe Flacco pass complete short right to Ray Rice for 5 yards (tackle by Ryan Clark). Ray Rice fumbles (forced by Ryan Clark), recovered by LaMarr Woodley at BAL-23 (tackle by Chris Chester)",-1.490,-4.040
3,10:04,1,10,BAL 23,21,7,Rashard Mendenhall left guard for 14 yards (tackle by Ed Reed),4.040,5.140
3,9:14,1,9,BAL 9,21,13,"Ben Roethlisberger pass complete short right to Heath Miller for 9 yards, touchdown",5.140,7.000
3,,,,BAL 2,21,14,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,PIT 30,21,14,"Shaun Suisham kicks off 62 yards, returned by Jalen Parmele for 19 yards (tackle by Ike Taylor)",0.000,0.740
3,9:06,1,10,BAL 27,21,14,Joe Flacco sacked by James Harrison for -7 yards,0.740,-0.750
3,8:28,2,17,BAL 20,21,14,Willis McGahee right tackle for 2 yards (tackle by Lawrence Timmons and James Harrison),-0.750,-1.150
3,7:43,3,15,BAL 22,21,14,Joe Flacco pass incomplete short left intended for T.J. Houshmandzadeh,-1.150,-1.900
3,7:36,4,15,BAL 22,21,14,"Sam Koch punts 57 yards, returned by Antonio Brown for 12 yards (tackle by Jameel McClain)",-1.900,-1.140
3,7:25,1,10,PIT 33,21,14,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 17 yards (tackle by Dannell Ellerbe),1.140,2.260
3,6:39,1,10,PIT 50,21,14,Ben Roethlisberger middle for 3 yards (tackle by Haloti Ngata),2.260,2.120
3,6:03,2,7,BAL 47,21,14,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 10 yards (tackle by Josh Wilson),2.120,3.120
3,5:32,1,10,BAL 37,21,14,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders (defended by Josh Wilson),3.120,2.570
3,5:25,2,10,BAL 37,21,14,Mike Wallace left guard for -6 yards (tackle by Dannell Ellerbe),2.570,1.090
3,5:25,3,16,BAL 43,21,14,"Penalty on Trai Essex: False Start, 5 yards (no play)",1.090,0.430
3,4:16,3,21,BAL 48,21,14,Ben Roethlisberger pass incomplete deep left intended for Antwaan Randle El (defended by Dawan Landry),0.430,0.070
3,4:05,4,21,BAL 48,21,14,"Jeremy Kapinos punts 46 yards. Penalty on PIT: Ineligible Downfield Kic (Offsetting), Penalty on BAL: Defensive 12 On-field (Offsetting) (no play)",0.070,0.070
3,3:57,4,21,BAL 48,21,14,"Jeremy Kapinos punts 48 yards, touchback. Penalty on Brendon Ayanbadejo: Offensive Holding, 10 yards",0.070,0.380
3,3:49,1,10,BAL 10,21,14,Joe Flacco pass incomplete deep right intended for Todd Heap is intercepted by Ryan Clark at BAL-42 and returned for 17 yards,-0.380,-3.910
3,3:38,1,10,BAL 25,21,14,Ben Roethlisberger pass complete short left to Rashard Mendenhall for 13 yards (tackle by Ray Lewis and Dawan Landry),3.910,4.780
3,2:54,1,10,BAL 12,21,14,Ben Roethlisberger left guard for 2 yards (tackle by Terrell Suggs),4.780,4.450
3,2:07,2,8,BAL 10,21,14,Ben Roethlisberger pass complete short right to Heath Miller for 2 yards (tackle by Chris Carr and Jarret Johnson),4.450,3.930
3,1:27,,,,21,14,Timeout #1 by Pittsburgh Steelers,0.000,3.930
3,1:27,3,6,BAL 8,21,20,"Ben Roethlisberger pass complete short middle to Hines Ward for 8 yards, touchdown",3.930,7.000
3,,,,BAL 2,21,21,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,PIT 30,21,21,"Shaun Suisham kicks off 64 yards, returned by Jalen Parmele for 17 yards (tackle by Larry Foote)",0.000,0.480
3,1:21,1,10,BAL 23,21,21,Joe Flacco pass incomplete short left intended for Ray Rice,0.480,-0.070
3,1:10,2,10,BAL 23,21,21,"Joe Flacco for no gain. Joe Flacco fumbles, recovered by Brett Keisel at BAL-23 (tackle by Matt Birk)",-0.070,-4.040
3,1:04,1,10,BAL 23,21,21,Rashard Mendenhall left guard for 4 yards (tackle by Haloti Ngata),4.040,4.050
3,0:27,2,6,BAL 19,21,21,Rashard Mendenhall left tackle for -5 yards (tackle by Dawan Landry),4.050,2.680
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,BAL 24,21,21,Ben Roethlisberger pass complete short right to Antonio Brown for 10 yards (tackle by Lardarius Webb),2.680,2.660
4,14:18,4,1,BAL 14,21,21,Ben Roethlisberger middle for 2 yards (tackle by Jarret Johnson and Brandon McKinney),2.660,4.780
4,13:44,1,10,BAL 12,21,21,Ben Roethlisberger pass incomplete short middle intended for Hines Ward,4.780,4.100
4,13:39,2,10,BAL 12,21,21,Mike Wallace left end for 4 yards (tackle by Josh Wilson),4.100,3.930
4,12:52,3,6,BAL 8,21,21,Ben Roethlisberger sacked by Terrell Suggs for -9 yards,3.930,2.310
4,12:21,4,15,BAL 17,21,24,Shaun Suisham 35 yard field goal good,2.310,3.000
4,,,,PIT 30,21,24,"Shaun Suisham kicks off 72 yards, returned by Lardarius Webb for 21 yards (tackle by Will Allen)",0.000,0.150
4,12:10,1,10,BAL 19,21,24,Ray Rice right tackle for 5 yards (tackle by Troy Polamalu and Casey Hampton),0.150,0.340
4,11:36,2,5,BAL 24,21,24,Joe Flacco pass complete short middle to Ray Rice for 4 yards (tackle by Lawrence Timmons),0.340,0.100
4,10:54,3,1,BAL 28,21,24,Ray Rice middle for 2 yards (tackle by Lawrence Timmons and Evander Hood),0.100,0.940
4,10:11,1,10,BAL 30,21,24,Ray Rice middle for 2 yards (tackle by Chris Hoke and James Farrior),0.940,0.660
4,9:33,2,8,BAL 32,21,24,Joe Flacco pass complete short middle to T.J. Houshmandzadeh for 13 yards (tackle by James Farrior and Ryan Clark),0.660,1.930
4,8:51,1,10,BAL 45,21,24,Ray Rice middle for no gain (tackle by Brett Keisel),1.930,1.380
4,8:11,2,10,BAL 45,21,24,Joe Flacco pass incomplete short left intended for Derrick Mason (defended by Ike Taylor),1.380,0.700
4,8:05,3,10,BAL 45,21,24,Joe Flacco sacked by James Harrison for -9 yards,0.700,-0.980
4,7:48,4,19,BAL 36,21,24,"Sam Koch punts 58 yards, returned by Antwaan Randle El for 6 yards (tackle by Prescott Burgess)",-0.980,0.350
4,7:34,1,10,PIT 12,21,24,Rashard Mendenhall left guard for 3 yards (tackle by Ed Reed),-0.350,-0.500
4,6:58,2,7,PIT 15,21,24,Rashard Mendenhall left guard for no gain (tackle by Haloti Ngata),-0.500,-1.070
4,6:15,3,7,PIT 15,21,24,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders,-1.070,-2.440
4,6:11,4,7,PIT 15,21,24,"Penalty on Keyaron Fox: False Start, 5 yards (no play)",-2.440,-2.490
4,6:09,4,12,PIT 10,21,24,"Jeremy Kapinos punts 45 yards, returned by Lardarius Webb for 55 yards. Penalty on Marcus Smith: Offensive Holding, 10 yards",-2.490,-3.640
4,5:55,1,10,PIT 29,21,24,Joe Flacco pass complete deep left to Todd Heap for 21 yards (tackle by Troy Polamalu),3.640,5.370
4,5:28,1,8,PIT 8,21,24,Willis McGahee middle for 2 yards (tackle by James Farrior and Lawrence Timmons),5.370,4.950
4,4:44,2,6,PIT 6,21,24,Ray Rice middle for no gain (tackle by LaMarr Woodley and Brett Keisel),4.950,4.040
4,4:02,3,6,PIT 6,21,24,Joe Flacco pass incomplete short right intended for Anquan Boldin,4.040,2.990
4,3:58,4,6,PIT 6,24,24,Billy Cundiff 24 yard field goal good,2.990,3.000
4,,,,BAL 30,24,24,"Billy Cundiff kicks off 51 yards, returned by David Johnson for 16 yards (tackle by Jalen Parmele)",0.000,1.270
4,3:48,1,10,PIT 35,24,24,Ben Roethlisberger pass incomplete short left intended for Mike Wallace,1.270,0.720
4,3:38,2,10,PIT 35,24,24,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,0.720,0.040
4,3:34,3,10,PIT 35,24,24,Ben Roethlisberger pass complete short right to Hines Ward for 12 yards (tackle by Haruki Nakamura and Dannell Ellerbe),0.040,2.060
4,2:54,1,10,PIT 47,24,24,Ben Roethlisberger sacked by Cory Redding and Paul Kruger for -9 yards,2.060,0.300
4,2:13,2,19,PIT 38,24,24,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders (defended by Josh Wilson),0.300,-0.360
4,2:07,,,,24,24,Timeout #2 by Pittsburgh Steelers,0.000,-0.360
4,2:07,3,19,PIT 38,24,24,Ben Roethlisberger pass complete deep right to Antonio Brown for 58 yards. Penalty on Haruki Nakamura: Illegal Contact (Declined),-0.360,6.280
4,1:58,1,4,BAL 4,24,24,Ben Roethlisberger pass incomplete short right intended for Hines Ward,6.280,5.340
4,1:55,2,4,BAL 4,24,24,"Rashard Mendenhall right tackle for 1 yard (tackle by Ray Lewis and Jameel McClain). Penalty on Terrence Cody: Defensive Holding, 2 yards",5.340,6.970
4,1:48,1,1,BAL 1,24,24,Rashard Mendenhall left guard for -1 yards (tackle by Kelly Gregg and Ray Lewis),6.970,5.720
4,1:43,,,,24,24,Timeout #1 by Baltimore Ravens,0.000,5.720
4,1:43,2,2,BAL 2,24,24,Rashard Mendenhall middle for no gain (tackle by Dawan Landry and Kelly Gregg),5.720,4.950
4,1:39,,,,24,24,Timeout #2 by Baltimore Ravens,0.000,4.950
4,1:39,3,2,BAL 2,24,30,"Rashard Mendenhall middle for 2 yards, touchdown. Penalty on Chris Kemoeatu: Unnecessary Roughness, 15 yards",4.950,7.000
4,,,,BAL 2,24,31,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,PIT 15,24,31,"Shaun Suisham kicks off 45 yards, returned by Le'Ron McClain for 12 yards (tackle by Larry Foote)",0.000,2.390
4,1:27,1,10,PIT 48,24,31,Joe Flacco pass incomplete deep middle intended for Todd Heap,2.390,1.850
4,1:22,2,10,PIT 48,24,31,Joe Flacco pass incomplete deep right intended for Derrick Mason (defended by William Gay),1.850,1.160
4,1:15,3,10,PIT 48,24,31,Joe Flacco sacked by Evander Hood for -8 yards,1.160,-0.460
4,1:09,,,,24,31,Timeout #3 by Baltimore Ravens,0.000,-0.460
4,1:09,4,18,BAL 44,24,31,Joe Flacco pass incomplete deep right intended for T.J. Houshmandzadeh,-0.460,-2.650
4,1:03,1,10,BAL 44,24,31,Ben Roethlisberger kneels for -1 yards,2.650,1.980
4,0:30,2,11,BAL 45,24,31,Ben Roethlisberger kneels for -1 yards,1.980,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
