Quarter,Time,Tm,Detail,PHI,NYG
1.0,6:44,Giants,Graham Gano 35 yard field goal,0,3
3.0,6:50,Giants,Chris Myarick 1 yard pass from Daniel Jones (Graham Gano kick),0,10
4.0,14:55,Eagles,Boston Scott 1 yard rush (Jake Elliott kick),7,10
,2:54,Giants,Graham Gano 39 yard field goal,7,13
