Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
1,3:48,2,10,BAL 11,0,3,Willis McGahee right tackle for 1 yard (tackle by Stephen Tulloch),-0.780,-1.300
1,3:08,3,9,BAL 12,0,3,Willis McGahee right end for 16 yards (tackle by David Thornton),-1.300,0.810
1,2:26,1,10,BAL 28,0,3,Le'Ron McClain right guard for 6 yards (tackle by Stephen Tulloch and Keith Bulluck),0.810,1.070
1,1:52,2,4,BAL 34,0,3,Le'Ron McClain right tackle for 3 yards (tackle by Jason Jones and Tony Brown),1.070,0.760
1,1:52,3,1,BAL 37,0,3,Joe Flacco up the middle for 2 yards (tackle by Vincent Fuller),0.760,1.530
1,0:30,,,,0,3,Timeout #1 by Baltimore Ravens,0.000,1.530
1,0:30,1,10,BAL 39,0,3,Joe Flacco pass incomplete short right intended for Mark Clayton (defended by David Thornton),1.530,0.990
,,,,,,,"BAL challenged the pass completion ruling, and the original play was overturned.",,
1,0:22,2,10,BAL 39,0,3,Willis McGahee right tackle for 3 yards (tackle by Albert Haynesworth),0.990,0.700
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,BAL 42,0,3,Joe Flacco pass complete short right to Mark Clayton for 6 yards (tackle by Chris Hope),0.700,-0.190
2,14:45,4,1,BAL 48,0,3,"Sam Koch punts 38 yards, fair catch by Chris Carr",-0.190,0.280
2,14:37,1,10,TEN 14,0,3,Kerry Collins pass incomplete deep right intended for Justin McCareins,-0.280,-0.750
2,14:29,2,10,TEN 14,0,3,LenDale White left tackle for 5 yards (tackle by Ray Lewis and Trevor Pryce),-0.750,-0.800
2,14:29,3,5,TEN 19,0,3,Kerry Collins pass complete short right to Chris Johnson for 9 yards (tackle by Frank Walker),-0.800,0.810
2,13:08,1,10,TEN 28,0,3,LenDale White left guard for 3 yards (tackle by Haloti Ngata and Justin Bannan),0.810,0.670
2,12:35,2,7,TEN 31,0,3,Kerry Collins pass complete short left to LenDale White for no gain,0.670,-0.030
2,11:50,3,7,TEN 31,0,3,"Penalty on Kerry Collins: Delay of Game, 5 yards (no play)",-0.030,-0.690
2,11:29,3,12,TEN 26,0,3,Kerry Collins pass complete short right to Bo Scaife for 13 yards (tackle by Jim Leonhard),-0.690,1.530
2,10:46,1,10,TEN 39,0,3,LenDale White right tackle for -4 yards (tackle by Marques Douglas),1.530,0.450
2,10:07,2,14,TEN 35,0,3,Kerry Collins pass incomplete short right intended for Alge Crumpler,0.450,-0.230
2,10:02,3,14,TEN 35,0,3,Kerry Collins pass incomplete deep left intended for Justin McCareins,-0.230,-1.040
2,9:56,4,14,TEN 35,0,3,"Craig Hentrich punts 45 yards, returned by Yamon Figurs for 7 yards (tackle by Colin Allred)",-1.040,-0.740
2,9:42,1,10,BAL 27,0,3,Joe Flacco pass incomplete short right intended for Derrick Mason,0.740,0.200
2,9:37,2,10,BAL 27,0,3,Joe Flacco pass complete short left to Todd Heap for 4 yards (tackle by Michael Griffin),0.200,0.040
2,8:57,3,6,BAL 31,0,3,"Joe Flacco pass incomplete short right intended for Demetrius Williams is intercepted by Michael Griffin at BAL-38 and returned for 6 yards (tackle by Derrick Mason). Penalty on Willis McGahee: Unnecessary Roughness, 15 yards",0.040,-4.440
2,8:44,1,10,BAL 17,0,3,Chris Johnson left tackle for no gain (tackle by Justin Bannan),4.440,3.850
2,8:07,2,10,BAL 17,0,3,Kerry Collins pass incomplete deep right intended for Justin McCareins (defended by Ed Reed),3.850,3.070
2,8:03,3,10,BAL 17,0,3,Kerry Collins pass incomplete short left intended for Bo Scaife (defended by Trevor Pryce),3.070,2.310
2,8:00,4,10,BAL 17,3,3,Rob Bironas 35 yard field goal good,2.310,3.000
2,,,,TEN 30,3,3,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
2,7:56,1,10,BAL 20,3,3,Le'Ron McClain right guard for 6 yards (tackle by Jacob Ford and Tony Brown),0.280,0.540
2,7:16,2,4,BAL 26,3,3,Willis McGahee up the middle for 2 yards (tackle by Cortland Finnegan and Dave Ball),0.540,0.100
2,6:37,3,2,BAL 28,3,3,Willis McGahee left guard for no gain (tackle by Chris Hope),0.100,-1.500
2,5:59,4,2,BAL 28,3,3,"Sam Koch punts 48 yards, returned by Chris Carr for 33 yards (tackle by Sam Koch)",-1.500,-2.720
2,5:45,1,10,BAL 43,3,3,Chris Johnson left end for -3 yards (tackle by Ray Lewis),2.720,1.770
2,5:05,2,13,BAL 46,3,3,Chris Johnson up the middle for 9 yards (tackle by Ed Reed),1.770,2.280
2,4:29,3,4,BAL 37,3,3,Chris Johnson right end for -1 yards (tackle by Bart Scott),2.280,0.720
2,3:54,4,5,BAL 38,3,3,"Craig Hentrich punts 27 yards, fair catch by Jim Leonhard",0.720,0.370
2,3:48,1,10,BAL 11,3,3,"Willis McGahee right tackle for 6 yards (tackle by Stephen Tulloch and Chris Hope). Penalty on Jacob Ford: Defensive Offside, 5 yards (no play)",-0.370,0.170
2,3:19,1,5,BAL 16,3,3,Willis McGahee right guard for -1 yards (tackle by Tony Brown),0.170,-0.430
2,2:39,2,6,BAL 15,3,3,Lorenzo Neal left guard for 3 yards (tackle by Keith Bulluck),-0.430,-0.600
2,2:00,3,3,BAL 18,3,3,Le'Ron McClain left guard for 4 yards (tackle by David Thornton and Keith Bulluck),-0.600,0.410
2,1:26,1,10,BAL 22,3,3,Joe Flacco pass complete short right to Mark Clayton for 19 yards (tackle by Vincent Fuller),0.410,1.660
2,1:15,,,,3,3,Timeout #2 by Baltimore Ravens,0.000,1.660
2,1:15,1,10,BAL 41,3,3,Joe Flacco pass complete deep middle to Todd Heap for 17 yards (tackle by Chris Hope),1.660,2.790
2,0:53,1,10,TEN 42,3,3,Joe Flacco pass complete short left to Todd Heap for 6 yards (tackle by Cortland Finnegan),2.790,3.050
2,0:48,2,4,TEN 36,3,3,Willis McGahee up the middle for 14 yards (tackle by Chris Hope),3.050,4.110
2,0:14,1,10,TEN 22,3,3,"Penalty on Jared Gaither: False Start, 5 yards (no play)",4.110,3.780
2,0:14,,,,3,3,Timeout #3 by Baltimore Ravens,0.000,3.780
2,0:14,1,15,TEN 27,3,3,Matt Stover 45 yard field goal no good,3.780,-1.270
2,0:10,1,10,TEN 35,3,3,Kerry Collins kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,3,3,"Rob Bironas kicks off 66 yards, returned by Yamon Figurs for 25 yards (tackle by Eric King)",0.000,0.870
3,14:54,1,10,BAL 29,3,3,Willis McGahee left tackle for -1 yards (tackle by Albert Haynesworth),0.870,0.190
3,14:12,2,11,BAL 28,3,3,Joe Flacco pass complete short right to Daniel Wilcox for 1 yard (tackle by Nick Harper),0.190,-0.360
3,13:32,3,10,BAL 29,3,3,Joe Flacco pass complete deep middle to Demetrius Williams for 22 yards (tackle by Cortland Finnegan),-0.360,2.320
3,12:56,1,10,TEN 49,3,3,"Mark Clayton left end for 9 yards (tackle by Michael Griffin and Dave Ball). Penalty on Cortland Finnegan: Personal Foul (Offsetting), Penalty on Derrick Mason: Personal Foul (Offsetting)",2.320,3.000
3,12:38,2,1,TEN 40,3,3,Le'Ron McClain right guard for 4 yards (tackle by Tony Brown),3.000,3.180
3,12:02,1,10,TEN 36,3,3,Willis McGahee right tackle for 3 yards (tackle by Stephen Tulloch),3.180,3.040
3,11:23,2,7,TEN 33,3,3,Joe Flacco pass complete short right to Le'Ron McClain for 8 yards (tackle by Nick Harper),3.040,3.910
3,11:02,1,10,TEN 25,3,3,"Willis McGahee left end for 3 yards (tackle by Nick Harper and Cortland Finnegan). Penalty on Cortland Finnegan: Unnecessary Roughness, 11 yards",3.910,4.840
3,10:52,1,10,TEN 11,3,3,Le'Ron McClain right guard for 7 yards (tackle by Chris Hope and Keith Bulluck),4.840,5.470
3,10:52,2,3,TEN 4,3,3,"Penalty on Albert Haynesworth: Encroachment, 2 yards (no play)",5.470,5.850
3,9:58,2,1,TEN 2,3,3,Lorenzo Neal left guard for 1 yard (tackle by Jacob Ford and Keith Bulluck),5.850,6.970
3,9:27,1,1,TEN 1,3,9,"Le'Ron McClain right guard for 1 yard, touchdown",6.970,7.000
3,,,,TEN 2,3,10,"Matt Stover kicks extra point good. Penalty on Albert Haynesworth: Unnecessary Roughness, 15 yards",0.000,0.000
3,,,,BAL 45,3,10,"Matt Stover kicks off 55 yards, touchback",0.000,0.280
3,9:23,1,10,TEN 20,3,10,Chris Johnson right guard for 7 yards (tackle by Jarret Johnson),0.280,0.680
3,8:51,2,3,TEN 27,3,10,Chris Johnson left guard for -3 yards (tackle by Trevor Pryce),0.680,-0.430
3,8:15,3,6,TEN 24,3,10,Kerry Collins pass complete short right to Bo Scaife for 4 yards (tackle by Frank Walker),-0.430,-1.500
3,7:38,4,2,TEN 28,3,10,"Craig Hentrich punts 47 yards, fair catch by Yamon Figurs",-1.500,-0.610
3,7:30,1,10,BAL 25,3,10,Joe Flacco pass complete short left to Derrick Mason for 10 yards (tackle by Cortland Finnegan),0.610,1.270
3,6:51,1,10,BAL 35,3,10,Willis McGahee right guard for 3 yards (tackle by Keith Bulluck and Dave Ball),1.270,1.130
3,6:11,2,7,BAL 38,3,10,Joe Flacco pass complete short right to Le'Ron McClain for 4 yards (tackle by Chris Hope),1.130,0.960
3,5:27,3,3,BAL 42,3,10,Joe Flacco pass complete short right to Derrick Mason for 7 yards (tackle by Nick Harper),0.960,2.190
3,4:55,1,10,BAL 49,3,10,Willis McGahee right guard for 4 yards (tackle by Jason Jones and Keith Bulluck),2.190,2.190
3,4:29,2,6,TEN 47,3,10,Willis McGahee up the middle for 1 yard (tackle by Keith Bulluck and David Thornton),2.190,1.620
3,3:54,3,5,TEN 46,3,10,Joe Flacco up the middle for 2 yards (tackle by Jacob Ford),1.620,0.330
3,3:15,4,3,TEN 44,3,10,"Sam Koch punts 33 yards, fair catch by Chris Carr",0.330,0.370
3,3:06,1,10,TEN 11,3,10,Kerry Collins pass complete short left to Brandon Jones for 14 yards (tackle by Jarret Johnson),-0.370,0.610
3,2:48,1,10,TEN 25,3,10,Kerry Collins pass incomplete short right intended for Alge Crumpler (defended by Ray Lewis),0.610,0.060
3,2:45,2,10,TEN 25,3,10,Chris Johnson up the middle for 4 yards (tackle by Jarret Johnson and Terrell Suggs),0.060,-0.100
3,2:08,3,6,TEN 29,3,10,Kerry Collins pass complete deep middle to Brandon Jones for 26 yards (tackle by Ed Reed),-0.100,2.590
3,1:28,1,10,BAL 45,3,10,Kerry Collins pass incomplete deep middle intended for Alge Crumpler,2.590,2.040
3,1:20,2,10,BAL 45,3,10,"Kerry Collins pass incomplete short left intended for Justin McCareins is intercepted by Frank Walker at BAL-36 and returned for 8 yards (tackle by Chris Johnson). Penalty on Frank Walker: Defensive Holding, 5 yards (no play)",2.040,2.920
3,1:11,1,10,BAL 40,3,10,Kerry Collins pass incomplete deep left intended for Brandon Jones,2.920,2.370
3,1:06,2,10,BAL 40,3,10,Kerry Collins pass complete short left to Brandon Jones for 14 yards (tackle by Jim Leonhard),2.370,3.840
3,0:26,1,10,BAL 26,3,10,Chris Johnson right end for 2 yards (tackle by Ed Reed and Jarret Johnson),3.840,3.570
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,BAL 24,3,10,Kerry Collins pass complete short left to Bo Scaife for 10 yards (tackle by Jim Leonhard),3.570,4.650
4,14:17,1,10,BAL 14,3,10,Chris Johnson right end for 7 yards (tackle by Ray Lewis),4.650,5.280
4,13:38,2,3,BAL 7,3,10,Chris Johnson right tackle for -1 yards (tackle by Bart Scott and Ray Lewis),5.280,4.280
4,12:56,3,4,BAL 8,3,10,Kerry Collins pass incomplete short right intended for Alge Crumpler (defended by Chris McAlister),4.280,2.980
4,12:51,4,4,BAL 8,6,10,Rob Bironas 26 yard field goal good,2.980,3.000
4,,,,TEN 30,6,10,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
4,12:49,1,10,BAL 20,6,10,Le'Ron McClain right guard for 9 yards (tackle by Stephen Tulloch and Albert Haynesworth),0.280,0.950
4,12:27,2,1,BAL 29,6,10,Le'Ron McClain right guard for 5 yards (tackle by Jevon Kearse),0.950,1.200
4,11:50,1,10,BAL 34,6,10,Willis McGahee left guard for 6 yards (tackle by David Thornton),1.200,1.470
4,11:10,2,4,BAL 40,6,10,Willis McGahee left tackle for no gain (tackle by Dave Ball),1.470,0.760
4,10:29,3,4,BAL 40,6,10,Joe Flacco pass complete short right to Derrick Mason for 8 yards (tackle by Keith Bulluck),0.760,2.130
4,9:45,1,10,BAL 48,6,10,Willis McGahee left guard for 1 yard (tackle by Albert Haynesworth),2.130,1.720
4,9:04,2,9,BAL 49,6,10,Joe Flacco pass complete short right to Mark Clayton for 6 yards (tackle by Keith Bulluck),1.720,1.820
4,8:22,3,3,TEN 45,6,10,Joe Flacco pass complete short right to Derrick Mason for 9 yards (tackle by Nick Harper),1.820,3.180
4,7:37,,,,6,10,Timeout #1 by Baltimore Ravens,0.000,3.180
4,7:37,1,10,TEN 36,6,10,Willis McGahee right tackle for no gain (tackle by Jason Jones),3.180,2.640
4,6:59,2,10,TEN 36,6,10,Willis McGahee left tackle for -1 yards (tackle by Chris Hope),2.640,1.820
4,6:21,3,11,TEN 37,6,10,Joe Flacco pass incomplete short right intended for Mark Clayton,1.820,0.790
4,6:16,4,11,TEN 37,6,10,"Sam Koch punts 37 yards, touchback",0.790,-0.280
4,6:07,1,10,TEN 20,6,10,Kerry Collins pass incomplete deep right intended for Justin McCareins (defended by Chris McAlister),0.280,-0.270
4,6:01,2,10,TEN 20,6,10,Kerry Collins pass incomplete short left intended for Brandon Jones (defended by Frank Walker),-0.270,-0.960
4,5:57,3,10,TEN 20,6,10,"Kerry Collins pass incomplete deep right intended for Justin McCareins. Penalty on Terrell Suggs: Unnecessary Roughness, 15 yards (no play)",-0.960,1.270
4,5:50,1,10,TEN 35,6,10,Kerry Collins pass complete short left to Bo Scaife for 9 yards (tackle by Frank Walker),1.270,1.940
4,4:52,2,1,TEN 44,6,10,Chris Johnson right tackle for -2 yards (tackle by Terrell Suggs),1.940,0.960
4,4:24,3,3,TEN 42,6,10,Kerry Collins pass complete short middle to Chris Davis for 10 yards (tackle by Chris McAlister),0.960,2.390
4,3:52,1,10,BAL 48,6,10,Kerry Collins pass complete short right to Alge Crumpler for 4 yards (tackle by Bart Scott),2.390,2.390
4,3:25,2,6,BAL 44,6,10,Kerry Collins pass complete short left to Bo Scaife for 13 yards (tackle by Frank Walker),2.390,3.510
4,2:42,1,10,BAL 31,6,10,Kerry Collins pass incomplete short left intended for Brandon Jones (defended by Frank Walker),3.510,2.970
4,2:34,2,10,BAL 31,6,10,"Kerry Collins pass incomplete short right intended for Alge Crumpler. Penalty on BAL: Defensive 12 On-field, 5 yards (no play)",2.970,3.640
4,2:29,2,5,BAL 26,6,10,Kerry Collins pass incomplete deep right intended for Brandon Jones (defended by Frank Walker),3.640,2.940
4,2:24,3,5,BAL 26,6,10,Kerry Collins pass complete short middle to Bo Scaife for 15 yards (tackle by Evan Oglesby),2.940,4.840
4,2:00,1,10,BAL 11,12,10,"Kerry Collins pass complete short middle to Alge Crumpler for 11 yards, touchdown",4.840,7.000
4,,,,BAL 2,13,10,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,13,10,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
4,1:56,1,10,BAL 20,13,10,Joe Flacco pass complete short middle to Willis McGahee for 2 yards (tackle by Keith Bulluck),0.280,0.000
4,1:32,2,8,BAL 22,13,10,Joe Flacco pass incomplete short right intended for Mark Clayton is intercepted by Nick Harper at BAL-35,0.000,-3.250
4,1:24,1,10,BAL 35,13,10,Chris Johnson right tackle for 2 yards (tackle by Marques Douglas and Justin Bannan),3.250,2.970
4,1:20,,,,13,10,Timeout #2 by Baltimore Ravens,0.000,2.970
4,1:20,2,8,BAL 33,13,10,Chris Johnson right tackle for -2 yards (tackle by Marques Douglas),2.970,2.010
4,1:16,,,,13,10,Timeout #3 by Baltimore Ravens,0.000,2.010
4,1:16,3,10,BAL 35,13,10,Chris Johnson right tackle for -2 yards (tackle by Jarret Johnson),2.010,0.790
4,0:32,,,,13,10,Timeout #1 by Tennessee Titans,0.000,0.790
4,0:30,4,12,BAL 37,13,10,"Craig Hentrich punts 37 yards, touchback",0.790,-0.280
4,0:25,1,10,BAL 20,13,10,Joe Flacco pass incomplete short right intended for Derrick Mason,0.280,-0.270
4,0:19,2,10,BAL 20,13,10,Joe Flacco pass complete short left to Todd Heap for 14 yards (tackle by Cortland Finnegan),-0.270,1.200
4,0:05,1,10,BAL 34,13,10,"Joe Flacco pass incomplete. Penalty on Demetrius Williams: Illegal Motion, 5 yards (no play)",1.200,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
