Quarter,Time,Down,ToGo,Location,KAN,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,KAN 25,0,0,Tyreek Hill left end for 8 yards (tackle by Bradley McDougald),0.610,1.140
1,14:22,2,2,KAN 33,0,0,Patrick Mahomes pass incomplete short middle intended for Tyreek Hill (defended by K.J. Wright),1.140,0.430
1,14:18,3,2,KAN 33,0,0,Patrick Mahomes pass incomplete deep right intended for Demarcus Robinson (defended by Shaquill Griffin),0.430,-1.180
1,14:10,4,2,KAN 33,0,0,"Dustin Colquitt punts 48 yards, returned by Tyler Lockett for 3 yards (tackle by James Winchester). Tyler Lockett fumbles (forced by James Winchester), recovered by Tre Flowers at SEA-22 (tackle by Ben Niemann)",-1.180,-0.410
1,14:01,1,10,SEA 22,0,0,Chris Carson left tackle for 1 yard (tackle by Eric Berry),0.410,0.000
1,13:33,2,9,SEA 23,0,0,Chris Carson left tackle for 1 yard (tackle by Anthony Hitchens),0.000,-0.560
1,12:52,3,8,SEA 24,0,0,"Penalty on Ethan Pocic: False Start, 5 yards (no play)",-0.560,-1.290
1,12:38,3,13,SEA 19,0,0,Russell Wilson left end for 19 yards (tackle by Anthony Hitchens),-1.290,1.470
1,12:04,1,10,SEA 38,0,0,Russell Wilson pass incomplete deep left intended for Doug Baldwin,1.470,0.920
1,11:59,2,10,SEA 38,0,0,Russell Wilson pass complete deep right to Doug Baldwin for 16 yards,0.920,2.520
1,11:28,1,10,KAN 46,0,0,Chris Carson left end for 17 yards (tackle by Daniel Sorensen),2.520,3.640
1,11:01,1,10,KAN 29,0,0,Chris Carson right tackle for 6 yards (tackle by Daniel Sorensen and Reggie Ragland),3.640,3.910
1,10:28,2,4,KAN 23,0,0,Mike Davis right tackle for 10 yards (tackle by Eric Berry and Anthony Hitchens),3.910,4.710
1,9:51,1,10,KAN 13,0,0,Mike Davis up the middle for 3 yards (tackle by Xavier Williams),4.710,4.580
1,9:16,2,7,KAN 10,0,0,J.D. McKissic right end for 6 yards (tackle by Charvarius Ward),4.580,5.010
1,9:01,3,1,KAN 4,0,6,"Chris Carson right guard for 4 yards, touchdown",5.010,7.000
1,8:55,,,KAN 15,0,7,Sebastian Janikowski kicks extra point good,0.000,0.000
1,8:55,,,SEA 35,0,7,"Sebastian Janikowski kicks off 56 yards, (tackle by Barkevious Mingo) (forced by Barkevious Mingo)",0.000,0.610
1,8:47,1,10,KAN 25,0,7,Damien Williams for 25 yards (tackle by Frank Clark),0.610,2.260
1,8:18,1,10,KAN 50,0,7,Patrick Mahomes pass complete short right to Damien Williams for 7 yards (tackle by Bradley McDougald),2.260,2.660
1,7:43,2,3,SEA 43,0,7,Patrick Mahomes pass incomplete short left intended for Travis Kelce,2.660,1.950
1,7:37,3,3,SEA 43,0,7,Damien Williams left end for 7 yards (tackle by Bobby Wagner and Tre Flowers),1.950,3.180
1,6:53,1,10,SEA 36,0,7,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,3.180,2.640
1,6:47,2,10,SEA 36,0,7,Patrick Mahomes pass incomplete short right intended for Demetrius Harris,2.640,1.950
1,6:42,3,10,SEA 36,0,7,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,1.950,0.880
1,6:38,4,10,SEA 36,3,7,Harrison Butker 54 yard field goal good,0.880,3.000
1,6:34,,,KAN 35,3,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,6:34,1,10,SEA 25,3,7,Chris Carson right guard for 3 yards (tackle by Reggie Ragland and Anthony Hitchens),0.610,0.470
1,6:06,2,7,SEA 28,3,7,Chris Carson up the middle for 4 yards (tackle by Derrick Nnadi),0.470,0.300
1,5:26,3,3,SEA 32,3,7,Russell Wilson pass complete short right to Jaron Brown for 9 yards (tackle by Charvarius Ward),0.300,1.660
1,4:54,1,10,SEA 41,3,7,"Russell Wilson pass incomplete deep left intended for Tyler Lockett. Penalty on Steven Nelson: Defensive Pass Interference, 26 yards (no play)",1.660,3.380
1,4:48,1,10,KAN 33,3,7,Russell Wilson pass incomplete short left intended for Mike Davis,3.380,2.840
1,4:44,2,10,KAN 33,3,7,Mike Davis right guard for 5 yards (tackle by Derrick Nnadi and Xavier Williams),2.840,2.810
1,4:05,3,5,KAN 28,3,7,Russell Wilson pass complete short middle to Doug Baldwin for 10 yards (tackle by Charvarius Ward),2.810,4.370
1,3:21,1,10,KAN 18,3,7,Mike Davis right tackle for 3 yards (tackle by Daniel Sorensen and Dorian O'Daniel),4.370,4.250
1,2:45,2,7,KAN 15,3,7,Russell Wilson sacked by Justin Houston for -3 yards,4.250,3.050
1,2:00,3,10,KAN 18,3,7,Russell Wilson pass incomplete deep right. Penalty on George Fant: Offensive Holding (Declined),3.050,2.250
1,1:52,4,10,KAN 18,3,7,Sebastian Janikowski 36 yard field goal no good,2.250,-0.670
1,1:47,1,10,KAN 26,3,7,Patrick Mahomes sacked by Dion Jordan for -8 yards,0.670,-1.050
1,1:07,2,18,KAN 18,3,7,Damien Williams left tackle for 5 yards (tackle by Shaquem Griffin and Rasheem Green),-1.050,-0.960
1,0:25,3,13,KAN 23,3,7,Patrick Mahomes pass complete deep middle to Chris Conley for 18 yards (tackle by Shaquill Griffin),-0.960,1.660
Quarter,Time,Down,ToGo,Location,KAN,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 41,3,7,Damien Williams right guard for 6 yards (tackle by Bobby Wagner),1.660,1.930
2,14:29,2,4,KAN 47,3,7,"Penalty on Jeff Allen: False Start, 5 yards (no play)",1.930,1.260
2,14:18,2,9,KAN 42,3,7,Damien Williams right tackle for 8 yards (tackle by Bobby Wagner and Justin Coleman),1.260,1.620
2,13:47,3,1,KAN 50,3,7,Damien Williams right end for 21 yards (tackle by Bobby Wagner),1.620,3.640
2,13:26,1,10,SEA 29,3,7,Tyreek Hill right end for 9 yards (tackle by Delano Hill and Bobby Wagner),3.640,4.320
2,12:46,2,1,SEA 20,3,7,Charcandrick West up the middle for 1 yard (tackle by Dion Jordan),4.320,4.310
2,12:01,1,10,SEA 19,3,7,Patrick Mahomes pass complete short middle to Travis Kelce for 17 yards (tackle by Bobby Wagner),4.310,6.740
2,11:25,1,2,SEA 2,9,7,"Patrick Mahomes pass complete short right to Damien Williams for 2 yards, touchdown",6.740,7.000
2,11:21,,,SEA 15,10,7,Harrison Butker kicks extra point good,0.000,0.000
2,11:21,,,KAN 35,10,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,11:21,1,10,SEA 25,10,7,Chris Carson left guard for no gain (tackle by Dee Ford and Reggie Ragland),0.610,0.060
2,10:45,2,10,SEA 25,10,7,Russell Wilson pass incomplete short right intended for David Moore (defended by Charvarius Ward),0.060,-0.620
2,10:41,3,10,SEA 25,10,7,Russell Wilson left tackle for 9 yards (tackle by Anthony Hitchens),-0.620,-1.110
2,9:50,4,1,SEA 34,10,7,Michael Dickson punts 46 yards out of bounds,-1.110,-0.280
2,9:43,1,10,KAN 20,10,7,Patrick Mahomes pass complete short middle to Tyreek Hill for 15 yards (tackle by Bradley McDougald),0.280,1.270
2,9:05,1,10,KAN 35,10,7,"Penalty on Jeff Allen: False Start, 5 yards (no play)",1.270,0.940
2,8:48,1,15,KAN 30,10,7,"Damien Williams left end for -7 yards (tackle by Dion Jordan). Damien Williams fumbles (forced by Dion Jordan), recovered by Jarran Reed at KAN-23 and returned for 2 yards (tackle by Mitch Morse)",0.940,-4.170
2,8:39,1,10,KAN 21,10,7,Chris Carson left end for 9 yards (tackle by Reggie Ragland),4.170,5.160
2,8:03,2,1,KAN 12,10,7,Chris Carson up the middle for 7 yards (tackle by Charvarius Ward and Anthony Hitchens),5.160,6.060
2,7:14,1,5,KAN 5,10,7,Chris Carson left end for -3 yards (tackle by Dee Ford),6.060,4.570
2,6:33,2,8,KAN 8,10,7,Chris Carson up the middle for 4 yards (tackle by Allen Bailey and Xavier Williams),4.570,4.490
2,6:11,3,4,KAN 4,10,7,"Russell Wilson pass incomplete short right intended for Doug Baldwin (defended by Justin Houston). Penalty on Charvarius Ward: Defensive Pass Interference, 3 yards (no play)",4.490,6.970
2,6:06,1,1,KAN 1,10,7,Chris Carson left guard for no gain (tackle by Xavier Williams and Dee Ford),6.970,5.910
2,5:30,2,1,KAN 1,10,13,"Russell Wilson pass complete short right to Nick Vannett for 1 yard, touchdown, touchdown",5.910,7.000
2,5:26,,,KAN 15,10,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,5:26,,,SEA 35,10,14,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
2,5:26,1,10,KAN 25,10,14,Damien Williams left tackle for 5 yards (tackle by K.J. Wright and Shamar Stephen),0.610,0.740
2,4:48,2,5,KAN 30,10,14,Damien Williams middle for 4 yards (tackle by Bobby Wagner and Shamar Stephen),0.740,0.560
2,4:06,,,,,,Timeout #1 by Seattle Seahawks,,
2,4:06,3,1,KAN 34,10,14,Damien Williams middle for no gain (tackle by Frank Clark),0.560,-1.110
2,3:19,4,1,KAN 34,10,14,Dustin Colquitt punts 57 yards downed by Dorian O'Daniel,-1.110,0.380
2,3:02,1,10,SEA 9,10,14,Chris Carson up the middle for 1 yard (tackle by Reggie Ragland and Daniel Sorensen),-0.380,-0.710
2,2:24,2,9,SEA 10,10,14,Chris Carson left tackle for 11 yards (tackle by Anthony Hitchens and Daniel Sorensen),-0.710,0.340
2,2:00,1,10,SEA 21,10,14,Russell Wilson pass complete deep right to Tyler Lockett for 19 yards (tackle by Charvarius Ward),0.340,1.600
2,1:37,1,10,SEA 40,10,14,"Russell Wilson pass incomplete deep right intended for Tyler Lockett. Penalty on Charvarius Ward: Defensive Pass Interference, 15 yards (no play)",1.600,2.590
2,1:32,1,10,KAN 45,10,14,Russell Wilson pass incomplete short left intended for Tyler Lockett,2.590,2.040
2,1:26,2,10,KAN 45,10,14,Russell Wilson up the middle for 7 yards (tackle by Dee Ford),2.040,2.280
2,0:52,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:52,3,3,KAN 38,10,14,Russell Wilson pass complete short right to Ed Dickson for -1 yards (tackle by Dee Ford and Anthony Hitchens),2.280,0.660
2,0:45,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:43,4,4,KAN 39,10,14,Michael Dickson punts 26 yards downed by Tre Madden,0.660,0.320
2,0:33,1,10,KAN 13,10,14,Damien Williams right end for 17 yards (tackle by Bobby Wagner and Bradley McDougald),-0.320,0.940
2,0:27,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:27,1,10,KAN 30,10,14,Patrick Mahomes pass incomplete deep middle intended for Travis Kelce,0.940,0.390
2,0:23,2,10,KAN 30,10,14,"Patrick Mahomes pass complete deep middle to Chris Conley for 23 yards (tackle by Justin Coleman). Chris Conley fumbles (forced by Justin Coleman), recovered by Delano Hill at SEA-22",0.390,-0.410
2,0:10,1,10,SEA 22,10,14,Russell Wilson kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,KAN,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,10,14,Chris Carson left end for 15 yards (tackle by Anthony Hitchens),0.610,1.600
3,14:29,1,10,SEA 40,10,14,Chris Carson up the middle for 4 yards (tackle by Anthony Hitchens and Steven Nelson),1.600,1.590
