Quarter,Time,Down,ToGo,Location,KAN,SEA,Detail,EPB,EPA
3,13:48,2,6,SEA 44,10,14,Russell Wilson pass incomplete short left,1.590,0.890
3,13:43,3,6,SEA 44,10,14,Russell Wilson pass complete short right to Nick Vannett for 10 yards (tackle by Charvarius Ward),0.890,2.520
3,13:16,1,10,KAN 46,10,14,Russell Wilson pass complete deep middle to Doug Baldwin for 18 yards (tackle by Steven Nelson),2.520,3.710
3,12:35,1,10,KAN 28,10,14,Mike Davis up the middle for 4 yards (tackle by Daniel Sorensen and Reggie Ragland),3.710,3.710
3,12:03,2,6,KAN 24,10,14,"Russell Wilson pass complete short right to Tyler Lockett for 17 yards (tackle by Charvarius Ward). Penalty on George Fant: Offensive Holding, 10 yards (no play)",3.710,2.360
3,11:51,2,16,KAN 34,10,14,Russell Wilson pass complete short right to Tyler Lockett for 10 yards (tackle by Justin Houston),2.360,3.010
3,11:07,3,6,KAN 24,10,14,Russell Wilson sacked by Chris Jones and Dee Ford for -5 yards,3.010,1.500
3,10:30,4,11,KAN 29,10,14,"Sebastian Janikowski yard field goal no good. Penalty on Jordan Lucas: Roughing the Kicker, 15 yards (no play)",1.500,4.650
3,10:25,1,10,KAN 14,10,14,Chris Carson up the middle for 4 yards (tackle by Derrick Nnadi),4.650,4.710
3,9:42,2,6,KAN 10,10,14,Russell Wilson pass incomplete short right intended for Doug Baldwin,4.710,3.820
3,9:35,3,6,KAN 10,10,14,Russell Wilson pass incomplete short right intended for David Moore,3.820,2.790
3,9:30,4,6,KAN 10,10,17,Sebastian Janikowski 28 yard field goal good,2.790,3.000
3,9:27,,,SEA 35,10,17,"Michael Dickson kicks off 62 yards, (tackle by J.D. McKissic)",0.000,-0.060
3,9:21,1,10,KAN 17,10,17,Patrick Mahomes pass complete deep middle to Travis Kelce for 23 yards (tackle by Bobby Wagner and Bradley McDougald),-0.060,1.600
3,8:41,1,10,KAN 40,10,17,Patrick Mahomes pass complete short left to Damien Williams for 12 yards (tackle by Bradley McDougald and Jarran Reed),1.600,2.390
3,7:55,1,10,SEA 48,10,17,Patrick Mahomes pass complete short middle to Tyreek Hill for 11 yards (tackle by Tre Flowers),2.390,3.120
3,7:21,1,10,SEA 37,10,17,Patrick Mahomes pass complete short right to Damien Williams for no gain,3.120,2.570
3,6:38,2,10,SEA 37,10,17,Patrick Mahomes right end for 7 yards (tackle by Frank Clark),2.570,2.810
3,6:03,3,3,SEA 30,10,17,Patrick Mahomes pass complete short middle to Travis Kelce for 5 yards (tackle by Akeem King),2.810,3.910
3,5:26,1,10,SEA 25,16,17,"Patrick Mahomes pass complete short left to Charcandrick West for 25 yards, touchdown",3.910,7.000
3,5:18,,,SEA 15,17,17,Harrison Butker kicks extra point good,0.000,0.000
3,5:18,,,KAN 35,17,17,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,5:18,1,10,SEA 25,17,17,Chris Carson up the middle for 6 yards (tackle by Reggie Ragland and Dee Ford),0.610,0.870
3,4:46,2,4,SEA 31,17,17,Chris Carson right guard for 9 yards (tackle by Daniel Sorensen and Anthony Hitchens),0.870,1.600
3,4:15,1,10,SEA 40,17,17,Russell Wilson pass complete deep right to Doug Baldwin for 18 yards (tackle by Steven Nelson),1.600,2.790
3,3:41,1,10,KAN 42,17,17,"Penalty on Nick Vannett: False Start, 5 yards (no play)",2.790,2.460
3,3:34,1,15,KAN 47,17,17,Chris Carson right end for -1 yards (tackle by Justin Houston),2.460,1.430
3,2:56,2,16,KAN 48,17,17,Chris Carson right end for 1 yard (tackle by Dorian O'Daniel),1.430,0.890
3,2:25,3,15,KAN 47,17,17,Russell Wilson pass complete short left to Ed Dickson for 18 yards (tackle by Steven Nelson),0.890,3.640
3,1:32,1,10,KAN 29,17,17,Mike Davis up the middle for 2 yards (tackle by Reggie Ragland and Xavier Williams),3.640,3.370
3,0:51,2,8,KAN 27,17,23,"Russell Wilson pass complete deep left to Doug Baldwin for 27 yards, touchdown",3.370,7.000
3,0:45,,,KAN 15,17,24,Sebastian Janikowski kicks extra point good,0.000,0.000
3,0:45,,,SEA 35,17,24,"Michael Dickson kicks off 25 yards, out of bounds",0.000,1.600
3,0:45,1,10,KAN 40,17,24,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,1.600,1.050
3,0:41,2,10,KAN 40,17,24,Patrick Mahomes pass incomplete short middle intended for Chris Conley (defended by Justin Coleman),1.050,0.370
3,0:37,3,10,KAN 40,17,24,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,0.370,-0.720
3,0:30,4,10,KAN 40,17,24,"Dustin Colquitt punts 39 yards, returned by Tyler Lockett for 10 yards (tackle by Charcandrick West)",-0.720,-1.000
3,0:22,1,10,SEA 31,17,24,Chris Carson up the middle for -1 yards (tackle by Chris Jones),1.000,0.320
Quarter,Time,Down,ToGo,Location,KAN,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,SEA 30,17,24,Russell Wilson pass complete short left to Doug Baldwin for 8 yards (tackle by Steven Nelson),0.320,0.700
4,14:26,3,3,SEA 38,17,24,Russell Wilson pass incomplete deep right intended for Doug Baldwin,0.700,-0.850
4,14:21,4,3,SEA 38,17,24,Michael Dickson punts 32 yards out of bounds,-0.850,-0.940
4,14:13,1,10,KAN 30,17,24,Patrick Mahomes pass complete short middle to Tyreek Hill for 16 yards (tackle by Tre Flowers),0.940,1.990
4,13:32,1,10,KAN 46,17,24,Damien Williams left end for 4 yards (tackle by Barkevious Mingo and Poona Ford),1.990,1.990
4,12:55,2,6,KAN 50,17,24,Patrick Mahomes pass complete short right to Demarcus Robinson for 6 yards (tackle by Shaquill Griffin),1.990,2.650
4,12:29,1,10,SEA 44,17,24,Patrick Mahomes pass incomplete short left intended for Chris Conley,2.650,2.110
4,12:24,2,10,SEA 44,17,24,Damien Williams right end for 8 yards (tackle by Bobby Wagner),2.110,2.480
4,11:42,3,2,SEA 36,17,24,Patrick Mahomes pass complete deep left to Tyreek Hill for 32 yards (tackle by Justin Coleman),2.480,6.280
4,11:30,1,4,SEA 4,17,24,Patrick Mahomes pass complete short right to Damien Williams for -1 yards (tackle by Bradley McDougald),6.280,5.150
4,10:58,2,5,SEA 5,17,24,"Penalty on Travis Kelce: False Start, 5 yards (no play)",5.150,4.190
4,10:45,2,10,SEA 10,17,24,Patrick Mahomes pass incomplete short middle intended for Kelvin Benjamin,4.190,3.130
4,10:41,3,10,SEA 10,17,24,Patrick Mahomes pass incomplete short left intended for Kelvin Benjamin,3.130,2.760
4,10:32,4,10,SEA 10,20,24,Harrison Butker 29 yard field goal good,2.760,3.000
4,10:28,,,KAN 35,20,24,"Harrison Butker kicks off 67 yards, returned by Tyler Lockett for 32 yards (tackle by Jordan Lucas)",0.000,0.940
4,10:24,1,10,SEA 30,20,24,Russell Wilson pass complete deep left to Tyler Lockett for 25 yards (tackle by Eric Berry),0.940,2.590
4,9:45,1,10,KAN 45,20,24,Russell Wilson up the middle for 26 yards (tackle by Eric Berry),2.590,4.310
4,8:58,1,10,KAN 19,20,24,Chris Carson up the middle for 11 yards (tackle by Eric Berry),4.310,5.370
4,8:13,1,8,KAN 8,20,24,Russell Wilson pass incomplete short right intended for Doug Baldwin,5.370,4.570
4,8:09,2,8,KAN 8,20,24,Mike Davis left end for 4 yards (tackle by Daniel Sorensen),4.570,4.490
4,7:41,,,,,,Timeout #1 by Seattle Seahawks,,
4,7:41,3,4,KAN 4,20,24,"Russell Wilson pass incomplete short middle intended for Jaron Brown Penalty on KAN: Defensive Holding, 2 yards (no play)",4.490,6.740
4,7:36,1,2,KAN 2,20,30,"Russell Wilson pass complete short middle to Ed Dickson for 2 yards, touchdown",6.740,7.000
4,7:31,,,KAN 15,20,31,Sebastian Janikowski kicks extra point good,0.000,0.000
4,7:31,,,SEA 35,20,31,"Sebastian Janikowski kicks off 60 yards, (tackle by Barkevious Mingo and Justin Coleman)",0.000,0.810
4,7:23,1,10,KAN 28,20,31,Patrick Mahomes pass complete short left to Damien Williams for 5 yards (tackle by Dion Jordan and Jarran Reed),0.810,0.940
4,6:57,2,5,KAN 33,20,31,Patrick Mahomes pass complete short middle to Chris Conley for 13 yards (tackle by K.J. Wright),0.940,1.990
4,6:35,1,10,KAN 46,20,31,Patrick Mahomes pass complete short middle to Travis Kelce for 7 yards (tackle by Bobby Wagner and Delano Hill),1.990,2.400
4,6:09,2,3,SEA 47,20,31,Patrick Mahomes pass incomplete short middle intended for Tyreek Hill,2.400,1.690
4,6:08,3,3,SEA 47,20,31,Patrick Mahomes pass complete short right to Travis Kelce for 2 yards (tackle by Akeem King),1.690,0.270
4,5:37,4,1,SEA 45,20,31,Patrick Mahomes right end for 22 yards (tackle by Shaquill Griffin),0.270,4.040
4,5:14,1,10,SEA 23,20,31,Patrick Mahomes pass incomplete short right intended for Charcandrick West,4.040,3.500
4,5:10,2,10,SEA 23,20,31,Patrick Mahomes pass complete short right to Charcandrick West for 12 yards (tackle by Bobby Wagner),3.500,4.840
4,4:43,1,10,SEA 11,26,31,"Patrick Mahomes pass complete short right to Demarcus Robinson for 11 yards, touchdown, touchdown",4.840,7.000
4,4:36,,,SEA 2,28,31,"Two Point Attempt: Patrick Mahomes rushes, conversion succeeds.",0.000,1.000
4,4:36,,,KAN 35,28,31,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,4:36,1,10,SEA 25,28,31,Chris Carson up the middle for 4 yards (tackle by Reggie Ragland and Anthony Hitchens),0.610,0.600
4,3:52,2,6,SEA 29,28,31,Russell Wilson pass incomplete deep right intended for Doug Baldwin,0.600,-0.100
4,3:46,3,6,SEA 29,28,31,Russell Wilson pass complete short left to David Moore for 7 yards (tackle by Steven Nelson),-0.100,1.330
4,3:10,1,10,SEA 36,28,31,Chris Carson right guard for -2 yards (tackle by Reggie Ragland and Derrick Nnadi),1.330,0.520
4,3:04,,,,,,Timeout #1 by Kansas City Chiefs,,
4,3:04,2,12,SEA 34,28,31,Russell Wilson pass complete deep right to Tyler Lockett for 45 yards (tackle by Charvarius Ward),0.520,4.170
4,2:51,1,10,KAN 21,28,31,Russell Wilson sacked by Chris Jones for -9 yards,4.170,2.410
4,2:44,,,,,,Timeout #2 by Kansas City Chiefs,,
4,2:44,2,19,KAN 30,28,31,Russell Wilson pass complete deep left to Doug Baldwin for 29 yards (tackle by Charvarius Ward). Penalty on Charvarius Ward: Defensive Holding (Declined),2.410,6.970
4,2:33,1,1,KAN 1,28,37,"Chris Carson left guard for 1 yard, touchdown",6.970,7.000
4,2:29,,,KAN 15,28,38,Sebastian Janikowski kicks extra point good,0.000,0.000
4,2:29,,,SEA 35,28,38,"Sebastian Janikowski kicks off 57 yards, (tackle by Justin Coleman and Akeem King)",0.000,3.510
4,2:21,1,10,SEA 31,28,38,Patrick Mahomes pass complete short right to Damien Williams for 12 yards (tackle by Akeem King and Dion Jordan),3.510,4.310
4,2:00,1,10,SEA 19,28,38,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,4.310,3.750
4,1:56,2,10,SEA 19,28,38,Patrick Mahomes up the middle for 4 yards (tackle by Frank Clark and Jarran Reed),3.750,3.580
4,1:28,3,6,SEA 15,28,38,Patrick Mahomes pass incomplete short left,3.580,2.470
4,1:23,4,6,SEA 15,31,38,Harrison Butker 32 yard field goal good,2.470,3.000
4,1:20,,,KAN 35,31,38,"Harrison Butker kicks onside 15 yards,",0.000,-2.260
4,1:20,1,10,SEA 50,31,38,Russell Wilson kneels for -1 yards,2.260,1.580
4,1:18,,,,,,Timeout #3 by Kansas City Chiefs,,
4,1:18,2,11,SEA 49,31,38,Russell Wilson kneels for -1 yards,1.580,0.760
4,0:37,3,12,SEA 48,31,38,Russell Wilson kneels for -1 yards,0.760,-0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
