Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeAndre Hopkins,TEN,13,7,65,0,3,60,8.6,5,0.7,10.0,0,,1,7.7,2,28.2
Nick Westbrook-Ikhine,TEN,7,4,58,0,3,12,3.0,46,11.5,5.0,0,,0,0.0,0,84.2
Treylon Burks,TEN,3,2,18,0,1,12,6.0,6,3.0,8.0,0,,1,33.3,0,82.6
Derrick Henry,TEN,3,2,56,0,1,-10,-5.0,66,33.0,-5.7,0,,0,0.0,0,109.7
Tyjae Spears,TEN,4,1,1,0,0,0,0.0,1,1.0,11.3,0,,1,25.0,0,39.6
Chris Moore,TEN,1,0,0,0,,0,,0,,46.0,0,,0,0.0,1,0.0
Chigoziem Okonkwo,TEN,2,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Chris Olave,NOR,10,8,112,0,6,48,6.0,64,8.0,12.9,0,,0,0.0,0,113.3
Rashid Shaheed,NOR,6,5,89,1,3,84,16.8,5,1.0,16.3,0,,0,0.0,0,158.3
Michael Thomas,NOR,8,5,61,0,2,58,11.6,3,0.6,9.8,0,,0,0.0,0,85.9
Juwan Johnson,NOR,5,3,36,0,1,17,5.7,19,6.3,9.0,0,,0,0.0,1,42.5
Jamaal Williams,NOR,2,2,7,0,0,-5,-2.5,12,6.0,-2.5,0,,0,0.0,0,81.2
Taysom Hill,NOR,1,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6
Keith Kirkwood,NOR,1,0,0,0,,0,,0,,19.0,0,,0,0.0,0,39.6
