Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Cardinals to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,ARI 25,0,0,Josh Rosen pass incomplete deep right intended for Darrell Daniels,0.610,0.060
1,14:53,2,10,ARI 25,0,0,David Johnson left tackle for 9 yards (tackle by Delano Hill and Shaquill Griffin),0.060,0.560
1,14:16,3,1,ARI 34,0,0,David Johnson right guard for no gain (tackle by K.J. Wright and Shaquill Griffin),0.560,-1.110
1,13:34,4,1,ARI 34,0,0,"Andy Lee punts 47 yards, fair catch by Tyler Lockett at SEA-19",-1.110,-0.150
1,13:28,1,10,SEA 19,0,0,Chris Carson up the middle for 5 yards (tackle by Haason Reddick and Gerald Hodges),0.150,0.340
1,12:57,2,5,SEA 24,0,0,Chris Carson right tackle for 8 yards (tackle by Deone Bucannon and Gerald Hodges),0.340,1.070
1,12:21,1,10,SEA 32,0,0,Mike Davis up the middle for 3 yards (tackle by Zach Moore and Corey Peters),1.070,0.930
1,11:43,2,7,SEA 35,0,0,Russell Wilson pass incomplete deep right,0.930,0.230
1,11:36,3,7,SEA 35,0,0,Ed Dickson left end for 9 yards (tackle by Haason Reddick and Budda Baker),0.230,1.860
1,11:01,1,10,SEA 44,0,0,Russell Wilson pass complete short right to Jaron Brown for 7 yards (tackle by Budda Baker),1.860,2.260
1,10:32,2,3,ARI 49,0,0,Chris Carson left end for no gain (tackle by Deone Bucannon and Vincent Valentine),2.260,1.550
1,9:53,3,3,ARI 49,0,0,Russell Wilson pass short right intended for David Moore is intercepted by David Amerson at ARI-47 and returned for 25 yards,1.550,-3.710
1,9:44,1,10,SEA 28,0,0,Josh Rosen pass incomplete deep left intended for Trent Sherfield,3.710,3.170
1,9:38,2,10,SEA 28,0,0,David Johnson right guard for 3 yards (tackle by K.J. Wright and Bobby Wagner),3.170,2.870
1,8:59,3,7,SEA 25,0,0,Josh Rosen pass complete short middle to Chad Williams for 9 yards (tackle by Tre Flowers),2.870,4.510
1,8:15,1,10,SEA 16,0,0,Josh Rosen pass incomplete deep middle intended for Chad Williams,4.510,3.900
1,8:11,2,10,SEA 16,0,0,David Johnson up the middle for -1 yards (tackle by Shaquill Griffin),3.900,3.020
1,7:30,3,11,SEA 17,0,0,Josh Rosen pass incomplete deep right intended for Larry Fitzgerald,3.020,2.310
1,7:25,4,11,SEA 17,3,0,Zane Gonzalez 36 yard field goal good,2.310,3.000
1,7:22,,,ARI 35,3,0,"Zane Gonzalez kicks off 67 yards, returned by Tyler Lockett for no gain (tackle by Dennis Gardeck)",0.000,0.540
1,7:17,1,10,SEA 24,3,0,Chris Carson up the middle for 4 yards (tackle by Chandler Jones),0.540,0.540
1,6:46,2,6,SEA 28,3,0,Chris Carson right guard for no gain (tackle by Gerald Hodges),0.540,-0.160
1,6:08,3,6,SEA 28,3,0,Russell Wilson sacked by Deone Bucannon for -8 yards,-0.160,-2.030
1,5:35,4,14,SEA 20,3,0,"Michael Dickson punts 46 yards, returned by Pharoh Cooper for 5 yards (tackle by Barkevious Mingo and Tre Madden)",-2.030,-1.530
1,5:25,1,10,ARI 39,3,0,David Johnson up the middle for 3 yards (tackle by Shaquill Griffin),1.530,1.390
1,4:49,2,7,ARI 42,3,0,Josh Rosen pass incomplete short right intended for David Johnson,1.390,0.700
1,4:45,3,7,ARI 42,3,0,Josh Rosen pass complete short middle to Chad Williams for 6 yards (tackle by Akeem King),0.700,-0.190
1,3:57,4,1,ARI 48,3,0,Josh Rosen pass incomplete deep left intended for Larry Fitzgerald,-0.190,-2.460
1,3:51,1,10,ARI 47,3,0,Russell Wilson pass complete short right to Nick Vannett for 6 yards (tackle by Deone Bucannon),2.460,2.720
1,3:21,2,4,ARI 41,3,0,Chris Carson left end for 3 yards (tackle by Gerald Hodges),2.720,2.410
1,2:53,3,1,ARI 38,3,0,Chris Carson up the middle for 2 yards (tackle by Zach Moore and Corey Peters),2.410,3.180
1,2:17,1,10,ARI 36,3,0,Russell Wilson pass incomplete deep right intended for David Moore,3.180,2.640
1,2:10,2,10,ARI 36,3,0,Mike Davis right guard for 7 yards (tackle by Haason Reddick),2.640,2.870
1,1:31,3,3,ARI 29,3,6,"Russell Wilson pass complete deep right to Tyler Lockett for 29 yards, touchdown",2.870,7.000
1,1:25,,,ARI 15,3,7,Sebastian Janikowski kicks extra point good,0.000,0.000
1,1:25,,,SEA 35,3,7,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
1,1:25,1,10,ARI 25,3,7,Chase Edmonds left tackle for 4 yards (tackle by Poona Ford),0.610,0.600
1,0:49,2,6,ARI 29,3,7,Chase Edmonds left guard for 3 yards (tackle by Poona Ford and Bobby Wagner),0.600,0.300
1,0:05,3,3,ARI 32,3,7,Josh Rosen pass complete short right to Larry Fitzgerald for 4 yards (tackle by Bobby Wagner),0.300,1.330
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 36,3,7,Josh Rosen pass complete short right to Larry Fitzgerald for 5 yards (tackle by Shaquill Griffin),1.330,1.470
2,14:40,2,5,ARI 41,3,7,Chase Edmonds up the middle for no gain (tackle by Jacob Martin),1.470,0.760
2,13:56,3,5,ARI 41,3,7,"Josh Rosen sacked by Jacob Martin for -7 yards. Josh Rosen fumbles (forced by Jacob Martin), recovered by Frank Clark at ARI-34 (tackle by Joe Barksdale)",0.760,-3.310
2,13:51,1,10,ARI 34,3,7,"Chris Carson left end for no gain (tackle by Gerald Hodges). Penalty on Ethan Pocic: Offensive Holding, 10 yards (no play)",3.310,2.650
