Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Johnson,ARI,17,62,0,4,38,2.2,24,1.4,0,
Chase Edmonds,ARI,6,14,0,,6,1.0,8,1.3,0,
Chad Williams,ARI,1,9,0,0,6,6.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Carson,SEA,19,122,1,5,72,3.8,50,2.6,0,
Mike Davis,SEA,7,44,1,2,34,4.9,10,1.4,0,
Rashaad Penny,SEA,4,6,0,,2,0.5,4,1.0,0,
Russell Wilson,SEA,2,-2,0,0,-2,-1.0,0,0.0,0,
Ed Dickson,SEA,1,9,0,1,2,2.0,7,7.0,0,
Tyler Lockett,SEA,1,3,0,0,3,3.0,0,0.0,0,
