Quarter,Time,Down,ToGo,Location,PHI,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 64 yards, returned by Josh Huff for 16 yards (tackle by Brandon King)",0.000,0.060
1,14:54,1,10,PHI 17,0,0,Darren Sproles left end for 8 yards (tackle by Alan Branch),-0.060,0.620
1,14:30,2,2,PHI 25,0,0,Sam Bradford pass complete short left to Zach Ertz for 4 yards (tackle by Logan Ryan),0.620,0.870
1,14:05,1,10,PHI 29,0,0,DeMarco Murray left end for 7 yards (tackle by Jamie Collins),0.870,1.270
1,13:42,2,3,PHI 36,0,0,Sam Bradford pass incomplete short right intended for Nelson Agholor (defended by Malcolm Butler),1.270,0.560
1,13:38,3,3,PHI 36,0,0,Sam Bradford pass complete short left to Darren Sproles for 7 yards (tackle by Logan Ryan),0.560,1.800
1,13:17,1,10,PHI 43,0,0,Darren Sproles middle for 6 yards (tackle by Jonathan Freeny),1.800,2.060
1,12:55,2,4,PHI 49,0,0,Sam Bradford pass incomplete short middle intended for Darren Sproles,2.060,1.350
1,12:51,3,4,PHI 49,0,0,"Sam Bradford pass complete short left to Darren Sproles for 8 yards (tackle by Jamie Collins). Penalty on Lane Johnson: Offensive Holding, 10 yards (no play)",1.350,0.040
1,12:25,3,14,PHI 39,0,0,Sam Bradford pass incomplete short middle intended for Jordan Matthews (defended by Patrick Chung). Penalty on Jason Peters: Illegal Use of Hands (Declined),0.040,-0.780
1,12:15,4,14,PHI 39,0,0,"Donnie Jones punts 45 yards, returned by Danny Amendola for 1 yard (tackle by E.J. Biggers)",-0.780,0.060
1,12:12,1,10,NWE 17,0,0,LeGarrette Blount middle for 5 yards (tackle by Taylor Hart and Connor Barwin),-0.060,0.210
1,11:39,2,5,NWE 22,0,0,LeGarrette Blount middle for 9 yards (tackle by Taylor Hart and Connor Barwin),0.210,1.000
1,10:56,1,10,NWE 31,0,0,Damaris Johnson left end for 6 yards (tackle by Walter Thurmond),1.000,1.270
1,10:20,2,4,NWE 37,0,0,Tom Brady sacked by Connor Barwin for -7 yards,1.270,-0.360
1,9:36,3,11,NWE 30,0,0,Tom Brady pass incomplete deep left intended for Brandon LaFell,-0.360,-1.370
1,9:26,4,11,NWE 30,0,0,"Ryan Allen punts 51 yards, returned by Darren Sproles for 14 yards (tackle by Matt Slater). Penalty on Kenjon Barner: Illegal Block Above the Waist, 10 yards",-1.370,-0.280
1,9:17,1,10,PHI 20,0,0,"Penalty on Sam Bradford: Delay of Game, 5 yards (no play)",0.280,-0.310
1,9:17,1,15,PHI 15,0,0,"Penalty on Jason Peters: False Start, 5 yards (no play)",-0.310,-0.760
1,9:17,1,20,PHI 10,0,0,Kenjon Barner right end for 19 yards (tackle by Duron Harmon),-0.760,0.950
1,8:55,2,1,PHI 29,0,0,DeMarco Murray left guard for 1 yard (tackle by Jabaal Sheard and Chandler Jones),0.950,0.940
1,8:27,1,10,PHI 30,0,0,DeMarco Murray right guard for 1 yard (tackle by Chandler Jones),0.940,0.530
1,7:57,2,9,PHI 31,0,0,"Sam Bradford pass complete short right to Darren Sproles for 6 yards (tackle by Malcolm Butler). Penalty on Allen Barbre: Face Mask (15 Yards), 15 yards (no play)",0.530,-1.650
1,7:42,2,24,PHI 16,0,0,Darren Sproles right tackle for 13 yards (tackle by Devin McCourty and Jonathan Freeny),-1.650,-0.430
1,7:10,3,11,PHI 29,0,0,Sam Bradford pass complete short left to Darren Sproles for 7 yards (tackle by Patrick Chung),-0.430,-0.980
1,6:38,4,4,PHI 36,0,0,"Donnie Jones punts 64 yards, touchback",-0.980,-0.280
1,6:32,1,10,NWE 20,0,0,LeGarrette Blount middle for 10 yards (tackle by Mychal Kendricks and Walter Thurmond),0.280,0.940
1,6:02,1,10,NWE 30,0,0,Tom Brady pass incomplete short left intended for Brandon Bolden,0.940,0.390
1,5:56,2,10,NWE 30,0,0,Tom Brady pass complete short left to Brandon LaFell for -3 yards (tackle by Malcolm Jenkins),0.390,-0.690
1,5:17,3,13,NWE 27,0,0,Tom Brady sacked by Connor Barwin for -7 yards,-0.690,-2.030
1,4:44,4,20,NWE 20,0,0,"Ryan Allen punts 46 yards, returned by Darren Sproles for 9 yards (tackle by Nate Ebner)",-2.030,-1.800
1,4:37,1,10,PHI 43,0,0,Sam Bradford pass incomplete short left intended for Zach Ertz (defended by Jabaal Sheard),1.800,1.250
1,4:33,2,10,PHI 43,0,0,DeMarco Murray right tackle for -2 yards (tackle by Devin McCourty and Jonathan Freeny),1.250,0.300
1,3:56,3,12,PHI 41,0,0,Sam Bradford pass incomplete deep left intended for Jonathan Krause,0.300,-0.650
1,3:50,4,12,PHI 41,0,0,"Donnie Jones punts 59 yards, touchback",-0.650,-0.280
1,3:43,1,10,NWE 20,0,0,LeGarrette Blount left tackle for 4 yards (tackle by Brandon Bair and Connor Barwin),0.280,0.270
1,3:01,2,6,NWE 24,0,0,Tom Brady pass complete short right to Brandon LaFell for 10 yards,0.270,1.200
1,2:30,1,10,NWE 34,0,0,Tom Brady pass complete deep left to Keshawn Martin for 19 yards (tackle by Eric Rowe). Penalty on Byron Maxwell: Illegal Contact (Declined),1.200,2.460
1,2:03,1,10,PHI 47,0,0,LeGarrette Blount middle for 1 yard (tackle by Malcolm Jenkins),2.460,2.050
1,1:30,2,9,PHI 46,0,0,Tom Brady pass incomplete short left intended for Brandon Bolden,2.050,1.350
1,1:25,3,9,PHI 46,0,0,Tom Brady pass complete short left to Danny Amendola for 10 yards (tackle by E.J. Biggers),1.350,3.180
1,0:51,1,10,PHI 36,0,0,Tom Brady pass incomplete short middle intended for Brandon Bolden,3.180,2.640
1,0:46,2,10,PHI 36,0,0,Tom Brady pass complete deep right to Scott Chandler for 30 yards (tackle by Ed Reynolds),2.640,5.830
1,0:11,1,6,PHI 6,0,0,Brandon Bolden right guard for 2 yards (tackle by Fletcher Cox),5.830,5.340
Quarter,Time,Down,ToGo,Location,PHI,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,PHI 4,0,6,"Tom Brady pass complete short right to James White for 4 yards, touchdown",5.340,7.000
2,15:00,,,PHI 4,0,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,15:00,,,NWE 35,0,7,"Stephen Gostkowski kicks off 65 yards, returned by Josh Huff for 19 yards (tackle by Brandon Bolden)",0.000,-0.150
2,14:51,1,10,PHI 19,0,7,Sam Bradford pass complete short middle to Jonathan Krause for 4 yards (tackle by Malcolm Butler),0.150,0.210
2,14:19,2,6,PHI 23,0,7,Darren Sproles for 7 yards,0.210,0.940
2,13:56,1,10,PHI 30,0,7,Sam Bradford pass incomplete short right intended for Nelson Agholor,0.940,0.390
2,13:51,2,10,PHI 30,0,7,Darren Sproles left guard for 1 yard (tackle by Chandler Jones),0.390,-0.160
2,13:15,3,9,PHI 31,0,7,Sam Bradford pass complete short right to Kenjon Barner for 2 yards (tackle by Devin McCourty). Penalty on Jason Peters: Offensive Holding (Declined),-0.160,-1.180
2,12:49,4,7,PHI 33,0,7,"Donnie Jones punts 47 yards, returned by Damaris Johnson for no gain",-1.180,-0.280
2,12:40,1,10,NWE 20,0,7,LeGarrette Blount left tackle for -5 yards (tackle by Mychal Kendricks),0.280,-1.070
2,11:58,2,15,NWE 15,0,7,"Tom Brady pass incomplete deep right intended for Keshawn Martin. Penalty on Malcolm Jenkins: Defensive Pass Interference, 42 yards (no play)",-1.070,2.720
2,11:50,1,10,PHI 43,0,7,LeGarrette Blount right guard for 3 yards (tackle by Bennie Logan and Taylor Hart),2.720,2.580
2,11:19,2,7,PHI 40,0,7,LeGarrette Blount right tackle for 8 yards (tackle by Ed Reynolds),2.580,3.450
2,10:41,1,10,PHI 32,0,7,LeGarrette Blount left end for -2 yards (tackle by Mychal Kendricks),3.450,2.630
2,9:57,2,12,PHI 34,0,7,Tom Brady pass complete short middle to Danny Amendola for 11 yards (tackle by Walter Thurmond),2.630,3.400
2,9:12,3,1,PHI 23,0,7,Tom Brady middle for 2 yards (tackle by Brandon Bair),3.400,4.170
2,8:35,1,10,PHI 21,0,7,LeGarrette Blount left guard for 10 yards (tackle by Malcolm Jenkins and Fletcher Cox),4.170,4.840
2,7:53,1,10,PHI 11,0,13,"Tom Brady pass complete short left to Danny Amendola for 11 yards, touchdown",4.840,7.000
2,7:53,,,PHI 11,0,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,7:53,,,NWE 35,0,14,Nate Ebner kicks off 24 yards,0.000,-1.660
