Quarter,Time,Tm,Detail,DAL,NYG
1.0,4:15,Cowboys,Billy Cundiff 40 yard field goal,3,0
2.0,12:48,Giants,Visanthe Shiancoe 2 yard pass from Eli Manning (Steve Christie kick),3,7
,1:54,Cowboys,Billy Cundiff 24 yard field goal,6,7
,0:00,Cowboys,Billy Cundiff 45 yard field goal,9,7
3.0,0:45,Cowboys,Jason Witten 7 yard pass from Vinny Testaverde (Billy Cundiff kick),16,7
4.0,14:55,Giants,David Tyree 15 yard pass from Eli Manning (Steve Christie kick),16,14
,11:51,Giants,Tiki Barber 3 yard pass from Eli Manning (Steve Christie kick),16,21
,1:49,Cowboys,Julius Jones 1 yard rush (Jason Witten pass from Vinny Testaverde),24,21
,0:11,Giants,Tiki Barber 3 yard rush (Steve Christie kick),24,28
