Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,GNB 30,0,0,"Mason Crosby kicks off 67 yards, returned by Percy Harvin for 24 yards (tackle by Atari Bigby)",0.000,0.740
1,14:55,1,10,MIN 27,0,0,Adrian Peterson right guard for no gain (tackle by B.J. Raji),0.740,0.200
1,14:14,2,10,MIN 27,0,0,Brett Favre pass incomplete deep right intended for Visanthe Shiancoe,0.200,-0.490
1,14:14,3,10,MIN 27,0,0,"Penalty on Phil Loadholt: False Start, 5 yards (no play)",-0.490,-1.150
1,14:08,3,15,MIN 22,0,0,Brett Favre sacked by Clay Matthews for -1 yards,-1.150,-1.960
1,13:45,4,16,MIN 21,0,0,"Chris Kluwe punts 46 yards, returned by Tramon Williams for -1 yards, lateral to Sam Shields for -1 yards (tackle by Jasper Brinkley)",-1.960,-1.000
1,13:32,1,10,GNB 31,0,0,Brandon Jackson middle for 4 yards (tackle by E.J. Henderson and Chad Greenway),1.000,1.000
1,12:51,2,6,GNB 35,0,0,Brandon Jackson right end for 1 yard (tackle by E.J. Henderson),1.000,0.430
1,12:08,3,5,GNB 36,0,0,Aaron Rodgers pass incomplete short middle intended for Andrew Quarless,0.430,-0.980
1,12:05,4,5,GNB 36,0,0,"Tim Masthay punts 47 yards, fair catch by Greg Camarillo",-0.980,0.060
1,11:57,1,10,MIN 17,0,0,Adrian Peterson middle for 1 yard (tackle by Desmond Bishop),-0.060,-0.420
1,11:16,2,9,MIN 18,0,0,Adrian Peterson middle for 25 yards (tackle by Nick Collins),-0.420,1.800
1,10:28,1,10,MIN 43,0,0,Brett Favre pass incomplete short middle intended for Sidney Rice,1.800,1.250
1,10:23,2,10,MIN 43,0,0,Adrian Peterson middle for -2 yards (tackle by A.J. Hawk),1.250,0.300
1,9:41,3,12,MIN 41,0,0,Brett Favre pass complete short middle to Toby Gerhart for 19 yards (tackle by Nick Collins and Brandon Chillar),0.300,2.920
1,9:03,1,10,GNB 40,0,0,Brett Favre pass complete deep left to Greg Lewis for 29 yards (tackle by Nick Collins),2.920,4.840
1,8:32,1,10,GNB 11,0,0,"Adrian Peterson left guard for 3 yards (tackle by Desmond Bishop and A.J. Hawk). Penalty on Sidney Rice: Illegal Shift, 5 yards (no play)",4.840,4.340
1,8:00,1,15,GNB 16,0,0,"Penalty on Frank Zombo: Neutral Zone Infraction, 5 yards (no play)",4.340,4.840
1,7:39,1,10,GNB 11,0,0,Toby Gerhart right guard for 3 yards (tackle by Clay Matthews),4.840,4.700
1,6:57,2,7,GNB 8,0,0,Brett Favre pass incomplete short left intended for Greg Lewis,4.700,3.760
1,6:53,3,7,GNB 8,0,0,Brett Favre pass complete short left to Greg Camarillo for 2 yards (tackle by Charles Woodson and Nick Collins),3.760,2.990
1,6:09,4,5,GNB 6,0,3,Ryan Longwell 24 yard field goal good,2.990,3.000
1,6:06,,,MIN 30,0,3,"Ryan Longwell kicks off 51 yards, returned by John Kuhn for 8 yards (tackle by Tyrell Johnson)",0.000,0.740
1,6:02,1,10,GNB 27,0,3,Brandon Jackson middle for 4 yards (tackle by Jared Allen),0.740,0.740
1,5:23,2,6,GNB 31,0,3,Brandon Jackson left tackle for 5 yards (tackle by Madieu Williams),0.740,0.700
1,4:39,3,1,GNB 36,0,3,Dimitri Nance middle for 2 yards (tackle by E.J. Henderson),0.700,1.470
1,4:06,1,10,GNB 38,0,3,Aaron Rodgers sacked by Ray Edwards for -10 yards,1.470,-0.430
1,3:32,2,20,GNB 28,0,3,Aaron Rodgers pass complete short left to Donald Driver for 7 yards (tackle by Ben Leber and Asher Allen),-0.430,-0.160
1,2:47,3,13,GNB 35,0,3,Aaron Rodgers sacked by Jared Allen for -5 yards,-0.160,-1.370
1,2:28,4,18,GNB 30,0,3,"Tim Masthay punts 37 yards, fair catch by Greg Camarillo",-1.370,-1.140
1,2:21,1,10,MIN 33,0,3,Brett Favre pass complete short right to Visanthe Shiancoe for 6 yards (tackle by Clay Matthews),1.140,1.400
1,1:41,2,4,MIN 39,0,3,Percy Harvin right end for 2 yards (tackle by Charles Woodson),1.400,0.960
1,0:55,3,2,MIN 41,0,3,Brett Favre pass complete short left to Percy Harvin for 3 yards (tackle by Brandon Chillar),0.960,1.860
1,0:14,1,10,MIN 44,0,3,Adrian Peterson middle for 2 yards (tackle by Desmond Bishop),1.860,1.590
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,MIN 46,0,3,Brett Favre pass incomplete short left intended for Adrian Peterson,1.590,0.890
2,14:56,3,8,MIN 46,0,3,"Brett Favre pass complete short middle to Toby Gerhart for 10 yards (tackle by Charles Woodson). Toby Gerhart fumbles (forced by Charles Woodson), recovered by A.J. Hawk at GNB-35 (tackle by John Sullivan)",0.890,-1.270
2,14:46,1,10,GNB 35,0,3,Aaron Rodgers pass incomplete short left intended for Donald Driver (defended by Jared Allen),1.270,0.720
2,14:44,2,10,GNB 35,0,3,Aaron Rodgers pass complete short right to Donald Driver for 6 yards (tackle by Chris Cook),0.720,0.830
2,14:09,3,4,GNB 41,0,3,Aaron Rodgers pass incomplete short middle intended for James Jones (defended by Chris Cook),0.830,-0.650
2,14:05,4,4,GNB 41,0,3,"Tim Masthay punts 31 yards, out of bounds",-0.650,-0.810
2,13:59,1,10,MIN 28,0,3,Brett Favre pass complete short left to Naufahu Tahi for 10 yards (tackle by Charles Woodson),0.810,1.470
2,13:17,1,10,MIN 38,0,3,Adrian Peterson middle for 3 yards (tackle by Frank Zombo),1.470,1.330
2,12:36,2,7,MIN 41,0,3,Brett Favre pass incomplete short right intended for Greg Lewis (defended by Tramon Williams),1.330,0.630
2,12:32,3,7,MIN 41,0,3,Brett Favre pass incomplete deep left intended for Sidney Rice,0.630,-0.650
2,12:27,4,7,MIN 41,0,3,"Chris Kluwe punts 37 yards, fair catch by Tramon Williams",-0.650,-0.410
2,12:20,1,10,GNB 22,0,3,Aaron Rodgers pass incomplete short right intended for Donald Driver,0.410,-0.130
2,12:13,2,10,GNB 22,0,3,Brandon Jackson right tackle for 1 yard (tackle by Everson Griffen),-0.130,-0.690
2,11:29,3,9,GNB 23,0,3,Aaron Rodgers pass complete deep right to Greg Jennings for 47 yards (tackle by Madieu Williams),-0.690,3.580
2,10:39,1,10,MIN 30,0,3,Aaron Rodgers pass incomplete deep right intended for Brett Swain,3.580,3.030
2,10:35,2,10,MIN 30,0,3,Brandon Jackson middle for 6 yards (tackle by Madieu Williams and E.J. Henderson),3.030,3.140
2,9:52,3,4,MIN 24,0,3,Aaron Rodgers pass incomplete short middle intended for Donald Driver,3.140,1.940
2,9:48,4,4,MIN 24,3,3,Mason Crosby 42 yard field goal good,1.940,3.000
2,9:44,,,GNB 30,3,3,"Mason Crosby kicks off 42 yards, returned by Jeff Dugan for 3 yards (tackle by Nick Collins)",0.000,1.000
2,9:40,1,10,MIN 31,3,3,Adrian Peterson middle for 2 yards (tackle by Ryan Pickett),1.000,0.730
2,9:02,2,8,MIN 33,3,3,Brett Favre pass incomplete short middle intended for Greg Camarillo,0.730,0.040
2,8:57,3,8,MIN 33,3,3,Brett Favre pass incomplete short middle intended for Toby Gerhart,0.040,-1.180
2,8:53,4,8,MIN 33,3,3,"Chris Kluwe punts 47 yards, out of bounds",-1.180,-0.280
2,8:43,1,10,GNB 20,3,3,Aaron Rodgers pass complete short left to Greg Jennings for 13 yards (tackle by Chris Cook and Madieu Williams),0.280,1.140
2,8:13,1,10,GNB 33,3,3,Aaron Rodgers pass complete short left to Jordy Nelson for 7 yards (tackle by Asher Allen),1.140,1.540
2,7:40,2,3,GNB 40,3,3,Aaron Rodgers pass complete short right to Donald Driver for 10 yards (tackle by Madieu Williams),1.540,2.260
2,6:59,1,10,MIN 50,3,3,Aaron Rodgers pass complete short right to Donald Lee for no gain,2.260,1.710
2,6:16,2,10,MIN 50,3,3,Aaron Rodgers pass incomplete deep left intended for James Jones,1.710,1.030
2,6:11,3,10,MIN 50,3,3,Aaron Rodgers pass complete deep right to James Jones for 39 yards (tackle by Husain Abdullah),1.030,4.840
2,5:26,1,10,MIN 11,3,3,Aaron Rodgers pass incomplete short middle intended for Greg Jennings,4.840,4.140
2,5:22,2,10,MIN 11,9,3,"Aaron Rodgers pass complete short left to Greg Jennings for 11 yards, touchdown",4.140,7.000
2,5:22,,,MIN 2,10,3,Mason Crosby kicks extra point good,0.000,0.000
2,5:14,,,GNB 30,10,3,"Mason Crosby kicks off 68 yards, returned by Percy Harvin for 20 yards (tackle by Quinn Johnson)",0.000,0.410
2,5:08,1,10,MIN 22,10,3,Adrian Peterson middle for 3 yards,0.410,0.270
2,4:32,2,7,MIN 25,10,3,Brett Favre pass complete short middle to Sidney Rice for 17 yards (tackle by Nick Collins),0.270,1.730
2,4:03,1,10,MIN 42,10,3,Adrian Peterson right end for 10 yards (tackle by Desmond Bishop),1.730,2.390
2,3:17,1,10,GNB 48,10,3,Adrian Peterson middle for 11 yards (tackle by Frank Zombo and Charles Woodson),2.390,3.120
2,2:34,1,10,GNB 37,10,3,Adrian Peterson middle for -4 yards (tackle by Clay Matthews),3.120,2.030
2,2:00,2,14,GNB 41,10,3,Percy Harvin left tackle for 16 yards (tackle by Desmond Bishop),2.030,3.910
2,1:13,1,10,GNB 25,10,3,"Brett Favre pass incomplete short right intended for Percy Harvin is intercepted by Tramon Williams at GNB-18 and returned for 14 yards. Penalty on Greg Camarillo: Low Block, 15 yards",3.910,-2.060
2,1:03,1,10,GNB 47,10,3,Aaron Rodgers middle for 5 yards (tackle by Chad Greenway),2.060,2.190
2,0:38,2,5,MIN 48,10,3,Aaron Rodgers pass complete short right to Andrew Quarless for 14 yards (tackle by Chad Greenway and Husain Abdullah),2.190,3.310
2,0:32,,,,10,3,Timeout #1 by Green Bay Packers,0.000,3.310
2,0:32,1,10,MIN 34,10,3,Aaron Rodgers pass complete short right to Brandon Jackson for 7 yards (tackle by Chris Cook),3.310,3.720
2,0:22,,,,10,3,Timeout #2 by Green Bay Packers,0.000,3.720
2,0:22,2,3,MIN 27,10,3,Aaron Rodgers pass complete short right to James Jones for 9 yards,3.720,4.370
2,0:17,1,10,MIN 18,10,3,Aaron Rodgers pass complete short right to Brandon Jackson for 15 yards (tackle by Chris Cook),4.370,6.510
2,0:09,1,3,MIN 3,16,3,"Aaron Rodgers pass complete short right to James Jones for 3 yards, touchdown",6.510,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:09,,,MIN 2,17,3,Mason Crosby kicks extra point good,0.000,0.000
2,0:05,,,GNB 30,17,3,"Mason Crosby kicks off 59 yards, returned by Percy Harvin for no gain",0.000,0.940
