Quarter,Time,Tm,Detail,GNB,MIN
1.0,6:06,Vikings,Ryan Longwell 24 yard field goal,0,3
2.0,9:44,Packers,Mason Crosby 42 yard field goal,3,3
,5:14,Packers,Greg Jennings 11 yard pass from Aaron Rodgers (Mason Crosby kick),10,3
,0:05,Packers,James Jones 3 yard pass from Aaron Rodgers (Mason Crosby kick),17,3
3.0,12:01,Packers,Greg Jennings 46 yard pass from Aaron Rodgers (Mason Crosby kick),24,3
4.0,9:42,Packers,Greg Jennings 22 yard pass from Aaron Rodgers (Mason Crosby kick),31,3
