#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:54,DEN 16,8,5:05,84,Touchdown
2,1,2:40,DEN 18,5,2:16,19,Interception
3,2,13:11,DEN 33,3,1:32,5,Punt
4,2,10:11,DEN 20,9,5:40,27,Punt
5,2,2:36,DEN 20,6,1:35,16,Punt
6,2,0:30,DEN 25,1,0:30,-8,End of Half
7,3,15:00,DEN 17,3,1:40,1,Punt
8,3,11:27,DEN 22,9,4:49,64,Field Goal
9,3,5:06,DEN 13,6,2:47,27,Fumble
10,3,0:07,DEN 25,12,3:51,75,Touchdown
11,4,7:57,DEN 25,4,1:09,12,Interception
12,4,4:03,DEN 14,8,2:51,86,Touchdown
13,4,1:12,DEN 44,4,0:48,0,Interception
