Quarter,Time,Down,ToGo,Location,LVR,DEN,Detail,EPB,EPA
2,13:11,1,10,DEN 33,10,7,Teddy Bridgewater pass complete short left to Noah Fant for 1 yard (tackle by Cory Littleton),,
2,12:37,2,9,DEN 34,10,7,Melvin Gordon right end for 4 yards (tackle by Casey Hayward),,
2,11:55,3,5,DEN 38,10,7,Teddy Bridgewater pass incomplete deep left intended for Courtland Sutton,,
2,11:46,4,5,DEN 38,10,7,Sam Martin punts 47 yards out of bounds,,
2,11:39,1,10,LVR 15,10,7,Derek Carr pass complete short middle to Bryan Edwards for 16 yards (tackle by Ronald Darby),,
2,11:04,1,10,LVR 31,10,7,Derek Carr pass incomplete short middle intended for Willie Snead,,
2,11:00,2,10,LVR 31,10,7,Josh Jacobs right end for 3 yards (tackle by Patrick Surtain),,
2,10:25,3,7,LVR 34,10,7,Derek Carr pass incomplete deep right intended for Henry Ruggs,,
2,10:19,4,7,LVR 34,10,7,"AJ Cole punts 66 yards, touchback.",,
2,10:11,1,10,DEN 20,10,7,Javonte Williams right end for no gain (tackle by Damion Square and Cory Littleton),,
2,9:37,2,10,DEN 20,10,7,"Penalty on Solomon Thomas: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
2,9:26,2,5,DEN 25,10,7,Javonte Williams right tackle for 3 yards (tackle by Brandon Facyson),,
2,8:52,3,2,DEN 28,10,7,Teddy Bridgewater pass complete short left to Noah Fant for 3 yards (tackle by Cory Littleton),,
2,8:14,1,10,DEN 31,10,7,Teddy Bridgewater pass complete short middle to Eric Saubert for 6 yards (tackle by Cory Littleton),,
2,7:38,2,4,DEN 37,10,7,Javonte Williams left guard for no gain (tackle by Nate Hobbs),,
2,6:58,3,4,DEN 37,10,7,Teddy Bridgewater scrambles left guard for 5 yards (tackle by Cory Littleton),,
2,6:15,1,10,DEN 42,10,7,Teddy Bridgewater pass incomplete short right,,
2,6:04,2,10,DEN 42,10,7,Teddy Bridgewater sacked by Maxx Crosby for -6 yards,,
2,5:18,3,16,DEN 36,10,7,Teddy Bridgewater pass complete short left to Melvin Gordon for 11 yards (tackle by Johnathan Abram),,
2,4:41,4,5,DEN 47,10,7,"Sam Martin punts 33 yards, returned by Hunter Renfrow for 5 yards (tackle by Tyrie Cleveland)",,
2,4:31,1,10,LVR 25,10,7,"Josh Jacobs left tackle for 2 yards (tackle by Mike Purcell). Penalty on Andre James: Offensive Holding, 10 yards (accepted) (no play)",,
2,4:12,1,20,LVR 15,10,7,Derek Carr pass complete short left to Darren Waller for 6 yards (tackle by Ronald Darby),,
2,3:38,2,14,LVR 21,10,7,Derek Carr pass incomplete short right,,
2,3:30,3,14,LVR 21,10,7,Derek Carr pass complete short middle to Hunter Renfrow for 8 yards (tackle by Caden Sterns),,
2,2:45,4,6,LVR 29,10,7,"AJ Cole punts 71 yards, touchback.",,
2,2:36,1,10,DEN 20,10,7,Teddy Bridgewater pass complete short middle to Kendall Hinton for 7 yards (tackle by Johnathan Abram),,
2,2:13,2,3,DEN 27,10,7,Teddy Bridgewater pass complete short left to Melvin Gordon for 5 yards (tackle by Nate Hobbs),,
2,2:00,1,10,DEN 32,10,7,"Melvin Gordon right end for 7 yards (tackle by Nate Hobbs). Penalty on Noah Fant: Offensive Holding, 10 yards (accepted)",,
2,1:55,1,13,DEN 29,10,7,Teddy Bridgewater pass complete short middle to Melvin Gordon for 7 yards (tackle by Denzel Perryman),,
2,1:32,2,6,DEN 36,10,7,Teddy Bridgewater pass incomplete short right intended for Tim Patrick (defended by Brandon Facyson),,
2,1:24,3,6,DEN 36,10,7,"Teddy Bridgewater pass complete short left to Courtland Sutton for no gain (tackle by Casey Hayward). Penalty on Courtland Sutton: Offensive Pass Interference, 10 yards (accepted) (no play)",,
2,1:18,3,16,DEN 26,10,7,Teddy Bridgewater pass complete short right to Javonte Williams for 10 yards (tackle by Roderic Teamer),,
2,1:08,,,,,,Timeout #1 by Las Vegas Raiders,,
2,1:08,4,6,DEN 36,10,7,"Sam Martin punts 46 yards, fair catch by Hunter Renfrow at LV-18",,
2,1:01,1,10,LVR 18,10,7,Derek Carr pass complete short left to Kenyan Drake for 8 yards (tackle by Alexander Johnson),,
2,0:55,2,2,LVR 26,10,7,Derek Carr pass complete short right to Darren Waller for 10 yards (tackle by Patrick Surtain),,
2,0:48,1,10,LVR 36,10,7,Derek Carr pass incomplete deep right intended for Bryan Edwards,,
2,0:43,2,10,LVR 36,10,7,Derek Carr pass complete deep right to Darren Waller for 33 yards (tackle by Bryce Callahan),,
2,0:36,,,,,,Timeout #2 by Las Vegas Raiders,,
2,0:36,1,10,DEN 31,16,7,"Derek Carr pass complete deep left to Kenyan Drake for 31 yards, touchdown",,
2,0:30,,,DEN 15,17,7,Daniel Carlson kicks extra point good,,
2,0:30,,,LVR 35,17,7,"Daniel Carlson kicks off 65 yards, touchback.",,
2,0:30,1,10,DEN 25,17,7,Teddy Bridgewater sacked by and Quinton Jefferson for -8 yards and Maxx Crosby for -8 yards,,
Quarter,Time,Down,ToGo,Location,LVR,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LVR 35,17,7,"Daniel Carlson kicks off 60 yards, returned by Diontae Spencer for 12 yards (tackle by Dallin Leavitt and Alec Ingold)",,
3,14:50,1,10,DEN 17,17,7,"Melvin Gordon right end for no gain (tackle by Brandon Facyson). Penalty on Noah Fant: Offensive Holding, 8 yards (accepted) (no play)",,
3,14:39,1,18,DEN 9,17,7,"Teddy Bridgewater pass complete short middle to Eric Saubert for no gain (tackle by Trevon Moehrig). Penalty on Clelin Ferrell: Defensive Offside, 5 yards (accepted) (no play)",,
3,14:20,1,13,DEN 14,17,7,Melvin Gordon up the middle for 4 yards (tackle by Denzel Perryman and K.J. Wright),,
3,13:43,2,9,DEN 18,17,7,Teddy Bridgewater pass incomplete short right intended for Courtland Sutton,,
3,13:36,3,9,DEN 18,17,7,Teddy Bridgewater pass incomplete deep middle intended for Tim Patrick (defended by Trevon Moehrig),,
3,13:27,4,9,DEN 18,17,7,"Sam Martin punts 38 yards, fair catch by Hunter Renfrow at LV-44",,
3,13:20,1,10,LVR 44,17,7,Josh Jacobs right guard for 6 yards (tackle by Kareem Jackson),,
3,12:41,2,4,LVR 50,17,7,Derek Carr pass complete short right to Josh Jacobs for 29 yards (tackle by Kareem Jackson),,
3,12:11,1,10,DEN 21,17,7,Derek Carr pass complete short left to Hunter Renfrow for 3 yards (tackle by Ronald Darby),,
3,11:35,2,7,DEN 18,23,7,"Kenyan Drake right guard for 18 yards, touchdown",,
3,11:27,,,DEN 15,24,7,Daniel Carlson kicks extra point good,,
3,11:27,,,LVR 35,24,7,"Daniel Carlson kicks off 66 yards, returned by Diontae Spencer for 23 yards (tackle by Nate Hobbs and Tyree Gillespie)",,
3,11:22,1,10,DEN 22,24,7,Javonte Williams right end for no gain (tackle by Carl Nassib and Denzel Perryman),,
3,10:43,2,10,DEN 22,24,7,Teddy Bridgewater pass complete short middle to Noah Fant for 14 yards (tackle by Johnathan Abram),,
3,10:01,1,10,DEN 36,24,7,Teddy Bridgewater pass complete short middle to Mike Boone for 3 yards (tackle by Denzel Perryman),,
3,9:22,2,7,DEN 39,24,7,Teddy Bridgewater pass complete short left to Courtland Sutton for 14 yards (tackle by Johnathan Abram),,
3,8:39,1,10,LVR 47,24,7,Javonte Williams right end for 30 yards (tackle by Denzel Perryman),,
3,8:09,1,10,LVR 17,24,7,Javonte Williams right guard for 4 yards (tackle by Clelin Ferrell),,
3,7:31,2,6,LVR 13,24,7,Teddy Bridgewater sacked by and Maxx Crosby for -1 yards and Cory Littleton for -1 yards,,
3,6:48,3,7,LVR 14,24,7,"Teddy Bridgewater pass incomplete short right intended for Noah Fant DEN challenged the pass completion ruling, and the play was upheld.",,
3,6:42,4,7,LVR 14,24,10,Brandon McManus 32 yard field goal good,,
3,6:38,,,DEN 35,24,10,"Brandon McManus kicks off 65 yards, touchback.",,
3,6:38,1,10,LVR 25,24,10,Josh Jacobs right tackle for 6 yards (tackle by DeShawn Williams),,
3,6:00,2,4,LVR 31,24,10,Josh Jacobs left tackle for 2 yards (tackle by Justin Simmons and DeShawn Williams),,
3,5:21,3,2,LVR 33,24,10,Derek Carr pass incomplete short right intended for Hunter Renfrow,,
3,5:14,4,2,LVR 33,24,10,"AJ Cole punts 54 yards, fair catch by Diontae Spencer at DEN-13",,
3,5:06,1,10,DEN 13,24,10,Teddy Bridgewater pass incomplete deep middle intended for Courtland Sutton (defended by Casey Hayward),,
3,4:59,2,10,DEN 13,24,10,Teddy Bridgewater pass complete short left to Eric Saubert for 11 yards (tackle by Johnathan Abram and Cory Littleton),,
3,4:18,1,10,DEN 24,24,10,Melvin Gordon right guard for 2 yards (tackle by Cory Littleton),,
3,3:40,2,8,DEN 26,24,10,Teddy Bridgewater pass complete short right to Kendall Hinton for 6 yards (tackle by Nate Hobbs and Denzel Perryman),,
3,3:13,3,2,DEN 32,24,10,Melvin Gordon right end for 4 yards (tackle by Keisean Nixon and Nate Hobbs),,
3,2:30,1,10,DEN 36,24,10,"Teddy Bridgewater scrambles up the middle for 4 yards. Teddy Bridgewater fumbles (forced by Solomon Thomas), recovered by Denzel Perryman at DEN-43 and returned for 1 yard (tackle by Noah Fant)",,
3,2:19,1,10,DEN 42,24,10,"Derek Carr aborted snap, recovered by Derek Carr at DEN-44 and returned for -2 yards",,
3,1:43,2,12,DEN 44,24,10,"Derek Carr pass incomplete short right intended for Bryan Edwards (defended by Patrick Surtain). Penalty on Kolton Miller: Illegal Use of Hands / Offense, 5 yards (declined)",,
3,1:37,3,12,DEN 44,24,10,"Derek Carr pass complete deep middle to Henry Ruggs for 40 yards (tackle by Ronald Darby) DEN challenged the pass completion ruling, and the play was upheld.",,
3,0:47,1,4,DEN 4,24,10,Josh Jacobs left tackle for 1 yard (tackle by Von Miller),,
3,0:11,2,3,DEN 3,30,10,"Josh Jacobs right guard for 3 yards, touchdown",,
3,0:07,,,DEN 15,31,10,Daniel Carlson kicks extra point good,,
3,0:07,,,LVR 35,31,10,"Daniel Carlson kicks off 65 yards, touchback.",,
3,0:07,1,10,DEN 25,31,10,Teddy Bridgewater pass complete short left to Courtland Sutton for 10 yards (tackle by Trevon Moehrig),,
Quarter,Time,Down,ToGo,Location,LVR,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 35,31,10,Teddy Bridgewater pass complete short middle to Kendall Hinton for 5 yards (tackle by Nate Hobbs and Cory Littleton),,
4,14:35,2,5,DEN 40,31,10,Javonte Williams left tackle for 1 yard (tackle by Quinton Jefferson),,
4,14:03,3,4,DEN 41,31,10,Teddy Bridgewater pass complete short left to Kendall Hinton for 7 yards (tackle by Nate Hobbs),,
4,13:43,1,10,DEN 48,31,10,Teddy Bridgewater pass complete deep left to Noah Fant for 26 yards (tackle by Johnathan Abram),,
4,13:13,1,10,LVR 26,31,10,Javonte Williams left end for 1 yard (tackle by Denzel Perryman),,
4,12:41,2,9,LVR 25,31,10,"Teddy Bridgewater pass complete short right to Javonte Williams for 4 yards (tackle by Nick Kwiatkoski and Trevon Moehrig). Penalty on Tim Patrick: Illegal Blindside Block, 15 yards (accepted)",,
4,12:31,2,20,LVR 36,31,10,Teddy Bridgewater pass incomplete short middle intended for Eric Saubert (defended by Maxx Crosby),,
4,12:24,3,20,LVR 36,31,10,Teddy Bridgewater pass complete short right to Noah Fant for 12 yards (tackle by Cory Littleton),,
4,11:31,4,8,LVR 24,31,10,"Teddy Bridgewater pass short left intended for Kendall Hinton is intercepted by Nate Hobbs at LV-13 and returned for no gain (tackle by Kendall Hinton) Replay Assistant challenged the pass interception ruling, and the original play was overturned. Teddy Bridgewater pass complete short left to Kendall Hinton for 12 yards (tackle by Nate Hobbs)",,
4,11:29,1,10,LVR 12,31,10,Teddy Bridgewater pass incomplete short left intended for Courtland Sutton (defended by Cory Littleton),,
4,11:22,2,10,LVR 12,31,16,"Teddy Bridgewater pass complete short right to Courtland Sutton for 12 yards, touchdown",,
4,11:16,,,LVR 15,31,17,Brandon McManus kicks extra point good,,
4,11:16,,,DEN 35,31,17,"Brandon McManus kicks off 65 yards, touchback.",,
4,11:16,1,10,LVR 25,31,17,Josh Jacobs right guard for 1 yard (tackle by Von Miller and Shamar Stephen),,
4,10:42,2,9,LVR 26,31,17,Derek Carr pass complete short right to Darren Waller for 8 yards (tackle by Patrick Surtain),,
4,10:09,3,1,LVR 34,31,17,"Penalty on Alex Leatherwood: False Start, 4 yards (accepted) (no play)",,
4,10:08,3,5,LVR 30,31,17,Derek Carr pass complete deep left to Bryan Edwards for 51 yards (tackle by Justin Simmons),,
4,9:31,1,10,DEN 19,31,17,Josh Jacobs up the middle for 5 yards (tackle by Mike Purcell and Micah Kiser),,
4,8:47,2,5,DEN 14,31,17,Josh Jacobs left guard for 3 yards (tackle by Justin Strnad),,
4,8:02,3,2,DEN 11,31,17,Derek Carr pass incomplete short right intended for Alec Ingold,,
4,8:01,4,2,DEN 11,34,17,Daniel Carlson 30 yard field goal good,,
4,7:57,,,LVR 35,34,17,"Daniel Carlson kicks off 65 yards, touchback.",,
4,7:57,1,10,DEN 25,34,17,Teddy Bridgewater pass complete short right to Tim Patrick for 12 yards (tackle by Brandon Facyson),,
4,7:33,1,10,DEN 37,34,17,Javonte Williams right tackle for no gain (tackle by Maxx Crosby),,
4,7:08,2,10,DEN 37,34,17,Teddy Bridgewater pass incomplete short right intended for Noah Fant,,
4,7:02,3,10,DEN 37,34,17,Teddy Bridgewater pass deep right intended for Courtland Sutton is intercepted by Trevon Moehrig at LV-20 and returned for 35 yards (tackle by Graham Glasgow and Bobby Massie),,
4,6:48,1,10,DEN 45,34,17,Kenyan Drake right tackle for 1 yard (tackle by Micah Kiser and Mike Purcell),,
4,6:16,2,9,DEN 44,34,17,"Josh Jacobs up the middle for no gain (tackle by Mike Purcell and DeShawn Williams). Penalty on John Simpson: Offensive Holding, 10 yards (accepted) (no play)",,
4,5:39,2,19,LVR 46,34,17,Josh Jacobs left end for 3 yards (tackle by Micah Kiser),,
4,4:55,3,16,LVR 49,34,17,Jalen Richard left end for no gain (tackle by Dre'Mont Jones and Shelby Harris),,
4,4:13,4,16,LVR 49,34,17,"AJ Cole punts 37 yards, fair catch by Diontae Spencer at DEN-14",,
4,4:03,1,10,DEN 14,34,17,Teddy Bridgewater pass complete deep right to Noah Fant for 26 yards (tackle by Denzel Perryman),,
4,3:36,1,10,DEN 40,34,17,Teddy Bridgewater pass complete short middle to Eric Saubert for 6 yards (tackle by Denzel Perryman and Dallin Leavitt),,
4,3:11,2,4,DEN 46,34,17,"Teddy Bridgewater pass complete short left to Courtland Sutton for 18 yards (tackle by Nate Hobbs) LVR challenged the runner was down by contact ruling, and the play was upheld.",,
4,2:35,1,10,LVR 36,34,17,Teddy Bridgewater pass complete short left to Courtland Sutton for 16 yards (tackle by Brandon Facyson and Johnathan Abram),,
4,2:03,1,10,LVR 20,34,17,Melvin Gordon left guard for 6 yards (tackle by Yannick Ngakoue and K.J. Wright),,
4,2:00,2,4,LVR 14,34,17,Teddy Bridgewater pass complete short right to Courtland Sutton for 6 yards (tackle by Casey Hayward),,
4,1:37,1,8,LVR 8,34,17,Teddy Bridgewater pass complete short right to Courtland Sutton for 4 yards (tackle by Cory Littleton),,
4,1:15,2,4,LVR 4,34,23,"Teddy Bridgewater pass complete short right to Noah Fant for 4 yards, touchdown",,
4,1:12,,,LVR 15,34,24,Brandon McManus kicks extra point good,,
4,1:12,,,DEN 35,34,24,"Brandon McManus kicks onside 9 yards, recovered by Eric Saubert",,
4,1:12,1,10,DEN 44,34,24,Teddy Bridgewater pass complete short left to Javonte Williams for 1 yard (tackle by Johnathan Abram),,
4,1:05,2,9,DEN 45,34,24,Teddy Bridgewater sacked by and Maxx Crosby for -7 yards and Quinton Jefferson for -7 yards,,
4,0:59,,,,,,Timeout #3 by Denver Broncos,,
4,0:59,3,16,DEN 38,34,24,Teddy Bridgewater pass complete short right to Noah Fant for 6 yards (tackle by Nate Hobbs and Denzel Perryman),,
4,0:34,4,10,DEN 44,34,24,Teddy Bridgewater pass short right intended for Tim Patrick is intercepted by Johnathan Abram at LV-45 and returned for 6 yards (tackle by Javonte Williams),,
4,0:24,1,10,DEN 49,34,24,Derek Carr kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
