Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
2,2:05,2,14,SEA 35,0,10,Russell Wilson pass complete short right to Golden Tate for 12 yards (tackle by Trumaine Johnson and Alec Ogletree),0.450,1.360
2,1:59,3,2,SEA 47,0,10,Russell Wilson pass complete short right to Golden Tate for 10 yards (tackle by Trumaine Johnson). Penalty on Chris Long: Defensive Offside (Declined),1.360,2.720
2,1:52,1,10,STL 43,0,10,Marshawn Lynch left tackle for 7 yards (tackle by James Laurinaitis),2.720,3.120
2,1:17,2,3,STL 36,0,10,Marshawn Lynch left guard for -1 yards (tackle by Robert Quinn and James Laurinaitis),3.120,2.280
2,0:38,3,4,STL 37,0,10,Russell Wilson pass complete short middle to Golden Tate for 14 yards (tackle by Eugene Sims and Alec Ogletree),2.280,2.280
2,0:30,3,4,STL 37,0,10,Timeout #1 by Seattle Seahawks,2.280,4.040
2,0:30,1,10,STL 23,0,10,Russell Wilson pass complete short right to Ricardo Lockette for 8 yards (tackle by T.J. McDonald),4.040,4.040
2,0:24,1,10,STL 23,0,10,Timeout #2 by Seattle Seahawks,4.040,4.750
2,0:24,2,2,STL 15,0,10,Russell Wilson for 8 yards,4.750,5.600
2,0:17,1,7,STL 7,0,10,Russell Wilson pass incomplete,5.600,4.760
2,0:12,2,7,STL 7,0,10,"Russell Wilson pass complete short right to Golden Tate for 7 yards. Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",4.760,3.240
2,0:06,2,17,STL 17,0,13,Steven Hauschka 35 yard field goal good,3.240,3.000
2,0:06,,,SEA 35,0,13,Steven Hauschka kicks off 35 yards,0.000,-0.940
2,0:02,1,10,STL 30,0,13,Kellen Clemens kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,0,13,"Steven Hauschka kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,STL 20,0,13,"Kellen Clemens pass incomplete short left intended for Jared Cook (defended by Byron Maxwell). Penalty on Byron Maxwell: Defensive Holding, 5 yards (no play)",0.280,0.610
3,14:56,1,10,STL 25,0,13,Kellen Clemens pass complete short middle to Lance Kendricks for 8 yards (tackle by Malcolm Smith and Bobby Wagner),0.610,1.140
3,14:18,2,2,STL 33,0,13,Zac Stacy right tackle for 1 yard (tackle by Brandon Mebane),1.140,0.560
3,13:34,3,1,STL 34,0,13,Kellen Clemens pass incomplete short middle intended for Jared Cook (defended by Tony McDaniel),0.560,-1.110
3,13:28,4,1,STL 34,0,13,"Johnny Hekker punts 46 yards, returned by Golden Tate for 5 yards (tackle by Ray Ray Armstrong)",-1.110,-0.610
3,13:18,1,10,SEA 25,0,13,"Penalty on Breno Giacomini: False Start, 5 yards (no play)",0.610,0.280
3,13:18,1,15,SEA 20,0,13,Russell Wilson pass incomplete short left intended for Zach Miller (defended by Rodney McLeod),0.280,-0.610
3,13:14,2,15,SEA 20,0,13,"Russell Wilson pass incomplete. Penalty on Russell Wilson: Intentional Grounding, 14 yards",-0.610,-3.640
3,13:09,3,29,SEA 6,0,13,Marshawn Lynch left tackle for 7 yards (tackle by Trumaine Johnson and Michael Brockers),-3.640,-2.490
3,12:34,4,22,SEA 13,0,13,"Jon Ryan punts 50 yards, returned by Austin Pettis for 32 yards (tackle by Ricardo Lockette). Austin Pettis fumbles (forced by Ricardo Lockette), ball out of bounds at SEA-31",-2.490,-3.510
3,12:17,1,10,SEA 31,0,13,Kellen Clemens pass complete short right to Stedman Bailey for 13 yards,3.510,4.370
3,11:46,1,10,SEA 18,0,13,Zac Stacy up the middle for no gain (tackle by Michael Bennett and Bobby Wagner),4.370,3.800
3,11:04,2,10,SEA 18,0,13,Kellen Clemens pass incomplete short middle intended for Stedman Bailey,3.800,3.050
3,11:00,3,10,SEA 18,0,13,Kellen Clemens pass incomplete deep middle intended for Chris Givens (defended by Richard Sherman),3.050,2.250
3,10:53,4,10,SEA 18,3,13,Greg Zuerlein 36 yard field goal good,2.250,3.000
3,10:53,,,STL 35,3,13,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,10:49,1,10,SEA 20,3,13,Marshawn Lynch right tackle for 3 yards (tackle by Brandon McGee and Jermelle Cudjo),0.280,0.140
3,10:13,2,7,SEA 23,3,13,Marshawn Lynch right guard for 6 yards (tackle by Brandon McGee),0.140,0.230
3,9:36,3,1,SEA 29,3,13,Russell Wilson pass complete short right to Marshawn Lynch for 4 yards (tackle by Brandon McGee),0.230,1.140
3,9:03,1,10,SEA 33,3,13,Robert Turbin left tackle for 5 yards (tackle by James Laurinaitis and Alec Ogletree),1.140,1.270
3,8:24,2,5,SEA 38,3,13,Marshawn Lynch up the middle for 6 yards (tackle by William Hayes),1.270,1.860
3,7:40,1,10,SEA 44,3,13,Robert Turbin left tackle for -1 yards (tackle by Robert Quinn),1.860,1.180
3,7:03,2,11,SEA 43,3,13,Russell Wilson pass complete short right to Golden Tate for 11 yards (tackle by Brandon McGee),1.180,2.520
3,6:28,1,10,STL 46,3,13,Marshawn Lynch up the middle for 4 yards (tackle by T.J. McDonald and William Hayes),2.520,2.520
3,5:49,2,6,STL 42,3,13,Russell Wilson pass complete short right to Golden Tate for 19 yards (tackle by Michael Brockers),2.520,4.040
3,5:00,1,10,STL 23,3,13,Marshawn Lynch up the middle for no gain (tackle by Jermelle Cudjo and Robert Quinn),4.040,3.500
3,4:16,2,10,STL 23,3,13,"Marshawn Lynch right tackle for 1 yard (tackle by Trumaine Johnson). Penalty on Alec Ogletree: Unnecessary Roughness, 11 yards",3.500,4.840
3,3:50,1,10,STL 11,3,13,"Robert Turbin up the middle for no gain (tackle by Alec Ogletree). Penalty on Alec Ogletree: Unsportsmanlike Conduct, 6 yards, Penalty on Kendall Langford: Disqualification, 3 yards, Penalty on Kendall Langford: Unsportsmanlike Conduct, 1 yards",4.840,6.970
3,2:53,1,1,STL 1,3,13,Russell Wilson sacked by Chris Long for -1 yards,6.970,5.720
3,2:25,2,2,STL 2,3,19,"Marshawn Lynch up the middle for 2 yards, touchdown",5.720,7.000
3,2:25,,,STL 2,3,20,Steven Hauschka kicks extra point good,0.000,0.000
3,2:25,,,SEA 35,3,20,"Steven Hauschka kicks off 70 yards, returned by Isaiah Pead for 23 yards (tackle by DeShawn Shead). Penalty on Ray Ray Armstrong: Unsportsmanlike Conduct, 9 yards, Penalty on Darian Stewart: Unsportsmanlike Conduct, 4 yards",0.000,0.530
3,2:17,1,14,STL 5,3,20,Zac Stacy right tackle for no gain (tackle by Brandon Mebane and Bobby Wagner),-0.530,-1.070
3,1:40,2,14,STL 5,3,20,Kellen Clemens pass complete short right to Lance Kendricks for 6 yards (tackle by Bobby Wagner),-1.070,-1.190
3,0:54,3,8,STL 11,3,20,Kellen Clemens pass complete short right to Zac Stacy for 6 yards (tackle by Malcolm Smith and Richard Sherman),-1.190,-1.190
3,0:16,3,8,STL 11,3,20,Timeout #1 by Seattle Seahawks,-1.190,-2.320
3,0:15,4,2,STL 17,3,20,"Johnny Hekker punts 58 yards, fair catch by Golden Tate",-2.320,-0.610
3,0:09,1,10,SEA 25,3,20,Russell Wilson left end for -6 yards (tackle by Alec Ogletree),0.610,-0.810
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,16,SEA 19,3,20,Russell Wilson pass complete short middle to Zach Miller for 4 yards (tackle by James Laurinaitis),-0.810,-0.890
4,14:25,3,12,SEA 23,3,20,"Penalty on William Hayes: Neutral Zone Infraction, 5 yards (no play)",-0.890,-0.230
4,13:58,3,7,SEA 28,3,20,Russell Wilson pass complete short right to Luke Willson for 4 yards (tackle by Rodney McLeod),-0.230,-1.240
4,13:28,4,3,SEA 32,3,20,"Jon Ryan punts 57 yards, returned by Austin Pettis for 5 yards (tackle by Clint Gresham)",-1.240,0.140
4,13:14,1,10,STL 16,3,20,Kellen Clemens sacked by Clinton McDonald for -10 yards,-0.140,-1.510
4,12:34,2,20,STL 6,3,20,Kellen Clemens pass complete short middle to Austin Pettis for 8 yards (tackle by Kam Chancellor),-1.510,-1.610
4,11:54,3,12,STL 14,3,20,Kellen Clemens pass complete short right to Jared Cook for 1 yard (tackle by Kam Chancellor),-1.610,-2.440
4,11:33,4,11,STL 15,3,20,"Johnny Hekker punts 46 yards, out of bounds",-2.440,-1.530
4,11:24,1,10,SEA 39,3,20,Marshawn Lynch right guard for 9 yards (tackle by Michael Brockers and Rodney McLeod),1.530,2.200
4,10:42,2,1,SEA 48,3,20,Marshawn Lynch left end for no gain (tackle by Alec Ogletree and Rodney McLeod),2.200,1.490
4,10:02,3,1,SEA 48,3,20,Marshawn Lynch left tackle for 5 yards (tackle by Ray Ray Armstrong),1.490,2.460
4,9:23,1,10,STL 47,3,26,"Russell Wilson pass complete deep left to Golden Tate for 47 yards, touchdown",2.460,7.000
4,9:23,,,STL 2,3,27,Steven Hauschka kicks extra point good,0.000,0.000
4,9:23,,,SEA 35,3,27,"Steven Hauschka kicks off 67 yards, returned by Isaiah Pead for 31 yards (tackle by Kam Chancellor)",0.000,-0.870
4,9:08,1,10,STL 29,3,27,"Kellen Clemens pass incomplete deep left intended for Chris Givens. Penalty on Chris Williams: Illegal Use of Hands (Offsetting), Penalty on Byron Maxwell: Illegal Contact (Offsetting) (no play)",0.870,0.870
4,9:01,1,10,STL 29,3,27,Zac Stacy left guard for 7 yards (tackle by Chris Clemons and Malcolm Smith),0.870,1.270
4,8:38,2,3,STL 36,3,27,Kellen Clemens pass complete short middle to Zac Stacy for 4 yards (tackle by Bobby Wagner and Clinton McDonald),1.270,1.600
4,8:06,1,10,STL 40,3,27,Kellen Clemens pass complete short right to Jared Cook for 6 yards (tackle by Bobby Wagner),1.600,1.860
4,7:40,2,4,STL 46,3,27,Kellen Clemens pass incomplete short middle intended for Jared Cook,1.860,1.160
4,7:37,3,4,STL 46,3,27,Kellen Clemens pass complete short left to Austin Pettis for 7 yards (tackle by Walter Thurmond),1.160,2.460
4,7:12,1,10,SEA 47,3,27,Kellen Clemens pass incomplete deep left intended for Chris Givens,2.460,1.910
4,7:07,2,10,SEA 47,3,27,Kellen Clemens right end for 3 yards,1.910,1.620
4,6:37,3,7,SEA 44,3,27,Kellen Clemens pass complete short middle to Jared Cook for 7 yards (tackle by O'Brien Schofield),1.620,3.120
4,6:11,1,10,SEA 37,3,27,Kellen Clemens pass complete short right to Stedman Bailey for 6 yards (tackle by Jeremy Lane and Kam Chancellor),3.120,3.380
4,5:42,2,4,SEA 31,3,27,Zac Stacy up the middle for 4 yards (tackle by Mike Morgan),3.380,3.780
4,5:14,1,10,SEA 27,3,27,Kellen Clemens pass complete deep right to Lance Kendricks for 21 yards (tackle by Richard Sherman),3.780,5.830
4,4:46,1,6,SEA 6,3,27,Kellen Clemens pass complete short right to Lance Kendricks for 4 yards (tackle by Bobby Wagner),5.830,5.720
4,4:17,2,2,SEA 2,9,27,"Kellen Clemens pass complete short right to Jared Cook for 2 yards, touchdown",5.720,7.000
4,4:17,,,,9,27,"Two Point Attempt: Kellen Clemens pass incomplete intended for Jared Cook, conversion fails",0.000,-1.000
4,4:17,,,STL 35,9,27,"Greg Zuerlein kicks onside 9 yards, recovered by Zach Miller",0.000,-2.650
4,4:12,1,10,STL 44,9,27,Robert Turbin right tackle for 2 yards (tackle by T.J. McDonald and Alec Ogletree),2.650,2.380
4,3:26,2,8,STL 42,9,27,Robert Turbin left end for 7 yards (tackle by James Laurinaitis),2.380,2.610
4,2:44,3,1,STL 35,9,27,Robert Turbin left end for -2 yards (tackle by T.J. McDonald),2.610,2.610
4,2:38,3,1,STL 35,9,27,Timeout #1 by St. Louis Rams,2.610,0.790
4,2:38,4,3,STL 37,9,27,Russell Wilson pass complete short right to Derrick Coleman for 6 yards (tackle by Chris Long),0.790,3.510
4,2:00,1,10,STL 31,9,27,Russell Wilson kneels for -1 yards,3.510,2.830
4,1:20,2,11,STL 32,9,27,Russell Wilson kneels for -1 yards,2.830,2.020
4,0:39,3,12,STL 33,9,27,Russell Wilson kneels for -1 yards,2.020,1.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
