Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,16,71,0,3,39,2.4,32,2.0,0,
Devontae Booker,LVR,3,31,0,2,13,4.3,18,6.0,1,3.0
Derek Carr,LVR,2,10,0,1,9,4.5,1,0.5,0,
Jalen Richard,LVR,1,14,0,1,5,5.0,9,9.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
J.J. Taylor,NWE,11,43,0,2,23,2.1,20,1.8,0,
Sony Michel,NWE,9,117,0,3,18,2.0,99,11.0,3,3.0
Cam Newton,NWE,9,27,0,2,21,2.3,6,0.7,0,
Rex Burkhead,NWE,6,49,2,6,30,5.0,19,3.2,3,2.0
Julian Edelman,NWE,1,-1,0,0,-1,-1.0,0,0.0,0,
N'Keal Harry,NWE,1,2,0,0,1,1.0,1,1.0,0,
Isaiah Zuber,NWE,1,13,0,1,11,11.0,2,2.0,0,
