Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chuba Hubbard,CAR,11,52,0,3,29,2.6,23,2.1,2,5.5
Sam Darnold,CAR,8,11,2,4,3,0.4,8,1.0,2,4.0
Christian McCaffrey,CAR,7,31,0,1,3,0.4,28,4.0,3,2.3
Royce Freeman,CAR,5,17,0,1,14,2.8,3,0.6,0,
D.J. Moore,CAR,1,-1,0,0,-1,-1.0,0,0.0,0,
Tommy Tremble,CAR,1,7,1,1,7,7.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Phillip Lindsay,HOU,7,5,0,1,1,0.1,4,0.6,0,
Mark Ingram,HOU,6,21,0,1,7,1.2,14,2.3,0,
David Johnson,HOU,2,11,0,,5,2.5,6,3.0,0,
Brandin Cooks,HOU,1,5,0,0,3,3.0,2,2.0,0,
Davis Mills,HOU,1,0,0,0,0,0.0,0,0.0,0,
