Quarter,Time,Tm,Detail,SFO,SEA
2.0,10:39,Seahawks,"Safety, Offensive penalty on San Francisco, Bruce Miller, Holding in the endzone.",0,2
,5:52,Seahawks,Stephen Hauschka 30 yard field goal,0,5
3.0,9:12,Seahawks,Marshawn Lynch 14 yard rush (Stephen Hauschka kick),0,12
,4:20,49ers,Phil Dawson 21 yard field goal,3,12
4.0,13:44,Seahawks,Marshawn Lynch 7 yard pass from Russell Wilson (Stephen Hauschka kick),3,19
,11:31,Seahawks,Stephen Hauschka 37 yard field goal,3,22
,4:22,Seahawks,Marshawn Lynch 2 yard rush (Stephen Hauschka kick),3,29
