Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,Knowshon Moreno up the middle for 8 yards (tackle by Craig Robertson),0.280,0.810
1,14:36,2,2,DEN 28,0,0,Peyton Manning pass complete short middle to Brandon Stokley for 5 yards (tackle by Craig Robertson),0.810,1.140
1,14:10,1,10,DEN 33,0,0,Peyton Manning pass complete short left to Demaryius Thomas for 23 yards (tackle by Craig Robertson),1.140,2.650
1,13:46,1,10,CLE 44,0,0,Knowshon Moreno right guard for 4 yards (tackle by Jabaal Sheard),2.650,2.650
1,13:20,2,6,CLE 40,0,0,Peyton Manning pass complete short left to Demaryius Thomas for 12 yards,2.650,3.710
1,12:55,1,10,CLE 28,0,0,Peyton Manning pass incomplete short left intended for Ronnie Hillman,3.710,3.170
1,12:50,2,10,CLE 28,0,0,Ronnie Hillman left guard for 6 yards (tackle by Billy Winn),3.170,3.270
1,12:17,3,4,CLE 22,0,6,"Peyton Manning pass complete deep left to Demaryius Thomas for 22 yards, touchdown",3.270,7.000
1,12:17,,,CLE 2,0,7,Matt Prater kicks extra point good,0.000,0.000
1,12:10,,,DEN 35,0,7,"Matt Prater kicks off 65 yards, returned by Josh Cribbs for 28 yards (tackle by Matt Willis)",0.000,0.810
1,12:02,1,10,CLE 28,0,7,Brandon Weeden pass complete short right to Chris Ogbonnaya for 2 yards (tackle by Chris Harris),0.810,0.530
1,11:29,2,8,CLE 30,0,7,Brandon Weeden pass complete short left to Greg Little for 9 yards (tackle by Chris Harris),0.530,1.530
1,10:54,1,10,CLE 39,0,7,"Penalty on Shawn Lauvao: False Start, 5 yards (no play)",1.530,1.200
1,10:35,1,15,CLE 34,0,7,Trent Richardson up the middle for 8 yards (tackle by Keith Brooking and Wesley Woodyard),1.200,1.390
1,10:02,2,7,CLE 42,0,7,Trent Richardson up the middle for 7 yards (tackle by Keith Brooking),1.390,2.190
1,9:23,1,10,CLE 49,0,7,Brandon Weeden pass complete short right to Ben Watson for 13 yards (tackle by Mike Adams),2.190,3.050
1,8:49,1,10,DEN 38,0,7,Trent Richardson left tackle for 3 yards (tackle by Mitch Unrein and Wesley Woodyard),3.050,2.910
1,8:13,2,7,DEN 35,0,7,Brandon Weeden pass complete short right to Ben Watson for 15 yards (tackle by Rahim Moore),2.910,4.240
1,7:32,1,10,DEN 20,0,7,Trent Richardson left tackle for 2 yards (tackle by Mitch Unrein),4.240,3.960
1,6:55,2,8,DEN 18,0,7,Brandon Weeden pass complete short right to Brad Smelley for 3 yards (tackle by Chris Harris),3.960,3.700
1,6:15,3,5,DEN 15,0,7,Brandon Weeden pass complete short right to Josh Gordon for 7 yards (tackle by Danny Trevathan),3.700,5.370
1,5:32,1,8,DEN 8,0,7,Brandon Weeden pass incomplete short left intended for Josh Gordon (defended by Justin Bannan),5.370,4.570
1,5:28,2,8,DEN 8,0,7,"Penalty on Alex Mack: False Start, 5 yards (no play)",4.570,3.720
1,5:28,2,13,DEN 13,0,7,Trent Richardson left end for 4 yards (tackle by Omar Bolden and Mitch Unrein),3.720,3.360
1,4:47,3,9,DEN 9,0,7,Brandon Weeden pass incomplete short right intended for Josh Cooper (defended by Mike Adams),3.360,2.830
1,4:40,4,9,DEN 9,3,7,Phil Dawson 27 yard field goal good,2.830,3.000
1,4:35,,,CLE 35,3,7,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
1,4:35,1,10,DEN 20,3,7,Knowshon Moreno up the middle for 8 yards (tackle by D'Qwell Jackson),0.280,0.810
1,4:12,2,2,DEN 28,3,7,Peyton Manning pass complete short left to Demaryius Thomas for 6 yards (tackle by Reggie Hodges),0.810,1.200
1,3:37,1,10,DEN 34,3,7,Peyton Manning pass complete short right to Eric Decker for 9 yards (tackle by Joe Haden),1.200,1.870
1,3:11,2,1,DEN 43,3,7,Knowshon Moreno up the middle for 4 yards (tackle by Usama Young),1.870,2.060
1,2:43,1,10,DEN 47,3,7,Peyton Manning pass complete short right to Joel Dreessen for 4 yards (tackle by Usama Young),2.060,2.060
1,2:15,2,6,CLE 49,3,7,Peyton Manning pass complete short left to Demaryius Thomas for 4 yards (tackle by Sheldon Brown),2.060,1.880
1,1:44,3,2,CLE 45,3,7,"Penalty on Jabaal Sheard: Neutral Zone Infraction, 5 yards (no play)",1.880,2.920
1,1:32,1,10,CLE 40,3,7,Knowshon Moreno left guard for 4 yards (tackle by Craig Robertson and Ahtyba Rubin),2.920,2.910
1,1:02,2,6,CLE 36,3,7,Peyton Manning pass complete short right to Brandon Stokley for 5 yards (tackle by D'Qwell Jackson),2.910,2.870
1,0:38,3,1,CLE 31,3,7,Knowshon Moreno left tackle for 2 yards (tackle by Juqua Parker),2.870,3.640
1,0:11,1,10,CLE 29,3,7,"Ronnie Hillman left guard for 11 yards (tackle by Eric Hagg). Penalty on Zane Beadles: Offensive Holding, 10 yards (no play)",3.640,2.980
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,20,CLE 39,3,7,Knowshon Moreno right end for 8 yards (tackle by Phil Taylor),2.980,2.830
2,14:32,2,12,CLE 31,3,7,Peyton Manning pass complete short middle to Knowshon Moreno for 6 yards (tackle by Buster Skrine),2.830,2.940
2,13:53,3,6,CLE 25,3,7,Peyton Manning pass complete short middle to Eric Decker for 14 yards (tackle by Joe Haden),2.940,4.840
2,13:24,1,10,CLE 11,3,7,Jacob Hester left tackle for 1 yard (tackle by John Hughes and D'Qwell Jackson),4.840,4.320
2,12:53,2,9,CLE 10,3,7,Peyton Manning pass incomplete short left intended for Demaryius Thomas,4.320,0.000
2,12:47,,,,3,7,Timeout #1 by Denver Broncos,0.000,3.300
2,12:47,3,9,CLE 10,3,13,"Peyton Manning pass complete short middle to Eric Decker for 10 yards, touchdown",3.300,7.000
2,12:47,,,CLE 2,3,14,Matt Prater kicks extra point good,0.000,0.000
2,12:40,,,DEN 35,3,14,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
2,12:40,1,10,CLE 20,3,14,Trent Richardson right tackle for 5 yards (tackle by Chris Harris and Derek Wolfe),0.280,0.410
2,12:06,2,5,CLE 25,3,14,Brandon Weeden pass complete short left to Alex Smith for -2 yards (tackle by Justin Bannan),0.410,-0.560
2,11:25,3,7,CLE 23,3,14,Brandon Weeden pass complete short left to Ben Watson for 19 yards (tackle by Rahim Moore),-0.560,1.730
2,10:59,1,10,CLE 42,3,14,Josh Cribbs left end for 3 yards (tackle by Mike Adams),1.730,1.590
2,10:34,2,7,CLE 45,3,14,Brandon Weeden pass incomplete deep left intended for Ben Watson,1.590,0.890
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,10:29,3,7,CLE 45,3,14,Brandon Weeden pass incomplete short left intended for Greg Little. Penalty on Josh Cribbs: Defensive Pass Interference (Declined),0.890,-0.390
2,10:24,4,7,CLE 45,3,14,"Reggie Hodges punts 43 yards, fair catch by Jim Leonhard",-0.390,0.350
2,10:16,1,10,DEN 12,3,14,Peyton Manning pass complete short left to Joel Dreessen for 13 yards (tackle by Usama Young),-0.350,0.610
2,9:51,1,10,DEN 25,3,14,Knowshon Moreno left guard for 2 yards (tackle by Jabaal Sheard and D'Qwell Jackson),0.610,0.330
2,9:21,2,8,DEN 27,3,14,"Peyton Manning pass complete short left to Brandon Stokley for 3 yards (tackle by D'Qwell Jackson). Penalty on Sheldon Brown: Defensive Holding, 5 yards (no play)",0.330,1.070
2,8:59,1,10,DEN 32,3,14,Ronnie Hillman left end for 12 yards (tackle by Usama Young and Craig Robertson),1.070,1.860
2,8:29,1,10,DEN 44,3,14,Peyton Manning pass incomplete short left intended for Demaryius Thomas,1.860,1.320
2,8:26,2,10,DEN 44,3,14,Peyton Manning pass incomplete short right intended for Matt Willis,1.320,0.630
2,8:21,3,10,DEN 44,3,14,Peyton Manning pass incomplete short left intended for Demaryius Thomas,0.630,-0.460
2,8:17,4,10,DEN 44,3,14,"Britton Colquitt punts 47 yards, returned by Josh Cribbs for 11 yards (tackle by Matt Willis). Penalty on CLE: Illegal Block Above the Waist, 10 yards",-0.460,0.380
2,7:58,1,10,CLE 10,3,14,Montario Hardesty left guard for 3 yards (tackle by Justin Bannan and Champ Bailey),-0.380,-0.560
2,7:24,2,7,CLE 13,3,14,Brandon Weeden pass complete short right to Montario Hardesty for 7 yards (tackle by Von Miller),-0.560,0.280
2,7:01,1,10,CLE 20,3,14,Brandon Weeden pass complete short left to Greg Little for 21 yards (tackle by Wesley Woodyard),0.280,1.660
2,6:32,1,10,CLE 41,3,14,Montario Hardesty left tackle for 6 yards (tackle by Champ Bailey),1.660,1.930
2,5:58,2,4,CLE 47,3,14,Brandon Weeden pass complete short right to Greg Little for 2 yards (tackle by Chris Harris),1.930,1.490
2,5:13,3,2,CLE 49,3,14,Brandon Weeden pass incomplete short left intended for Ben Watson (defended by Mike Adams),1.490,-0.130
2,5:07,4,2,CLE 49,3,14,"Reggie Hodges punts 45 yards, muffed catch by Jim Leonhard, recovered by Jim Leonhard and returned for no gain",-0.130,0.380
2,4:57,1,10,DEN 6,3,14,Knowshon Moreno left guard for no gain (tackle by Ahtyba Rubin),-0.380,-0.780
2,4:29,2,10,DEN 6,3,14,Peyton Manning pass complete short left to Joel Dreessen for 5 yards (tackle by Frostee Rucker),-0.780,-0.840
2,3:53,3,5,DEN 11,3,14,"Peyton Manning pass complete short middle to Demaryius Thomas for 32 yards (tackle by Joe Haden). Penalty on Brandon Stokley: Offensive Pass Interference, 5 yards (no play)",-0.840,-1.420
2,3:26,3,10,DEN 6,3,14,Peyton Manning pass complete short middle to Knowshon Moreno for 12 yards (tackle by Craig Robertson),-1.420,0.040
2,2:48,1,10,DEN 18,3,14,Peyton Manning pass incomplete short left intended for Matt Willis,0.040,-0.490
2,2:45,2,10,DEN 18,3,14,Peyton Manning pass complete short left to Knowshon Moreno for 14 yards (tackle by Craig Robertson),-0.490,1.070
2,2:18,1,10,DEN 32,3,14,Ronnie Hillman left tackle for 7 yards (tackle by Craig Robertson),1.070,1.470
2,2:00,2,3,DEN 39,3,14,"Penalty on Orlando Franklin: False Start, 5 yards (no play)",1.470,0.800
2,2:00,2,8,DEN 34,3,14,"Peyton Manning pass incomplete short middle intended for Brandon Stokley. Penalty on Trevin Wade: Defensive Pass Interference, 6 yards (no play)",0.800,1.600
2,1:56,1,10,DEN 40,3,14,Peyton Manning pass complete deep left to Jacob Tamme for 36 yards (tackle by Buster Skrine),1.600,3.970
2,1:22,1,10,CLE 24,3,14,Peyton Manning pass incomplete deep right intended for Brandon Stokley,3.970,3.430
2,1:17,2,10,CLE 24,3,14,Knowshon Moreno up the middle for -4 yards (tackle by Ahtyba Rubin),3.430,2.210
2,0:38,3,14,CLE 28,3,14,Peyton Manning pass complete short left to Eric Decker for 15 yards (tackle by Buster Skrine),2.210,4.710
2,0:32,1,10,CLE 13,3,14,Peyton Manning pass complete short left to Knowshon Moreno for 6 yards (tackle by Craig Robertson),4.710,5.150
2,0:27,2,4,CLE 7,3,14,Knowshon Moreno up the middle for 2 yards (tackle by Buster Skrine and Frostee Rucker),5.150,0.000
2,0:21,,,,3,14,Timeout #2 by Denver Broncos,0.000,4.780
2,0:21,3,2,CLE 5,3,14,"Penalty on DEN: Delay of Game, 5 yards (no play)",4.780,3.650
2,0:21,3,7,CLE 10,3,14,Peyton Manning pass incomplete short left intended for Knowshon Moreno is intercepted by Usama Young at CLE-0,3.650,-0.280
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:14,1,10,CLE 20,3,14,Brandon Weeden kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,3,14,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CLE 20,3,14,Trent Richardson left guard for 14 yards (tackle by Keith Brooking),0.280,1.200
3,14:27,1,10,CLE 34,3,14,Brandon Weeden up the middle for 3 yards (tackle by Keith Brooking),1.200,1.060
3,13:49,2,7,CLE 37,3,14,Brandon Weeden pass complete short left to Greg Little for 8 yards (tackle by Chris Harris),1.060,1.930
3,13:17,1,10,CLE 45,3,14,Trent Richardson right guard for 9 yards (tackle by Keith Brooking and Malik Jackson),1.930,2.600
3,12:34,2,1,DEN 46,3,14,"Brandon Weeden left end for 2 yards (tackle by Champ Bailey). Penalty on Champ Bailey: Personal Foul, 15 yards",2.600,3.640
