Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
1,6:05,2,5,PHI 38,0,7,Lance Dunbar left end for 3 yards (tackle by Nnamdi Asomugha and Akeem Jordan),2.850,2.540
1,5:23,3,2,PHI 35,0,7,Tony Romo pass complete short left to Cole Beasley for 3 yards (tackle by Kurt Coleman and DeMeco Ryans),2.540,3.450
1,4:48,1,10,PHI 32,0,7,Tony Romo pass complete short left to Jason Witten for 8 yards,3.450,3.980
1,4:24,2,2,PHI 24,0,7,Felix Jones right guard for 3 yards (tackle by Akeem Jordan),3.980,4.170
1,3:40,1,10,PHI 21,0,7,Felix Jones left tackle for 9 yards (tackle by Mychal Kendricks),4.170,5.160
1,2:59,2,1,PHI 12,0,7,Felix Jones left guard for 1 yard (tackle by Akeem Jordan),5.160,4.840
1,2:21,1,10,PHI 11,6,7,"Tony Romo pass complete short left to Felix Jones for 11 yards, touchdown",4.840,7.000
1,2:21,,,PHI 2,7,7,Dan Bailey kicks extra point good,0.000,0.000
1,2:13,,,DAL 35,7,7,"Dan Bailey kicks off 65 yards, touchback",0.000,0.280
1,2:13,1,10,PHI 20,7,7,LeSean McCoy up the middle for 6 yards (tackle by Orlando Scandrick),0.280,0.540
1,1:35,2,4,PHI 26,7,7,Michael Vick pass incomplete deep left intended for Jeremy Maclin (defended by Charlie Peprah),0.540,-0.160
1,1:28,3,4,PHI 26,7,7,Michael Vick right end for no gain (tackle by Jay Ratliff and Anthony Spencer),-0.160,-1.630
1,0:48,4,4,PHI 26,7,7,"Mat McBriar punts 44 yards, returned by Dwayne Harris for 5 yards (tackle by Nate Allen)",-1.630,-1.270
1,0:36,1,10,DAL 35,7,7,Tony Romo pass incomplete short left intended for Miles Austin,1.270,0.720
1,0:31,2,10,DAL 35,7,7,Lance Dunbar right tackle for 5 yards (tackle by Curtis Marsh),0.720,0.700
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,DAL 40,7,7,Tony Romo pass incomplete deep right intended for Dez Bryant,0.700,-0.720
2,14:56,4,5,DAL 40,7,7,"Brian Moorman punts 42 yards, fair catch by Damaris Johnson",-0.720,-0.040
2,14:48,1,10,PHI 18,7,7,Bryce Brown right end for -1 yards (tackle by Bruce Carter),0.040,-0.650
2,14:11,2,11,PHI 17,7,7,Michael Vick pass complete short right to LeSean McCoy for 12 yards,-0.650,0.000
2,13:35,,,,7,7,Timeout #1 by Philadelphia Eagles,0.000,0.870
2,13:35,1,10,PHI 29,7,7,Michael Vick left tackle for 4 yards (tackle by DeMarcus Ware),0.870,0.870
2,13:03,2,6,PHI 33,7,7,Michael Vick pass complete short left to Jason Avant for -1 yards (tackle by Bruce Carter),0.870,0.040
2,12:23,3,7,PHI 32,7,7,"Michael Vick up the middle for no gain (tackle by Jay Ratliff). Penalty on Morris Claiborne: Defensive Offside, 5 yards (no play)",0.040,0.700
2,11:53,3,2,PHI 37,7,7,Michael Vick pass incomplete short left intended for LeSean McCoy (defended by Ernie Sims),0.700,-0.910
2,11:49,4,2,PHI 37,7,7,"Mat McBriar punts 63 yards, touchback",-0.910,-0.280
2,11:40,1,10,DAL 20,7,7,Felix Jones up the middle for 2 yards (tackle by Mychal Kendricks),0.280,0.000
2,11:04,2,8,DAL 22,7,7,Tony Romo pass complete short middle to Felix Jones for 4 yards (tackle by DeMeco Ryans),0.000,-0.160
2,10:38,3,4,DAL 26,7,7,Tony Romo pass complete short right to Lawrence Vickers for 17 yards (tackle by Kurt Coleman),-0.160,1.800
2,10:02,1,10,DAL 43,7,7,Tony Romo pass complete short right to Felix Jones for 7 yards (tackle by Trent Cole),1.800,2.200
2,9:31,2,3,,7,7,Lance Dunbar up the middle for 5 yards (tackle by Trent Cole),2.200,2.590
2,8:56,1,10,PHI 45,7,7,Tony Romo pass incomplete short left intended for Jason Witten (defended by Derek Landri),2.590,2.040
2,8:51,2,10,PHI 45,7,7,Tony Romo sacked by Mychal Kendricks for -5 yards,2.040,0.700
2,8:11,3,15,,7,7,Tony Romo sacked by Fletcher Cox for -7 yards,0.700,-0.520
2,7:48,4,22,DAL 43,7,7,"Brian Moorman punts 35 yards, out of bounds",-0.520,-0.410
2,7:41,1,10,PHI 22,7,7,LeSean McCoy right end for no gain (tackle by DeMarcus Ware),0.410,-0.130
2,7:02,2,10,PHI 22,7,7,LeSean McCoy right end for 5 yards (tackle by Ernie Sims),-0.130,-0.160
2,6:16,3,5,PHI 27,7,7,Nick Foles pass incomplete deep right intended for Jason Avant,-0.160,-1.570
2,6:10,4,5,PHI 27,7,7,"Mat McBriar punts 47 yards, returned by Dwayne Harris for 6 yards (tackle by Akeem Jordan)",-1.570,-1.070
2,6:00,1,10,DAL 32,7,7,Tony Romo pass complete deep right to Dez Bryant for 49 yards (tackle by Kurt Coleman and Dominique Rodgers-Cromartie),1.070,4.310
2,5:12,1,10,PHI 19,7,7,Lance Dunbar for 3 yards,4.310,4.180
2,4:48,2,7,PHI 16,7,7,Tony Romo pass complete short right to Jason Witten for 5 yards (tackle by Nate Allen),4.180,4.430
2,3:59,3,2,PHI 11,7,7,Tony Romo pass incomplete short right intended for Jason Witten,4.430,2.820
2,3:54,4,2,PHI 11,10,7,Dan Bailey 30 yard field goal good,2.820,3.000
2,3:50,,,DAL 35,10,7,"Dan Bailey kicks off 67 yards, returned by Brandon Boykin for 24 yards (tackle by Eric Frampton)",0.000,0.410
2,3:44,1,10,PHI 22,10,7,Nick Foles pass complete short right to Clay Harbor for 7 yards (tackle by Danny McCray),0.410,0.810
2,3:08,2,3,PHI 29,10,7,"Nick Foles pass complete short right to Brent Celek for 8 yards (tackle by Danny McCray). Penalty on Demetress Bell: Offensive Holding, 10 yards (no play)",0.810,-0.600
2,2:42,2,13,PHI 19,10,7,Nick Foles pass incomplete short right intended for Stanley Havili (defended by Orlando Scandrick),-0.600,-1.290
2,2:38,3,13,PHI 19,10,7,Nick Foles pass complete short left to LeSean McCoy for 8 yards (tackle by Danny McCray),-1.290,0.000
2,2:31,,,,10,7,Timeout #1 by Dallas Cowboys,0.000,-1.570
2,2:31,4,5,PHI 27,10,7,"Mat McBriar punts 38 yards, fair catch by Dwayne Harris",-1.570,-1.270
2,2:24,1,10,DAL 35,10,7,Felix Jones left end for 15 yards (tackle by Kurt Coleman),1.270,2.260
2,2:00,1,10,,10,7,Tony Romo pass complete short middle to Jason Witten for 9 yards (tackle by Nate Allen),2.260,2.930
2,1:37,2,1,PHI 41,10,7,Tony Romo pass incomplete short right intended for Miles Austin (defended by Fletcher Cox),2.930,2.210
2,1:37,3,1,PHI 41,10,7,Tony Romo pass complete short right to Jason Witten for no gain,2.210,0.530
2,0:53,4,1,PHI 41,10,7,"Brian Moorman punts 33 yards, fair catch by Damaris Johnson",0.530,0.380
2,0:45,1,10,PHI 8,10,7,"LeSean McCoy right end for no gain (tackle by Bruce Carter). Penalty on Anthony Spencer: Defensive Offside, 5 yards (no play)",-0.380,-0.070
2,0:43,1,5,PHI 13,10,7,LeSean McCoy left end for no gain (tackle by Gerald Sensabaugh),-0.070,0.000
2,0:34,,,,10,7,Timeout #2 by Dallas Cowboys,0.000,-0.410
2,0:34,2,5,PHI 13,10,7,Nick Foles pass complete short right to Stanley Havili for 3 yards (tackle by Brandon Carr),-0.410,-0.480
2,0:27,3,2,PHI 16,10,7,LeSean McCoy up the middle for no gain (tackle by Kenyon Coleman),-0.480,0.000
2,0:21,,,,10,7,Timeout #3 by Dallas Cowboys,0.000,-2.390
2,0:20,4,2,PHI 16,10,7,"Mat McBriar punts 54 yards, returned by Dwayne Harris for 8 yards (tackle by Stanley Havili)",-2.390,-1.470
2,0:09,1,10,DAL 38,10,7,Tony Romo kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,10,7,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DAL 20,10,7,Tony Romo pass incomplete short left intended for Dez Bryant (defended by Nnamdi Asomugha),0.280,-0.270
3,14:57,2,10,DAL 20,10,7,Tony Romo sacked by Cullen Jenkins for -4 yards,-0.270,-1.690
3,14:21,3,14,DAL 16,10,7,Tony Romo pass incomplete,-1.690,-2.390
3,14:15,4,14,DAL 16,10,7,Brian Moorman punts 46 yards,-2.390,-1.470
3,14:05,1,10,PHI 38,10,7,Nick Foles pass incomplete short left intended for Jeremy Maclin,1.470,0.920
3,14:02,2,10,PHI 38,10,7,"Nick Foles pass incomplete deep left intended for Riley Cooper. Penalty on Morris Claiborne: Defensive Holding, 5 yards (no play)",0.920,1.800
3,13:56,1,10,PHI 43,10,7,LeSean McCoy left end for 23 yards (tackle by Gerald Sensabaugh),1.800,3.310
3,13:23,1,10,DAL 34,10,7,"LeSean McCoy right end for 9 yards (tackle by Charlie Peprah). Penalty on King Dunlap: Offensive Holding, 10 yards (no play)",3.310,2.650
3,13:00,1,20,DAL 44,10,13,"Nick Foles pass complete deep left to Jeremy Maclin for 44 yards, touchdown",2.650,7.000
3,13:00,,,DAL 2,10,14,Alex Henery kicks extra point good,0.000,0.000
3,12:52,,,PHI 35,10,14,"Alex Henery kicks off 68 yards, returned by Lance Dunbar for 17 yards (tackle by Colt Anderson). Lance Dunbar fumbles (forced by Colt Anderson), recovered by Eric Frampton at DAL-14 and returned for 3 yards",0.000,-0.060
3,12:46,1,10,DAL 17,10,14,Felix Jones up the middle for 4 yards (tackle by Akeem Jordan),-0.060,0.080
3,12:11,2,6,DAL 21,10,14,Felix Jones up the middle for 1 yard (tackle by Mychal Kendricks),0.080,-0.620
3,11:30,3,5,DAL 22,10,14,Tony Romo pass complete short right to Lawrence Vickers for 1 yard (tackle by DeMeco Ryans),-0.620,-1.830
3,10:55,4,4,DAL 23,10,14,"Brian Moorman punts 53 yards, returned by Damaris Johnson for 4 yards (tackle by Alex Albright)",-1.830,-0.810
3,10:42,1,10,PHI 28,10,14,Nick Foles pass complete short right to DeSean Jackson for 7 yards (tackle by Brandon Carr),0.810,1.210
3,10:08,2,3,PHI 35,10,14,Nick Foles pass complete short right to Brent Celek for no gain,1.210,0.500
3,9:21,3,3,PHI 35,10,14,"Nick Foles pass incomplete short left intended for DeSean Jackson. Penalty on Orlando Scandrick: Defensive Holding, 5 yards (no play)",0.500,1.600
3,9:16,1,10,PHI 40,10,14,Nick Foles pass complete short right to Jeremy Maclin for 4 yards (tackle by Ernie Sims),1.600,1.590
3,8:39,2,6,PHI 44,10,14,Nick Foles pass complete short left to LeSean McCoy for 4 yards (tackle by Morris Claiborne),1.590,1.420
3,7:50,3,2,PHI 48,10,14,"Nick Foles pass incomplete deep left intended for Jeremy Maclin. Penalty on Morris Claiborne: Defensive Pass Interference, 20 yards (no play)",1.420,3.450
3,7:44,1,10,DAL 32,10,14,LeSean McCoy left end for 13 yards (tackle by Bruce Carter),3.450,4.310
3,7:02,1,10,DAL 19,10,14,LeSean McCoy right end for 6 yards (tackle by Jay Ratliff),4.310,4.720
3,6:21,2,4,DAL 13,10,14,Nick Foles pass complete short right to Jeremy Maclin for -1 yards (tackle by Orlando Scandrick),4.720,3.760
3,5:38,3,5,DAL 14,10,14,"Nick Foles pass complete short right to Damaris Johnson for 12 yards (tackle by Brandon Carr). Penalty on King Dunlap: Illegal Use of Hands, 10 yards (no play)",3.760,2.410
3,5:13,3,15,DAL 24,10,14,Bryce Brown right end for 2 yards (tackle by Bruce Carter),2.410,0.000
3,4:36,,,,10,14,Timeout #1 by Philadelphia Eagles,0.000,1.990
3,4:36,4,13,DAL 22,10,17,Alex Henery 40 yard field goal good,1.990,3.000
3,4:32,,,PHI 35,10,17,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
3,4:32,1,10,DAL 20,10,17,Tony Romo pass complete short right to Jason Witten for -1 yards (tackle by Mychal Kendricks),0.280,-0.460
3,3:56,2,11,DAL 19,10,17,Tony Romo pass complete short left to Jason Witten for 15 yards,-0.460,1.200
3,3:32,1,10,DAL 34,10,17,Tony Romo pass complete short right to Jason Witten for 6 yards (tackle by Mychal Kendricks),1.200,1.470
3,2:57,2,4,DAL 40,10,17,Lance Dunbar up the middle for -1 yards (tackle by Kurt Coleman),1.470,0.630
3,2:14,3,5,DAL 39,10,17,Tony Romo pass complete deep right to Miles Austin for 25 yards (tackle by Nate Allen and Dominique Rodgers-Cromartie),0.630,3.180
3,1:25,1,10,PHI 36,10,17,Tony Romo pass complete short right to Dez Bryant for 8 yards (tackle by DeMeco Ryans),3.180,3.720
3,0:50,2,2,PHI 28,10,17,Lawrence Vickers left tackle for -2 yards (tackle by DeMeco Ryans),3.720,2.740
3,0:04,3,4,PHI 30,16,17,"Tony Romo pass complete deep right to Dez Bryant for 30 yards, touchdown. Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interference (Declined)",2.740,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
3,0:04,,,PHI 2,17,17,Dan Bailey kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,DAL 35,17,17,"Dan Bailey kicks off 67 yards, returned by Brandon Boykin for 24 yards (tackle by Ernie Sims)",0.000,0.410
4,14:55,1,10,PHI 22,17,17,"Nick Foles pass incomplete short right intended for LeSean McCoy is intercepted by Anthony Spencer at PHI-17. Penalty on Morris Claiborne: Defensive Holding, 5 yards (no play)",0.410,0.740
4,14:47,1,10,PHI 27,17,17,LeSean McCoy up the middle for 2 yards (tackle by Ernie Sims),0.740,0.470
4,14:04,2,8,PHI 29,17,17,Nick Foles pass incomplete short right intended for DeSean Jackson,0.470,-0.230
4,13:58,3,8,PHI 29,17,17,Nick Foles pass incomplete deep right intended for DeSean Jackson,-0.230,-1.440
4,13:52,4,8,PHI 29,23,17,"Mat McBriar punts 49 yards, returned by Dwayne Harris for 78 yards, touchdown",-1.440,-7.000
4,,,,PHI 2,24,17,Dan Bailey kicks extra point good,0.000,0.000
4,13:35,,,DAL 35,24,17,"Dan Bailey kicks off 65 yards, touchback",0.000,0.280
4,13:35,1,10,PHI 20,24,17,Nick Foles pass complete short right to Brent Celek for 14 yards (tackle by Bruce Carter),0.280,1.200
4,13:03,1,10,PHI 34,24,17,LeSean McCoy left end for 3 yards (tackle by Morris Claiborne),1.200,1.060
4,12:37,2,7,PHI 37,30,17,"Nick Foles pass incomplete short right intended for DeSean Jackson is intercepted by Brandon Carr at PHI-47 and returned for 47 yards, touchdown",1.060,-7.000
4,,,,PHI 2,31,17,Dan Bailey kicks extra point good,0.000,0.000
4,12:25,,,DAL 35,31,17,"Dan Bailey kicks off 70 yards, returned by Brandon Boykin for 26 yards (tackle by Phillip Tanner)",0.000,0.340
4,12:19,1,10,PHI 21,31,17,"Penalty on Josh Brent: Encroachment, 5 yards (no play)",0.340,1.070
4,12:19,1,5,PHI 26,31,17,Bryce Brown left end for no gain (tackle by Jason Hatcher and Victor Butler),1.070,0.480
4,11:47,2,5,PHI 26,31,17,Nick Foles pass complete short middle to Clay Harbor for 10 yards (tackle by Bruce Carter),0.480,1.330
4,11:03,1,10,PHI 36,31,17,Nick Foles pass complete short right to Jeremy Maclin for 11 yards (tackle by Orlando Scandrick),1.330,2.060
4,10:32,1,10,PHI 47,31,17,"Nick Foles pass complete short middle to Riley Cooper for 5 yards (tackle by Danny McCray). Penalty on King Dunlap: Illegal Use of Hands, 10 yards (no play)",2.060,1.400
4,10:04,1,20,PHI 37,31,17,Nick Foles pass incomplete short left intended for Jeremy Maclin (defended by Orlando Scandrick),1.400,0.170
4,9:58,2,20,PHI 37,31,17,Nick Foles pass complete short right to LeSean McCoy for -4 yards (tackle by Orlando Scandrick),0.170,-1.020
4,9:12,3,24,PHI 33,31,17,Nick Foles pass complete short right to Clay Harbor for 8 yards (tackle by Danny McCray),-1.020,-0.650
4,8:29,4,16,PHI 41,31,17,"Mat McBriar punts 59 yards, touchback",-0.650,-0.280
4,8:20,1,10,DAL 20,31,17,"Felix Jones up the middle for 1 yard (tackle by DeMeco Ryans). Penalty on Mike Patterson: Illegal Use of Hands, 5 yards",0.280,0.670
4,8:09,1,10,DAL 26,31,17,Felix Jones right tackle for 3 yards (tackle by Darryl Tapp),0.670,0.540
4,7:24,2,7,DAL 29,31,17,"Penalty on John Phillips: False Start, 5 yards (no play)",0.540,-0.140
4,6:59,2,12,DAL 24,31,17,Felix Jones left end for 3 yards (tackle by Darryl Tapp),-0.140,0.000
4,6:11,,,,31,17,Timeout #1 by Dallas Cowboys,0.000,-0.430
4,6:11,3,9,DAL 27,31,17,Felix Jones right end for 8 yards (tackle by Mychal Kendricks),-0.430,-1.040
4,5:34,4,1,DAL 35,31,17,"Penalty on John Phillips: False Start, 5 yards (no play)",-1.040,-1.370
4,5:33,4,6,DAL 30,31,17,"Brian Moorman punts 47 yards, fair catch by Damaris Johnson",-1.370,-0.480
4,5:26,1,10,PHI 23,31,17,Nick Foles pass incomplete short right intended for Riley Cooper,0.480,-0.070
4,5:23,2,10,PHI 23,31,17,Nick Foles pass complete short left to Jeremy Maclin for 14 yards (tackle by Orlando Scandrick),-0.070,1.400
4,4:53,1,10,PHI 37,31,17,Nick Foles pass complete short left to Jeremy Maclin for 13 yards (tackle by Morris Claiborne),1.400,2.260
4,4:32,1,10,,31,17,LeSean McCoy right end for 9 yards,2.260,2.930
4,4:08,2,1,DAL 41,31,17,Nick Foles pass complete short middle to Jeremy Maclin for 7 yards (tackle by Bruce Carter),2.930,3.310
4,3:40,1,10,DAL 34,31,17,LeSean McCoy up the middle for 6 yards (tackle by Bruce Carter),3.310,3.580
4,3:18,2,4,DAL 28,31,17,Nick Foles pass incomplete deep right intended for Jeremy Maclin,3.580,2.870
4,3:14,3,4,DAL 28,31,17,Nick Foles sacked by Victor Butler for -5 yards,2.870,1.150
4,2:41,4,9,DAL 33,31,17,Nick Foles pass complete short right to Damaris Johnson for 32 yards (tackle by Gerald Sensabaugh),1.150,6.970
4,2:02,1,1,DAL 1,31,17,Nick Foles pass incomplete short right intended for DeSean Jackson. Penalty on Morris Claiborne: Defensive Offside (no play),6.970,6.970
4,1:57,1,1,DAL 1,31,23,"Stanley Havili up the middle for 1 yard, touchdown",6.970,7.000
4,1:57,,,DAL 2,31,23,Alex Henery kicks extra point no good,0.000,-1.000
4,1:55,,,PHI 35,31,23,"Alex Henery kicks onside 12 yards, recovered by Jason Witten",0.000,2.460
4,1:54,1,10,PHI 47,31,23,Felix Jones up the middle for 2 yards (tackle by Kurt Coleman),2.460,0.000
4,1:49,,,,31,23,Timeout #2 by Philadelphia Eagles,0.000,2.180
4,1:49,2,8,PHI 45,31,23,Felix Jones right end for -1 yards (tackle by DeMeco Ryans),2.180,0.000
4,1:44,,,,31,23,Timeout #3 by Philadelphia Eagles,0.000,1.350
4,1:44,3,9,PHI 46,31,23,Felix Jones left end for 3 yards (tackle by Nnamdi Asomugha),1.350,0.000
4,0:59,,,,31,23,Timeout #2 by Dallas Cowboys,0.000,0.400
4,0:59,4,6,PHI 43,31,23,"Brian Moorman punts 32 yards, out of bounds",0.400,0.370
4,0:53,1,10,PHI 11,31,23,"Penalty on Demetress Bell: False Start, 5 yards (no play)",-0.370,-0.570
4,0:53,1,15,PHI 6,37,23,"Nick Foles sacked by Anthony Spencer for -5 yards. Nick Foles fumbles (forced by Anthony Spencer), recovered by Jason Hatcher at PHI-0, touchdown",-0.570,-7.000
4,,,,PHI 2,38,23,Dan Bailey kicks extra point good,0.000,0.000
4,0:46,,,DAL 35,38,23,"Dan Bailey kicks off 33 yards, returned by Stanley Havili for no gain",0.000,1.070
4,0:43,1,10,PHI 32,38,23,Nick Foles pass complete short right to Riley Cooper for 22 yards (tackle by Bruce Carter),1.070,2.520
4,0:36,1,10,DAL 46,38,23,Nick Foles pass complete short left to DeSean Jackson for 7 yards (tackle by Morris Claiborne),2.520,2.920
4,0:32,2,3,DAL 39,38,23,Nick Foles pass complete short left to DeSean Jackson for 8 yards (tackle by Morris Claiborne),2.920,3.510
4,0:14,1,10,DAL 31,38,23,Nick Foles spiked the ball,3.510,2.970
4,0:13,2,10,DAL 31,38,23,Nick Foles pass complete short left to Jeremy Maclin for 1 yard (tackle by Kyle Wilber),2.970,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
