Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
2,4:58,1,10,KAN 32,3,14,Derek Carr pass complete short left to Michael Crabtree for 6 yards,3.450,3.710
2,4:23,2,4,KAN 26,3,14,Roy Helu middle for 2 yards (tackle by Derrick Johnson and Dee Ford),3.710,3.270
2,3:47,3,2,KAN 24,3,14,Derek Carr pass incomplete deep left intended for Amari Cooper is intercepted by Ron Parker at KAN--4,3.270,-0.280
2,3:34,1,10,KAN 20,9,14,"Alex Smith pass incomplete short right intended for Albert Wilson is intercepted by David Amerson at KAN-24 and returned for 24 yards, touchdown. Penalty on David Amerson: Taunting, 15 yards",0.280,-7.000
2,3:27,,,KAN 20,10,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,3:27,,,OAK 20,10,14,"Sebastian Janikowski kicks off 74 yards, out of bounds",0.000,-2.590
2,3:27,1,10,OAK 45,10,14,Charcandrick West middle for 2 yards (tackle by Justin Ellis),2.590,2.310
2,2:51,2,8,OAK 43,10,14,Charcandrick West middle for 4 yards (tackle by Shelby Harris and Malcolm Smith),2.310,2.150
2,2:09,3,4,OAK 39,10,14,Alex Smith pass incomplete short left intended for Albert Wilson,2.150,0.660
2,2:04,4,4,OAK 39,10,14,"Dustin Colquitt punts 30 yards, fair catch by Jeremy Ross",0.660,0.380
2,1:57,1,10,OAK 9,10,14,Derek Carr pass incomplete short right intended for Latavius Murray (defended by Derrick Johnson),-0.380,-0.780
2,1:53,2,10,OAK 9,10,14,Latavius Murray middle for 2 yards (tackle by Josh Mauga and Jaye Howard),-0.780,-0.780
2,1:46,2,10,OAK 9,10,14,Timeout #2 by Kansas City Chiefs,-0.780,-0.780
2,1:46,2,10,OAK 9,10,14,Timeout #1 by Oakland Raiders,-0.780,-1.190
2,1:46,3,8,OAK 11,10,14,Derek Carr pass complete short left to Roy Helu for 14 yards (tackle by Tamba Hali),-1.190,0.610
2,1:12,1,10,OAK 25,10,14,Derek Carr pass complete short middle to Roy Helu for 9 yards (tackle by Derrick Johnson),0.610,1.280
2,0:37,2,1,OAK 34,10,14,"Penalty on J'Marcus Webb: False Start, 5 yards (no play)",1.280,0.600
2,0:37,2,6,OAK 29,10,14,Derek Carr pass incomplete short left intended for Roy Helu,0.600,-0.100
2,0:33,3,6,OAK 29,10,14,Derek Carr pass incomplete deep right intended for Michael Crabtree (defended by Tyvon Branch),-0.100,-1.440
2,0:26,4,6,OAK 29,10,14,"Marquette King punts 52 yards, returned by Frankie Hammond for 6 yards (tackle by Keith McGill)",-1.440,-0.610
2,0:16,1,10,KAN 25,10,14,Alex Smith kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,14,"Cairo Santos kicks off 59 yards, returned by Jeremy Ross for 23 yards (tackle by Jamell Fleming)",0.000,-0.870
3,14:54,1,10,OAK 29,10,14,Latavius Murray middle for 1 yard (tackle by Daniel Sorensen),0.870,0.460
3,14:17,2,9,OAK 30,10,14,Derek Carr pass incomplete short left intended for Latavius Murray,0.460,-0.230
3,14:13,3,9,OAK 30,10,14,Derek Carr pass incomplete deep right intended for Michael Crabtree (defended by Marcus Peters),-0.230,-1.370
3,14:04,4,9,OAK 30,10,14,"Marquette King punts 55 yards, returned by Frankie Hammond for 9 yards (tackle by Neiko Thorpe)",-1.370,-0.540
3,13:54,1,10,KAN 24,10,14,"Alex Smith pass incomplete short right intended for Jeremy Maclin (defended by David Amerson). Penalty on David Amerson: Defensive Pass Interference, 9 yards (no play)",0.540,1.140
3,13:51,1,10,KAN 33,10,14,Alex Smith pass complete short right to Jason Avant for 8 yards (tackle by David Amerson),1.140,1.670
3,13:19,2,2,KAN 41,10,14,Charcandrick West right guard for 3 yards (tackle by Benson Mayowa),1.670,1.860
3,12:36,1,10,KAN 44,10,14,Alex Smith pass incomplete,1.860,1.320
3,12:29,2,10,KAN 44,10,14,Alex Smith pass complete short middle to Jason Avant for 7 yards (tackle by Malcolm Smith),1.320,1.550
3,11:51,3,3,OAK 49,10,14,Spencer Ware middle for -2 yards (tackle by Khalil Mack),1.550,-0.130
3,11:10,4,5,KAN 49,10,14,"Dustin Colquitt punts 41 yards, fair catch by Jeremy Ross",-0.130,0.380
3,11:02,1,10,OAK 10,10,14,Derek Carr sacked by Tyvon Branch for -1 yards,-0.380,-0.850
3,10:22,2,11,OAK 9,10,14,Latavius Murray middle for 6 yards (tackle by Daniel Sorensen and Frank Zombo),-0.850,-0.840
3,9:45,3,5,OAK 15,10,14,Derek Carr sacked by Dee Ford for -8 yards,-0.840,-2.490
3,9:05,4,13,OAK 7,10,16,"Marquette King punts, blocked by D.J. Alexander, safety",-2.490,-2.000
3,9:05,,,OAK 20,10,16,"Marquette King kicks off 47 yards, returned by Spencer Ware for 14 yards (tackle by Lorenzo Alexander)",0.000,-2.060
3,8:59,1,10,KAN 47,10,16,"Penalty on Donald Stephenson: False Start, 5 yards (no play)",2.060,1.730
3,8:59,1,15,KAN 42,10,16,Charcandrick West middle for 6 yards (tackle by Ben Heeney),1.730,1.650
3,8:18,2,9,KAN 48,10,16,Alex Smith right end for 5 yards (tackle by Malcolm Smith),1.650,1.620
3,7:38,3,4,OAK 47,10,16,"Alex Smith pass complete short right to Jeremy Maclin for 17 yards (tackle by Charles Woodson). Penalty on Khalil Mack: Roughing the Passer, 15 yards",1.620,4.580
3,7:08,1,10,OAK 15,10,22,"Alex Smith pass complete short middle to Demetrius Harris for 15 yards, touchdown",4.580,7.000
3,7:08,,,OAK 15,10,23,Cairo Santos kicks extra point good,0.000,0.000
3,7:08,,,KAN 35,10,23,"Cairo Santos kicks off 68 yards, returned by Taiwan Jones for 25 yards (tackle by Dezman Moses)",0.000,-0.410
3,6:58,1,10,OAK 22,10,23,Derek Carr pass complete short right to Latavius Murray for 1 yard (tackle by Allen Bailey),0.410,0.000
3,6:24,2,9,OAK 23,10,23,Latavius Murray middle for 2 yards (tackle by Derrick Johnson),0.000,-0.430
3,5:48,3,7,OAK 25,10,23,Derek Carr pass complete short left to Clive Walford for 10 yards (tackle by Derrick Johnson),-0.430,1.270
3,5:07,1,10,OAK 35,10,23,Derek Carr pass incomplete short right intended for Amari Cooper,1.270,0.720
3,5:03,2,10,OAK 35,10,23,Roy Helu left end for no gain (tackle by Derrick Johnson),0.720,0.040
3,4:23,3,10,OAK 35,10,23,Derek Carr pass complete short left to Clive Walford for 7 yards (tackle by Sean Smith and Ron Parker),0.040,-0.590
3,3:38,4,3,OAK 42,10,23,Marquette King punts 30 yards,-0.590,-0.870
3,3:26,1,10,KAN 29,10,23,Alex Smith pass incomplete deep left intended for Jeremy Maclin,0.870,0.330
3,3:20,2,10,KAN 29,10,23,Spencer Ware middle for 6 yards (tackle by Justin Ellis),0.330,0.430
3,2:32,3,4,KAN 35,10,23,Alex Smith pass complete short left to Chris Conley for 6 yards (tackle by D.J. Hayden),0.430,1.660
3,1:49,1,10,KAN 41,10,23,Alex Smith pass incomplete deep left intended for Chris Conley,1.660,1.120
3,1:42,2,10,KAN 41,10,23,"Penalty on Denico Autry: Neutral Zone Infraction, 5 yards (no play)",1.120,1.800
3,1:42,2,5,KAN 46,10,23,Spencer Ware middle for 3 yards (tackle by Malcolm Smith and Khalil Mack),1.800,1.490
3,1:00,3,2,KAN 49,10,23,Alex Smith sacked by Shelby Harris for -9 yards. Penalty on Laurent Duvernay-Tardif: Offensive Holding (Declined),1.490,-0.720
3,0:26,4,11,KAN 40,10,23,"Dustin Colquitt punts 38 yards, fair catch by Jeremy Ross",-0.720,-0.410
3,0:18,1,10,OAK 22,10,23,Derek Carr pass incomplete short right intended for Amari Cooper,0.410,-0.130
3,0:13,2,10,OAK 22,10,23,Derek Carr sacked by Mike DeVito for -9 yards,-0.130,-2.420
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,19,OAK 13,10,23,Derek Carr pass complete deep right to Seth Roberts for 19 yards,-2.420,1.070
4,14:29,1,10,OAK 32,10,23,Derek Carr sacked by Jaye Howard for -7 yards,1.070,-0.420
4,13:45,2,17,OAK 25,10,23,Derek Carr pass complete short right to Mychal Rivera for 4 yards (tackle by Ron Parker),-0.420,-0.560
4,12:57,3,13,OAK 29,10,23,Derek Carr pass complete short left to Clive Walford for 10 yards (tackle by Ron Parker),-0.560,-0.780
4,12:14,4,3,OAK 39,10,23,"Marquette King punts 41 yards, out of bounds",-0.780,-0.280
4,12:05,1,10,KAN 20,10,23,Spencer Ware left end for 7 yards (tackle by Charles Woodson),0.280,0.680
4,11:22,2,3,KAN 27,10,23,Spencer Ware middle for 14 yards (tackle by Ben Heeney),0.680,1.660
4,10:44,1,10,KAN 41,10,23,Spencer Ware middle for 9 yards (tackle by Charles Woodson and Khalil Mack),1.660,2.340
4,9:58,2,1,,10,23,Charcandrick West right tackle for 4 yards (tackle by Lorenzo Alexander),2.340,2.520
4,9:16,1,10,OAK 46,10,23,Charcandrick West middle for 4 yards (tackle by Khalil Mack),2.520,2.520
4,8:36,2,6,OAK 42,10,23,Alex Smith right end for 11 yards (tackle by T.J. Carrie),2.520,3.510
4,7:44,1,10,OAK 31,10,23,Spencer Ware middle for 6 yards (tackle by Curtis Lofton and Taylor Mays),3.510,3.780
4,6:57,2,4,OAK 25,10,23,Spencer Ware left end for 3 yards (tackle by Charles Woodson),3.780,3.470
4,6:22,3,1,OAK 22,10,23,Spencer Ware middle for 2 yards (tackle by Khalil Mack),3.470,3.470
4,5:47,3,1,OAK 22,10,23,Timeout #1 by Kansas City Chiefs,3.470,4.240
4,5:47,1,10,OAK 20,10,23,Charcandrick West right end for -1 yards (tackle by Khalil Mack),4.240,4.240
4,4:59,1,10,OAK 20,10,23,Timeout #2 by Kansas City Chiefs,4.240,3.560
4,4:59,2,11,OAK 21,10,23,Spencer Ware middle for 2 yards (tackle by Stacy McGee),3.560,3.100
4,4:16,3,9,OAK 19,10,23,Alex Smith pass complete short left to Charcandrick West for -2 yards (tackle by Ben Heeney),3.100,2.060
4,3:27,4,11,OAK 21,10,23,"Cairo Santos 39 yard field goal good. Penalty on Travis Kelce: Offensive Holding, 10 yards (no play)",2.060,1.320
4,3:23,4,21,OAK 31,10,23,Cairo Santos pass complete short left to Anthony Sherman for 3 yards (tackle by Lorenzo Alexander),1.320,-0.810
4,3:15,1,10,OAK 28,10,23,Derek Carr pass incomplete short left intended for Michael Crabtree,0.810,0.260
4,3:12,2,10,OAK 28,10,23,Derek Carr middle for 7 yards (tackle by Ron Parker),0.260,0.500
4,2:50,3,3,OAK 35,10,23,Derek Carr pass complete short left to Seth Roberts for 2 yards (tackle by Ron Parker),0.500,-0.910
4,2:25,4,1,OAK 37,10,23,"Roy Helu middle for 3 yards (tackle by Derrick Johnson). Penalty on Ron Parker: Taunting, 15 yards",-0.910,2.590
4,2:14,1,10,KAN 45,10,23,"Derek Carr pass incomplete deep left intended for Seth Roberts. Penalty on Ron Parker: Defensive Pass Interference, 14 yards (no play)",2.590,3.510
4,2:08,1,10,KAN 31,16,23,"Derek Carr pass complete deep right to Michael Crabtree for 31 yards, touchdown",3.510,7.000
4,2:08,,,KAN 31,17,23,Sebastian Janikowski kicks extra point good,0.000,0.000
4,2:08,,,OAK 35,17,23,"Sebastian Janikowski kicks onside 14 yards, recovered by Tyvon Branch and returned for 2 yards",0.000,-2.460
4,1:58,1,10,OAK 47,17,23,Spencer Ware middle for 4 yards (tackle by Curtis Lofton),2.460,2.460
4,1:51,1,10,OAK 47,17,23,Timeout #1 by Oakland Raiders,2.460,2.450
4,1:51,2,6,OAK 43,17,23,Spencer Ware middle for -1 yards (tackle by Lorenzo Alexander and Stacy McGee),2.450,2.450
4,1:47,2,6,OAK 43,17,23,Timeout #2 by Oakland Raiders,2.450,1.620
4,1:47,3,7,OAK 44,17,23,Alex Smith middle for 2 yards (tackle by Dan Williams and Khalil Mack),1.620,1.620
4,1:40,3,7,OAK 44,17,23,Timeout #3 by Oakland Raiders,1.620,0.460
4,1:40,4,5,OAK 42,17,23,"Dustin Colquitt punts 32 yards, fair catch by Jeremy Ross",0.460,0.370
4,1:34,1,10,OAK 11,17,23,Derek Carr pass complete short right to Latavius Murray for 11 yards (tackle by Derrick Johnson),-0.370,0.410
4,1:10,1,10,OAK 22,17,23,Derek Carr pass complete short middle to Latavius Murray for 3 yards (tackle by Derrick Johnson),0.410,0.270
4,0:50,2,7,OAK 25,17,23,Derek Carr pass complete short left to Seth Roberts for -1 yards (tackle by Sean Smith),0.270,-0.560
4,0:45,3,8,OAK 24,17,23,"Derek Carr pass incomplete short middle intended for Seth Roberts. Penalty on Derrick Johnson: Defensive Pass Interference, 11 yards (no play)",-0.560,1.270
4,0:40,1,10,OAK 35,17,23,"Derek Carr sacked by Frank Zombo for -12 yards. Derek Carr fumbles (forced by Frank Zombo), recovered by Jon Feliciano at OAK-24",1.270,-0.760
4,0:22,2,21,OAK 24,17,23,Derek Carr spiked the ball,-0.760,-1.420
4,0:22,3,21,OAK 24,17,23,Derek Carr pass complete short left to Mychal Rivera for 8 yards (tackle by Derrick Johnson and Sean Smith),-1.420,-1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
