Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Steven Hauschka kicks off 69 yards, returned by Josh Cribbs for 30 yards (tackle by Chris Carr)",0.000,1.000
1,14:54,1,10,CLE 31,0,0,Brady Quinn pass complete short left to Mike Furrey for 4 yards (tackle by Ray Lewis),1.000,1.000
1,14:21,2,6,CLE 35,0,0,Brady Quinn pass complete short left to Braylon Edwards for 6 yards (tackle by Brendon Ayanbadejo),1.000,1.660
1,13:41,1,10,CLE 41,0,0,Jerome Harrison left tackle for -1 yards (tackle by Terrell Suggs),1.660,0.990
1,13:05,2,11,CLE 40,0,0,Brady Quinn middle for 7 yards (tackle by Terrell Suggs),0.990,1.220
1,12:27,3,4,CLE 47,0,0,Brady Quinn pass incomplete short left intended for Braylon Edwards is intercepted by Domonique Foxworth at BAL-47 and returned for 13 yards,1.220,-3.510
1,12:16,1,10,CLE 31,0,0,Joe Flacco pass complete short left to Mark Clayton for 13 yards (tackle by D'Qwell Jackson),3.510,4.370
1,11:50,1,10,CLE 18,0,0,Ray Rice right guard for 6 yards (tackle by D'Qwell Jackson and Eric Barton),4.370,4.810
1,11:21,2,4,CLE 12,0,0,Joe Flacco pass incomplete short right intended for Ray Rice,4.810,4.030
1,11:17,3,4,CLE 12,0,0,Ray Rice left end for 3 yards (tackle by Brodney Pool),4.030,2.980
1,10:45,4,1,CLE 9,0,0,Joe Flacco middle for 2 yards (tackle by D'Qwell Jackson),2.980,5.600
1,10:19,1,7,CLE 7,0,6,"Willis McGahee left tackle for 7 yards, touchdown",5.600,7.000
1,,,,CLE 2,0,7,Steven Hauschka kicks extra point good,0.000,0.000
1,,,,BAL 30,0,7,"Steven Hauschka kicks off 72 yards, returned by Josh Cribbs for 26 yards (tackle by Matt Lawrence)",0.000,0.540
1,10:09,1,10,CLE 24,0,7,Jerome Harrison right tackle for 4 yards (tackle by Trevor Pryce and Kelly Gregg),0.540,0.540
1,9:41,2,6,CLE 28,0,7,Jerome Harrison left end for 8 yards (tackle by Ed Reed),0.540,1.330
1,9:11,1,10,CLE 36,0,7,Brady Quinn pass complete short left to Jerome Harrison for 6 yards (tackle by Tavares Gooden),1.330,1.600
1,8:30,2,4,CLE 42,0,7,Brady Quinn pass complete short left to Jerome Harrison for no gain,1.600,0.890
1,7:46,3,4,CLE 42,0,7,Brady Quinn sacked by Brendon Ayanbadejo for -5 yards. Penalty on Hank Fraley: Offensive Holding (Declined),0.890,-0.910
1,7:31,4,9,CLE 37,0,7,"Dave Zastudil punts 57 yards, returned by Chris Carr for 8 yards (tackle by Mike Adams)",-0.910,0.280
1,7:19,1,10,BAL 14,0,7,Joe Flacco pass complete short left to Le'Ron McClain for 10 yards (tackle by D'Qwell Jackson),-0.280,0.540
1,6:39,1,10,BAL 24,0,7,"Joe Flacco pass complete short right to L.J. Smith for 26 yards (tackle by Abram Elam). Penalty on Mark Clayton: Illegal Block Above the , 10 yards",0.540,1.600
1,6:07,1,10,BAL 40,0,7,Joe Flacco pass complete short right to Mark Clayton for 2 yards,1.600,1.320
1,5:40,2,8,BAL 42,0,7,Joe Flacco pass incomplete deep left intended for Derrick Mason (defended by Brandon McDonald),1.320,0.630
1,5:33,3,8,BAL 42,0,7,Joe Flacco pass complete short left to Kelley Washington for 17 yards (tackle by Hank Poteat),0.630,2.850
1,4:53,1,10,CLE 41,0,7,Joe Flacco pass complete short right to Le'Ron McClain for 9 yards (tackle by Kenyon Coleman),2.850,3.520
1,4:07,2,1,CLE 32,0,7,Le'Ron McClain middle for 4 yards (tackle by Kamerion Wimbley and Kenyon Coleman),3.520,3.710
1,3:36,1,10,CLE 28,0,7,"Joe Flacco right end for 3 yards (tackle by Robaire Smith). Penalty on Robaire Smith: Unnecessary Roughness, 13 yards",3.710,4.780
1,3:14,1,10,CLE 12,0,7,Willis McGahee left guard for 4 yards (tackle by Kamerion Wimbley and D'Qwell Jackson),4.780,4.830
1,2:33,2,6,CLE 8,0,7,Ray Rice right tackle for -1 yards (tackle by Abram Elam),4.830,3.700
1,1:53,3,7,CLE 9,0,7,Joe Flacco sacked by Kamerion Wimbley for -9 yards,3.700,2.250
1,1:21,4,16,CLE 18,0,10,Steven Hauschka 36 yard field goal good,2.250,3.000
1,,,,BAL 30,0,10,"Steven Hauschka kicks off 64 yards, returned by Josh Cribbs for 18 yards (tackle by Edgar Jones)",0.000,0.540
1,1:09,1,10,CLE 24,0,10,Brady Quinn pass complete short left to Jerome Harrison for 12 yards (tackle by Dwan Edwards),0.540,1.330
1,0:37,1,10,CLE 36,0,10,Jerome Harrison right end for -1 yards (tackle by Dwan Edwards),1.330,0.660
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,CLE 35,0,10,Jerome Harrison right guard for 17 yards (tackle by Ed Reed),0.660,2.390
2,14:40,1,10,BAL 48,0,10,Brady Quinn middle for 2 yards (tackle by Justin Bannan),2.390,2.120
2,14:08,2,8,BAL 46,0,10,Jerome Harrison left guard for 2 yards (tackle by Tavares Gooden),2.120,1.690
2,13:26,3,6,BAL 44,0,10,Brady Quinn pass incomplete deep left intended for Josh Cribbs,1.690,0.330
2,13:20,4,6,BAL 44,0,10,"Dave Zastudil punts 38 yards. Penalty on Frank Walker: Offensive Holding, 3 yards",0.330,0.380
2,13:11,1,10,BAL 3,0,10,Le'Ron McClain middle for 3 yards (tackle by Kenyon Coleman and Abram Elam),-0.380,-0.560
2,12:37,2,7,BAL 6,0,10,Joe Flacco pass complete short middle to Le'Ron McClain for 10 yards (tackle by D'Qwell Jackson and David Bowens). Penalty on Eric Barton: Illegal Contact (Declined),-0.560,-0.140
2,12:06,1,10,BAL 16,0,10,Willis McGahee left end for 2 yards (tackle by Robaire Smith),-0.140,-0.350
2,11:17,2,8,BAL 18,0,10,Ray Rice left guard for 3 yards (tackle by Corey Williams),-0.350,-0.700
2,10:44,3,5,BAL 21,0,10,Joe Flacco pass complete short right to Kelley Washington for 9 yards (tackle by Mike Adams),-0.700,0.940
2,10:18,,,,0,10,Timeout #1 by Cleveland Browns,0.000,0.940
2,10:18,1,10,BAL 30,0,10,Ray Rice right guard for 4 yards (tackle by Abram Elam),0.940,0.930
2,9:48,2,6,BAL 34,0,10,Ray Rice right end for 6 yards (tackle by Kamerion Wimbley),0.930,1.600
2,9:19,1,10,BAL 40,0,10,Joe Flacco pass complete short left to Derrick Mason for 13 yards (tackle by Brandon McDonald),1.600,2.460
2,8:53,1,10,CLE 47,0,10,Joe Flacco pass incomplete short middle intended for Willis McGahee (defended by Corey Williams),2.460,1.910
2,8:48,2,10,CLE 47,0,10,Joe Flacco pass complete short right to Kelley Washington for 7 yards (tackle by Eric Wright),1.910,2.150
2,8:13,3,3,CLE 40,0,10,Mark Clayton right end for 12 yards (tackle by Mike Adams),2.150,3.710
2,7:50,1,10,CLE 28,0,10,Joe Flacco pass complete short left to Derrick Mason for 15 yards (tackle by Brandon McDonald),3.710,4.710
2,7:19,1,10,CLE 13,0,10,Joe Flacco pass incomplete short right intended for Kelley Washington (defended by Hank Poteat),4.710,4.050
2,7:09,2,10,CLE 13,0,10,Joe Flacco pass complete short left to Ray Rice for 6 yards (tackle by D'Qwell Jackson and Abram Elam),4.050,4.330
2,6:25,3,4,CLE 7,0,10,Willis McGahee right end for 2 yards (tackle by D'Qwell Jackson),4.330,3.030
2,5:47,4,2,CLE 5,0,10,"Steven Hauschka 23 yard field goal good. Penalty on Edgar Jones: Offensive Holding, 10 yards (no play)",3.030,2.440
2,5:42,4,12,CLE 15,0,13,Steven Hauschka 33 yard field goal good,2.440,3.000
2,,,,BAL 30,0,13,"Steven Hauschka kicks off 71 yards, returned by Josh Cribbs for 32 yards (tackle by Jameel McClain)",0.000,1.000
2,5:30,1,10,CLE 31,0,13,Jerome Harrison left guard for 4 yards (tackle by Terrell Suggs),1.000,1.000
2,4:52,2,6,CLE 35,0,13,Jerome Harrison right end for -1 yards (tackle by Fabian Washington),1.000,0.170
2,4:19,3,7,CLE 34,0,13,Brady Quinn pass complete short left to Mike Furrey for 6 yards (tackle by Terrell Suggs),0.170,-0.720
2,3:35,4,1,CLE 40,0,13,"Dave Zastudil punts 60 yards, touchback",-0.720,-0.280
2,3:26,1,10,BAL 20,0,13,Joe Flacco pass complete short left to Derrick Mason for 5 yards (tackle by Brandon McDonald),0.280,0.410
2,2:52,2,5,BAL 25,0,13,Joe Flacco pass complete short middle to Todd Heap for 20 yards (tackle by Eric Barton),0.410,1.930
2,2:19,1,10,BAL 45,0,13,Joe Flacco pass complete short middle to Todd Heap for 9 yards (tackle by Abram Elam),1.930,2.600
2,2:00,2,1,CLE 46,0,13,Joe Flacco pass complete short right to Ray Rice for 3 yards (tackle by Hank Poteat),2.600,2.720
2,1:28,1,10,CLE 43,0,13,Joe Flacco pass complete short left to Derrick Mason for 13 yards,2.720,3.580
2,1:21,1,10,CLE 30,0,13,Joe Flacco pass complete short right to Ray Rice for 15 yards (tackle by Brodney Pool),3.580,4.580
2,1:07,,,,0,13,Timeout #1 by Baltimore Ravens,0.000,4.580
2,1:07,1,10,CLE 15,0,13,Joe Flacco pass incomplete short right intended for Mark Clayton (defended by Eric Wright),4.580,3.950
2,1:01,2,10,CLE 15,0,19,"Willis McGahee left end for 15 yards, touchdown",3.950,7.000
2,,,,CLE 2,0,20,Steven Hauschka kicks extra point good,0.000,0.000
2,,,,BAL 30,0,20,"Steven Hauschka kicks off 44 yards, muffed catch by Lawrence Vickers, recovered by Lawrence Vickers and returned for no gain",0.000,0.670
2,0:54,1,10,CLE 26,0,20,"Jerome Harrison right end for 6 yards (tackle by Domonique Foxworth). Penalty on Steve Heiden: Offensive Holding, 10 yards (no play)",0.670,-0.300
2,0:45,1,20,CLE 16,0,20,Jerome Harrison right guard for 6 yards (tackle by Brendon Ayanbadejo and Haloti Ngata),-0.300,-0.410
2,0:17,2,14,CLE 22,0,20,Jerome Harrison right tackle for 2 yards (tackle by Haloti Ngata),-0.410,-0.820
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,0,20,"Billy Cundiff kicks off 72 yards, returned by Chris Carr for 19 yards (tackle by Raymond Ventrone). Penalty on Anthony Madison: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,CLE 25,0,20,"Billy Cundiff kicks off 84 yards, touchback",0.000,0.280
3,14:53,1,10,BAL 20,0,20,Ray Rice left tackle for 1 yard (tackle by Shaun Rogers),0.280,-0.130
3,14:16,2,9,BAL 21,0,20,Joe Flacco pass complete short right to Kelley Washington for 19 yards (tackle by Hank Poteat),-0.130,1.600
3,13:44,1,10,BAL 40,0,20,Ray Rice right guard for 7 yards (tackle by Shaun Rogers and D'Qwell Jackson),1.600,2.000
3,13:12,2,3,BAL 47,0,20,Joe Flacco pass incomplete short left intended for Derrick Mason,2.000,1.290
3,13:08,3,3,BAL 47,0,20,"Penalty on Todd Heap: False Start, 6 yards (no play)",1.290,0.500
3,12:47,3,9,BAL 41,0,20,Joe Flacco pass incomplete short left intended for Ray Rice,0.500,-0.650
3,12:41,4,9,BAL 41,0,20,"Sam Koch punts 45 yards, returned by Josh Cribbs for 11 yards (tackle by Jameel McClain). Penalty on Antwan Barnes: Illegal Formation, 5 yards",-0.650,-0.940
3,12:35,1,10,CLE 30,0,20,Jerome Harrison right tackle for no gain (tackle by Terrell Suggs),0.940,0.390
3,11:59,2,10,CLE 30,0,20,Derek Anderson pass complete short middle to Jerome Harrison for 11 yards (tackle by Ray Lewis),0.390,1.660
3,11:22,1,10,CLE 41,0,20,Jerome Harrison left end for 4 yards (tackle by Tavares Gooden),1.660,1.660
3,11:22,2,6,CLE 45,0,20,"Penalty on Braylon Edwards: False Start, 5 yards (no play)",1.660,0.990
3,10:16,2,11,CLE 40,0,20,Derek Anderson pass complete short right to Jerome Harrison for 4 yards (tackle by Jarret Johnson),0.990,0.830
3,9:33,3,7,CLE 44,0,20,Derek Anderson pass incomplete short right intended for Mike Furrey is intercepted by Brendon Ayanbadejo at BAL-47. Penalty on Joe Thomas: Ineligible Downfield Pas (Declined),0.830,-2.060
3,9:26,1,10,BAL 47,0,20,Willis McGahee right end for 34 yards (tackle by Brandon McDonald),2.060,4.310
3,8:59,1,10,CLE 19,0,20,Ray Rice left tackle for 4 yards (tackle by David Bowens),4.310,4.350
3,8:21,2,6,CLE 15,0,20,Ray Rice middle for 6 yards (tackle by D'Qwell Jackson),4.350,5.140
3,7:38,1,9,CLE 9,0,26,"Ray Rice right end for 9 yards, touchdown",5.140,7.000
3,,,,CLE 2,0,27,Steven Hauschka kicks extra point good,0.000,0.000
3,,,,BAL 30,0,27,"Steven Hauschka kicks off 75 yards, returned by Josh Cribbs for 27 yards (tackle by Antwan Barnes)",0.000,0.410
3,7:26,1,10,CLE 22,0,27,Jason Davis middle for -1 yards (tackle by Kelly Gregg),0.410,-0.270
3,6:43,2,11,CLE 21,0,27,Derek Anderson pass complete short left to Lawrence Vickers for -5 yards (tackle by Justin Bannan),-0.270,-1.870
3,5:57,3,16,CLE 16,0,27,Derek Anderson pass complete deep left to Mike Furrey for 22 yards (tackle by Brendon Ayanbadejo),-1.870,1.470
3,5:15,1,10,CLE 38,0,27,Jason Davis right guard for 5 yards (tackle by Justin Bannan),1.470,1.600
3,4:35,2,5,CLE 43,0,27,Jason Davis left guard for no gain (tackle by Kelly Gregg and Jameel McClain),1.600,0.890
3,3:55,3,5,CLE 43,0,27,Derek Anderson pass complete short right to Mike Furrey for 8 yards,0.890,2.320
3,3:28,1,10,BAL 49,0,27,"Derek Anderson pass incomplete deep middle intended for Josh Cribbs. Penalty on Ed Reed: Defensive Pass Interfere, 25 yards (no play)",2.320,3.970
3,3:22,1,10,BAL 24,0,27,Jason Davis right guard for 3 yards (tackle by Terrell Suggs),3.970,3.840
3,2:51,2,7,BAL 21,0,27,Jason Davis left guard for 3 yards (tackle by Justin Bannan),3.840,3.570
3,2:07,3,4,BAL 18,0,27,Derek Anderson pass complete short left to Braylon Edwards for 11 yards (tackle by Domonique Foxworth),3.570,5.600
3,1:24,1,7,BAL 7,0,27,Derek Anderson pass complete short right to Jason Davis for 1 yard (tackle by Jameel McClain),5.600,4.950
3,0:45,,,,0,27,Timeout #1 by Baltimore Ravens,0.000,4.950
3,0:45,2,6,BAL 6,0,27,Derek Anderson sacked by Trevor Pryce for -6 yards,4.950,3.100
3,0:07,3,12,BAL 12,0,27,Derek Anderson pass incomplete short left intended for Braylon Edwards,3.100,2.630
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,12,BAL 12,3,27,Billy Cundiff 29 yard field goal good. Penalty on Lardarius Webb: Defensive Offside (Declined),2.630,3.000
4,,,,CLE 30,3,27,"Billy Cundiff kicks off 68 yards, returned by Chris Carr for 28 yards (tackle by Nick Sorensen)",0.000,0.940
4,14:49,1,10,BAL 30,3,27,Joe Flacco pass incomplete short right intended for Ray Rice,0.940,0.390
4,14:45,2,10,BAL 30,3,27,Joe Flacco pass complete short right to Ray Rice for 3 yards (tackle by Kamerion Wimbley),0.390,0.100
4,14:04,3,7,BAL 33,3,27,Joe Flacco pass complete short middle to Todd Heap for 7 yards (tackle by Eric Barton and Abram Elam),0.100,1.600
4,13:26,1,10,BAL 40,3,27,Joe Flacco pass complete short right to Mark Clayton for 20 yards (tackle by Abram Elam),1.600,2.920
4,12:48,1,10,CLE 40,3,27,Joe Flacco pass incomplete deep right intended for Mark Clayton,2.920,2.370
4,12:41,2,10,CLE 40,3,27,"Joe Flacco pass complete short middle to Kelley Washington for 14 yards (tackle by Abram Elam). Penalty on Shaun Rogers: Unnecessary Roughness, 13 yards",2.370,4.710
4,12:13,1,10,CLE 13,3,27,"Willis McGahee left guard for 3 yards (tackle by Ahtyba Rubin). Willis McGahee fumbles (forced by Ahtyba Rubin), recovered by Mike Adams at CLE-10 and returned for 1 yards (tackle by Jared Gaither)",4.710,0.370
4,12:04,1,10,CLE 11,3,27,Derek Anderson pass complete short middle to Braylon Edwards for 18 yards (tackle by Dawan Landry),-0.370,0.870
4,11:31,1,10,CLE 29,3,27,Derek Anderson pass incomplete short left intended for Jerome Harrison,0.870,0.330
4,11:27,2,10,CLE 29,3,27,Derek Anderson pass complete short right to Robert Royal for 7 yards (tackle by Haloti Ngata),0.330,0.560
4,10:42,3,3,CLE 36,3,27,Derek Anderson pass incomplete short left intended for Mike Furrey (defended by Domonique Foxworth),0.560,-0.980
4,10:37,4,3,CLE 36,3,27,"Dave Zastudil punts 57 yards, returned by Chris Carr for 15 yards (tackle by Nick Sorensen)",-0.980,-0.410
4,10:23,1,10,BAL 22,3,27,"Ray Rice middle for 9 yards (tackle by Hank Poteat). Penalty on Jared Gaither: Offensive Holding, 10 yards (no play)",0.410,-0.660
4,10:07,1,20,BAL 12,3,27,Mark Clayton left end for 3 yards (tackle by Robaire Smith),-0.660,-1.210
4,9:38,2,17,BAL 15,3,27,Joe Flacco pass complete short right to Todd Heap for 5 yards (tackle by Abram Elam and Eric Barton),-1.210,-1.090
4,8:55,3,12,BAL 20,3,27,Joe Flacco pass incomplete deep right intended for Derrick Mason (defended by Eric Wright),-1.090,-2.030
4,8:50,4,12,BAL 20,3,27,"Sam Koch punts 48 yards, returned by Josh Cribbs for 15 yards (tackle by Tom Zbikowski)",-2.030,-2.060
4,8:37,1,10,CLE 47,3,27,"Derek Anderson pass incomplete deep middle intended for Braylon Edwards is intercepted by Dawan Landry at BAL-16 and returned for 27 yards. Penalty on Terrell Suggs: Unnecessary Roughness, 15 yards",2.060,-0.810
4,8:18,1,10,BAL 28,3,33,"Joe Flacco pass complete deep left to Derrick Mason for 72 yards, touchdown. Penalty on Robaire Smith: Illegal Use of Hands (Declined)",0.810,7.000
4,,,,CLE 2,3,34,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,BAL 30,3,34,"Steven Hauschka kicks off 67 yards, returned by Josh Cribbs for 26 yards (tackle by Edgar Jones)",0.000,0.870
4,8:05,1,10,CLE 29,3,34,Jerome Harrison left tackle for 5 yards (tackle by Dawan Landry),0.870,1.000
4,7:24,2,5,CLE 34,3,34,Derek Anderson pass complete short right to Mohamed Massaquoi for 13 yards (tackle by Frank Walker),1.000,2.060
4,6:51,1,10,CLE 47,3,34,Derek Anderson pass incomplete short right intended for Mohamed Massaquoi (defended by Terrell Suggs),2.060,1.520
4,6:45,2,10,CLE 47,3,34,Jerome Harrison left end for -4 yards (tackle by Antwan Barnes),1.520,0.300
4,6:00,3,14,CLE 43,3,34,Derek Anderson pass incomplete short left intended for Mohamed Massaquoi is intercepted by Ed Reed at BAL-44 and returned for 9 yards. Penalty on CLE: Illegal Shift (Declined),0.300,-2.460
4,5:52,1,10,CLE 47,3,34,Matt Lawrence left end for -2 yards (tackle by D'Qwell Jackson),2.460,1.640
4,5:07,2,12,CLE 49,3,34,Matt Lawrence right guard for 2 yards (tackle by Eric Barton),1.640,1.220
4,4:26,3,10,CLE 47,3,34,Troy Smith pass incomplete deep left intended for Mark Clayton (defended by Coye Francies),1.220,0.130
4,4:19,4,10,CLE 47,3,34,"Sam Koch punts 37 yards, fair catch by Josh Cribbs",0.130,0.380
4,4:13,1,10,CLE 10,3,34,Jerome Harrison left tackle for 2 yards (tackle by Antwan Barnes and Dwan Edwards),-0.380,-0.630
4,3:30,2,8,CLE 12,3,34,Derek Anderson pass incomplete short left intended for Jerome Harrison,-0.630,-1.190
4,3:25,3,8,CLE 12,3,34,Derek Anderson pass complete short right to Josh Cribbs for 2 yards (tackle by Fabian Washington),-1.190,-2.470
4,2:56,4,6,CLE 14,3,34,"Dave Zastudil punts 43 yards, returned by Chris Carr for 5 yards (tackle by Anthony Madison)",-2.470,-2.130
4,2:46,1,10,BAL 48,3,34,Troy Smith pass complete short right to Matt Lawrence for 4 yards (tackle by Eric Barton),2.130,2.120
4,2:00,2,6,CLE 48,3,34,Matt Lawrence right guard for 4 yards (tackle by Kenyon Coleman),2.120,1.950
4,1:21,3,2,CLE 44,3,34,Matt Lawrence left end for -4 yards (tackle by Shaun Rogers),1.950,0.070
4,0:36,,,,3,34,Timeout #2 by Baltimore Ravens,0.000,0.070
4,0:36,4,6,CLE 48,3,34,Sam Koch punts 46 yards,0.070,0.380
4,0:25,1,10,CLE 2,3,34,Jerome Harrison middle for 5 yards (tackle by Jameel McClain),-0.380,-0.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
