Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
2,6:53,1,10,HOU 27,3,3,Giovani Bernard right tackle for 6 yards (tackle by J.J. Watt),3.780,4.040
2,6:19,2,4,HOU 21,3,3,Giovani Bernard left guard for 1 yard (tackle by Brian Cushing),4.040,3.470
2,5:38,3,3,HOU 20,3,3,Andy Dalton pass incomplete short right intended for Tyler Eifert (defended by Eddie Pleasant),3.470,2.220
2,5:31,4,3,HOU 20,3,6,Mike Nugent 39 yard field goal good,2.220,3.000
2,5:31,,,CIN 35,3,6,"Mike Nugent kicks off 62 yards, returned by Keith Mumphery for 24 yards (tackle by Reggie Nelson)",0.000,-0.740
2,5:21,1,10,HOU 27,3,6,Chris Polk right guard for 2 yards (tackle by Pat Sims and A.J. Hawk),0.740,0.470
2,4:47,2,8,HOU 29,3,6,Brian Hoyer pass complete short middle to Ryan Griffin for 6 yards (tackle by Vincent Rey),0.470,0.560
2,4:05,3,2,HOU 35,3,6,Brian Hoyer pass incomplete short middle intended for Nate Washington (defended by Dre Kirkpatrick),0.560,-1.040
2,4:01,4,2,HOU 35,3,6,"Shane Lechler punts 48 yards, muffed catch by Brandon Tate, recovered by Brandon Tate and returned for 8 yards (tackle by Darryl Morris)",-1.040,-0.610
2,3:48,1,10,CIN 25,3,6,Jeremy Hill left end for 1 yard (tackle by Brian Cushing),0.610,0.200
2,3:10,2,9,CIN 26,3,6,Andy Dalton pass complete short middle to Jeremy Hill for 3 yards (tackle by Benardrick McKinney and Charles James),0.200,-0.100
2,2:31,3,6,CIN 29,3,6,Andy Dalton pass complete short left to Giovani Bernard for 9 yards (tackle by Johnathan Joseph),-0.100,1.470
2,2:02,1,10,CIN 38,3,6,"Penalty on HOU: Defensive 12 On-field, 5 yards (no play)",1.470,2.200
2,2:00,1,5,CIN 43,3,6,Andy Dalton middle for 11 yards (tackle by Jared Crick and Benardrick McKinney),2.200,2.520
2,1:30,1,10,HOU 46,3,6,"Andy Dalton pass incomplete. Penalty on Eric Winston: Offensive Holding, 10 yards (no play)",2.520,1.860
2,1:23,1,20,CIN 44,3,6,Giovani Bernard right tackle for 5 yards (tackle by John Simon),1.860,1.300
2,0:55,2,15,CIN 49,3,6,Andy Dalton pass incomplete deep right intended for Marvin Jones,1.300,0.630
2,0:48,3,15,CIN 49,3,6,Andy Dalton pass incomplete deep left intended for Marvin Jones,0.630,-0.130
2,0:41,4,15,CIN 49,3,6,"Kevin Huber punts 22 yards, out of bounds",-0.130,-0.870
2,0:31,1,10,HOU 29,3,6,Brian Hoyer pass complete short middle to Jonathan Grimes for 12 yards (tackle by Vincent Rey and Leon Hall),0.870,0.870
2,0:23,1,10,HOU 29,3,6,Timeout #1 by Houston Texans,0.870,1.660
2,0:23,1,10,HOU 41,3,6,Brian Hoyer pass incomplete short left intended for Ryan Griffin,1.660,1.120
2,0:16,2,10,HOU 41,3,6,Brian Hoyer pass incomplete short left intended for DeAndre Hopkins,1.120,0.430
2,0:11,3,10,HOU 41,3,6,Jonathan Grimes right guard for 3 yards (tackle by Emmanuel Lamur and Geno Atkins),0.430,0.430
2,0:06,3,10,HOU 41,3,6,Timeout #3 by Cincinnati Bengals,0.430,-0.460
2,0:06,4,7,HOU 44,3,6,Brian Hoyer pass incomplete deep middle intended for Cecil Shorts is intercepted by Reggie Nelson at CIN--2,-0.460,0.000
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,3,6,"Mike Nugent kicks off 65 yards, returned by Keith Mumphery for 14 yards (tackle by Emmanuel Lamur)",0.000,-0.280
3,14:56,1,10,HOU 14,3,6,Brian Hoyer pass complete short left to DeAndre Hopkins for 13 yards (tackle by Adam Jones),-0.280,0.740
3,14:24,1,10,HOU 27,3,6,Alfred Blue left guard for 2 yards (tackle by Pat Sims),0.740,0.470
3,13:49,2,8,HOU 29,3,6,Brian Hoyer sacked by Domata Peko for -2 yards,0.470,-0.490
3,13:07,3,10,HOU 27,3,6,Brian Hoyer pass complete short middle to Cecil Shorts for 13 yards (tackle by George Iloka),-0.490,1.600
3,12:32,1,10,HOU 40,3,6,Jonathan Grimes right guard for 14 yards (tackle by Vincent Rey and Reggie Nelson),1.600,2.520
3,12:12,1,10,CIN 46,3,6,Jonathan Grimes middle for 1 yard (tackle by Will Clarke),2.520,2.110
3,11:31,2,9,CIN 45,3,6,Brian Hoyer pass complete short left to DeAndre Hopkins for 4 yards (tackle by Adam Jones),2.110,1.950
3,11:00,3,5,CIN 41,3,6,Brian Hoyer pass incomplete short right intended for Nate Washington,1.950,0.530
3,10:56,4,5,CIN 41,3,6,"Shane Lechler punts 41 yards, touchback",0.530,-0.280
3,10:47,1,10,CIN 20,3,6,"Jeremy Hill left guard for 15 yards (tackle by Whitney Mercilus). Penalty on Andrew Whitworth: Illegal Formation, 5 yards (no play)",0.280,-0.310
3,10:20,1,15,CIN 15,3,6,Andy Dalton pass incomplete deep middle intended for Marvin Jones is intercepted by Johnathan Joseph at HOU-27 and returned for 2 yards,-0.310,-0.870
3,10:09,1,10,HOU 29,3,6,Alfred Blue left guard for 3 yards (tackle by Michael Johnson and Pat Sims),0.870,0.730
3,9:29,2,7,HOU 32,3,6,Brian Hoyer pass complete short right to DeAndre Hopkins for 14 yards (tackle by Dre Kirkpatrick),0.730,1.990
3,8:45,1,10,HOU 46,3,6,Brian Hoyer pass complete short right to Cecil Shorts for 2 yards (tackle by George Iloka and Dre Kirkpatrick),1.990,1.720
3,8:06,2,8,HOU 48,3,6,Brian Hoyer pass incomplete short middle intended for Cecil Shorts (defended by Leon Hall),1.720,1.720
3,7:59,2,8,HOU 48,3,6,Timeout #1 by Houston Texans,1.720,1.030
3,7:59,3,8,HOU 48,3,6,"Brian Hoyer pass incomplete short right intended for Ryan Griffin (defended by Emmanuel Lamur). Penalty on Dre Kirkpatrick: Illegal Use of Hands, 5 yards (no play)",1.030,2.460
3,7:53,1,10,CIN 47,3,6,Alfred Blue left guard for 2 yards (tackle by Leon Hall),2.460,2.180
3,7:13,2,8,CIN 45,3,6,Brian Hoyer pass complete short right to C.J. Fiedorowicz for 5 yards (tackle by George Iloka and Vontaze Burfict),2.180,2.150
3,6:32,3,3,CIN 40,3,6,Jonathan Grimes left end for -1 yards (tackle by George Iloka),2.150,0.530
3,5:42,4,4,CIN 41,3,6,"Penalty on Shane Lechler: Delay of Game, 5 yards (no play)",0.530,0.200
3,5:38,4,9,CIN 46,3,6,"Shane Lechler punts 37 yards, fair catch by Brandon Tate",0.200,0.380
3,5:31,1,10,CIN 9,3,6,Jeremy Hill middle for 5 yards (tackle by Brian Cushing and Quintin Demps),-0.380,-0.390
3,4:58,2,5,CIN 14,3,6,Jeremy Hill left guard for 6 yards (tackle by Benardrick McKinney and Whitney Mercilus),-0.390,0.280
3,4:27,1,10,CIN 20,3,6,Jeremy Hill right tackle for 1 yard (tackle by Charles James),0.280,-0.130
3,3:47,2,9,CIN 21,3,6,Andy Dalton pass complete short right to Jeremy Hill for 5 yards (tackle by Benardrick McKinney),-0.130,-0.160
3,3:05,3,4,CIN 26,3,6,Andy Dalton sacked by Christian Covington for -6 yards,-0.160,-2.030
3,2:33,4,10,CIN 20,3,6,Kevin Huber punts 59 yards,-2.030,-0.340
3,2:21,1,10,HOU 21,3,6,T.J. Yates pass incomplete short right intended for Ryan Griffin,0.340,-0.200
3,2:17,2,10,HOU 21,3,6,Chris Polk left tackle for 2 yards (tackle by Rey Maualuga),-0.200,-0.630
3,1:32,3,8,HOU 23,3,6,"T.J. Yates pass complete short right to Ryan Griffin for 15 yards (tackle by Emmanuel Lamur). Penalty on Vincent Rey: Roughing the Passer, 15 yards",-0.630,2.460
3,1:05,1,10,CIN 47,3,6,Chris Polk left tackle for 13 yards (tackle by Pat Sims and George Iloka),2.460,3.310
3,0:26,1,10,CIN 34,3,6,Chris Polk right tackle for -3 yards (tackle by Pat Sims and Vontaze Burfict),3.310,2.370
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,CIN 37,3,6,T.J. Yates pass incomplete short middle intended for Nate Washington,2.370,1.690
4,14:56,3,13,CIN 37,3,6,T.J. Yates pass complete short right to Ryan Griffin for 15 yards (tackle by Dre Kirkpatrick),1.690,4.110
4,14:30,1,10,CIN 22,3,6,T.J. Yates pass incomplete short left intended for Cecil Shorts (defended by Michael Johnson),4.110,3.560
4,14:27,2,10,CIN 22,9,6,"T.J. Yates pass complete deep left to DeAndre Hopkins for 22 yards, touchdown",3.560,7.000
4,14:27,,,CIN 22,10,6,Nick Novak kicks extra point good,0.000,0.000
4,14:27,,,HOU 35,10,6,"Nick Novak kicks off 64 yards, returned by Adam Jones for 11 yards (tackle by Akeem Dent)",0.000,0.350
4,14:15,1,10,CIN 12,10,6,Andy Dalton pass complete short middle to Mohamed Sanu for 5 yards (tackle by Quintin Demps),-0.350,-0.230
4,13:48,2,5,CIN 17,10,6,Giovani Bernard right tackle for 3 yards (tackle by Brian Cushing),-0.230,-0.480
4,13:06,3,2,CIN 20,10,6,Andy Dalton pass incomplete short right intended for Tyler Eifert,-0.480,-2.030
4,13:00,4,2,CIN 20,10,6,"Kevin Huber punts 41 yards, fair catch by Keith Mumphery",-2.030,-1.530
4,12:53,1,10,HOU 39,10,6,T.J. Yates pass incomplete deep left intended for DeAndre Hopkins (defended by Reggie Nelson),1.530,0.990
4,12:45,2,10,HOU 39,10,6,T.J. Yates pass complete short left to DeAndre Hopkins for 4 yards (tackle by Adam Jones),0.990,0.830
4,12:03,3,6,HOU 43,10,6,T.J. Yates pass incomplete short middle intended for DeAndre Hopkins (defended by Emmanuel Lamur),0.830,-0.520
4,11:58,4,6,HOU 43,10,6,"Shane Lechler punts 43 yards, returned by Brandon Tate for 8 yards (tackle by Alfred Blue)",-0.520,-0.410
4,11:46,1,10,CIN 22,10,6,"Penalty on Marvin Jones: False Start, 5 yards (no play)",0.410,-0.120
4,11:46,1,15,CIN 17,10,6,Andy Dalton pass complete short left to Jeremy Hill for -3 yards (tackle by Benardrick McKinney),-0.120,-1.330
4,11:09,2,18,CIN 14,10,6,Andy Dalton pass incomplete short middle intended for Mohamed Sanu (defended by Andre Hal),-1.330,-2.240
4,11:02,3,18,CIN 14,10,6,Andy Dalton pass incomplete short left intended for Giovani Bernard,-2.240,-2.470
4,10:57,4,18,CIN 14,10,6,"Kevin Huber punts 48 yards, out of bounds",-2.470,-1.470
4,10:49,1,10,HOU 38,10,6,Alfred Blue left tackle for 4 yards (tackle by Michael Johnson and Vontaze Burfict),1.470,1.460
4,10:06,2,6,HOU 42,10,6,Alfred Blue right end for -1 yards (tackle by Pat Sims and Domata Peko),1.460,0.630
4,9:21,3,7,HOU 41,10,6,T.J. Yates pass incomplete short right intended for DeAndre Hopkins,0.630,-0.650
4,9:15,4,7,HOU 41,10,6,Shane Lechler punts 55 yards,-0.650,0.380
4,9:03,1,10,CIN 4,10,6,Giovani Bernard left guard for 9 yards (tackle by Quintin Demps and Vince Wilfork),-0.380,-0.120
4,8:33,2,1,CIN 13,10,6,Giovani Bernard middle for 5 yards (tackle by Benardrick McKinney),-0.120,0.040
4,7:59,1,10,CIN 18,10,6,Andy Dalton pass complete short right to Tyler Eifert for 6 yards (tackle by Charles James),0.040,0.410
4,7:18,2,4,CIN 24,10,6,Andy Dalton pass incomplete short middle intended for Tyler Eifert,0.410,-0.400
4,7:13,3,4,CIN 24,10,6,Andy Dalton pass incomplete short right intended for A.J. Green (defended by Johnathan Joseph),-0.400,-1.770
4,7:07,4,4,CIN 24,10,6,Kevin Huber punts 40 yards,-1.770,-1.330
4,6:56,1,10,HOU 36,10,6,T.J. Yates pass complete short middle to Nate Washington for 13 yards (tackle by Vontaze Burfict),1.330,2.190
4,6:12,1,10,HOU 49,10,6,Alfred Blue left tackle for 1 yard (tackle by Vontaze Burfict and Reggie Nelson),2.190,1.780
4,5:34,2,9,,10,6,T.J. Yates sacked by A.J. Hawk for -8 yards,1.780,0.040
4,4:48,3,17,HOU 42,10,6,Jonathan Grimes middle for 7 yards (tackle by Michael Johnson and Emmanuel Lamur),0.040,-0.130
4,4:07,4,10,HOU 49,10,6,"Shane Lechler punts 43 yards, returned by Brandon Tate for 11 yards (tackle by Eddie Pleasant)",-0.130,-0.150
4,3:54,1,10,CIN 19,10,6,Andy Dalton pass incomplete deep middle intended for Tyler Eifert,0.150,-0.390
4,3:49,2,10,CIN 19,10,6,Andy Dalton sacked by J.J. Watt for -8 yards,-0.390,-2.360
4,3:06,3,18,CIN 11,10,6,Andy Dalton pass complete deep middle to A.J. Green for 26 yards (tackle by Eddie Pleasant),-2.360,1.400
4,2:32,1,10,CIN 37,10,6,Andy Dalton pass complete short right to Giovani Bernard for 15 yards (tackle by Charles James),1.400,2.390
4,2:00,1,10,HOU 48,10,6,Andy Dalton pass complete short right to Tyler Eifert for 6 yards (tackle by Johnathan Joseph),2.390,2.660
4,1:33,2,4,HOU 42,10,6,Andy Dalton pass complete short middle to Marvin Jones for 5 yards (tackle by Johnathan Joseph),2.660,2.660
4,1:26,2,4,HOU 42,10,6,Timeout #1 by Cincinnati Bengals,2.660,3.120
4,1:26,1,10,HOU 37,10,6,Andy Dalton sacked by John Simon for 0 yards,3.120,2.570
4,1:02,2,10,HOU 37,10,6,Andy Dalton pass complete short middle to Giovani Bernard for 4 yards (tackle by Brian Cushing),2.570,2.570
4,0:54,2,10,HOU 37,10,6,Timeout #2 by Cincinnati Bengals,2.570,2.410
4,0:54,3,6,HOU 33,10,6,Andy Dalton pass incomplete short left intended for A.J. Green (defended by Kevin Johnson),2.410,1.160
4,0:50,4,6,HOU 33,10,6,"Andy Dalton pass complete short left to A.J. Green for 10 yards (tackle by Quintin Demps). A.J. Green fumbles (forced by Quintin Demps), recovered by Quintin Demps at HOU-22 (tackle by A.J. Green)",1.160,-0.410
4,0:40,1,10,HOU 22,10,6,T.J. Yates kneels for -1 yards,0.410,0.410
4,0:38,1,10,HOU 22,10,6,Timeout #3 by Cincinnati Bengals,0.410,-0.270
4,0:38,2,11,HOU 21,10,6,T.J. Yates kneels for -1 yards,-0.270,-1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
