Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Texans won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,HOU 35,0,0,"Nick Novak kicks off 62 yards, returned by Adam Jones for 18 yards (tackle by Brian Peters)",0.000,-0.340
1,14:56,1,10,CIN 21,0,0,"Jeremy Hill right guard for 1 yard (tackle by Brian Cushing and Benardrick McKinney). Penalty on Ryan Hewitt: Offensive Holding, 10 yards (no play)",0.340,-0.720
1,14:39,1,20,CIN 11,0,0,Andy Dalton pass complete short left to Marvin Jones for 16 yards (tackle by Brian Cushing),-0.720,0.610
1,14:02,2,4,CIN 27,0,0,Andy Dalton pass complete short left to A.J. Green for 6 yards (tackle by Quintin Demps and Kevin Johnson),0.610,1.140
1,13:26,1,10,CIN 33,0,0,Andy Dalton pass complete short left to A.J. Green for 5 yards (tackle by Kevin Johnson),1.140,1.270
1,12:55,2,5,CIN 38,0,0,"Penalty on Clint Boling: False Start, 5 yards (no play)",1.270,0.590
1,12:42,2,10,CIN 33,0,0,Jeremy Hill middle for 6 yards (tackle by Benardrick McKinney),0.590,0.700
1,12:02,3,4,CIN 39,0,0,Andy Dalton pass incomplete short middle intended for Giovani Bernard,0.700,-0.780
1,11:56,4,4,CIN 39,0,0,"Kevin Huber punts 49 yards, returned by Keith Mumphery for 10 yards (tackle by Tyler Kroft)",-0.780,-0.410
1,11:48,1,10,HOU 22,0,0,"Brian Hoyer pass incomplete short right intended for DeAndre Hopkins. Penalty on DeAndre Hopkins: Offensive Pass Interference, 10 yards (no play)",0.410,-0.660
1,11:42,1,20,HOU 12,0,0,Alfred Blue left guard for 4 yards (tackle by Reggie Nelson),-0.660,-1.080
1,11:03,2,16,HOU 16,0,0,Brian Hoyer pass incomplete short right intended for Ryan Griffin (defended by Dre Kirkpatrick),-1.080,-1.870
1,10:58,3,16,HOU 16,0,0,Jonathan Grimes right guard for 9 yards (tackle by Geno Atkins and Reggie Nelson),-1.870,-1.700
1,10:28,4,7,HOU 25,0,0,"Shane Lechler punts 64 yards, returned by Adam Jones for 13 yards (tackle by Charles James)",-1.700,-0.540
1,10:16,1,10,CIN 24,0,0,"Andy Dalton pass incomplete deep left intended for Marvin Jones. Penalty on Kevin Johnson: Defensive Pass Interference, 29 yards (no play)",0.540,2.460
1,10:10,1,10,HOU 47,0,0,Andy Dalton middle for 7 yards (tackle by Whitney Mercilus),2.460,2.860
1,9:31,2,3,HOU 40,0,0,Jeremy Hill left tackle for -1 yards (tackle by Whitney Mercilus),2.860,2.010
1,8:51,3,4,HOU 41,0,0,"Penalty on Tyler Eifert: False Start, 5 yards (no play)",2.010,1.350
1,8:30,3,9,HOU 46,0,0,Andy Dalton pass incomplete short right intended for Giovani Bernard,1.350,0.200
1,8:22,4,9,HOU 46,0,0,"Kevin Huber punts 29 yards, fair catch by Keith Mumphery",0.200,0.060
1,8:15,1,10,HOU 17,0,0,Alfred Blue left guard for 4 yards (tackle by Wallace Gilberry),-0.060,0.080
1,7:37,2,6,HOU 21,0,0,Alfred Blue right tackle for -2 yards (tackle by Vontaze Burfict),0.080,-1.000
1,6:53,3,8,HOU 19,0,0,Brian Hoyer sacked by Vincent Rey for -8 yards,-1.000,-2.490
1,6:25,4,16,HOU 11,0,0,"Shane Lechler punts 44 yards, returned by Adam Jones for 27 yards (tackle by Jon Weeks). Penalty on Tyler Kroft: Defensive Holding (Offsetting), Penalty on Jay Prosch: Offensive Holding (Offsetting) (no play)",-2.490,-2.490
1,6:12,4,16,HOU 11,0,0,"Shane Lechler punts 43 yards, returned by Adam Jones for 3 yards (tackle by Max Bullough)",-2.490,-2.190
1,6:01,1,10,CIN 49,0,0,Giovani Bernard left guard for 3 yards (tackle by Benardrick McKinney),2.190,2.050
1,5:22,2,7,HOU 48,0,0,Andy Dalton pass complete deep middle to A.J. Green for 20 yards (tackle by Andre Hal),2.050,3.710
1,4:39,1,10,HOU 28,0,0,Andy Dalton pass complete short middle to Tyler Eifert for 14 yards (tackle by Benardrick McKinney),3.710,4.650
1,3:53,1,10,HOU 14,0,0,Marvin Jones left end for -8 yards (tackle by Whitney Mercilus),4.650,3.010
1,3:13,2,18,HOU 22,0,0,Andy Dalton pass complete short right to Giovani Bernard for 1 yard (tackle by Johnathan Joseph),3.010,3.010
1,2:31,2,18,HOU 22,0,0,Timeout #1 by Cincinnati Bengals,3.010,2.480
1,2:31,3,17,HOU 21,0,0,Andy Dalton pass complete short left to Marvin Jones for 7 yards (tackle by Brian Cushing and Quintin Demps),2.480,2.510
1,1:38,4,10,HOU 14,0,0,"Mike Nugent 32 yard field goal good. Penalty on Tyler Kroft: Offensive Holding, 10 yards (no play)",2.510,1.870
1,1:33,4,20,HOU 24,0,3,Mike Nugent 42 yard field goal good,1.870,3.000
1,1:33,,,CIN 35,0,3,"Mike Nugent kicks off 69 yards, returned by Keith Mumphery for 26 yards (tackle by Emmanuel Lamur)",0.000,-0.410
1,1:23,1,10,HOU 22,0,3,Brian Hoyer pass complete short middle to Alfred Blue for 9 yards (tackle by Geno Atkins),0.410,1.080
1,1:03,2,1,HOU 31,0,3,Brian Hoyer pass incomplete short right intended for Cecil Shorts,1.080,0.370
1,0:57,3,1,HOU 31,0,3,Alfred Blue left guard for 3 yards (tackle by Rey Maualuga and Domata Peko),0.370,1.200
1,0:20,1,10,HOU 34,0,3,Brian Hoyer pass incomplete deep middle intended for DeAndre Hopkins (defended by Dre Kirkpatrick),1.200,0.660
1,0:14,2,10,HOU 34,0,3,Brian Hoyer pass complete short left to Cecil Shorts for 1 yard (tackle by Adam Jones),0.660,0.100
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,HOU 35,0,3,Brian Hoyer pass complete short middle to Nate Washington for 19 yards (tackle by George Iloka),0.100,2.520
2,14:35,1,10,CIN 46,0,3,Brian Hoyer pass complete short middle to C.J. Fiedorowicz for 25 yards (tackle by Adam Jones and George Iloka),2.520,4.170
2,14:02,1,10,CIN 21,0,3,Brian Hoyer left end for 15 yards (tackle by Reggie Nelson),4.170,5.830
2,13:27,1,6,CIN 6,0,3,Alfred Blue middle for 5 yards (tackle by George Iloka and Reggie Nelson),5.830,5.910
2,13:09,2,1,CIN 1,0,3,Alfred Blue left tackle for -3 yards (tackle by Darqueze Dennard and Vontaze Burfict),5.910,4.490
2,12:26,3,4,CIN 4,0,3,Brian Hoyer pass incomplete short left intended for DeAndre Hopkins,4.490,3.030
2,12:20,4,4,CIN 4,3,3,Nick Novak 22 yard field goal good,3.030,3.000
2,12:20,,,HOU 35,3,3,"Nick Novak kicks off 69 yards, returned by Brandon Tate for 22 yards (tackle by Brian Peters)",0.000,-0.040
2,12:11,1,10,CIN 18,3,3,Andy Dalton right guard for 11 yards (tackle by Christian Covington),0.040,0.870
2,11:47,1,10,CIN 29,3,3,Andy Dalton sacked by Whitney Mercilus for -1 yards,0.870,0.190
2,11:14,2,11,CIN 28,3,3,Andy Dalton middle for 2 yards (tackle by Brandon Dunn),0.190,-0.230
2,10:34,3,9,CIN 30,3,3,"Andy Dalton pass incomplete deep right intended for A.J. Green. Penalty on Kevin Johnson: Defensive Holding, 5 yards (no play)",-0.230,1.270
2,10:28,1,10,CIN 35,3,3,Jeremy Hill right guard for -3 yards (tackle by Charles James),1.270,0.320
2,9:48,2,13,CIN 32,3,3,Andy Dalton pass complete short right to Marvin Jones for 16 yards (tackle by John Simon),0.320,2.130
2,9:12,1,10,CIN 48,3,3,Andy Dalton pass incomplete deep right intended for Marvin Jones,2.130,1.580
2,9:06,2,10,CIN 48,3,3,Andy Dalton pass complete short middle to Ryan Hewitt for 7 yards (tackle by Kevin Johnson),1.580,1.820
2,8:24,3,3,HOU 45,3,3,Giovani Bernard right end for 4 yards (tackle by Eddie Pleasant and Jared Crick),1.820,2.850
2,7:41,1,10,HOU 41,3,3,Andy Dalton pass incomplete short left intended for Marvin Jones (defended by Kevin Johnson),2.850,2.850
2,7:35,1,10,HOU 41,3,3,Timeout #2 by Cincinnati Bengals,2.850,2.310
2,7:35,2,10,HOU 41,3,3,Andy Dalton pass incomplete deep right intended for Rex Burkhead,2.310,1.620
2,7:30,3,10,HOU 41,3,3,Andy Dalton pass complete short right to Giovani Bernard for 14 yards (tackle by Eddie Pleasant and Charles James),1.620,3.780
