Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jeff Allen,G,66,100%,0,0%,5,15%
Xavier Su'a-Filo,G,66,100%,0,0%,5,15%
Breno Giacomini,T,66,100%,0,0%,5,15%
Deshaun Watson,QB,66,100%,0,0%,0,0%
Nick Martin,C,66,100%,0,0%,0,0%
DeAndre Hopkins,WR,63,95%,0,0%,0,0%
Ryan Griffin,TE,58,88%,0,0%,5,15%
Chris Clark,T,55,83%,0,0%,5,15%
Will Fuller,WR,54,82%,0,0%,4,12%
Bruce Ellington,WR,45,68%,0,0%,0,0%
Lamar Miller,RB,44,67%,0,0%,0,0%
D'Onta Foreman,RB,23,35%,0,0%,0,0%
Stephen Anderson,TE,22,33%,0,0%,21,64%
Kendall Lamm,T,12,18%,0,0%,5,15%
Julie'n Davenport,T,7,11%,0,0%,5,15%
Braxton Miller,WR,7,11%,0,0%,3,9%
Jay Prosch,FB,6,9%,0,0%,27,82%
Benardrick McKinney,LB,0,0%,62,93%,3,9%
Andre Hal,FS,0,0%,59,88%,2,6%
Zach Cunningham,LB,0,0%,58,87%,16,48%
Marcus Gilchrist,FS,0,0%,56,84%,4,12%
Kareem Jackson,CB,0,0%,53,79%,1,3%
Brennan Scarlett,LB,0,0%,50,75%,15,45%
Marcus Williams,CB,0,0%,49,73%,21,64%
Johnathan Joseph,CB,0,0%,47,70%,1,3%
Jadeveon Clowney,LB,0,0%,43,64%,1,3%
Christian Covington,DE,0,0%,38,57%,4,12%
Ufomba Kamalu,LB,0,0%,36,54%,11,33%
Brandon Dunn,NT,0,0%,30,45%,2,6%
Eddie Pleasant,SS,0,0%,29,43%,19,58%
D.J. Reader,NT,0,0%,25,37%,1,3%
Joel Heath,DE,0,0%,22,33%,2,6%
Kurtis Drummond,SS,0,0%,21,31%,26,79%
Carlos Watkins,DE,0,0%,21,31%,1,3%
Treston Decoud,CB,0,0%,12,18%,13,39%
Dylan Cole,LB,0,0%,9,13%,7,21%
Lamarr Houston,LB,0,0%,9,13%,1,3%
Marcus Burley,CB,0,0%,7,10%,14,42%
Brian Peters,LB,0,0%,1,1%,25,76%
Chris Thompson,WR,0,0%,0,0%,24,73%
Alfred Blue,RB,0,0%,0,0%,24,73%
Shane Lechler,P,0,0%,0,0%,12,36%
Jon Weeks,LS,0,0%,0,0%,12,36%
Ka'imi Fairbairn,K,0,0%,0,0%,11,33%
