Quarter,Time,Down,ToGo,Location,NWE,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss, Raiders to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Stephen Gostkowski kicks off 74 yards, returned by Justin Miller for 11 yards (tackle by Kelley Washington)",0.000,-0.380
1,14:56,1,10,OAK 7,0,0,Justin Fargas right tackle for no gain (tackle by Mike Vrabel),-0.380,-0.780
1,14:21,2,10,OAK 7,0,0,Justin Fargas left guard for 4 yards (tackle by Mike Vrabel),-0.780,-0.950
1,13:38,3,6,OAK 11,0,0,JaMarcus Russell pass incomplete short left intended for Ronald Curry,-0.950,-2.490
1,13:34,4,6,OAK 11,0,0,"Shane Lechler punts 43 yards, returned by Kevin Faulk for 14 yards (tackle by Jon Alston)",-2.490,-2.920
1,13:23,1,10,OAK 40,0,0,Matt Cassel pass incomplete short right intended for Ben Watson,2.920,2.370
1,13:18,2,10,OAK 40,0,0,Sammy Morris up the middle for 4 yards (tackle by Derrick Burgess and Tommy Kelly),2.370,2.210
1,12:35,3,6,OAK 36,0,0,Matt Cassel pass complete short right to Wes Welker for 16 yards (tackle by Chris Johnson),2.210,4.240
1,12:12,1,10,OAK 20,0,0,Kevin Faulk up the middle for 3 yards (tackle by Tommy Kelly and Gerard Warren),4.240,4.120
1,11:43,2,7,OAK 17,0,0,Matt Cassel pass incomplete short right intended for Wes Welker (defended by Terdell Sands),4.120,3.360
1,11:40,3,7,OAK 17,0,0,Matt Cassel pass complete short middle to Wes Welker for 7 yards (tackle by Chris Johnson),3.360,4.910
1,11:15,1,10,OAK 10,0,0,Kevin Faulk left tackle for 2 yards (tackle by Terdell Sands),4.910,4.570
1,10:55,2,8,OAK 8,0,0,Kevin Faulk right tackle for 1 yard (tackle by Gerard Warren),4.570,3.810
,,,,,,,"NWE challenged the too many players on field ruling, and the play was upheld.",,
1,10:29,3,7,OAK 7,6,0,"Matt Cassel pass complete short middle to Kevin Faulk for 7 yards, touchdown",3.810,7.000
1,,,,OAK 2,7,0,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,7,0,"Stephen Gostkowski kicks off 63 yards, returned by Justin Miller for 19 yards (tackle by Matt Slater). Penalty on Jon Alston: Offensive Holding, 10 yards",0.000,-0.140
1,10:14,1,10,OAK 16,7,0,Justin Fargas right end for 6 yards (tackle by Brandon Meriweather),-0.140,0.280
1,9:48,2,4,OAK 22,7,0,"Penalty on Robert Gallery: False Start, 5 yards (no play)",0.280,-0.510
1,9:33,2,9,OAK 17,7,0,JaMarcus Russell pass incomplete short middle intended for Chaz Schilens,-0.510,-1.200
1,9:28,3,9,OAK 17,7,0,"JaMarcus Russell sacked by Mike Vrabel for 0 yards. JaMarcus Russell fumbles (forced by Mike Vrabel), recovered by Zach Miller at OAK-9",-1.200,-2.490
1,9:03,4,17,OAK 9,7,0,Shane Lechler punts 26 yards,-2.490,-3.250
1,8:58,1,10,OAK 35,7,0,Sammy Morris left guard for 15 yards (tackle by Gibril Wilson and Chris Johnson),3.250,4.240
1,8:34,1,10,OAK 20,7,0,Matt Cassel sacked by Gibril Wilson for 0 yards,4.240,3.690
1,8:05,2,10,OAK 20,13,0,"Matt Cassel pass complete deep left to Randy Moss for 20 yards, touchdown",3.690,7.000
1,,,,OAK 2,14,0,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,14,0,"Stephen Gostkowski kicks off 64 yards, returned by Justin Miller for 22 yards (tackle by Brandon Meriweather)",0.000,0.810
1,7:51,1,10,OAK 28,14,0,JaMarcus Russell pass incomplete short right intended for Ashley Lelie,0.810,0.260
1,7:44,2,10,OAK 28,14,0,JaMarcus Russell pass complete short left to Zach Miller for 5 yards (tackle by Brandon Meriweather),0.260,0.230
1,7:07,3,5,OAK 33,14,0,JaMarcus Russell pass incomplete short middle intended for Chaz Schilens,0.230,-1.180
1,7:03,4,5,OAK 33,14,0,"Shane Lechler punts 62 yards, returned by Kevin Faulk for 12 yards (tackle by Sam Williams)",-1.180,0.060
1,6:51,1,10,NWE 17,14,0,Sammy Morris up the middle for 14 yards (tackle by Gibril Wilson and Rashad Baker),-0.060,1.000
1,6:17,1,10,NWE 31,14,0,Matt Cassel pass incomplete short right intended for Randy Moss,1.000,0.460
1,6:09,2,10,NWE 31,14,0,Sammy Morris up the middle for 4 yards (tackle by Kirk Morrison),0.460,0.300
1,5:35,3,6,NWE 35,14,0,Matt Cassel pass complete short left to Kevin Faulk for 8 yards (tackle by Nnamdi Asomugha),0.300,1.800
