Quarter,Time,Down,ToGo,Location,SFO,SDG,Detail,EPB,EPA
2,5:12,1,10,SFO 46,0,7,Jeff Garcia pass incomplete intended for Fred Beasley,1.990,1.450
2,5:08,2,10,SFO 46,0,7,Garrison Hearst middle for 6 yards (tackle by Leonardo Carson),1.450,1.550
2,4:31,2,10,SFO 46,,,Timeout #2 by Los Angeles Chargers,1.450,1.550
2,4:31,3,4,SDG 48,0,7,Jeff Garcia pass incomplete intended for J.J. Stokes (defended by Quentin Jammer),1.550,0.070
2,4:26,4,4,SDG 48,0,7,"Jason Baker punts 48 yards, touchback",0.070,-0.280
2,4:17,1,10,SDG 20,0,7,Drew Brees pass complete to Fred McCrary for 3 yards (tackle by Ronnie Heard),0.280,0.140
2,3:37,2,7,SDG 23,0,7,LaDainian Tomlinson left end for 1 yard (tackle by Jason Webster),0.140,-0.430
2,2:53,3,6,SDG 24,0,7,Drew Brees pass incomplete intended for Curtis Conway (defended by Ahmed Plummer),-0.430,-1.770
2,2:49,4,6,SDG 24,0,7,"Darren Bennett punts 53 yards, returned by Jimmy Williams for 8 yards (tackle by Joey Goodspeed)",-1.770,-1.000
2,2:36,1,10,SFO 31,0,7,Jeff Garcia pass complete to Terrell Owens for 31 yards (tackle by Rogers Beckett),1.000,3.050
2,2:05,1,10,SDG 38,0,7,Jeff Garcia pass incomplete intended for Garrison Hearst,3.050,2.510
2,2:00,2,10,SDG 38,0,7,Garrison Hearst right tackle for 7 yards (tackle by Donnie Edwards),2.510,2.740
2,1:25,3,3,SDG 31,0,7,"Jeff Garcia pass complete to J.J. Stokes for 17 yards (tackle by Ryan McNeil). Penalty on Matt Willig: Face Mask (15 Yards), 15 yards (no play)",2.740,0.760
2,1:18,3,18,SDG 46,0,7,Jeff Garcia pass complete to Tai Streets for 14 yards (tackle by Ryan McNeil),0.760,1.270
2,1:18,3,18,SDG 46,,,Timeout #1 by San Francisco 49ers,0.760,1.270
2,1:11,4,4,SDG 32,6,7,"Jeff Garcia pass complete to Terrell Owens for 32 yards, touchdown",1.270,7.000
2,1:11,,,SDG 32,7,7,Jose Cortez kicks extra point good,0.000,0.000
2,1:11,,,SFO 30,7,7,"Jose Cortez kicks off 64 yards, returned by Ronney Jenkins for 25 yards (tackle by Quincy Stewart)",0.000,1.000
2,0:58,1,10,SDG 31,7,7,Drew Brees pass complete to Curtis Conway for 9 yards (tackle by Ahmed Plummer),1.000,1.680
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:53,2,1,SDG 40,7,7,LaDainian Tomlinson right end for 10 yards (tackle by Chike Okeafor),1.680,2.260
2,0:31,1,10,,7,7,Drew Brees pass complete to Curtis Conway for 10 yards (tackle by Ahmed Plummer),2.260,2.920
2,0:22,1,10,,,,Timeout #3 by Los Angeles Chargers,2.260,2.920
2,0:22,1,10,SFO 40,7,7,Drew Brees pass complete to Stephen Alexander for 14 yards (tackle by Derek Smith),2.920,3.840
2,0:16,1,10,SFO 26,7,7,Drew Brees pass incomplete intended for Reche Caldwell,3.840,3.300
2,0:08,2,10,SFO 26,7,7,"Steve Christie 44 yard field goal no good, blocked by Dana Stubblefield, recovered by Mike Rumph and returned for 14 yards",3.300,0.000
Quarter,Time,Down,ToGo,Location,SFO,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,7,7,"Wade Richey kicks off 72 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,7,7,Garrison Hearst right tackle for 4 yards (tackle by Raylee Johnson),0.280,0.270
3,14:23,2,6,SFO 24,7,7,Jeff Garcia pass incomplete intended for Justin Swift (defended by Rodney Harrison),0.270,-0.430
3,14:18,3,6,SFO 24,13,7,"Jeff Garcia pass complete to Terrell Owens for 76 yards, touchdown",-0.430,7.000
3,14:18,,,SDG 24,14,7,Jose Cortez kicks extra point good,0.000,0.000
3,14:18,,,SFO 30,14,7,"Jose Cortez kicks off 65 yards, returned by Reche Caldwell for 17 yards (tackle by Quincy Stewart)",0.000,0.410
3,14:01,1,10,SDG 22,14,7,"Drew Brees pass incomplete intended for Tim Dwight. Penalty on Jason Webster: Defensive Holding, 5 yards (no play)",0.410,0.740
3,13:56,1,10,SDG 27,14,7,LaDainian Tomlinson for -4 yards (tackle by Dana Stubblefield),0.740,-0.340
3,13:17,2,14,SDG 23,14,7,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Jason Webster),-0.340,-0.360
3,12:48,3,9,SDG 28,14,7,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Derek Smith),-0.360,-1.180
3,12:13,4,4,SDG 33,14,7,"Darren Bennett punts 50 yards, returned by Jimmy Williams for 36 yards (tackle by Zeke Moreno)",-1.180,-2.460
3,11:58,1,10,SDG 47,14,7,Kevan Barlow right end for 11 yards (tackle by Rogers Beckett and Rodney Harrison),2.460,3.180
3,11:40,1,10,SDG 36,14,7,Jeff Garcia pass incomplete intended for Terrell Owens,3.180,2.640
3,11:34,2,10,SDG 36,14,7,Garrison Hearst middle for 6 yards (tackle by Rodney Harrison and Junior Seau),2.640,2.740
3,10:53,3,4,SDG 30,14,7,Jeff Garcia pass complete to J.J. Stokes for 6 yards (tackle by Ryan McNeil),2.740,3.970
3,10:13,1,10,SDG 24,14,7,Kevan Barlow left end for -1 yards (tackle by Orlando Ruff and Ben Leber),3.970,3.300
3,9:42,2,11,SDG 25,14,7,Jeff Garcia pass complete to Garrison Hearst for 7 yards (tackle by Ben Leber),3.300,3.570
3,9:11,3,4,SDG 18,14,7,Jeff Garcia pass complete to Justin Swift for 4 yards (tackle by Zeke Moreno and Rodney Harrison),3.570,4.650
3,8:38,1,10,SDG 14,14,7,Garrison Hearst middle for 7 yards (tackle by Quentin Jammer),4.650,5.280
3,7:57,2,3,SDG 7,14,7,Kevan Barlow right tackle for 2 yards (tackle by Jamal Williams),5.280,4.960
3,7:24,2,3,SDG 7,,,Timeout #1 by Los Angeles Chargers,5.280,4.960
3,7:24,3,1,SDG 5,14,7,Fred Beasley middle for -1 yards (tackle by Junior Seau),4.960,3.010
3,6:42,4,2,SDG 6,17,7,Jose Cortez 24 yard field goal good,3.010,3.000
3,6:42,,,SFO 30,17,7,"Jose Cortez kicks off 74 yards, touchback",0.000,0.280
3,6:38,1,10,SDG 20,17,7,"LaDainian Tomlinson right end for -4 yards (tackle by Chike Okeafor). LaDainian Tomlinson fumbles (forced by Chike Okeafor), recovered by Jason Ball at SDG-16",0.280,-0.940
3,5:34,2,14,SDG 16,17,7,Drew Brees pass incomplete intended for Stephen Alexander,-0.940,-1.690
3,5:33,3,14,SDG 16,17,7,Drew Brees pass complete to LaDainian Tomlinson for 16 yards (tackle by Bryant Young and Ronnie Heard),-1.690,1.070
3,4:53,1,10,SDG 32,17,7,LaDainian Tomlinson right end for 6 yards (tackle by Tony Parrish),1.070,1.340
3,4:29,2,4,SDG 38,17,7,LaDainian Tomlinson middle for 27 yards (tackle by Julian Peterson),1.340,3.250
3,3:52,1,10,SFO 35,17,7,Jesse Chatman for no gain (tackle by Ahmed Plummer),3.250,2.700
3,3:26,2,10,SFO 35,17,7,Drew Brees pass incomplete intended for Reche Caldwell,2.700,2.010
3,3:21,3,10,SFO 35,17,7,"Drew Brees pass complete to Curtis Conway for 35 yards. Penalty on Curtis Conway: Illegal Touch Pass, 5 yards (no play)",2.010,1.350
3,3:14,3,15,SFO 40,17,7,Drew Brees pass incomplete intended for Tim Dwight,1.350,0.590
3,3:09,4,15,SFO 40,17,7,"Darren Bennett punts 30 yards, fair catch by Jimmy Williams",0.590,0.380
3,3:00,1,10,SFO 10,17,7,Jeff Garcia pass complete to Terrell Owens for 11 yards (tackle by Ryan McNeil),-0.380,0.340
3,2:41,1,10,SFO 21,17,7,Jeff Garcia pass complete to Tai Streets for 17 yards,0.340,1.470
3,2:15,1,10,SFO 38,17,7,Garrison Hearst middle for no gain (tackle by Junior Seau and Raylee Johnson),1.470,0.920
3,1:34,2,10,SFO 38,17,7,Fred Beasley left tackle for 1 yard (tackle by Zeke Moreno),0.920,0.370
3,0:52,3,9,SFO 39,17,7,Jeff Garcia pass incomplete intended for Tai Streets,0.370,-0.780
3,0:47,4,9,SFO 39,17,7,"Jason Baker punts 48 yards, returned by Tim Dwight for 12 yards (tackle by Brandon Moore)",-0.780,-0.610
3,0:35,1,10,SDG 25,17,7,LaDainian Tomlinson middle for 21 yards (tackle by Ronnie Heard),0.610,1.990
Quarter,Time,Down,ToGo,Location,SFO,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 46,17,7,Drew Brees pass complete to Curtis Conway for 47 yards (tackle by Tony Parrish),1.990,5.600
4,14:15,1,7,SFO 7,17,7,LaDainian Tomlinson right tackle for 3 yards (tackle by Julian Peterson and Quincy Stewart),5.600,5.340
4,13:32,2,4,SFO 4,17,7,Drew Brees pass incomplete intended for Stephen Alexander is intercepted by Quincy Stewart at SFO-0,5.340,-0.280
4,13:26,1,10,SFO 20,17,7,Kevan Barlow left end for 5 yards (tackle by Ryan McNeil),0.280,0.410
4,12:45,2,5,SFO 25,17,7,Jeff Garcia pass complete to Fred Beasley for 1 yard (tackle by Alex Molden and Junior Seau),0.410,-0.160
4,12:03,3,4,SFO 26,17,7,Jeff Garcia pass complete to Cedrick Wilson for 14 yards (tackle by Davis Sanchez),-0.160,1.600
4,11:40,3,4,SFO 26,,,Timeout #1 by San Francisco 49ers,-0.160,1.600
4,11:40,1,10,SFO 40,17,7,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by Alex Molden),1.600,1.730
4,10:59,2,5,SFO 45,17,7,Kevan Barlow left end for no gain (tackle by Ryan McNeil and Junior Seau),1.730,1.030
4,10:14,3,5,SFO 45,17,7,Jeff Garcia pass complete to Tai Streets for 12 yards (tackle by Quentin Jammer),1.030,2.720
4,9:27,1,10,SDG 43,17,7,Garrison Hearst left end for 3 yards (tackle by Orlando Ruff and Jason Fisk),2.720,2.580
4,8:41,2,7,SDG 40,17,7,Jeff Garcia pass complete to Tai Streets for 3 yards (tackle by Alex Molden),2.580,2.280
4,7:52,3,4,SDG 37,17,7,Jeff Garcia pass incomplete intended for Tai Streets (defended by Quentin Jammer),2.280,0.790
4,7:48,4,4,SDG 37,17,7,"Jason Baker punts 37 yards, touchback",0.790,-0.280
4,7:38,1,10,SDG 20,17,7,Drew Brees pass complete to LaDainian Tomlinson for 12 yards (tackle by Jason Webster),0.280,1.070
4,7:03,1,10,SDG 32,17,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,1.070,0.530
4,6:59,2,10,SDG 32,17,7,Drew Brees pass complete to Curtis Conway for 41 yards (tackle by Ronnie Heard),0.530,3.780
4,6:27,1,10,SFO 27,17,7,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Ahmed Plummer),3.780,3.910
4,5:54,2,5,SFO 22,17,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,3.910,3.200
4,5:50,3,5,SFO 22,17,7,Drew Brees pass complete to Stephen Alexander for 4 yards (tackle by Jason Webster),3.200,2.400
4,5:10,4,1,SFO 18,17,10,Steve Christie 36 yard field goal good,2.400,3.000
4,5:10,,,SDG 30,17,10,"Wade Richey kicks off 73 yards, touchback",0.000,0.280
4,5:05,1,10,SFO 20,17,10,Jeff Garcia pass complete to Tai Streets for 3 yards (tackle by Ben Leber),0.280,0.140
4,4:21,2,7,SFO 23,17,10,Garrison Hearst left tackle for no gain (tackle by Marcellus Wiley),0.140,-0.560
4,3:38,3,7,SFO 23,17,10,Jeff Garcia pass incomplete intended for J.J. Stokes (defended by DeQuincy Scott),-0.560,-1.830
4,3:31,4,7,SFO 23,17,10,"Jason Baker punts 43 yards, returned by Tim Dwight for 8 yards (tackle by Quincy Stewart)",-1.830,-1.730
4,3:22,1,10,SDG 42,17,10,Drew Brees pass complete to Tim Dwight for 23 yards (tackle by Ronnie Heard),1.730,3.250
4,2:54,1,10,SFO 35,17,10,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Julian Peterson),3.250,3.380
4,2:49,2,5,SFO 30,17,10,Drew Brees pass complete to LaDainian Tomlinson for 8 yards (tackle by Julian Peterson),3.380,4.110
4,2:19,1,10,SFO 22,17,10,Drew Brees pass incomplete intended for Curtis Conway,4.110,3.560
4,2:15,2,10,SFO 22,17,10,Drew Brees pass complete to Tim Dwight for 7 yards (tackle by Jason Webster),3.560,3.930
4,2:00,3,3,SFO 15,17,10,Drew Brees pass incomplete intended for Curtis Conway,3.930,2.540
4,1:56,3,3,SFO 15,,,Timeout #2 by Los Angeles Chargers,3.930,2.540
4,1:56,4,3,SFO 15,17,10,Drew Brees pass complete to Tim Dwight for 7 yards (tackle by Ahmed Plummer),2.540,5.370
4,1:25,1,8,SFO 8,17,10,Drew Brees pass incomplete intended for LaDainian Tomlinson,5.370,4.570
4,1:21,2,8,SFO 8,17,10,Drew Brees pass incomplete intended for Curtis Conway,4.570,3.580
4,1:17,3,8,SFO 8,17,10,"Drew Brees pass incomplete intended for Reche Caldwell. Penalty on Mike Rumph: Defensive Pass Interference, 7 yards (no play)",3.580,6.970
4,1:12,1,1,SFO 1,17,10,LaDainian Tomlinson right tackle for no gain (tackle by Quincy Stewart and Jeff Ulbrich),6.970,5.910
4,0:35,2,1,SFO 1,17,16,"Drew Brees pass complete to Fred McCrary for 1 yard, touchdown",5.910,7.000
4,0:35,,,SFO 1,17,17,Steve Christie kicks extra point good,0.000,0.000
4,0:35,,,SDG 30,17,17,"Wade Richey kicks off 70 yards, returned by Jimmy Williams for 25 yards (tackle by Joey Goodspeed)",0.000,0.610
4,0:25,1,10,SFO 25,17,17,Garrison Hearst middle for 8 yards (tackle by Rodney Harrison),0.610,1.140
4,0:18,2,2,SFO 33,17,17,Jeff Garcia pass complete to J.J. Stokes for 18 yards (tackle by Quentin Jammer),1.140,2.320
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:11,1,10,SDG 49,17,17,Jeff Garcia pass complete to Garrison Hearst for 3 yards (tackle by Quentin Jammer),2.320,2.190
4,0:01,1,10,SDG 49,,,Timeout #2 by San Francisco 49ers,2.320,2.190
4,0:01,2,7,SDG 46,17,17,Jeff Garcia pass incomplete intended for Terrell Owens is intercepted by Rodney Harrison at SDG-0,2.190,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SFO,SDG,Detail,EPB,EPA
,,,,,,,"Chargers won the coin toss, Chargers to receive the overtime kickoff.",,
OT,15:00,,,SFO 30,17,17,"Jose Cortez kicks off 71 yards, returned by Ronney Jenkins for 39 yards (tackle by Rashad Holman)",0.000,1.470
OT,14:53,1,10,SDG 38,17,17,Drew Brees pass incomplete intended for Curtis Conway,1.470,0.920
OT,14:49,2,10,SDG 38,17,17,Drew Brees pass incomplete intended for Reche Caldwell,0.920,0.230
OT,14:43,3,10,SDG 38,17,17,Drew Brees pass incomplete intended for Stephen Alexander,0.230,-0.850
OT,14:38,4,10,SDG 38,17,17,"Darren Bennett punts 47 yards, returned by Jimmy Williams for 9 yards (tackle by Fred McCrary)",-0.850,-0.540
OT,14:27,1,10,SFO 24,17,17,Jeff Garcia pass complete to Kevan Barlow for 3 yards (tackle by Ryan McNeil),0.540,0.400
OT,13:48,2,7,SFO 27,17,17,Jeff Garcia pass complete to Tai Streets for 8 yards (tackle by Quentin Jammer),0.400,1.270
OT,13:06,1,10,SFO 35,17,17,"Penalty on Matt Willig: False Start, 5 yards (no play)",1.270,0.940
OT,12:45,1,15,SFO 30,17,17,Jeff Garcia pass incomplete intended for J.J. Stokes,0.940,0.050
OT,12:42,2,15,SFO 30,17,17,"Jeff Garcia middle for 2 yards (tackle by Leonardo Carson). Penalty on Ron Stone: Offensive Holding, 10 yards",0.050,-1.030
OT,12:22,2,23,SFO 22,17,17,Jeff Garcia for 11 yards (tackle by Zeke Moreno and Junior Seau),-1.030,-0.230
OT,11:28,3,12,SFO 33,17,17,Jeff Garcia pass complete to J.J. Stokes for 20 yards (tackle by Quentin Jammer and Rogers Beckett),-0.230,2.460
OT,10:41,1,10,SDG 47,17,17,"Kevan Barlow middle for 14 yards (tackle by Orlando Ruff and Ryan McNeil). Penalty on Rodney Harrison: Tripping, 10 yards",2.460,4.040
OT,10:12,1,10,SDG 47,,,Timeout #1 by Los Angeles Chargers,2.460,4.040
OT,10:12,1,10,SDG 23,17,17,Jeff Garcia pass incomplete intended for Tai Streets,4.040,3.500
OT,10:08,2,10,SDG 23,17,17,Jeff Garcia for -5 yards (tackle by Marcellus Wiley and Junior Seau),3.500,2.150
OT,9:29,3,15,SDG 28,17,17,Jeff Garcia pass complete to Terrell Owens for 5 yards (tackle by Rodney Harrison),2.150,1.930
OT,8:51,4,10,SDG 23,17,17,Jose Cortez 41 yard field goal no good,1.930,-1.000
OT,8:46,1,10,SDG 31,17,17,LaDainian Tomlinson middle for 2 yards (tackle by Julian Peterson),1.000,0.730
OT,8:07,2,8,SDG 33,17,17,Drew Brees pass incomplete intended for Curtis Conway,0.730,0.040
OT,7:59,3,8,SDG 33,17,17,Drew Brees pass complete to Tim Dwight for 19 yards (tackle by Jason Webster),0.040,2.390
OT,7:28,1,10,SFO 48,17,17,Drew Brees pass complete to Justin Peelle for 2 yards (tackle by Jeff Ulbrich),2.390,2.120
OT,6:46,2,8,SFO 46,17,17,Drew Brees pass complete to Eric Parker for 18 yards (tackle by Ronnie Heard),2.120,3.710
OT,6:18,1,10,SFO 28,17,17,LaDainian Tomlinson right tackle for 4 yards (tackle by Derek Smith and Tony Parrish),3.710,3.710
OT,5:34,2,6,SFO 24,17,17,LaDainian Tomlinson right tackle for 2 yards (tackle by Tony Parrish),3.710,3.270
OT,4:50,3,4,SFO 22,17,17,LaDainian Tomlinson left tackle for no gain (tackle by Andre Carter),3.270,2.070
OT,4:15,4,4,SFO 22,17,20,Steve Christie 40 yard field goal good,2.070,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
