Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
1,10:08,3,3,NOR 26,0,0,"Reggie Bush up the middle for 3 yards (tackle by Damione Lewis). Penalty on Jammal Brown: Illegal Formation, 5 yards (no play)",-0.160,-0.810
1,9:38,3,8,NOR 21,0,0,Aaron Stecker left end for 7 yards (tackle by Richard Marshall),-0.810,-1.500
1,9:05,4,1,NOR 28,0,0,"Steve Weatherford punts 51 yards, returned by Ryne Robinson for 27 yards (tackle by Troy Evans). Penalty on Richard Marshall: Offensive Holding, 10 yards",-1.500,-0.610
1,8:50,1,10,CAR 25,0,0,David Carr pass incomplete short left intended for Steve Smith (defended by Mike McKenzie),0.610,0.060
1,8:47,2,10,CAR 25,0,0,David Carr pass incomplete deep right intended for Jeff King,0.060,-0.620
1,8:42,3,10,CAR 25,0,0,"David Carr pass complete deep left to Drew Carter for 35 yards (tackle by Josh Bullocks). Penalty on Jeff King: Illegal Formation, 5 yards (no play)",-0.620,-1.290
1,8:17,3,15,CAR 20,0,0,David Carr sacked by Antwan Lake for -9 yards,-1.290,-2.490
1,7:49,4,24,CAR 11,0,0,"Jason Baker punts 53 yards, returned by Lance Moore for 5 yards (tackle by Adam Seward)",-2.490,-1.660
1,7:39,1,10,NOR 41,0,0,Drew Brees pass complete short left to Terrance Copper for 12 yards (tackle by Ken Lucas),1.660,2.460
1,7:03,1,10,CAR 47,0,0,Drew Brees pass incomplete deep right intended for David Patten,2.460,1.910
1,6:56,2,10,CAR 47,0,0,Reggie Bush left tackle for 5 yards (tackle by Damione Lewis and Chris Harris),1.910,1.880
1,6:13,3,5,CAR 42,0,0,Drew Brees pass incomplete short left intended for Reggie Bush,1.880,0.460
1,6:10,4,5,CAR 42,0,0,"Steve Weatherford punts 42 yards, touchback",0.460,-0.280
1,6:00,1,10,CAR 20,0,0,DeShaun Foster right end for 6 yards (tackle by Mike McKenzie),0.280,0.540
1,5:24,2,4,CAR 26,0,0,"David Carr pass incomplete deep left intended for Drew Carter. Penalty on Jason David: Defensive Pass Interference, 41 yards (no play)",0.540,3.380
1,5:18,,,,0,0,Timeout #2 by Carolina Panthers,0.000,3.380
1,5:18,1,10,NOR 33,0,0,David Carr pass incomplete deep left intended for Steve Smith (defended by Jason David),3.380,2.840
1,5:12,2,10,NOR 33,0,0,DeAngelo Williams left tackle for 6 yards (tackle by Roman Harper),2.840,2.940
1,4:32,3,4,NOR 27,0,0,David Carr pass incomplete short right intended for Drew Carter,2.940,1.750
1,4:29,4,4,NOR 27,0,3,John Kasay 45 yard field goal good,1.750,3.000
1,,,,CAR 30,0,3,"John Kasay kicks off 65 yards, returned by Pierre Thomas for 24 yards (tackle by Quinton Teal)",0.000,0.870
1,4:19,1,10,NOR 29,0,3,Aaron Stecker right guard for 4 yards (tackle by Jon Beason),0.870,0.870
1,3:44,2,6,NOR 33,0,3,"Drew Brees pass complete short middle to Eric Johnson for 4 yards (tackle by Chris Harris). Penalty on Mike Karney: Offensive Holding, 10 yards (no play)",0.870,-0.480
1,3:20,2,16,NOR 23,0,3,Drew Brees pass complete short middle to Aaron Stecker for 4 yards (tackle by Jon Beason),-0.480,-0.630
1,2:33,3,12,NOR 27,0,3,Drew Brees pass complete short right to Reggie Bush for 15 yards (tackle by Chris Harris),-0.630,1.730
1,1:55,1,10,NOR 42,0,3,Drew Brees pass incomplete short middle intended for Lance Moore,1.730,1.190
1,1:49,2,10,NOR 42,0,3,Drew Brees pass incomplete is intercepted by Julius Peppers at NOR-42. Penalty on Jon Stinchcomb: Illegal Formation (Declined),1.190,-2.790
1,1:44,1,10,NOR 42,0,3,DeShaun Foster left guard for 2 yards (tackle by Scott Fujita),2.790,2.510
1,1:44,2,8,NOR 40,0,3,DeShaun Foster left guard for no gain (tackle by Renaldo Wynn),2.510,1.820
1,1:44,3,8,NOR 40,0,3,David Carr pass complete short right to Steve Smith for 7 yards (tackle by Mike McKenzie),1.820,1.210
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,NOR 33,0,3,Brad Hoover left guard for no gain (tackle by Roman Harper),1.210,-1.140
2,14:43,1,10,NOR 33,0,3,Reggie Bush left tackle for 4 yards (tackle by Kris Jenkins and Jon Beason),1.140,1.130
2,14:10,2,6,NOR 37,0,3,Aaron Stecker up the middle for 6 yards (tackle by Thomas Davis),1.130,1.800
2,13:29,1,10,NOR 43,0,3,Drew Brees pass complete short right to Billy Miller for 17 yards (tackle by Jon Beason),1.800,2.920
2,12:55,1,10,CAR 40,0,3,Reggie Bush left guard for 3 yards (tackle by Richard Marshall),2.920,2.780
2,12:16,2,7,CAR 37,0,3,Drew Brees pass complete short left to David Patten for 3 yards (tackle by Richard Marshall),2.780,2.480
2,12:16,3,4,CAR 34,0,3,Drew Brees pass complete short middle to Marques Colston for 12 yards (tackle by Patrick Dendy),2.480,4.110
2,10:59,1,10,CAR 22,0,3,Aaron Stecker left end for -1 yards (tackle by Richard Marshall),4.110,3.430
2,10:22,2,11,CAR 23,0,3,Drew Brees pass complete short left to Reggie Bush for 11 yards (tackle by Ken Lucas),3.430,4.780
2,10:11,1,10,CAR 12,0,3,Reggie Bush right end for 7 yards (tackle by Richard Marshall),4.780,5.410
2,9:27,2,3,CAR 5,0,3,Aaron Stecker up the middle for 4 yards (tackle by Kindal Moorehead and Chris Harris),5.410,6.970
2,8:51,1,1,CAR 1,0,3,Aaron Stecker left tackle for -4 yards (tackle by Kris Jenkins),6.970,5.150
2,8:19,,,,0,3,Timeout #1 by New Orleans Saints,0.000,5.150
2,8:19,2,5,CAR 5,0,3,Drew Brees pass complete short middle to Aaron Stecker for 4 yards (tackle by Richard Marshall),5.150,5.170
2,7:36,3,1,CAR 1,6,3,"Drew Brees pass complete short right to Lance Moore for 1 yard, touchdown",5.170,7.000
2,,,,CAR 2,7,3,Olindo Mare kicks extra point good,0.000,0.000
2,,,,NOR 30,7,3,"Olindo Mare kicks off 54 yards, returned by Kindal Moorehead for 17 yards (tackle by Troy Evans)",0.000,1.140
2,7:27,1,10,CAR 33,7,3,DeShaun Foster up the middle for no gain (tackle by Charles Grant and Hollis Thomas),1.140,0.590
2,6:49,2,10,CAR 33,7,3,"DeAngelo Williams left end for 14 yards (tackle by Josh Bullocks). Penalty on Travelle Wharton: Offensive Holding, 10 yards (no play)",0.590,-0.760
2,6:30,2,20,CAR 23,7,3,DeAngelo Williams right end for 2 yards (tackle by Mark Simoneau),-0.760,-1.150
2,5:48,3,18,CAR 25,7,3,David Carr pass incomplete deep right intended for Dwayne Jarrett is intercepted by Josh Bullocks at CAR-49,-1.150,-2.320
2,5:39,1,10,CAR 49,7,3,Pierre Thomas right end for 4 yards (tackle by Richard Marshall),2.320,2.320
2,5:00,2,6,CAR 45,7,3,Aaron Stecker right guard for 9 yards (tackle by Deke Cooper and Patrick Dendy),2.320,3.180
2,4:22,1,10,CAR 36,7,3,Reggie Bush up the middle for 3 yards (tackle by Thomas Davis),3.180,3.040
2,3:47,2,7,CAR 33,7,3,Drew Brees pass complete short right to Marques Colston for 5 yards (tackle by Patrick Dendy),3.040,3.010
2,3:08,3,2,CAR 28,7,3,Drew Brees pass incomplete short middle intended for David Patten (defended by Richard Marshall),3.010,1.700
2,3:05,4,2,CAR 28,10,3,Olindo Mare 46 yard field goal good,1.700,3.000
2,,,,NOR 30,10,3,"Olindo Mare kicks off 51 yards, returned by Kindal Moorehead for 15 yards (tackle by Kevin Kaesviharn)",0.000,1.200
2,2:56,1,10,CAR 34,10,3,DeShaun Foster left guard for 1 yard (tackle by Kendrick Clancy),1.200,0.790
2,2:21,2,9,CAR 35,10,3,David Carr pass complete short right to DeShaun Foster for 7 yards (tackle by Scott Fujita),0.790,1.030
2,2:00,3,2,CAR 42,10,3,David Carr pass complete short left to Steve Smith for 6 yards,1.030,2.130
2,1:56,1,10,CAR 48,10,3,David Carr pass incomplete short right intended for Jeff King (defended by Charles Grant),2.130,1.580
2,1:52,2,10,CAR 48,10,3,David Carr pass complete short right to Steve Smith for 14 yards (tackle by Scott Fujita),1.580,3.050
2,1:31,,,,10,3,Timeout #2 by New Orleans Saints,0.000,3.050
2,1:29,1,10,NOR 38,10,3,David Carr pass complete short right to Keary Colbert for 7 yards (tackle by Roman Harper),3.050,3.450
2,1:25,2,3,NOR 31,10,3,David Carr pass complete deep middle to Drew Carter for 24 yards (tackle by Josh Bullocks),3.450,5.600
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:12,1,7,NOR 7,10,3,David Carr up the middle for 3 yards (tackle by Hollis Thomas),5.600,5.340
2,0:54,,,,10,3,Timeout #3 by New Orleans Saints,0.000,5.340
2,0:54,2,4,NOR 4,10,3,"Penalty on Mike Wahle: False Start, 5 yards (no play)",5.340,4.380
2,0:54,2,9,NOR 9,10,3,David Carr pass complete short right to Steve Smith for -2 yards (tackle by Jason Craft),4.380,3.120
2,0:30,3,11,NOR 11,10,3,David Carr pass incomplete short right intended for Jeff King (defended by Antwan Lake),3.120,2.700
2,0:25,4,11,NOR 11,10,6,John Kasay 29 yard field goal good,2.700,3.000
2,,,,CAR 30,10,6,John Kasay kicks off 30 yards,0.000,1.600
2,0:25,1,10,NOR 40,10,6,Drew Brees pass incomplete deep left intended for David Patten,1.600,1.050
2,0:19,2,10,NOR 40,10,6,Reggie Bush left end for 7 yards (tackle by Jon Beason),1.050,1.290
2,0:11,3,3,NOR 47,10,6,Drew Brees pass complete short left to David Patten for 14 yards,1.290,2.980
2,0:06,1,10,CAR 39,10,6,Drew Brees pass incomplete short right intended for Marques Colston,2.980,2.440
2,0:02,2,10,CAR 39,10,6,Olindo Mare 57 yard field goal no good,2.440,1.990
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,10,6,"John Kasay kicks off 62 yards, returned by Pierre Thomas for 19 yards (tackle by C.J. Wilson)",0.000,0.740
3,14:53,1,10,NOR 27,10,6,Drew Brees pass incomplete short middle intended for Billy Miller,0.740,0.200
3,14:50,2,10,NOR 27,10,6,Pierre Thomas right guard for 9 yards (tackle by Deke Cooper and Richard Marshall),0.200,0.700
3,14:10,3,1,NOR 36,10,6,Drew Brees pass complete short right to Billy Miller for 6 yards (tackle by Patrick Dendy),0.700,1.730
3,13:37,1,10,NOR 42,10,6,Reggie Bush right tackle for -2 yards (tackle by Thomas Davis),1.730,0.920
3,13:01,2,12,NOR 40,10,6,Aaron Stecker left guard for 4 yards (tackle by Kris Jenkins and Damione Lewis),0.920,0.760
3,12:20,3,8,NOR 44,10,6,Drew Brees pass complete deep left to Devery Henderson for 33 yards (tackle by Chris Harris),0.760,4.040
3,11:40,1,10,CAR 23,10,6,Drew Brees pass complete deep middle to Eric Johnson for 19 yards (tackle by Deke Cooper),4.040,6.280
3,10:58,1,4,CAR 4,10,6,Reggie Bush right guard for 3 yards (tackle by Jon Beason),6.280,5.910
3,10:16,2,1,CAR 1,16,6,"Drew Brees pass complete short middle to Billy Miller for 1 yard, touchdown",5.910,7.000
3,,,,CAR 2,17,6,Olindo Mare kicks extra point good,0.000,0.000
3,,,,NOR 30,17,6,"Olindo Mare kicks off 63 yards, returned by DeAngelo Williams for 14 yards (tackle by Chris Reis)",0.000,0.340
3,10:08,1,10,CAR 21,17,6,Steve Smith left end for 22 yards (tackle by Josh Bullocks),0.340,1.800
3,9:28,1,10,CAR 43,17,6,David Carr pass complete short middle to DeShaun Foster for 9 yards (tackle by Will Smith),1.800,2.470
3,8:47,2,1,NOR 48,17,6,David Carr pass incomplete deep right intended for Drew Carter,2.470,1.750
3,8:42,3,1,NOR 48,17,6,"DeShaun Foster right end for -26 yards. DeShaun Foster fumbles, recovered by David Carr at CAR-26",1.750,-1.630
3,8:42,4,27,CAR 26,17,6,Jason Baker punts 32 yards,-1.630,-1.730
3,7:50,1,10,NOR 42,17,6,Drew Brees pass complete deep middle to Marques Colston for 45 yards (tackle by Chris Harris),1.730,4.710
3,7:06,1,10,CAR 13,17,6,Drew Brees pass incomplete short left intended for Reggie Bush,4.710,4.050
3,7:06,2,10,CAR 13,17,6,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",4.050,3.400
3,6:58,2,15,CAR 18,17,6,Drew Brees pass complete short right to Lance Moore for 10 yards (tackle by Thomas Davis),3.400,4.100
3,6:21,3,5,CAR 8,23,6,"Drew Brees left tackle for 8 yards, touchdown",4.100,7.000
3,,,,CAR 2,24,6,Olindo Mare kicks extra point good,0.000,0.000
3,,,,NOR 30,24,6,"Olindo Mare kicks off 59 yards, returned by DeAngelo Williams for 19 yards (tackle by Roman Harper)",0.000,0.940
3,6:07,1,10,CAR 30,24,6,"DeShaun Foster right tackle for 4 yards (tackle by Roman Harper). DeShaun Foster fumbles (forced by Roman Harper), recovered by Will Smith at CAR-40 (tackle by Jeremy Bridges)",0.940,-2.790
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
3,5:54,1,10,CAR 42,24,6,Aaron Stecker right tackle for 1 yard (tackle by Thomas Davis),2.790,2.380
3,5:17,2,9,CAR 41,24,6,Drew Brees pass complete short right to Marques Colston for 11 yards (tackle by Richard Marshall),2.380,3.580
3,4:49,1,10,CAR 30,24,6,Aaron Stecker right guard for 2 yards (tackle by Thomas Davis and Mike Rucker),3.580,3.300
3,4:12,2,8,CAR 28,24,6,"Drew Brees pass incomplete short middle intended for Terrance Copper. Penalty on Ken Lucas: Defensive Delay of Game, 5 yards",3.300,3.270
3,4:06,3,3,CAR 23,24,6,Drew Brees pass complete short right to Lance Moore for 5 yards (tackle by Patrick Dendy),3.270,4.370
3,3:28,1,10,CAR 18,24,6,Aaron Stecker left tackle for no gain (tackle by Na'il Diggs),4.370,3.800
3,2:52,2,10,CAR 18,24,6,Drew Brees pass complete short right to Marques Colston for 4 yards (tackle by Richard Marshall),3.800,3.630
3,2:12,,,,24,6,Timeout #2 by Carolina Panthers,0.000,3.630
3,2:12,3,6,CAR 14,24,6,Drew Brees pass complete short left to Billy Miller for 8 yards (tackle by Richard Marshall),3.630,5.830
3,1:35,1,6,CAR 6,24,6,Mike Karney up the middle for 2 yards (tackle by Ma'ake Kemoeatu and Damione Lewis),5.830,5.340
3,0:52,2,4,CAR 4,30,6,"Drew Brees pass complete short left to Marques Colston for 4 yards, touchdown",5.340,7.000
3,,,,CAR 2,31,6,Olindo Mare kicks extra point good,0.000,0.000
3,,,,NOR 30,31,6,"Olindo Mare kicks off 63 yards, returned by DeAngelo Williams for 18 yards (tackle by Chris Reis)",0.000,0.610
3,0:42,1,10,CAR 25,31,6,David Carr pass complete short right to Steve Smith for 13 yards (tackle by Mike McKenzie),0.610,1.470
3,0:20,1,10,CAR 38,31,6,David Carr pass complete short right to Jeff King for 10 yards (tackle by Scott Shanle),1.470,2.130
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 48,31,6,David Carr right end for 2 yards (tackle by Kendrick Clancy),2.130,1.850
4,14:20,2,8,,31,6,David Carr pass incomplete deep left intended for Drew Carter is intercepted by Jason Craft at NOR-21,1.850,-0.340
4,14:13,1,10,NOR 21,31,6,Pierre Thomas right tackle for 3 yards (tackle by Kris Jenkins),0.340,0.210
4,13:31,2,7,NOR 24,31,6,Pierre Thomas left end for 1 yard (tackle by Jon Beason and Deke Cooper),0.210,-0.360
4,12:47,3,6,NOR 25,31,6,Drew Brees pass complete short left to Marques Colston for 12 yards (tackle by Chris Harris),-0.360,1.400
4,12:03,1,10,NOR 37,31,6,Pierre Thomas left tackle for 1 yard (tackle by Stanley McClover),1.400,0.990
4,11:18,2,9,NOR 38,31,6,Pierre Thomas right tackle for -3 yards (tackle by Na'il Diggs),0.990,-0.100
4,10:31,3,12,NOR 35,31,6,Drew Brees pass incomplete short right intended for Mike Karney,-0.100,-1.040
4,10:25,4,12,NOR 35,31,6,"Steve Weatherford punts 48 yards, returned by Ryne Robinson for -2 yards (tackle by Usama Young)",-1.040,0.220
4,10:14,1,10,CAR 15,31,6,DeAngelo Williams up the middle for 5 yards (tackle by Kevin Kaesviharn),-0.220,0.080
4,9:50,2,5,CAR 20,31,6,Matt Moore pass incomplete short left intended for Steve Smith,0.080,-0.760
4,9:47,3,5,CAR 20,31,6,Matt Moore pass complete short middle to Jeff King for 12 yards (tackle by Josh Bullocks),-0.760,1.070
4,9:20,,,,31,6,Timeout #1 by New Orleans Saints,0.000,1.070
4,9:20,1,10,CAR 32,31,6,Matt Moore pass complete short left to Steve Smith for 9 yards (tackle by Jason David),1.070,1.740
4,8:53,2,1,CAR 41,31,6,Matt Moore pass incomplete deep left intended for Drew Carter,1.740,1.030
4,8:49,3,1,CAR 41,31,6,Matt Moore pass incomplete short right intended for Keary Colbert is intercepted by Roman Harper at CAR-47 and returned for -4 yards (tackle by DeAngelo Williams),1.030,-2.190
4,8:41,1,10,NOR 49,31,6,Pierre Thomas right tackle for 1 yard (tackle by Na'il Diggs and Deke Cooper),2.190,1.780
4,7:57,2,9,,31,6,Pierre Thomas left guard for 4 yards (tackle by Ma'ake Kemoeatu),1.780,1.620
4,7:13,3,5,CAR 46,31,6,Pierre Thomas right guard for no gain (tackle by Kindal Moorehead),1.620,0.200
4,6:17,4,5,CAR 46,31,6,"Steve Weatherford punts 35 yards, fair catch by Ryne Robinson. Penalty on NOR: Delay of Game (Declined)",0.200,0.370
4,6:17,1,10,CAR 11,31,6,DeAngelo Williams left guard for 6 yards (tackle by Scott Fujita),-0.370,-0.160
4,5:56,2,4,CAR 17,31,6,Matt Moore pass complete short left to Jeff King for 8 yards (tackle by Scott Fujita),-0.160,0.610
4,5:32,1,10,CAR 25,31,6,Matt Moore pass incomplete short right intended for Keary Colbert (defended by Mike McKenzie),0.610,0.060
4,5:27,2,10,CAR 25,31,6,Matt Moore pass complete short right to Drew Carter for 5 yards (tackle by Josh Bullocks),0.060,0.040
4,5:03,3,5,CAR 30,31,6,Matt Moore pass complete short left to Drew Carter for 12 yards (tackle by Josh Bullocks),0.040,1.730
4,4:38,1,10,CAR 42,31,6,Matt Moore pass complete short right to Keary Colbert for 14 yards (tackle by Kevin Kaesviharn),1.730,2.650
4,4:10,1,10,NOR 44,31,6,Matt Moore pass complete short middle to Jeff King for 5 yards (tackle by Scott Fujita),2.650,2.780
4,3:48,2,5,NOR 39,31,6,Matt Moore pass incomplete deep left intended for Dwayne Jarrett (defended by Josh Bullocks),2.780,2.080
4,3:34,3,5,NOR 39,31,6,Matt Moore pass complete short left to Jeff King for 1 yard (tackle by Roman Harper),2.080,0.720
4,3:11,,,,31,6,Timeout #2 by New Orleans Saints,0.000,0.720
4,3:11,4,4,NOR 38,31,6,Matt Moore pass incomplete short right intended for Keary Colbert (defended by Will Smith),0.720,-1.470
4,3:08,1,10,NOR 38,31,6,Pierre Thomas right tackle for 2 yards (tackle by Ma'ake Kemoeatu),1.470,1.190
4,3:01,,,,31,6,Timeout #3 by Carolina Panthers,0.000,1.190
4,3:01,2,8,NOR 40,31,6,Pierre Thomas right guard for 6 yards (tackle by Mike Rucker and Deke Cooper),1.190,1.290
4,2:17,3,2,NOR 46,31,6,Pierre Thomas left guard for 4 yards (tackle by Kris Jenkins),1.290,2.260
4,2:00,1,10,,31,6,Jamie Martin kneels for -1 yards,2.260,1.580
4,1:19,2,11,NOR 49,31,6,Jamie Martin kneels for -1 yards,1.580,0.760
4,0:38,3,12,NOR 48,31,6,Jamie Martin kneels for -1 yards,0.760,-0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
