Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyreek Hill,KAN,16,9,105,0,3,77,8.6,28,3.1,9.7,2,4.5,1,6.3,2,36.7
Travis Kelce,KAN,6,6,43,1,3,30,5.0,13,2.2,5.0,0,,0,0.0,0,136.1
Sammy Watkins,KAN,6,5,98,0,4,76,15.2,22,4.4,14.7,0,,0,0.0,0,118.7
Damien Williams,KAN,8,4,29,1,3,-1,-0.3,30,7.5,0.9,2,2.0,0,0.0,0,98.4
Blake Bell,KAN,1,1,9,0,,7,7.0,2,2.0,7.0,0,,0,0.0,0,104.2
Mecole Hardman,KAN,1,1,2,0,,-2,-2.0,4,4.0,-2.0,0,,0,0.0,0,79.2
Darwin Thompson,KAN,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Deebo Samuel,SFO,9,5,39,0,3,9,1.8,30,6.0,8.8,1,5.0,0,0.0,2,26.9
George Kittle,SFO,7,4,36,0,2,11,2.8,25,6.3,2.4,0,,0,0.0,0,71.1
Kyle Juszczyk,SFO,3,3,39,1,3,19,6.3,20,6.7,6.3,1,3.0,0,0.0,0,158.3
Emmanuel Sanders,SFO,5,3,38,0,2,36,12.0,2,0.7,19.4,0,,0,0.0,0,83.7
Kendrick Bourne,SFO,4,2,42,0,2,24,12.0,18,9.0,7.8,0,,0,0.0,0,87.5
Tevin Coleman,SFO,1,1,3,0,0,2,2.0,1,1.0,2.0,0,,0,0.0,0,79.2
Raheem Mostert,SFO,1,1,2,0,0,-1,-1.0,3,3.0,-1.0,0,,0,0.0,0,79.2
Jeff Wilson,SFO,1,1,20,0,1,4,4.0,16,16.0,4.0,0,,0,0.0,0,118.7
