Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"49ers won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,SFO 35,0,0,"Mitch Wishnowsky kicks off 68 yards, returned by Mecole Hardman for 29 yards (tackle by Jimmie Ward and D.J. Reed)",0.000,0.670
1,14:54,1,10,KAN 26,0,0,Damien Williams right end for 7 yards (tackle by Dre Greenlaw),0.670,1.070
1,14:12,2,3,KAN 33,0,0,Patrick Mahomes pass incomplete short left intended for Damien Williams (defended by Nick Bosa),1.070,0.370
1,14:08,3,3,KAN 33,0,0,Patrick Mahomes pass incomplete short right intended for Damien Williams,0.370,-1.180
1,14:05,4,3,KAN 33,0,0,"Dustin Colquitt punts 49 yards, muffed catch by Richie James, recovered by Richie James at SF-18, returned by Richie James for no gain (tackle by Byron Pringle)",-1.180,-0.040
1,13:55,1,10,SFO 18,0,0,Tevin Coleman right end for -1 yards (tackle by Derrick Nnadi),0.040,-0.650
1,13:18,2,11,SFO 17,0,0,Jimmy Garoppolo pass complete short left to George Kittle for 11 yards (tackle by Daniel Sorensen),-0.650,0.810
1,12:33,1,10,SFO 28,0,0,Deebo Samuel right end for 32 yards (tackle by Tyrann Mathieu),0.810,2.920
1,11:51,1,10,KAN 40,0,0,Tevin Coleman left end for 7 yards (tackle by Damien Wilson and Charvarius Ward),2.920,3.320
1,11:09,2,3,KAN 33,0,0,Tevin Coleman left guard for 1 yard (tackle by Reggie Ragland),3.320,2.740
1,10:27,3,2,KAN 32,0,0,Deebo Samuel left guard for 7 yards (tackle by Anthony Hitchens),2.740,3.910
1,9:38,1,10,KAN 25,0,0,Jimmy Garoppolo pass complete short middle to Raheem Mostert for 2 yards (tackle by Mike Pennel and Terrell Suggs),3.910,3.630
1,8:57,2,8,KAN 23,0,0,Jimmy Garoppolo pass complete short right to Deebo Samuel for -2 yards (tackle by Bashaud Breeland and Anthony Hitchens),3.630,2.680
1,8:12,3,10,KAN 25,0,0,"Jimmy Garoppolo pass incomplete short middle intended for Jeff Wilson. Penalty on Tanoh Kpassagnon: Defensive Offside, 5 yards (no play)",2.680,3.340
1,8:07,3,5,KAN 20,0,0,Jimmy Garoppolo pass incomplete short left intended for George Kittle (defended by Mike Pennel),3.340,2.170
1,8:02,4,5,KAN 20,3,0,Robbie Gould 38 yard field goal good,2.170,3.000
1,7:57,,,SFO 35,3,0,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
1,7:57,1,10,KAN 25,3,0,Patrick Mahomes pass complete short right to Tyreek Hill for 9 yards (tackle by Fred Warner and Jimmie Ward),0.610,1.280
1,7:18,2,1,KAN 34,3,0,Damien Williams left guard for 2 yards (tackle by DeForest Buckner and Nick Bosa),1.280,1.330
1,6:45,1,10,KAN 36,3,0,Patrick Mahomes pass complete short right to Tyreek Hill for 8 yards (tackle by K'Waun Williams and Jimmie Ward),1.330,1.870
1,6:03,2,2,KAN 44,3,0,Patrick Mahomes pass incomplete short right intended for Damien Williams. Penalty on Eric Fisher: Ineligible Downfield Pass (Declined),1.870,1.160
1,5:57,3,2,KAN 44,3,0,Damien Williams left guard for 5 yards (tackle by Fred Warner),1.160,2.190
1,5:22,1,10,KAN 49,3,0,Patrick Mahomes pass complete short middle to Travis Kelce for 9 yards (tackle by Jaquiski Tartt),2.190,2.860
1,4:48,2,1,SFO 42,3,0,Damien Williams right guard for 14 yards (tackle by Richard Sherman),2.860,3.710
1,4:07,1,10,SFO 28,3,0,Patrick Mahomes pass complete short middle to Tyreek Hill for 3 yards (tackle by Fred Warner),3.710,3.570
1,3:32,2,7,SFO 25,3,0,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Jimmie Ward). Penalty on Earl Mitchell: Defensive Offside (Declined),3.570,4.650
1,3:08,1,10,SFO 14,3,0,Patrick Mahomes sacked by and DeForest Buckner for -1 yards and Earl Mitchell for -1 yards,4.650,3.850
1,2:27,2,11,SFO 15,3,0,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,3.850,3.060
1,2:22,3,11,SFO 15,3,0,"Patrick Mahomes right end for 10 yards (tackle by Jimmie Ward). Patrick Mahomes fumbles, ball out of bounds at SF-3 (forced by Jimmie Ward)",3.060,3.030
1,1:57,4,1,SFO 5,3,0,Damien Williams up the middle for 4 yards (tackle by Jaquiski Tartt),3.030,6.970
1,1:14,1,1,SFO 1,3,0,Darwin Thompson left guard for no gain (tackle by Arik Armstead),6.970,5.910
1,0:36,2,1,SFO 1,3,6,"Patrick Mahomes right end for 1 yard, touchdown",5.910,7.000
1,0:31,,,SFO 15,3,7,Harrison Butker kicks extra point good,0.000,0.000
1,0:31,,,KAN 35,3,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
