Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
1,0:31,1,10,SFO 25,3,7,Jimmy Garoppolo pass complete deep right to Emmanuel Sanders for 18 yards (tackle by Bashaud Breeland),0.610,1.800
Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 43,3,7,Jimmy Garoppolo pass complete short right to Deebo Samuel for -2 yards (tackle by Bashaud Breeland),1.800,0.980
2,14:15,2,12,SFO 41,3,7,Jimmy Garoppolo pass deep right intended for Deebo Samuel is intercepted by Bashaud Breeland at KC-43 and returned for 1 yard,0.980,-1.860
2,14:08,1,10,KAN 44,3,7,Patrick Mahomes pass complete deep left to Sammy Watkins for 28 yards (tackle by Emmanuel Moseley),1.860,3.710
2,13:26,1,10,SFO 28,3,7,"Penalty on Laurent Duvernay-Tardif: False Start, 5 yards (no play)",3.710,3.380
2,13:07,1,15,SFO 33,3,7,"Penalty on Solomon Thomas: Neutral Zone Infraction, 5 yards (no play)",3.380,3.710
2,13:03,1,10,SFO 28,3,7,Patrick Mahomes pass complete short left to Mecole Hardman for 2 yards (tackle by Dre Greenlaw),3.710,3.440
2,12:30,2,8,SFO 26,3,7,Damien Williams up the middle for 3 yards (tackle by Nick Bosa),3.440,3.140
2,11:49,3,5,SFO 23,3,7,Patrick Mahomes pass complete short middle to Sammy Watkins for 4 yards (tackle by Emmanuel Moseley),3.140,2.340
2,11:04,4,1,SFO 19,3,7,Damien Williams right end for 3 yards (tackle by Jaquiski Tartt),2.340,4.510
2,10:29,1,10,SFO 16,3,7,Patrick Mahomes pass incomplete deep right intended for Damien Williams,4.510,3.900
2,10:23,2,10,SFO 16,3,7,Damien Williams right tackle for 3 yards (tackle by DeForest Buckner),3.900,3.540
2,9:41,3,7,SFO 13,3,7,Patrick Mahomes pass incomplete short middle intended for Darwin Thompson (defended by Tarvarius Moore),3.540,2.570
2,9:36,4,7,SFO 13,3,10,Harrison Butker 31 yard field goal good,2.570,3.000
2,9:32,,,KAN 35,3,10,"Harrison Butker kicks off 58 yards, returned by Richie James for 13 yards (tackle by Dorian O'Daniel)",0.000,0.280
2,9:26,1,10,SFO 20,3,10,Raheem Mostert right tackle for 1 yard (tackle by Derrick Nnadi and Anthony Hitchens),0.280,-0.130
2,8:42,2,9,SFO 21,3,10,Raheem Mostert left end for 9 yards (tackle by Anthony Hitchens and Tyrann Mathieu),-0.130,0.940
2,8:09,1,10,SFO 30,3,10,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 16 yards (tackle by Tyrann Mathieu),0.940,1.990
2,7:19,1,10,SFO 46,3,10,Raheem Mostert right tackle for 11 yards (tackle by Bashaud Breeland),1.990,2.720
2,6:41,1,10,KAN 43,3,10,Tevin Coleman left tackle for 17 yards (tackle by Tyrann Mathieu),2.720,3.840
2,5:55,1,10,KAN 26,3,10,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 11 yards (tackle by Bashaud Breeland and Daniel Sorensen),3.840,4.580
2,5:13,1,10,KAN 15,9,10,"Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 15 yards, touchdown",4.580,7.000
2,5:05,,,KAN 15,10,10,Robbie Gould kicks extra point good,0.000,0.000
2,5:05,,,SFO 35,10,10,"Mitch Wishnowsky kicks off 60 yards, returned by Mecole Hardman for 14 yards (tackle by Elijah Lee)",0.000,0.150
2,4:59,1,10,KAN 19,10,10,Patrick Mahomes pass complete short right to Damien Williams for 10 yards (tackle by Jimmie Ward),0.150,0.870
2,4:27,1,10,KAN 29,10,10,Patrick Mahomes pass complete short left to Blake Bell for 9 yards (tackle by Emmanuel Moseley),0.870,1.540
2,3:49,2,1,KAN 38,10,10,Damien Williams left guard for 4 yards (tackle by Dre Greenlaw and Dee Ford),1.540,1.730
2,3:09,1,10,KAN 42,10,10,Patrick Mahomes pass complete short middle to Tyreek Hill for 10 yards (tackle by Jimmie Ward),1.730,2.390
2,2:27,1,10,SFO 48,10,10,Damien Williams up the middle for 2 yards (tackle by K'Waun Williams),2.390,2.120
2,2:00,2,8,SFO 46,10,10,Mecole Hardman right end for -6 yards (tackle by Fred Warner),2.120,0.630
2,1:53,3,14,KAN 48,10,10,Patrick Mahomes pass complete short right to Damien Williams for 1 yard (tackle by Jaquiski Tartt),0.630,-0.130
2,1:08,4,13,KAN 49,10,10,"Dustin Colquitt punts 51 yards, touchback.",-0.130,-0.280
2,0:59,1,10,SFO 20,10,10,Raheem Mostert left tackle for 3 yards (tackle by Kendall Fuller),0.280,0.140
2,0:27,2,7,SFO 23,10,10,Raheem Mostert left guard for 2 yards (tackle by Ben Niemann and Tanoh Kpassagnon),0.140,-0.300
2,0:20,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:20,3,5,SFO 25,10,10,Jimmy Garoppolo pass complete short middle to Jeff Wilson for 20 yards (tackle by Terrell Suggs and Kendall Fuller),-0.300,1.930
2,0:14,,,,,,Timeout #1 by San Francisco 49ers,,
2,0:14,1,10,SFO 45,10,10,"Jimmy Garoppolo pass complete deep right to George Kittle for 42 yards (tackle by Daniel Sorensen). Penalty on George Kittle: Offensive Pass Interference, 10 yards (no play)",1.930,1.270
2,0:06,1,20,SFO 35,10,10,Jimmy Garoppolo kneels for -1 yards,1.270,-0.100
Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,10,"Harrison Butker kicks off 63 yards, returned by Richie James for 14 yards (tackle by Byron Pringle)",0.000,-0.140
3,14:56,1,10,SFO 16,10,10,Jimmy Garoppolo pass complete short middle to Emmanuel Sanders for 5 yards (tackle by Damien Wilson),-0.140,0.150
3,14:18,2,5,SFO 21,10,10,Jimmy Garoppolo pass complete short middle to Emmanuel Sanders for 15 yards (tackle by Tyrann Mathieu),0.150,1.330
3,13:37,1,10,SFO 36,10,10,Deebo Samuel left end for 14 yards (tackle by Daniel Sorensen),1.330,2.260
3,13:14,1,10,SFO 50,10,10,Tevin Coleman left end for 4 yards (tackle by Derrick Nnadi),2.260,2.250
3,12:36,2,6,KAN 46,10,10,Jimmy Garoppolo pass complete short left to Kyle Juszczyk for 14 yards (tackle by Charvarius Ward),2.250,3.450
3,11:59,1,10,KAN 32,10,10,Jimmy Garoppolo pass complete short right to George Kittle for 5 yards (tackle by Daniel Sorensen),3.450,3.580
3,11:14,2,5,KAN 27,10,10,Raheem Mostert left end for no gain (tackle by Damien Wilson),3.580,2.870
3,10:28,3,5,KAN 27,10,10,Jimmy Garoppolo pass complete short middle to Tevin Coleman for 3 yards (tackle by Bashaud Breeland),2.870,1.990
3,9:34,4,2,KAN 24,13,10,Robbie Gould 42 yard field goal good,1.990,3.000
3,9:29,,,SFO 35,13,10,"Mitch Wishnowsky kicks off 62 yards, returned by Mecole Hardman for 15 yards (tackle by Elijah Lee and Ahkello Witherspoon). Penalty on Byron Pringle: Offensive Holding, 9 yards",0.000,-0.380
3,9:23,1,10,KAN 9,13,10,Patrick Mahomes pass complete short right to Sammy Watkins for 19 yards (tackle by DeForest Buckner and Richard Sherman),-0.380,0.810
3,8:40,1,10,KAN 28,13,10,Patrick Mahomes pass complete short right to Travis Kelce for 4 yards (tackle by Richard Sherman and Dre Greenlaw),0.810,0.800
3,8:07,2,6,KAN 32,13,10,Damien Williams right tackle for no gain (tackle by Sheldon Day and Arik Armstead),0.800,0.100
3,7:30,3,6,KAN 32,13,10,Patrick Mahomes pass complete short left to Sammy Watkins for 9 yards,0.100,1.660
3,7:02,1,10,KAN 41,13,10,Damien Williams up the middle for 5 yards (tackle by Nick Bosa),1.660,1.800
3,6:22,2,5,KAN 46,13,10,"Patrick Mahomes sacked by Nick Bosa for -7 yards. Patrick Mahomes fumbles (forced by Nick Bosa), recovered by Patrick Mahomes at KC-39",1.800,0.170
3,5:36,3,12,KAN 39,13,10,Patrick Mahomes pass deep right intended for Tyreek Hill is intercepted by Fred Warner at SF-42 and returned for 3 yards,0.170,-1.930
3,5:23,1,10,SFO 45,13,10,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 16 yards (tackle by Bashaud Breeland),1.930,2.980
3,4:42,1,10,KAN 39,13,10,Raheem Mostert right guard for 2 yards (tackle by Khalen Saunders),2.980,2.710
3,4:03,2,8,KAN 37,13,10,Jimmy Garoppolo pass incomplete deep left intended for Emmanuel Sanders,2.710,2.020
3,3:58,3,8,KAN 37,13,10,Jimmy Garoppolo pass complete short middle to Kendrick Bourne for 26 yards (tackle by Charvarius Ward),2.020,4.840
3,3:21,1,10,KAN 11,13,10,Jimmy Garoppolo pass complete short middle to Kyle Juszczyk for 10 yards (tackle by Tanoh Kpassagnon),4.840,6.970
3,2:40,1,1,KAN 1,19,10,"Raheem Mostert right guard for 1 yard, touchdown",6.970,7.000
3,2:35,,,KAN 15,20,10,Robbie Gould kicks extra point good,0.000,0.000
3,2:35,,,SFO 35,20,10,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,2:35,1,10,KAN 25,20,10,Patrick Mahomes pass incomplete short right,0.610,0.060
3,2:28,2,10,KAN 25,20,10,Damien Williams up the middle for 5 yards (tackle by K'Waun Williams),0.060,0.040
3,1:47,3,5,KAN 30,20,10,Patrick Mahomes right end for 5 yards (tackle by DeForest Buckner),0.040,1.270
3,1:10,1,10,KAN 35,20,10,Patrick Mahomes pass incomplete short middle intended for Sammy Watkins,1.270,0.720
3,1:06,2,10,KAN 35,20,10,Patrick Mahomes pass complete short left to Travis Kelce for 9 yards (tackle by Fred Warner),0.720,1.220
3,0:31,3,1,KAN 44,20,10,Travis Kelce right tackle for 2 yards (tackle by Fred Warner),1.220,1.990
Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 46,20,10,Patrick Mahomes pass incomplete short left intended for Tyreek Hill (defended by Kwon Alexander),1.990,1.450
4,14:53,2,10,KAN 46,20,10,Patrick Mahomes pass complete short left to Tyreek Hill for 14 yards (tackle by Emmanuel Moseley),1.450,2.920
4,14:25,1,10,SFO 40,20,10,Patrick Mahomes pass complete short left to Damien Williams for 13 yards (tackle by Kwon Alexander),2.920,3.780
4,13:33,1,10,SFO 27,20,10,Patrick Mahomes sacked by DeForest Buckner for -9 yards,3.780,2.020
4,12:51,2,19,SFO 36,20,10,Patrick Mahomes up the middle for 13 yards (tackle by Jimmie Ward),2.020,3.070
4,12:05,3,6,SFO 23,20,10,Patrick Mahomes pass short middle intended for Tyreek Hill is intercepted by Tarvarius Moore at SF-13 and returned for 7 yards,3.070,-0.280
4,11:57,1,10,SFO 20,20,10,Raheem Mostert right tackle for 6 yards (tackle by Reggie Ragland and Damien Wilson),0.280,0.540
4,11:18,2,4,SFO 26,20,10,Jimmy Garoppolo pass complete short middle to George Kittle for 12 yards (tackle by Daniel Sorensen),0.540,1.470
4,10:37,1,10,SFO 38,20,10,Raheem Mostert left guard for 1 yard (tackle by Chris Jones and Daniel Sorensen),1.470,1.060
4,9:52,2,9,SFO 39,20,10,Jimmy Garoppolo pass incomplete short middle intended for Deebo Samuel,1.060,0.370
4,9:47,3,9,SFO 39,20,10,"Penalty on Joe Staley: False Start, 5 yards (no play)",0.370,-0.290
4,9:47,3,14,SFO 34,20,10,Jimmy Garoppolo right end for 3 yards (tackle by Rashad Fenton),-0.290,-0.910
4,9:01,4,11,SFO 37,20,10,"Mitch Wishnowsky punts 46 yards, fair catch by Mecole Hardman at KC-17",-0.910,0.060
4,8:53,1,10,KAN 17,20,10,"Damien Williams right end for 3 yards (tackle by Richard Sherman). Damien Williams fumbles, ball out of bounds at KC-20 (forced by Richard Sherman)",-0.060,-0.060
4,8:33,2,7,KAN 20,20,10,Patrick Mahomes left end for 9 yards (tackle by K'Waun Williams),-0.060,0.870
4,8:14,1,10,KAN 29,20,10,Patrick Mahomes pass complete short left to Tyreek Hill for 9 yards (tackle by Emmanuel Moseley),0.870,1.540
4,7:50,2,1,KAN 38,20,10,Damien Williams up the middle for 2 yards (tackle by Fred Warner and Nick Bosa),1.540,1.600
4,7:25,1,10,KAN 40,20,10,"Penalty on Laurent Duvernay-Tardif: False Start, 5 yards (no play)",1.600,1.270
4,7:23,1,15,KAN 35,20,10,Patrick Mahomes pass incomplete short left intended for Tyreek Hill (defended by Emmanuel Moseley),1.270,0.380
4,7:17,2,15,KAN 35,20,10,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,0.380,-0.300
4,7:13,3,15,KAN 35,20,10,Patrick Mahomes pass complete deep left to Tyreek Hill for 44 yards (tackle by Jimmie Ward),-0.300,4.170
4,6:35,1,10,SFO 21,20,10,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,4.170,3.630
4,6:30,2,10,SFO 21,20,10,Patrick Mahomes pass incomplete short right,3.630,2.940
4,6:23,3,10,SFO 21,20,10,"Patrick Mahomes pass incomplete deep left intended for Travis Kelce (defended by Tarvarius Moore). Penalty on Tarvarius Moore: Defensive Pass Interference, 20 yards (no play)",2.940,6.970
4,6:17,1,1,SFO 1,20,16,"Patrick Mahomes pass complete short right to Travis Kelce for 1 yard, touchdown",6.970,7.000
4,6:13,,,SFO 15,20,17,Harrison Butker kicks extra point good,0.000,0.000
4,6:13,,,KAN 35,20,17,"Harrison Butker kicks off 64 yards, returned by Richie James for 19 yards (tackle by Ben Niemann)",0.000,0.280
4,6:06,1,10,SFO 20,20,17,Raheem Mostert left tackle for 5 yards (tackle by Derrick Nnadi),0.280,0.410
4,5:27,2,5,SFO 25,20,17,Jimmy Garoppolo pass incomplete short right intended for George Kittle (defended by Chris Jones),0.410,-0.300
4,5:23,3,5,SFO 25,20,17,Jimmy Garoppolo pass incomplete short right intended for Kendrick Bourne,-0.300,-1.700
4,5:18,4,5,SFO 25,20,17,"Mitch Wishnowsky punts 40 yards, fair catch by Mecole Hardman at KC-35",-1.700,-1.270
4,5:10,1,10,KAN 35,20,17,Patrick Mahomes pass complete short left to Tyreek Hill for 5 yards (tackle by K'Waun Williams),1.270,1.400
4,4:48,2,5,KAN 40,20,17,Patrick Mahomes pass complete short middle to Travis Kelce for 9 yards (tackle by Jimmie Ward),1.400,2.190
4,4:27,1,10,KAN 49,20,17,Patrick Mahomes pass complete short right to Tyreek Hill for 3 yards (tackle by Richard Sherman),2.190,2.050
4,3:44,2,7,SFO 48,20,17,Patrick Mahomes pass complete deep right to Sammy Watkins for 38 yards (tackle by Jimmie Ward),2.050,4.910
4,3:37,1,10,SFO 10,20,17,Patrick Mahomes left end for 6 yards (tackle by K'Waun Williams),4.910,5.340
4,3:30,2,4,SFO 4,20,17,Patrick Mahomes sacked by Jaquiski Tartt for -1 yards,5.340,4.260
4,2:50,3,5,SFO 5,20,23,"Patrick Mahomes pass complete short right to Damien Williams for 5 yards, touchdown",4.260,7.000
4,2:44,,,SFO 15,20,24,Harrison Butker kicks extra point good,0.000,0.000
4,2:44,,,KAN 35,20,24,"Harrison Butker kicks off 65 yards, returned by Richie James for 15 yards (tackle by Byron Pringle)",0.000,-0.220
4,2:39,1,10,SFO 15,20,24,Raheem Mostert right tackle for 17 yards (tackle by Kendall Fuller),-0.220,1.070
4,2:02,1,10,SFO 32,20,24,"Penalty on Emmanuel Sanders: False Start, 5 yards (no play)",1.070,0.740
4,2:02,1,15,SFO 27,20,24,Jimmy Garoppolo pass complete short right to George Kittle for 8 yards (tackle by Kendall Fuller and Tyrann Mathieu),0.740,0.930
4,1:56,2,7,SFO 35,20,24,Jimmy Garoppolo pass complete short left to Kendrick Bourne for 16 yards (tackle by Charvarius Ward),0.930,2.320
4,1:49,1,10,KAN 49,20,24,Jimmy Garoppolo pass incomplete short right intended for Deebo Samuel (defended by Chris Jones),2.320,1.780
4,1:44,2,10,KAN 49,20,24,Jimmy Garoppolo pass incomplete short middle intended for Kendrick Bourne (defended by Chris Jones) (defended by Kendall Fuller),1.780,1.090
4,1:40,3,10,KAN 49,20,24,Jimmy Garoppolo pass incomplete deep middle intended for Emmanuel Sanders,1.090,0.000
4,1:33,4,10,KAN 49,20,24,Jimmy Garoppolo sacked by Frank Clark for -9 yards,0.000,-2.790
4,1:25,1,10,SFO 42,20,24,Damien Williams up the middle for 4 yards (tackle by Arik Armstead),2.790,2.780
4,1:20,,,,,,Timeout #1 by San Francisco 49ers,,
4,1:20,2,6,SFO 38,20,30,"Damien Williams left end for 38 yards, touchdown",2.780,7.000
4,1:12,,,SFO 15,20,31,Harrison Butker kicks extra point good,0.000,0.000
4,1:12,,,KAN 35,20,31,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,1:12,1,10,SFO 25,20,31,Jimmy Garoppolo pass incomplete short left intended for George Kittle,0.610,0.060
4,1:08,2,10,SFO 25,20,31,Jimmy Garoppolo pass deep middle intended for Deebo Samuel is intercepted by Kendall Fuller at KC-41 and returned for no gain,0.060,-1.660
4,0:57,1,10,KAN 41,20,31,Patrick Mahomes kneels for -5 yards,1.660,0.450
4,0:53,,,,,,Timeout #2 by San Francisco 49ers,,
4,0:53,2,15,KAN 36,20,31,Patrick Mahomes kneels for -3 yards,0.450,-0.630
4,0:51,,,,,,Timeout #3 by San Francisco 49ers,,
4,0:51,3,18,KAN 33,20,31,Patrick Mahomes kneels for -7 yards,-0.630,-1.630
4,0:05,,,,,,Timeout #1 by Kansas City Chiefs,,
4,0:05,4,25,KAN 26,20,31,Patrick Mahomes pass incomplete deep right,-1.630,0.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
