Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Damien Williams,KAN,17,104,1,8,35,2.1,69,4.1,2,8.5
Patrick Mahomes,KAN,9,29,1,3,10,1.1,19,2.1,1,9.0
Mecole Hardman,KAN,1,-6,0,,-6,-6.0,0,0.0,0,
Travis Kelce,KAN,1,2,0,1,0,0.0,2,2.0,0,
Darwin Thompson,KAN,1,0,0,,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Raheem Mostert,SFO,12,58,1,4,21,1.8,37,3.1,4,3.0
Tevin Coleman,SFO,5,28,0,1,3,0.6,25,5.0,1,5.0
Deebo Samuel,SFO,3,53,0,3,41,13.7,12,4.0,0,
Jimmy Garoppolo,SFO,2,2,0,0,2,1.0,0,0.0,0,
