Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
2,14:29,,,,3,7,Timeout #1 by San Francisco 49ers,0.000,-0.560
2,14:29,2,7,PHI 9,3,7,"Donovan McNabb pass incomplete short middle intended for Brent Celek. Penalty on Michael Lewis: Defensive Pass Interfere, 15 yards (no play)",-0.560,0.540
2,14:24,1,10,PHI 24,3,7,Donovan McNabb pass incomplete short right intended for Reggie Brown (defended by Ahmad Brooks),0.540,0.000
2,14:20,2,10,PHI 24,3,7,Donovan McNabb pass complete deep left to Brent Celek for 43 yards (tackle by Shawntae Spencer),0.000,3.380
2,13:32,1,10,SFO 33,3,7,Donovan McNabb pass complete short right to DeSean Jackson for 10 yards (tackle by Michael Lewis),3.380,4.040
2,12:53,1,10,SFO 23,3,7,LeSean McCoy middle for 5 yards (tackle by Patrick Willis),4.040,4.210
2,12:15,2,5,SFO 18,3,7,Donovan McNabb pass complete short right to Kevin Curtis for 7 yards (tackle by Marcus Hudson),4.210,4.840
2,11:33,1,10,SFO 11,3,7,Donovan McNabb pass complete short left to Alex Smith for 3 yards (tackle by Patrick Willis),4.840,4.700
2,10:42,,,,3,7,Timeout #2 by Philadelphia Eagles,0.000,4.700
2,10:42,2,7,SFO 8,3,7,Donovan McNabb pass complete short middle to LeSean McCoy for no gain,4.700,3.760
2,9:57,3,7,SFO 8,3,13,"Donovan McNabb left end for 8 yards, touchdown. Penalty on Michael Lewis: Illegal Contact (Declined)",3.760,7.000
2,,,,SFO 2,3,14,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,3,14,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,9:49,1,10,SFO 20,3,14,Alex Smith pass complete short left to Frank Gore for 6 yards (tackle by Brodrick Bunkley),0.280,0.540
2,9:05,2,4,SFO 26,3,14,Frank Gore right end for 9 yards (tackle by Trent Cole),0.540,1.270
2,8:28,1,10,SFO 35,3,14,Alex Smith pass complete short right to Josh Morgan for 1 yard (tackle by Asante Samuel),1.270,0.860
2,7:42,2,9,SFO 36,3,14,Alex Smith pass incomplete short right intended for Michael Crabtree (defended by Joselio Hanson),0.860,0.170
2,7:36,3,9,SFO 36,3,14,Alex Smith pass incomplete short right intended for Vernon Davis is intercepted by Asante Samuel at SFO-46 and returned for 18 yards,0.170,-3.710
2,7:25,1,10,SFO 28,3,14,Donovan McNabb pass complete short middle to Brent Celek for 5 yards (tackle by Takeo Spikes),3.710,3.840
2,6:48,2,5,SFO 23,3,14,LeSean McCoy middle for 8 yards (tackle by Takeo Spikes),3.840,4.580
2,6:11,1,10,SFO 15,3,14,Leonard Weaver right end for 5 yards (tackle by Patrick Willis),4.580,4.840
2,5:29,2,5,SFO 10,3,14,Donovan McNabb pass incomplete intended for Reggie Brown (defended by Aubrayo Franklin),4.840,4.000
2,5:26,3,5,SFO 10,3,14,"Donovan McNabb pass incomplete short middle intended for Jason Avant. Penalty on Dre' Bly: Defensive Holding, 5 yards (no play)",4.000,6.060
2,5:23,1,5,SFO 5,3,14,Leonard Weaver right end for 1 yard (tackle by Michael Lewis),6.060,5.340
2,4:41,2,4,SFO 4,3,14,Donovan McNabb pass incomplete short right intended for Brent Celek,5.340,4.490
2,4:35,3,4,SFO 4,3,14,Donovan McNabb pass incomplete,4.490,3.030
2,4:28,4,4,SFO 4,3,17,David Akers 22 yard field goal good,3.030,3.000
2,,,,PHI 30,3,17,"David Akers kicks off 69 yards, returned by Josh Morgan for 22 yards (tackle by Chris Clemons)",0.000,0.480
2,4:19,1,10,SFO 23,3,17,Frank Gore right end for 17 yards (tackle by Will Witherspoon),0.480,1.600
2,3:38,1,10,SFO 40,3,17,"Alex Smith pass complete short left to Josh Morgan for no gain. Penalty on Adam Snyder: Ineligible Downfield Pas, 5 yards (no play)",1.600,1.270
2,3:14,1,15,SFO 35,3,17,Frank Gore middle for 2 yards (tackle by Antonio Dixon and Juqua Parker),1.270,0.650
2,2:33,2,13,SFO 37,3,17,Alex Smith pass incomplete right intended for Jason Hill,0.650,-0.030
2,2:25,3,13,SFO 37,3,17,Alex Smith pass incomplete short middle intended for Vernon Davis,-0.030,-0.910
2,2:17,4,13,SFO 37,3,17,Andy Lee punts 47 yards,-0.910,0.140
2,2:09,1,10,PHI 16,3,17,LeSean McCoy right tackle for 6 yards (tackle by Michael Lewis),-0.140,0.280
2,2:00,2,4,PHI 22,3,17,Donovan McNabb pass incomplete short right intended for Kevin Curtis,0.280,-0.570
2,1:56,3,4,PHI 22,3,17,Donovan McNabb pass complete short left to DeSean Jackson for 39 yards (tackle by Tarell Brown),-0.570,2.980
2,1:46,1,10,SFO 39,3,17,Donovan McNabb pass complete short left to LeSean McCoy for 11 yards,2.980,3.710
2,1:38,1,10,SFO 28,3,17,Donovan McNabb pass incomplete deep right intended for DeSean Jackson,3.710,3.170
2,1:32,2,10,SFO 28,3,17,Leonard Weaver right tackle for -1 yards (tackle by Parys Haralson),3.170,2.340
2,0:53,3,11,SFO 29,3,17,Donovan McNabb pass incomplete deep middle intended for DeSean Jackson is intercepted by Shawntae Spencer,2.340,-0.280
2,0:44,1,10,SFO 20,3,17,Alex Smith pass complete short middle to Frank Gore for 7 yards (tackle by Asante Samuel),0.280,0.680
2,0:36,,,,3,17,Timeout #3 by Philadelphia Eagles,0.000,0.680
2,0:36,2,3,SFO 27,3,17,Alex Smith pass incomplete short middle intended for Frank Gore is intercepted by Tracy White at SFO-34 and returned for 5 yards,0.680,-3.640
2,0:26,1,10,SFO 29,3,17,Donovan McNabb pass complete short right to Jason Avant for 21 yards (tackle by Michael Lewis),3.640,5.370
2,0:05,1,8,SFO 8,3,17,Donovan McNabb spiked the ball,5.370,4.570
2,0:04,2,8,SFO 8,3,20,David Akers 26 yard field goal good,4.570,3.000
2,,,,PHI 30,3,20,"David Akers kicks off 54 yards, returned by Josh Morgan for 31 yards (tackle by Tracy White)",0.000,0.940
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,3,20,"David Akers kicks off 65 yards, returned by Josh Morgan for 52 yards (tackle by Joselio Hanson)",0.000,2.720
3,14:51,1,10,PHI 43,3,20,Frank Gore left guard for -1 yards (tackle by Mike Patterson),2.720,2.040
3,14:07,2,11,PHI 44,3,20,"Penalty on Delanie Walker: False Start, 5 yards (no play)",2.040,1.370
3,13:40,2,16,PHI 49,3,20,Frank Gore middle for 2 yards (tackle by Mike Patterson and Moise Fokou),1.370,0.960
3,12:54,3,14,PHI 47,3,20,Alex Smith pass complete short left to Michael Crabtree for 11 yards (tackle by Quintin Mikell),0.960,0.890
3,12:26,4,3,PHI 36,3,20,Alex Smith pass complete short right to Josh Morgan for 22 yards (tackle by Quintin Demps),0.890,4.650
3,11:35,1,10,PHI 14,3,20,Alex Smith pass incomplete short left intended for Michael Crabtree,4.650,4.000
3,11:30,2,10,PHI 14,3,20,Frank Gore right end for 3 yards (tackle by Moise Fokou),4.000,3.620
3,10:45,3,7,PHI 11,3,20,Alex Smith pass complete short right to Josh Morgan for 4 yards (tackle by Asante Samuel),3.620,2.990
3,10:04,4,3,PHI 7,6,20,Joe Nedney 25 yard field goal good,2.990,3.000
3,,,,SFO 30,6,20,"Joe Nedney kicks off 60 yards, returned by Victor Harris for 20 yards (tackle by Matt Wilhelm)",0.000,0.940
3,9:56,1,10,PHI 30,6,20,Donovan McNabb pass incomplete short left intended for DeSean Jackson is intercepted by Dre' Bly at PHI-44 and returned for 9 yards,0.940,-3.250
3,9:40,1,10,PHI 35,6,20,Alex Smith sacked by Trent Cole for -10 yards,3.250,1.350
3,9:01,2,20,PHI 45,6,20,Alex Smith pass complete short right to Frank Gore for 6 yards (tackle by Asante Samuel),1.350,1.490
3,8:28,3,14,PHI 39,6,20,Alex Smith pass complete short left to Josh Morgan for 9 yards (tackle by Joselio Hanson and Sheldon Brown),1.490,1.450
3,7:44,4,5,PHI 30,6,20,Alex Smith pass complete short left to Vernon Davis for 15 yards (tackle by Quintin Mikell),1.450,4.580
3,7:00,1,10,PHI 15,6,20,Frank Gore right end for 3 yards (tackle by Akeem Jordan),4.580,4.450
3,6:18,2,7,PHI 12,12,20,"Alex Smith pass complete short left to Josh Morgan for 12 yards, touchdown",4.450,7.000
3,,,,PHI 2,13,20,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,13,20,"Joe Nedney kicks off 51 yards, returned by Leonard Weaver for 15 yards (tackle by Marcus Hudson)",0.000,1.200
3,6:07,1,10,PHI 34,13,20,Leonard Weaver middle for 3 yards (tackle by Isaac Sopoaga),1.200,1.060
3,5:32,2,7,PHI 37,13,20,Donovan McNabb pass complete short right to DeSean Jackson for 10 yards (tackle by Michael Lewis),1.060,2.060
3,5:10,1,10,PHI 47,13,20,Donovan McNabb pass incomplete deep middle intended for DeSean Jackson,2.060,1.520
3,5:04,2,10,PHI 47,13,20,LeSean McCoy right end for 8 yards (tackle by Isaac Sopoaga),1.520,1.880
3,4:24,3,2,SFO 45,13,20,"Donovan McNabb left guard for 25 yards (tackle by Dashon Goldson). Penalty on Todd Herremans: Offensive Holding, 10 yards (no play)",1.880,0.560
3,3:49,3,12,PHI 45,13,20,Donovan McNabb pass complete short right to Brent Celek for 10 yards (tackle by Dre' Bly),0.560,0.270
3,3:09,4,2,SFO 45,13,20,"Saverio Rocca punts 44 yards. Penalty on Joselio Hanson: Illegal Touch Kick (Offsetting), Penalty on Scott McKillop: Offensive Holding (Offsetting) (no play)",0.270,0.270
3,2:50,4,2,SFO 45,13,20,"Saverio Rocca punts 45 yards, touchback",0.270,-0.280
3,2:50,1,10,SFO 20,13,20,Frank Gore middle for 37 yards (tackle by Sheldon Brown),0.280,2.720
3,2:10,1,10,PHI 43,13,20,"Frank Gore right tackle for 6 yards (tackle by Quintin Mikell). Penalty on Chilo Rachal: Offensive Holding, 10 yards",2.720,2.460
3,1:44,1,14,PHI 47,13,20,Michael Robinson middle for -1 yards (tackle by Mike Patterson),2.460,1.500
3,1:03,2,15,PHI 48,13,20,Alex Smith pass complete short right to Michael Crabtree for 7 yards (tackle by Will Witherspoon),1.500,1.750
3,0:16,3,8,PHI 41,13,20,Alex Smith pass incomplete,1.750,0.530
3,0:11,4,8,PHI 41,13,20,"Andy Lee punts 30 yards, fair catch by DeSean Jackson",0.530,0.370
3,0:06,1,10,PHI 11,13,20,LeSean McCoy right end for 6 yards (tackle by Mark Roman),-0.370,-0.160
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,PHI 17,13,20,Leonard Weaver right end for 2 yards (tackle by Patrick Willis),-0.160,-0.480
4,14:30,3,2,PHI 19,13,20,Donovan McNabb pass complete deep right to DeSean Jackson for 59 yards (tackle by Michael Lewis),-0.480,4.110
4,14:10,1,10,SFO 22,13,20,Donovan McNabb pass complete short right to Jason Avant for 4 yards (tackle by Tarell Brown),4.110,4.130
4,13:42,2,6,SFO 18,13,20,Leonard Weaver left end for 7 yards (tackle by Mark Roman),4.130,4.840
4,12:59,1,10,SFO 11,13,20,Leonard Weaver right tackle for 9 yards (tackle by Patrick Willis),4.840,5.850
4,12:22,2,1,SFO 2,13,20,Leonard Weaver middle for no gain (tackle by Takeo Spikes),5.850,5.120
4,12:22,3,1,SFO 2,13,26,"LeSean McCoy middle for 2 yards, touchdown",5.120,7.000
4,,,,SFO 2,13,27,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,13,27,"David Akers kicks off 38 yards, muffed catch by Moran Norris, recovered by Delanie Walker and returned for no gain",0.000,1.140
4,11:31,1,10,SFO 33,13,27,Alex Smith pass incomplete short right intended for Vernon Davis,1.140,0.590
4,11:25,2,10,SFO 33,13,27,Alex Smith pass incomplete short middle intended for Frank Gore,0.590,-0.100
4,11:20,3,10,SFO 33,13,27,Alex Smith sacked by Chris Clemons for -8 yards,-0.100,-1.700
4,10:54,4,18,SFO 25,13,27,"Andy Lee punts 56 yards, returned by DeSean Jackson for 6 yards (tackle by Tarell Brown). Penalty on Tracy White: Illegal Block Above the , 10 yards",-1.700,0.220
4,10:42,1,10,PHI 15,13,27,Leonard Weaver left end for 1 yard (tackle by Patrick Willis),-0.220,-0.580
4,10:08,2,9,PHI 16,13,27,Donovan McNabb pass complete short left to Reggie Brown for 13 yards,-0.580,0.870
4,9:35,1,10,PHI 29,13,27,Donovan McNabb pass complete short right to Jason Avant for 19 yards (tackle by Dashon Goldson),0.870,2.130
4,8:56,1,10,PHI 48,13,27,Donovan McNabb pass complete short right to LeSean McCoy for -3 yards (tackle by Takeo Spikes),2.130,1.180
4,8:14,2,13,PHI 45,13,27,DeSean Jackson for 9 yards (tackle by Dashon Goldson),1.180,1.680
4,7:50,,,,13,27,Timeout #1 by Philadelphia Eagles,0.000,1.680
4,7:50,3,4,SFO 46,13,27,Donovan McNabb pass incomplete short middle intended for Jason Avant,1.680,0.200
4,7:45,4,4,SFO 46,13,27,Saverio Rocca punts 33 yards,0.200,0.320
4,7:35,1,10,SFO 13,13,27,Alex Smith pass complete short right to Michael Crabtree for -4 yards (tackle by Joselio Hanson),-0.320,-1.070
4,7:09,2,14,SFO 9,13,27,Alex Smith pass complete short left to Michael Crabtree for 12 yards (tackle by Sheldon Brown),-1.070,-0.470
4,6:39,3,2,SFO 21,13,27,"Alex Smith pass incomplete deep right intended for Michael Crabtree. Penalty on Sean Jones: Defensive Pass Interfere, 44 yards (no play)",-0.470,3.250
4,6:29,1,10,PHI 35,13,27,Alex Smith pass incomplete deep left intended for Jason Hill (defended by Sheldon Brown),3.250,2.700
4,6:23,2,10,PHI 35,13,27,"Penalty on David Baas: False Start, 5 yards (no play)",2.700,2.030
4,6:23,2,15,PHI 40,13,27,Alex Smith pass complete short left to Vernon Davis for 9 yards (tackle by Joselio Hanson),2.030,2.540
4,5:51,3,6,PHI 31,13,27,Alex Smith pass complete short middle to Josh Morgan for 5 yards (tackle by Will Witherspoon),2.540,1.890
4,5:12,4,1,PHI 26,13,27,Alex Smith middle for 1 yard (tackle by Mike Patterson),1.890,3.910
4,4:31,1,10,PHI 25,13,27,Alex Smith pass incomplete deep left intended for Michael Crabtree (defended by Sheldon Brown),3.910,3.360
4,4:24,2,10,PHI 25,13,27,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",3.360,2.690
4,4:24,2,15,PHI 30,13,27,Alex Smith pass complete short right to Josh Morgan for 8 yards (tackle by Joselio Hanson),2.690,3.070
4,3:54,3,7,PHI 22,13,27,Alex Smith pass incomplete short middle intended for Vernon Davis,3.070,1.990
4,3:50,,,,13,27,Timeout #2 by Philadelphia Eagles,0.000,1.990
4,3:50,4,7,PHI 22,13,27,Alex Smith sacked by Trent Cole for -5 yards,1.990,-0.740
4,3:45,1,10,PHI 27,13,27,Leonard Weaver left tackle for 5 yards (tackle by Shawntae Spencer),0.740,0.870
4,3:39,,,,13,27,Timeout #1 by San Francisco 49ers,0.000,0.870
4,3:39,2,5,PHI 32,13,27,Leonard Weaver right end for 4 yards (tackle by Parys Haralson),0.870,0.700
4,3:34,,,,13,27,Timeout #2 by San Francisco 49ers,0.000,0.700
4,3:34,3,1,PHI 36,13,27,Leonard Weaver middle for 2 yards (tackle by Michael Lewis),0.700,1.470
4,2:46,1,10,PHI 38,13,27,Leonard Weaver left guard for no gain (tackle by Manny Lawson),1.470,0.920
4,2:21,2,10,PHI 38,13,27,Leonard Weaver middle for 3 yards (tackle by Aubrayo Franklin),0.920,0.630
4,2:15,,,,13,27,Timeout #3 by San Francisco 49ers,0.000,0.630
4,2:15,3,7,PHI 41,13,27,Donovan McNabb pass complete short right to Brent Celek for 15 yards (tackle by Parys Haralson),0.630,2.650
4,2:00,1,10,SFO 44,13,27,Donovan McNabb kneels for -1 yards,2.650,1.980
4,1:20,2,11,SFO 45,13,27,Donovan McNabb kneels for -1 yards,1.980,1.160
4,0:38,3,12,SFO 46,13,27,Donovan McNabb kneels for -1 yards,1.160,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
