Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
3,0:01,1,10,MIN 47,7,21,LaRod Stephens-Howling right end for 7 yards,2.460,2.860
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,MIN 40,7,21,William Powell up the middle for no gain (tackle by Antoine Winfield),2.860,2.150
4,14:16,3,3,MIN 40,7,21,John Skelton pass incomplete short middle intended for Early Doucet (defended by A.J. Jefferson),2.150,0.590
4,14:12,4,3,MIN 40,7,21,"Dave Zastudil punts 31 yards, fair catch by Marcus Sherels",0.590,0.380
4,14:05,1,10,MIN 9,7,21,Christian Ponder sacked by Daryl Washington for 0 yards,-0.380,-0.780
4,13:31,2,10,MIN 9,7,21,Adrian Peterson up the middle for 4 yards (tackle by Adrian Wilson),-0.780,-0.950
4,12:55,3,6,MIN 13,7,21,Christian Ponder pass incomplete short right intended for Michael Jenkins,-0.950,-2.490
4,12:51,4,6,MIN 13,7,21,"Chris Kluwe punts 44 yards, returned by Patrick Peterson for -2 yards (tackle by Tyrone McKenzie). Penalty on Rashad Johnson: Illegal Blindside Block, 15 yards",-2.490,-0.670
4,12:38,1,10,ARI 26,7,21,John Skelton pass complete short left to LaRod Stephens-Howling for 19 yards (tackle by Brian Robison),0.670,1.930
4,12:07,1,10,ARI 45,7,21,LaRod Stephens-Howling left guard for 6 yards (tackle by Brian Robison),1.930,2.190
4,11:29,2,4,MIN 49,7,21,John Skelton sacked by Jared Allen for -1 yards,2.190,1.360
4,10:52,3,5,,7,21,John Skelton pass incomplete short left intended for Larry Fitzgerald,1.360,-0.060
4,10:47,4,5,,7,21,"Dave Zastudil punts 37 yards, fair catch by Marcus Sherels",-0.060,0.320
4,10:39,1,10,MIN 13,7,21,Christian Ponder pass incomplete short right intended for Kyle Rudolph,-0.320,-0.770
4,10:35,2,10,MIN 13,7,21,Adrian Peterson right tackle for 5 yards (tackle by Daryl Washington),-0.770,-0.830
4,9:55,3,5,MIN 18,7,21,Christian Ponder sacked by Nick Eason for -7 yards,-0.830,-2.490
4,9:30,4,12,MIN 11,7,21,"Chris Kluwe punts 51 yards, returned by Patrick Peterson for -2 yards (tackle by Marcus Sherels). Penalty on Justin Bethel: Defensive Offside (Declined)",-2.490,-1.330
4,9:19,1,10,ARI 36,7,21,John Skelton pass complete short middle to Andre Roberts for 14 yards (tackle by Jamarca Sanford),1.330,0.000
4,8:47,,,,7,21,Timeout #1 by Arizona Cardinals,0.000,2.260
4,8:47,1,10,,7,21,John Skelton pass complete short middle to LaRod Stephens-Howling for 13 yards (tackle by Letroy Guion and Chad Greenway),2.260,3.120
4,8:10,1,10,MIN 37,7,21,"LaRod Stephens-Howling up the middle for 2 yards (tackle by Letroy Guion). Penalty on Rich Ohrnberger: Offensive Holding, 10 yards (no play)",3.120,2.460
4,7:42,1,20,MIN 47,7,21,John Skelton pass complete short right to Early Doucet for 6 yards (tackle by Antoine Winfield),2.460,2.030
4,7:01,2,14,MIN 41,7,21,John Skelton pass complete short middle to Rob Housler for 9 yards (tackle by Josh Robinson),2.030,2.540
4,6:27,3,5,MIN 32,7,21,John Skelton pass incomplete deep middle intended for Andre Roberts,2.540,1.260
4,6:27,4,5,MIN 32,7,21,"Penalty on John Skelton: Delay of Game, 5 yards (no play)",1.260,0.790
4,6:21,4,10,MIN 37,7,21,John Skelton sacked by Kevin Williams for -9 yards,0.790,-1.990
4,6:16,1,10,MIN 46,7,21,Adrian Peterson up the middle for 3 yards (tackle by Adrian Wilson),1.990,1.860
4,5:31,2,7,MIN 49,7,21,Adrian Peterson up the middle for 6 yards (tackle by William Gay),1.860,1.950
4,4:46,3,1,ARI 45,7,21,Adrian Peterson right guard for no gain (tackle by Stewart Bradley and William Gay),1.950,0.270
4,4:04,4,1,ARI 45,7,21,"Chris Kluwe punts 30 yards, returned by Patrick Peterson for 6 yards (tackle by Rhett Ellison)",0.270,-0.340
4,3:56,1,10,ARI 21,7,21,John Skelton pass complete short middle to Larry Fitzgerald for 16 yards (tackle by Chris Cook),0.340,1.400
4,3:32,1,10,ARI 37,7,21,John Skelton pass complete deep middle to Andre Roberts for 21 yards (tackle by Antoine Winfield),1.400,2.790
4,3:06,1,10,MIN 42,7,21,John Skelton sacked by Brian Robison for -9 yards,2.790,1.030
4,2:47,2,19,ARI 49,7,21,John Skelton pass complete short left to LaRod Stephens-Howling for 13 yards (tackle by Antoine Winfield),1.030,2.080
4,2:08,3,6,MIN 38,7,21,John Skelton pass complete short right to Andre Roberts for 16 yards (tackle by Josh Robinson),2.080,4.110
4,2:00,1,10,MIN 22,7,21,John Skelton pass complete short middle to Andre Roberts for 16 yards (tackle by Chad Greenway),4.110,0.000
4,1:52,,,,7,21,Timeout #2 by Arizona Cardinals,0.000,5.830
4,1:52,1,6,MIN 6,13,21,"John Skelton pass complete short left to Andre Roberts for 6 yards, touchdown",5.830,7.000
4,1:52,,,MIN 2,14,21,Jay Feely kicks extra point good,0.000,0.000
4,1:48,,,ARI 35,14,21,"Jay Feely kicks onside 8 yards, recovered by Matt Asiata. Penalty on Rashad Johnson: Offside on Free Kick, 5 yards",0.000,3.050
4,1:47,1,10,ARI 38,14,21,Adrian Peterson up the middle for 3 yards,3.050,0.000
4,1:43,,,,14,21,Timeout #3 by Arizona Cardinals,0.000,2.910
4,1:43,2,7,ARI 35,14,21,Adrian Peterson up the middle for 2 yards (tackle by Calais Campbell),2.910,2.480
4,1:00,3,5,ARI 33,14,21,Adrian Peterson up the middle for no gain (tackle by Dan Williams),2.480,0.000
4,0:14,,,,14,21,Timeout #2 by Minnesota Vikings,0.000,1.170
4,0:14,4,5,ARI 33,14,21,Adrian Peterson up the middle for 8 yards (tackle by James Sanders),1.170,2.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
