Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,PHI 30,0,0,"David Akers kicks off 66 yards, returned by Terrance Copper for 21 yards (tackle by Matt Ware)",0.000,0.610
1,14:52,1,10,DAL 25,0,0,Vinny Testaverde pass complete to Richie Anderson for 9 yards (tackle by Lito Sheppard),0.610,1.280
1,14:25,2,1,DAL 34,0,0,Julius Jones left tackle for 9 yards (tackle by Mark Simoneau),1.280,1.800
1,13:45,1,10,DAL 43,0,0,Vinny Testaverde pass complete to Julius Jones for 7 yards (tackle by Michael Lewis),1.800,2.200
1,13:19,2,3,PHI 50,0,0,Vinny Testaverde pass complete to Quincy Morgan for 6 yards (tackle by Sheldon Brown),2.200,2.650
1,12:39,1,10,PHI 44,0,0,Julius Jones left guard for -1 yards (tackle by Dhani Jones),2.650,1.980
1,11:59,2,11,PHI 45,0,0,Julius Jones up the middle for -2 yards (tackle by Corey Simon),1.980,1.030
1,11:16,3,13,PHI 47,0,0,Vinny Testaverde pass incomplete intended for Jason Witten (defended by Michael Lewis),1.030,0.130
1,11:13,4,13,PHI 47,0,0,"Mat McBriar punts 35 yards, fair catch by Dexter Wynn",0.130,0.350
1,11:04,1,10,PHI 12,0,0,Donovan McNabb pass complete to Brian Westbrook for 2 yards (tackle by Dexter Coakley),-0.350,-0.610
1,10:31,2,8,PHI 14,0,0,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Dat Nguyen),-0.610,-1.190
1,10:23,3,8,PHI 14,0,0,Donovan McNabb pass complete to L.J. Smith for 17 yards (tackle by Lynn Scott),-1.190,1.000
1,9:42,1,10,PHI 31,0,0,Dorsey Levens left tackle for 4 yards (tackle by Dexter Coakley),1.000,1.000
1,9:06,2,6,PHI 35,0,0,Brian Westbrook up the middle for 8 yards (tackle by Greg Ellis),1.000,1.800
1,8:26,1,10,PHI 43,0,0,"Donovan McNabb pass incomplete intended for Todd Pinkston is intercepted by Roy Williams at DAL-30. Penalty on Dat Nguyen: Illegal Contact, 5 yards (no play)",1.800,2.130
1,8:15,1,10,PHI 48,0,0,Donovan McNabb pass incomplete intended for Terrell Owens,2.130,1.580
1,8:12,2,10,PHI 48,0,0,Brian Westbrook right end for -2 yards (tackle by Greg Ellis and Leonardo Carson),1.580,0.630
1,7:27,3,12,PHI 46,0,0,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Terence Newman),0.630,-0.320
1,7:21,4,12,PHI 46,0,0,Dirk Johnson punts 51 yards,-0.320,0.380
1,7:10,1,10,DAL 3,0,0,Julius Jones up the middle for no gain (tackle by Dhani Jones),-0.380,-0.780
1,6:32,2,10,DAL 3,0,0,Julius Jones right end for 2 yards (tackle by Jevon Kearse),-0.780,-1.190
1,5:48,3,8,DAL 5,0,0,Vinny Testaverde pass complete to Jason Witten for 10 yards (tackle by Sheldon Brown),-1.190,-0.220
1,5:10,1,10,DAL 15,0,0,Julius Jones right guard for 2 yards (tackle by Darwin Walker),-0.220,-0.440
1,4:29,2,8,DAL 17,0,0,"Penalty on Darwin Walker: Defensive Offside, 5 yards (no play)",-0.440,0.350
1,4:01,2,3,DAL 22,0,0,Julius Jones left end for 2 yards (tackle by Brian Dawkins and Mark Simoneau),0.350,-0.270
1,3:19,3,1,DAL 24,0,0,"Darian Barnes up the middle for no gain. Darian Barnes fumbles, recovered by Sean Ryan at DAL-24 and returned for 1 yards",-0.270,0.610
1,2:34,1,10,DAL 25,0,0,Vinny Testaverde sacked by Sheldon Brown for -6 yards,0.610,-0.810
1,2:07,2,16,DAL 19,0,0,Julius Jones up the middle for 9 yards (tackle by Michael Lewis),-0.810,-0.230
1,1:25,3,7,DAL 28,0,0,Vinny Testaverde pass complete to Jason Witten for 10 yards (tackle by Ike Reese),-0.230,1.470
1,0:42,1,10,DAL 38,0,0,Julius Jones up the middle for -3 yards (tackle by Paul Grasmanis),1.470,0.520
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,DAL 35,0,0,Julius Jones left tackle for 8 yards (tackle by Michael Lewis),0.520,0.890
2,14:25,3,5,DAL 43,0,0,Vinny Testaverde sacked by Corey Simon for -6 yards,0.890,-0.910
2,14:10,4,11,DAL 37,0,0,"Mat McBriar punts 41 yards, returned by Dexter Wynn for 8 yards (tackle by Scott Shanle)",-0.910,-0.940
2,13:57,1,10,PHI 30,0,0,Donovan McNabb pass incomplete intended for Terrell Owens,0.940,0.390
2,13:51,2,10,PHI 30,0,0,Donovan McNabb pass complete to Todd Pinkston for 15 yards (tackle by Lance Frazier),0.390,1.930
2,13:26,1,10,PHI 45,0,0,Donovan McNabb pass incomplete intended for Freddie Mitchell,1.930,1.380
2,13:21,2,10,PHI 45,0,0,Donovan McNabb pass complete to Todd Pinkston for 19 yards (tackle by Lance Frazier). Penalty on Lance Frazier: Illegal Use of Hands (Declined),1.380,3.180
2,13:00,1,10,DAL 36,0,0,Brian Westbrook left tackle for 4 yards (tackle by Dat Nguyen),3.180,3.180
2,12:19,2,6,DAL 32,0,0,Donovan McNabb pass complete to Dorsey Levens for 17 yards (tackle by Scott Shanle),3.180,4.580
2,11:35,1,10,DAL 15,0,0,Donovan McNabb pass complete to Brian Westbrook for 11 yards (tackle by Nate Jones),4.580,6.280
2,10:54,1,4,DAL 4,0,0,Dorsey Levens right tackle for 2 yards (tackle by Dat Nguyen),6.280,5.720
2,10:14,2,2,DAL 2,0,6,"Donovan McNabb pass complete to Chad Lewis for 2 yards, touchdown. Penalty on Greg Ellis: Defensive Offside (Declined)",5.720,7.000
2,,,,DAL 2,0,6,David Akers kicks extra point no good,0.000,-1.000
2,,,,PHI 30,0,6,"David Akers kicks off 58 yards, returned by Terrance Copper for 19 yards (tackle by L.J. Smith)",0.000,1.000
2,10:02,1,10,DAL 31,0,6,"Vinny Testaverde pass incomplete intended for Jason Witten. Penalty on Vinny Testaverde: Intentional Grounding, 10 yards, Penalty on Matt Lehr: Offensive Holding (Declined)",1.000,-0.890
2,9:57,2,20,DAL 21,0,6,Julius Jones left guard for 10 yards (tackle by Michael Lewis and Brian Dawkins),-0.890,-0.230
2,9:17,3,10,DAL 31,0,6,"Vinny Testaverde pass complete to Quincy Morgan for no gain. Penalty on Jason Witten: Illegal Formation, 5 yards (no play)",-0.230,-0.890
2,8:53,3,15,DAL 26,0,6,Vinny Testaverde pass complete to Jason Witten for 12 yards (tackle by Michael Lewis),-0.890,-0.850
2,8:13,4,3,DAL 38,0,6,Mat McBriar punts 43 yards,-0.850,-0.150
2,8:01,1,10,PHI 19,0,6,Dorsey Levens left guard for 6 yards (tackle by Roy Williams),0.150,0.480
2,7:22,2,4,PHI 25,0,6,Donovan McNabb pass complete to Terrell Owens for 4 yards (tackle by Kalen Thornton),0.480,0.870
