Quarter,Time,Down,ToGo,Location,TAM,DAL,Detail,EPB,EPA
4,12:06,3,3,TAM 48,19,3,Tom Brady pass short middle intended for Mike Evans is intercepted by Donovan Wilson at DAL-48 and returned for no gain (tackle by Mike Evans),1.360,-2.130
4,12:01,1,10,DAL 48,19,3,Ezekiel Elliott right end for 2 yards (tackle by Carlton Davis),2.130,1.850
4,11:32,2,8,DAL 50,19,3,Dak Prescott pass incomplete deep right intended for Dennis Houston,1.850,1.160
4,11:26,3,8,DAL 50,19,3,Dak Prescott pass incomplete short right intended for Noah Brown,1.160,-0.060
4,11:20,4,8,DAL 50,19,3,"Bryan Anger punts 37 yards, fair catch by Jaelon Darden at TB-13",-0.060,0.320
4,11:12,1,10,TAM 13,19,3,Leonard Fournette left end for 14 yards (tackle by Trevon Diggs),-0.320,0.740
4,10:31,1,10,TAM 27,19,3,Tom Brady pass complete short right to Russell Gage for 7 yards (tackle by Jourdan Lewis),0.740,1.140
4,9:56,2,3,TAM 34,19,3,Rachaad White up the middle for 1 yard (tackle by Donovan Wilson),1.140,0.560
4,9:08,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,9:08,3,2,TAM 35,19,3,Rachaad White right end for 3 yards (tackle by Micah Parsons),0.560,1.470
4,8:38,1,10,TAM 38,19,3,Rachaad White right end for 5 yards (tackle by Osa Odighizuwa),1.470,1.600
4,7:59,2,5,TAM 43,19,3,Jaelon Darden left end for 2 yards (tackle by Leighton Vander Esch),1.600,1.160
4,7:12,3,3,TAM 45,19,3,Tom Brady pass incomplete short left intended for Cameron Brate,1.160,-0.390
4,7:12,4,3,TAM 45,19,3,"Penalty on Dee Delaney: False Start, 5 yards (accepted) (no play)",-0.390,-0.720
4,7:06,4,8,TAM 40,19,3,"Jake Camarda punts 46 yards, fair catch by KaVontae Turpin at DAL-14",-0.720,0.280
4,7:00,1,10,DAL 14,19,3,Dak Prescott pass complete short left to Noah Brown for 22 yards (tackle by Antoine Winfield),-0.280,1.330
4,6:34,1,10,DAL 36,19,3,Dak Prescott pass incomplete short left intended for CeeDee Lamb,1.330,0.790
4,6:30,2,10,DAL 36,19,3,Dak Prescott pass complete short middle to Noah Brown for 13 yards (tackle by Mike Edwards),0.790,2.190
4,6:02,1,10,DAL 49,19,3,Dak Prescott pass complete short left to Ezekiel Elliott for -3 yards (tackle by Lavonte David),2.190,1.240
4,5:31,2,13,DAL 46,19,3,Cooper Rush pass complete short left to Noah Brown for 7 yards (tackle by Jamel Dean),1.240,1.490
4,5:03,3,6,TAM 47,19,3,Cooper Rush pass incomplete short right intended for CeeDee Lamb,1.490,0.130
4,5:01,4,6,TAM 47,19,3,"Cooper Rush sacked by Shaquil Barrett for no gain. Penalty on Shaquil Barrett: Defensive Offside, 5 yards (accepted) (no play)",0.130,0.460
4,4:57,4,1,TAM 42,19,3,Cooper Rush pass complete short left to Dalton Schultz for 5 yards (tackle by Jamel Dean and Lavonte David),0.460,3.120
4,4:32,1,10,TAM 37,19,3,Cooper Rush pass incomplete deep right intended for Dennis Houston,3.120,2.570
4,4:29,2,10,TAM 37,19,3,Cooper Rush pass complete short right to Simi Fehoko for 5 yards (tackle by Logan Ryan),2.570,2.540
4,4:03,3,5,TAM 32,19,3,Cooper Rush sacked by Devin White for -10 yards,2.540,0.460
4,3:21,4,15,TAM 42,19,3,Cooper Rush pass incomplete deep right intended for Simi Fehoko (defended by Mike Edwards),0.460,-1.730
4,3:14,1,10,TAM 42,19,3,Rachaad White right tackle for 4 yards (tackle by Malik Hooker),1.730,1.730
4,3:08,,,,,,Timeout #1 by Dallas Cowboys,,
4,3:08,2,6,TAM 46,19,3,Rachaad White left guard for 2 yards (tackle by DeMarcus Lawrence and Micah Parsons),1.730,1.290
4,3:04,,,,,,Timeout #2 by Dallas Cowboys,,
4,3:04,3,4,TAM 48,19,3,Breshad Perriman right end for -7 yards (tackle by Osa Odighizuwa),1.290,-0.650
4,2:59,,,,,,Timeout #3 by Dallas Cowboys,,
4,2:59,4,11,TAM 41,19,3,"Jake Camarda punts 43 yards, returned by KaVontae Turpin for 3 yards (tackle by K.J. Britt)",-0.650,-0.150
4,2:47,1,10,DAL 19,19,3,Cooper Rush pass incomplete short right intended for Ezekiel Elliott,0.150,-0.390
4,2:42,2,10,DAL 19,19,3,Cooper Rush pass complete short left to Simi Fehoko for 7 yards (tackle by Antoine Winfield),-0.390,-0.160
4,2:19,3,3,DAL 26,19,3,Cooper Rush pass incomplete deep left intended for CeeDee Lamb,-0.160,-1.630
4,2:13,4,3,DAL 26,19,3,Cooper Rush pass complete deep middle to Noah Brown for 17 yards (tackle by Mike Edwards and Logan Ryan),-1.630,1.800
4,2:00,1,10,DAL 43,19,3,"Cooper Rush pass incomplete short right. Penalty on Cooper Rush: Intentional Grounding, 13 yards (accepted)",1.800,-0.500
4,1:44,2,23,DAL 30,19,3,Cooper Rush sacked by Vita Vea for -2 yards,-0.500,-1.420
4,1:18,3,25,DAL 28,19,3,Cooper Rush pass complete short middle to Dalton Schultz for 13 yards (tackle by Mike Edwards),-1.420,-0.650
4,0:56,4,12,DAL 41,19,3,Cooper Rush pass complete short middle to Tony Pollard for 10 yards (tackle by Devin White),-0.650,-2.260
4,0:49,1,10,DAL 50,19,3,Tom Brady kneels for no gain,2.260,1.710
4,0:33,2,10,TAM 50,19,3,Tom Brady kneels for -1 yards,1.710,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
