Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
1,3:29,1,10,NOR 23,3,0,David Montgomery left end for -1 yards (tackle by Chauncey Gardner-Johnson),4.040,3.360
1,2:43,2,11,NOR 24,3,0,Nick Foles sacked by and Marcus Davenport for -9 yards and Sheldon Rankins for -9 yards,3.360,1.490
1,2:01,3,20,NOR 33,3,0,Nick Foles pass complete short right to Darnell Mooney for 7 yards (tackle by Janoris Jenkins),1.490,1.740
1,1:17,4,13,NOR 26,3,3,Cairo Santos 44 yard field goal good,1.740,3.000
1,1:13,,,CHI 35,3,3,"Cairo Santos kicks off 62 yards, returned by Deonte Harris for 21 yards (tackle by Josh Woods). Penalty on Austin Carr: Illegal Wedge, 12 yards",0.000,-0.350
1,1:06,1,10,NOR 12,3,3,Latavius Murray left tackle for 2 yards (tackle by Akiem Hicks),-0.350,-0.610
1,0:24,2,8,NOR 14,3,3,Drew Brees pass complete short middle to Alvin Kamara for 47 yards (tackle by Eddie Jackson),-0.610,2.980
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CHI 39,3,3,Latavius Murray right guard for -1 yards (tackle by Brent Urban and Khalil Mack),2.980,2.300
2,14:22,2,11,CHI 40,3,3,Drew Brees pass complete short left to Alvin Kamara for 14 yards (tackle by Eddie Jackson),2.300,3.840
2,13:35,1,10,CHI 26,3,3,Taysom Hill right tackle for 12 yards (tackle by Roquan Smith),3.840,4.650
2,12:55,1,10,CHI 14,3,3,Alvin Kamara left guard for 3 yards (tackle by Akiem Hicks and Danny Trevathan),4.650,4.520
2,12:11,2,7,CHI 11,3,3,Deonte Harris left end for -2 yards (tackle by Danny Trevathan and Roquan Smith),4.520,3.260
2,11:21,3,9,CHI 13,3,3,Drew Brees pass complete short middle to Latavius Murray for 4 yards (tackle by Danny Trevathan and Eddie Jackson),3.260,2.880
2,10:43,4,5,CHI 9,3,3,Wil Lutz 27 yard field goal no good,2.880,-0.280
2,10:38,1,10,CHI 20,3,3,David Montgomery left tackle for 5 yards (tackle by Carl Granderson),0.280,0.410
2,9:51,2,5,CHI 25,3,3,Nick Foles pass complete deep middle to Darnell Mooney for 50 yards (tackle by Janoris Jenkins),0.410,3.910
2,9:02,1,10,NOR 25,3,3,David Montgomery left tackle for 1 yard (tackle by Cameron Jordan),3.910,3.500
2,8:17,2,9,NOR 24,3,9,"Nick Foles pass complete deep left to Allen Robinson for 24 yards, touchdown",3.500,7.000
2,8:10,,,NOR 15,3,10,Cairo Santos kicks extra point good,0.000,0.000
2,8:10,,,CHI 35,3,10,"Cairo Santos kicks off 61 yards, returned by Deonte Harris for 18 yards (tackle by Deon Bush)",0.000,0.410
2,8:03,1,10,NOR 22,3,10,Drew Brees pass incomplete short middle intended for Tre'Quan Smith,0.410,-0.130
2,7:58,2,10,NOR 22,3,10,Drew Brees pass complete short middle to Alvin Kamara for 5 yards (tackle by Roquan Smith),-0.130,-0.160
2,7:20,3,5,NOR 27,3,10,Drew Brees pass incomplete deep right intended for Tre'Quan Smith (defended by Kyle Fuller),-0.160,-1.570
2,7:14,4,5,NOR 27,3,10,"Thomas Morstead punts 48 yards, returned by Dwayne Harris for 12 yards (tackle by Justin Hardee and Kaden Elliss)",-1.570,-1.400
2,7:04,1,10,CHI 37,3,10,Nick Foles pass complete short left to Cordarrelle Patterson for -4 yards (tackle by Marshon Lattimore),1.400,0.320
2,6:24,2,14,CHI 33,3,10,Nick Foles pass incomplete short middle intended for Jimmy Graham,0.320,-0.360
2,6:21,3,14,CHI 33,3,10,Nick Foles pass incomplete short left intended for David Montgomery,-0.360,-1.180
2,6:16,4,14,CHI 33,3,10,Pat O'Donnell punts 53 yards downed by DeAndre Houston-Carson,-1.180,0.280
2,6:03,1,10,NOR 14,3,10,Latavius Murray right tackle for 3 yards (tackle by Bilal Nichols and John Jenkins),-0.280,-0.370
2,5:30,2,7,NOR 17,3,10,Alvin Kamara left tackle for 1 yard (tackle by Barkevious Mingo),-0.370,-0.920
2,4:46,3,6,NOR 18,3,10,Drew Brees pass complete short middle to Tommylee Lewis for 5 yards (tackle by Kyle Fuller),-0.920,-1.830
2,4:02,4,1,NOR 23,3,10,"Thomas Morstead punts 43 yards, returned by Dwayne Harris for 5 yards (tackle by Michael Burton)",-1.830,-1.530
2,3:52,1,10,CHI 39,3,10,Cordarrelle Patterson right guard for 4 yards (tackle by Marcus Davenport),1.530,1.530
2,3:11,2,6,CHI 43,3,10,David Montgomery right tackle for 5 yards (tackle by Shy Tuttle and Marcus Williams),1.530,1.490
2,2:30,3,1,CHI 48,3,10,David Montgomery right guard for 38 yards (tackle by Marcus Williams),1.490,4.650
2,2:00,1,10,NOR 14,3,10,David Montgomery left end for 1 yard (tackle by Marshon Lattimore and David Onyemata),4.650,4.160
2,1:52,,,,,,Timeout #1 by New Orleans Saints,,
2,1:52,2,9,NOR 13,3,10,Nick Foles pass complete short left to Ryan Nall for 2 yards (tackle by Alex Anzalone),4.160,3.620
2,1:47,,,,,,Timeout #1 by Chicago Bears,,
2,1:47,3,7,NOR 11,3,10,Nick Foles pass incomplete short middle intended for David Montgomery,3.620,2.700
2,1:43,4,7,NOR 11,3,13,Cairo Santos 29 yard field goal good,2.700,3.000
2,1:39,,,CHI 35,3,13,"Cairo Santos kicks off 47 yards, returned by Dwayne Washington for 14 yards (tackle by J.P. Holtz)",0.000,1.070
2,1:34,1,10,NOR 32,3,13,Drew Brees pass complete short right to Jared Cook for 11 yards (tackle by Eddie Jackson),1.070,1.800
2,1:28,1,10,NOR 43,3,13,"Drew Brees sacked by Khalil Mack for -8 yards. Drew Brees fumbles (forced by Khalil Mack), recovered by Drew Brees at NO-35",1.800,0.170
2,1:05,2,18,NOR 35,3,13,Drew Brees pass complete short middle to Deonte Harris for 5 yards (tackle by Danny Trevathan),0.170,0.170
2,0:58,,,,,,Timeout #2 by Chicago Bears,,
2,0:58,3,13,NOR 40,3,13,Drew Brees pass complete short left to Alvin Kamara for 12 yards (tackle by Roquan Smith and Buster Skrine),0.170,0.070
2,0:34,,,,,,Timeout #2 by New Orleans Saints,,
2,0:34,4,1,CHI 48,3,13,Alvin Kamara left end for 7 yards (tackle by Tashaun Gipson),0.070,2.850
2,0:28,1,10,CHI 41,3,13,Drew Brees pass complete short right to Tre'Quan Smith for 4 yards (tackle by Buster Skrine),2.850,2.850
2,0:23,2,6,CHI 37,3,13,Drew Brees pass complete short right to Alvin Kamara for 8 yards (tackle by Tashaun Gipson),2.850,3.640
2,0:18,1,10,CHI 29,3,13,"Drew Brees pass incomplete deep right intended for Deonte Harris. Penalty on Kyle Fuller: Defensive Pass Interference, 13 yards (no play)",3.640,4.510
2,0:12,1,10,CHI 16,3,13,Drew Brees pass incomplete deep middle intended for Jared Cook,4.510,3.900
2,0:08,2,10,CHI 16,9,13,"Drew Brees pass complete deep middle to Jared Cook for 16 yards, touchdown",3.900,7.000
2,0:03,,,CHI 15,10,13,Wil Lutz kicks extra point good,0.000,0.000
2,0:03,,,NOR 35,10,13,"Wil Lutz kicks off 45 yards, returned by Ryan Nall for 17 yards (tackle by Chauncey Gardner-Johnson)",0.000,1.270
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,10,13,"Wil Lutz kicks off 60 yards, returned by Cordarrelle Patterson for 8 yards (tackle by Zack Baun)",0.000,-0.320
3,14:54,1,10,CHI 13,10,13,Nick Foles pass complete short middle to Anthony Miller for 9 yards (tackle by Chauncey Gardner-Johnson),-0.320,0.490
3,14:19,2,1,CHI 22,10,13,David Montgomery left tackle for 4 yards (tackle by Malcom Brown and Alex Anzalone),0.490,0.670
3,13:34,1,10,CHI 26,10,13,Nick Foles pass complete short right to Darnell Mooney for 5 yards (tackle by Demario Davis),0.670,0.810
3,13:03,2,5,CHI 31,10,13,David Montgomery right guard for 1 yard (tackle by Demario Davis),0.810,0.230
3,12:14,3,4,CHI 32,10,13,"Penalty on Nick Foles: Delay of Game, 5 yards (no play)",0.230,-0.430
3,11:51,3,9,CHI 27,10,13,Nick Foles sacked by Malcolm Jenkins for -9 yards,-0.430,-2.240
3,11:15,4,18,CHI 18,10,13,"Penalty on Cordarrelle Patterson: False Start, 5 yards (no play)",-2.240,-2.490
3,11:08,4,23,CHI 13,10,13,"Pat O'Donnell punts 45 yards, returned by Deonte Harris for 42 yards (tackle by Demetrius Harris)",-2.490,-4.510
3,10:51,1,10,CHI 16,10,13,Latavius Murray left guard for 2 yards (tackle by Akiem Hicks),4.510,4.210
3,10:05,2,8,CHI 14,10,13,Drew Brees pass incomplete short left intended for Alvin Kamara,4.210,3.370
3,10:01,3,8,CHI 14,10,13,Drew Brees pass complete short middle to Juwan Johnson for 5 yards (tackle by Jaylon Johnson),3.370,2.930
3,9:22,4,3,CHI 9,13,13,Wil Lutz 27 yard field goal good,2.930,3.000
3,9:19,,,NOR 35,13,13,"Wil Lutz kicks off 66 yards, returned by Cordarrelle Patterson for 32 yards (tackle by P.J. Williams)",0.000,1.000
3,9:11,1,10,CHI 31,13,13,"Nick Foles pass complete short left to Allen Robinson for 5 yards (tackle by Marshon Lattimore). Penalty on Javon Wims: Disqualification, 15 yards",1.000,-0.890
3,8:41,2,20,CHI 21,13,13,Nick Foles pass deep left intended for Jimmy Graham is intercepted by Marshon Lattimore at CHI-39 and returned for no gain,-0.890,-2.980
3,8:34,1,10,CHI 39,13,13,Alvin Kamara left guard for 3 yards (tackle by Barkevious Mingo),2.980,2.850
3,7:55,2,7,CHI 36,13,13,Taysom Hill left tackle for 1 yard (tackle by Roquan Smith),2.850,2.280
3,7:08,3,6,CHI 35,13,13,Drew Brees pass incomplete short right intended for Juwan Johnson,2.280,0.970
3,7:05,4,6,CHI 35,13,13,Drew Brees pass complete short right to Deonte Harris for 8 yards (tackle by Buster Skrine),0.970,3.780
3,6:28,1,10,CHI 27,13,13,Latavius Murray right tackle for 4 yards (tackle by Tashaun Gipson),3.780,3.770
3,5:52,2,6,CHI 23,13,13,Taysom Hill left tackle for 3 yards (tackle by Robert Quinn),3.770,3.470
3,5:13,3,3,CHI 20,13,13,Drew Brees pass incomplete short right intended for Alvin Kamara,3.470,2.220
3,5:08,4,3,CHI 20,16,13,Wil Lutz 39 yard field goal good,2.220,3.000
3,5:04,,,NOR 35,16,13,"Wil Lutz kicks off 58 yards, returned by Cordarrelle Patterson for 4 yards (tackle by Justin Hardee)",0.000,-0.370
3,4:59,1,10,CHI 11,16,13,Nick Foles pass incomplete deep left intended for Darnell Mooney,-0.370,-0.780
3,4:52,2,10,CHI 11,16,13,David Montgomery right end for 7 yards (tackle by Janoris Jenkins),-0.780,-0.600
3,4:16,3,3,CHI 18,16,13,David Montgomery right guard for 1 yard (tackle by Marcus Davenport and David Onyemata),-0.600,-2.140
3,3:26,4,2,CHI 19,16,13,"Penalty on CHI: Delay of Game, 5 yards (no play)",-2.140,-2.470
3,3:09,4,7,CHI 14,16,13,"Pat O'Donnell punts 47 yards, returned by Deonte Harris for 11 yards (tackle by Barkevious Mingo)",-2.470,-2.260
3,2:57,1,10,NOR 50,16,13,Alvin Kamara left tackle for -3 yards (tackle by Khalil Mack),2.260,1.310
3,2:15,2,13,NOR 47,16,13,Drew Brees pass incomplete short right intended for Alvin Kamara,1.310,0.630
3,2:10,3,13,NOR 47,16,13,Drew Brees pass complete short middle to Tre'Quan Smith for 12 yards (tackle by Jaylon Johnson),0.630,0.530
3,1:33,4,1,CHI 41,16,13,Alvin Kamara left end for -2 yards (tackle by Roquan Smith and Khalil Mack),0.530,-1.800
3,1:27,1,10,CHI 43,16,13,Nick Foles pass complete short middle to Anthony Miller for 16 yards (tackle by Demario Davis),1.800,2.850
3,0:58,1,10,NOR 41,16,13,Nick Foles pass complete short right to Cordarrelle Patterson for 5 yards (tackle by Alex Anzalone and Malcolm Jenkins),2.850,2.980
3,0:15,2,5,NOR 36,16,13,David Montgomery right end for -1 yards (tackle by Janoris Jenkins),2.980,2.150
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,NOR 37,16,13,"Penalty on Jimmy Graham: False Start, 5 yards (no play)",2.150,1.490
4,15:00,3,11,NOR 42,16,13,Nick Foles pass complete short middle to Anthony Miller for 6 yards (tackle by Chauncey Gardner-Johnson),1.490,0.880
4,14:17,4,5,NOR 36,16,13,Nick Foles pass incomplete deep left intended for Allen Robinson,0.880,-1.330
4,14:11,1,10,NOR 36,16,13,Drew Brees pass complete short middle to Jared Cook for 11 yards (tackle by Tashaun Gipson),1.330,2.060
4,13:30,1,10,NOR 47,16,13,Drew Brees pass complete short middle to Alvin Kamara for 13 yards (tackle by Tashaun Gipson),2.060,2.920
4,12:51,1,10,CHI 40,16,13,"Drew Brees pass complete short right to Tre'Quan Smith for 4 yards (tackle by Buster Skrine). Tre'Quan Smith fumbles (forced by Buster Skrine), recovered by Tre'Quan Smith at CHI-36",2.920,2.910
4,11:59,2,6,CHI 36,16,13,Alvin Kamara left guard for 6 yards (tackle by Barkevious Mingo),2.910,3.580
4,11:20,1,10,CHI 30,16,13,Drew Brees pass complete short right to Tre'Quan Smith for 9 yards (tackle by Barkevious Mingo),3.580,4.250
4,10:47,2,1,CHI 21,16,13,Michael Burton right guard for 1 yard (tackle by James Vaughters and Bilal Nichols),4.250,4.240
4,10:03,1,10,CHI 20,22,13,"Drew Brees pass complete short middle to Taysom Hill for 20 yards, touchdown",4.240,7.000
4,9:57,,,CHI 15,23,13,Wil Lutz kicks extra point good,0.000,0.000
4,9:57,,,NOR 35,23,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,9:57,1,10,CHI 25,23,13,David Montgomery right guard for 3 yards (tackle by Marcus Williams and Malcolm Jenkins),0.610,0.470
4,9:18,2,7,CHI 28,23,13,Nick Foles pass complete short left to David Montgomery for 7 yards (tackle by Malcolm Jenkins),0.470,1.270
4,8:58,1,10,CHI 35,23,13,Nick Foles pass complete short middle to David Montgomery for 9 yards (tackle by P.J. Williams),1.270,1.940
4,8:32,2,1,CHI 44,23,13,David Montgomery right guard for 5 yards (tackle by P.J. Williams),1.940,2.190
4,7:52,1,10,CHI 49,23,13,Nick Foles pass complete deep middle to Allen Robinson for 28 yards (tackle by Marshon Lattimore),2.190,4.040
4,7:07,1,10,NOR 23,23,13,Nick Foles pass complete short left to Jimmy Graham for 11 yards (tackle by Marcus Williams),4.040,4.780
4,6:24,1,10,NOR 12,23,13,Nick Foles pass complete short middle to Anthony Miller for -3 yards (tackle by Chauncey Gardner-Johnson),4.780,3.660
4,5:37,2,13,NOR 15,23,13,David Montgomery left tackle for 1 yard (tackle by Chauncey Gardner-Johnson and David Onyemata),3.660,3.060
4,4:57,3,12,NOR 14,23,13,"Nick Foles pass incomplete short middle intended for Jimmy Graham. Penalty on Demario Davis: Defensive Pass Interference, 13 yards (no play)",3.060,6.970
4,4:53,1,1,NOR 1,23,13,David Montgomery left guard for -2 yards (tackle by Shy Tuttle and Malcom Brown),6.970,5.530
4,4:15,2,3,NOR 3,23,13,David Montgomery right tackle for no gain (tackle by Malcom Brown and Cameron Jordan),5.530,4.720
4,3:35,3,3,NOR 3,23,19,"Nick Foles pass complete short right to Darnell Mooney for 3 yards, touchdown",4.720,7.000
4,3:32,,,NOR 15,23,20,Cairo Santos kicks extra point good,0.000,0.000
4,3:32,,,CHI 35,23,20,"Cairo Santos kicks off 62 yards, returned by Deonte Harris for 31 yards (tackle by Cairo Santos)",0.000,1.200
4,3:26,1,10,NOR 34,23,20,Latavius Murray right tackle for 2 yards (tackle by John Jenkins and Khalil Mack),1.200,0.930
4,3:19,,,,,,Timeout #1 by Chicago Bears,,
4,3:19,2,8,NOR 36,23,20,Drew Brees pass complete short right to Jared Cook for 4 yards (tackle by Roquan Smith),0.930,0.760
4,2:32,3,4,NOR 40,23,20,Drew Brees pass complete short left to Alvin Kamara for -3 yards (tackle by Danny Trevathan),0.760,-0.910
4,2:00,4,7,NOR 37,23,20,Thomas Morstead punts 31 yards out of bounds,-0.910,-1.070
4,1:51,1,10,CHI 32,23,20,Nick Foles pass complete short left to Cole Kmet for 2 yards (tackle by Demario Davis),1.070,0.800
4,1:47,,,,,,Timeout #1 by New Orleans Saints,,
4,1:47,2,8,CHI 34,23,20,Nick Foles pass incomplete short right intended for Anthony Miller,0.800,0.100
4,1:42,3,8,CHI 34,23,20,Nick Foles pass incomplete short middle intended for Jimmy Graham (defended by Malcolm Jenkins),0.100,-1.110
4,1:38,4,8,CHI 34,23,20,Nick Foles pass complete short middle to Anthony Miller for 11 yards (tackle by P.J. Williams),-1.110,1.930
4,1:33,1,10,CHI 45,23,20,Nick Foles pass complete short middle to Allen Robinson for 6 yards (tackle by Marshon Lattimore),1.930,2.190
4,1:12,2,4,NOR 49,23,20,David Montgomery left guard for no gain (tackle by Malcolm Jenkins and David Onyemata),2.190,1.490
4,0:47,3,4,NOR 49,23,20,Nick Foles pass complete short right to Jimmy Graham for 2 yards (tackle by Malcolm Jenkins),1.490,0.130
4,0:38,,,,,,Timeout #2 by Chicago Bears,,
4,0:38,4,2,NOR 47,23,20,Nick Foles pass complete short right to Allen Robinson for 7 yards (tackle by Chauncey Gardner-Johnson),0.130,2.920
4,0:33,1,10,NOR 40,23,20,Nick Foles pass incomplete short middle intended for Jimmy Graham (defended by Malcolm Jenkins),2.920,2.370
4,0:28,2,10,NOR 40,23,20,Nick Foles sacked by Cameron Jordan for -8 yards,2.370,0.630
4,0:23,,,,,,Timeout #3 by Chicago Bears,,
4,0:23,3,18,NOR 48,23,20,Nick Foles pass complete short left to Anthony Miller for 15 yards,0.630,1.190
4,0:18,,,,,,Timeout #2 by New Orleans Saints,,
4,0:18,4,3,NOR 33,23,23,Cairo Santos 51 yard field goal good,1.190,3.000
4,0:13,,,CHI 35,23,23,"Cairo Santos kicks off 40 yards, returned by Michael Burton for 10 yards (tackle by Joel Iyiegbuniwe)",0.000,1.270
4,0:10,1,10,NOR 35,23,23,Drew Brees kneels for -1 yards,1.270,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
,,,,,,,"Saints won the coin toss, Saints to receive the overtime kickoff.",,
OT,10:00,,,CHI 35,23,23,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,NOR 25,23,23,Drew Brees pass complete short right to Austin Carr for 10 yards (tackle by Eddie Jackson),0.610,1.270
OT,9:23,1,10,NOR 35,23,23,Drew Brees pass complete short middle to Jared Cook for 9 yards (tackle by Tashaun Gipson and Eddie Jackson),1.270,1.940
OT,9:01,2,1,NOR 44,23,23,Drew Brees up the middle for 3 yards (tackle by Barkevious Mingo),1.940,2.060
OT,8:25,1,10,NOR 47,23,23,"Alvin Kamara left guard for 13 yards (tackle by Eddie Jackson). Alvin Kamara fumbles (forced by Eddie Jackson), recovered by Alvin Kamara at CHI-40. Penalty on Tre'Quan Smith: Offensive Holding, 10 yards",2.060,1.930
OT,7:58,1,12,NOR 45,23,23,Drew Brees pass incomplete short left intended for Alvin Kamara,1.930,1.250
OT,7:53,2,12,NOR 45,23,23,Drew Brees pass incomplete short right intended for Jared Cook (defended by Roquan Smith),1.250,0.560
OT,7:49,3,12,NOR 45,23,23,Drew Brees pass complete short left to Taysom Hill for 10 yards (tackle by Roquan Smith),0.560,0.270
OT,6:59,4,2,CHI 45,23,23,"Penalty on NOR: Delay of Game, 5 yards (no play)",0.270,-0.060
OT,6:59,4,7,NOR 50,23,23,"Thomas Morstead punts 31 yards, returned by Dwayne Harris for no gain (tackle by Craig Robertson)",-0.060,-0.150
OT,6:52,1,10,CHI 19,23,23,David Montgomery right end for 4 yards (tackle by Marcus Davenport),0.150,0.210
OT,6:07,2,6,CHI 23,23,23,Nick Foles sacked by David Onyemata for -9 yards,0.210,-1.920
OT,5:21,3,15,CHI 14,23,23,Nick Foles pass complete deep left to Allen Robinson for 17 yards (tackle by Marshon Lattimore). Penalty on Chauncey Gardner-Johnson: Defensive Holding (Declined),-1.920,1.000
OT,4:51,1,10,CHI 31,23,23,Nick Foles pass incomplete short right intended for Anthony Miller,1.000,0.460
OT,4:46,2,10,CHI 31,23,23,Nick Foles pass incomplete short middle intended for Jimmy Graham,0.460,-0.230
OT,4:42,3,10,CHI 31,23,23,Nick Foles sacked by Trey Hendrickson for -4 yards,-0.230,-1.570
OT,4:00,4,14,CHI 27,23,23,"Pat O'Donnell punts 55 yards, returned by Deonte Harris for 14 yards (tackle by DeAndre Houston-Carson)",-1.570,-1.070
OT,3:48,1,10,NOR 32,23,23,Drew Brees pass complete short left to Deonte Harris for 6 yards (tackle by Bilal Nichols),1.070,1.340
OT,3:03,2,4,NOR 38,23,23,Taysom Hill left end for 10 yards (tackle by Roquan Smith),1.340,2.130
OT,2:22,1,10,NOR 48,23,23,Drew Brees pass incomplete short right intended for Juwan Johnson (defended by Eddie Jackson),2.130,1.580
OT,2:15,2,10,NOR 48,23,23,Drew Brees pass complete short middle to Tre'Quan Smith for 14 yards (tackle by Danny Trevathan),1.580,3.050
OT,2:00,1,10,CHI 38,23,23,Drew Brees left guard for 2 yards (tackle by Bilal Nichols),3.050,2.780
OT,1:51,,,,,,Timeout #1 by Chicago Bears,,
OT,1:51,2,8,CHI 36,23,23,"Drew Brees pass incomplete short right intended for Deonte Harris. Penalty on Buster Skrine: Illegal Contact, 5 yards (no play)",2.780,3.510
OT,1:47,,,,,,Timeout #1 by New Orleans Saints,,
OT,1:47,1,10,CHI 31,23,23,Alvin Kamara right end for 20 yards (tackle by Danny Trevathan),3.510,4.840
OT,1:40,1,10,CHI 11,23,23,"Penalty on NOR: Delay of Game, 5 yards (no play)",4.840,4.340
OT,1:40,,,,,,Timeout #2 by Chicago Bears,,
OT,1:40,1,15,CHI 16,26,23,Wil Lutz 35 yard field goal good,4.340,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
