Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
2,12:03,4,8,TAM 23,7,3,Billy Cundiff 41 yard field goal no good,1.930,-1.000
2,11:59,1,10,TAM 31,7,3,LeGarrette Blount right guard for 5 yards (tackle by Doug Worthington),1.000,1.140
2,11:19,2,5,TAM 36,7,3,Josh Freeman pass incomplete short left intended for Vincent Jackson is intercepted by DeAngelo Hall at TAM-48 and returned for 13 yards (tackle by Vincent Jackson),1.140,-3.250
2,11:09,1,10,TAM 35,7,3,Robert Griffin III pass incomplete short middle intended for Leonard Hankerson,3.250,2.700
2,11:05,2,10,TAM 35,7,3,Alfred Morris up the middle for -3 yards (tackle by Eric Wright and Daniel Te'o-Nesheim),2.700,1.620
2,10:27,3,13,TAM 38,7,3,Robert Griffin III pass complete short right to Fred Davis for 12 yards (tackle by Lavonte David),1.620,1.890
2,9:39,4,1,TAM 26,7,3,Alfred Morris up the middle for 7 yards (tackle by Mark Barron). Penalty on Gerald McCoy: Defensive Offside (Declined),1.890,4.310
2,9:10,1,10,TAM 19,7,3,Alfred Morris up the middle for 2 yards (tackle by Corvey Irvin and Mason Foster),4.310,4.030
2,8:36,2,8,TAM 17,7,3,Alfred Morris up the middle for 7 yards (tackle by Gary Gibson),4.030,4.690
2,7:56,3,1,TAM 10,7,3,"Penalty on Gary Gibson: Encroachment, 5 yards (no play)",4.690,6.060
2,7:32,1,5,TAM 5,13,3,"Robert Griffin III up the middle for 5 yards, touchdown",6.060,7.000
2,7:32,,,TAM 2,14,3,Billy Cundiff kicks extra point good,0.000,0.000
2,7:26,,,WAS 35,14,3,"Billy Cundiff kicks off 71 yards, touchback",0.000,0.280
2,7:26,1,10,TAM 20,14,3,Doug Martin right guard for 1 yard (tackle by Doug Worthington),0.280,-0.130
2,6:50,2,9,TAM 21,14,3,Josh Freeman pass incomplete short left intended for Vincent Jackson (defended by Josh Wilson),-0.130,-0.820
2,6:45,3,9,TAM 21,14,3,Josh Freeman sacked by Ryan Kerrigan for -6 yards,-0.820,-2.440
2,6:18,4,15,TAM 15,14,3,"Michael Koenen punts 64 yards, returned by Brandon Banks for 19 yards (tackle by Arrelious Benn)",-2.440,-1.600
2,6:03,1,10,WAS 40,14,3,Robert Griffin III pass complete short right to Leonard Hankerson for 21 yards (tackle by Ronde Barber),1.600,2.980
2,5:25,1,10,TAM 39,20,3,"Alfred Morris left tackle for 39 yards, touchdown",2.980,7.000
2,5:25,,,TAM 2,21,3,Billy Cundiff kicks extra point good,0.000,0.000
2,5:15,,,WAS 35,21,3,"Billy Cundiff kicks off 65 yards, touchback",0.000,0.280
2,5:15,1,10,TAM 20,21,3,Josh Freeman pass complete short left to Vincent Jackson for 5 yards (tackle by DeAngelo Hall),0.280,0.410
2,4:40,2,5,TAM 25,21,3,Doug Martin up the middle for 10 yards (tackle by Madieu Williams),0.410,1.270
2,4:02,1,10,TAM 35,21,3,Josh Freeman pass incomplete short middle intended for Doug Martin,1.270,0.720
2,3:56,2,10,TAM 35,21,3,Josh Freeman pass complete short right to Dallas Clark for 6 yards (tackle by Richard Crawford),0.720,0.830
2,3:14,3,4,TAM 41,21,3,DJ Ware left end for 17 yards (tackle by Madieu Williams),0.830,2.790
2,2:29,1,10,WAS 42,21,3,Josh Freeman pass incomplete short right intended for Dallas Clark,2.790,2.240
2,2:25,2,10,WAS 42,21,3,Josh Freeman pass incomplete short middle intended for Doug Martin,2.240,1.550
2,2:17,3,10,WAS 42,21,3,Josh Freeman left end for 3 yards,1.550,0.660
2,2:00,4,7,WAS 39,21,6,Connor Barth 57 yard field goal good,0.660,3.000
2,1:55,,,TAM 35,21,6,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
2,1:55,1,10,WAS 20,21,6,"Penalty on Chris Chester: False Start, 5 yards (no play)",0.280,-0.310
2,1:55,1,15,WAS 15,21,6,Robert Griffin III pass complete short left to Darrel Young for 16 yards (tackle by Mason Foster),-0.310,1.000
2,1:46,1,10,WAS 31,21,6,Robert Griffin III pass complete short left to Alfred Morris for -4 yards (tackle by Lavonte David),1.000,-0.080
2,1:03,2,14,WAS 27,21,6,Alfred Morris right tackle for 3 yards (tackle by Mason Foster),-0.080,0.000
2,0:57,,,,21,6,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.360
2,0:57,3,11,WAS 30,21,6,Evan Royster left tackle for 1 yard (tackle by Daniel Te'o-Nesheim and Lavonte David),-0.360,0.000
2,0:51,,,,21,6,Timeout #2 by Tampa Bay Buccaneers,0.000,-1.310
2,0:51,4,10,WAS 31,21,6,"Saverio Rocca punts 51 yards, returned by Roscoe Parrish for 9 yards (tackle by Lorenzo Alexander)",-1.310,-0.740
2,0:40,1,10,TAM 27,21,6,Josh Freeman pass incomplete short middle intended for Vincent Jackson,0.740,0.200
2,0:35,2,10,TAM 27,21,6,Josh Freeman pass complete short left to Doug Martin for 3 yards (tackle by Perry Riley),0.200,-0.100
2,0:29,3,7,TAM 30,21,6,Josh Freeman pass complete short middle to Dallas Clark for 5 yards (tackle by Chris Wilson),-0.100,0.000
2,0:20,,,,21,6,Timeout #2 by Washington Redskins,0.000,-1.040
2,0:20,4,2,TAM 35,21,6,"Michael Koenen punts 23 yards, out of bounds",-1.040,-1.730
2,0:14,1,10,WAS 42,21,6,Robert Griffin III pass complete short left to Leonard Hankerson for 6 yards,1.730,2.000
2,0:07,2,4,WAS 48,21,6,Robert Griffin III pass complete short right to Josh Morgan for 13 yards (tackle by Aqib Talib),2.000,0.000
2,0:02,,,,21,6,Timeout #3 by Washington Redskins,0.000,2.980
2,0:02,1,10,TAM 39,21,6,Billy Cundiff 57 yard field goal no good,2.980,1.990
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,21,6,"Michael Koenen kicks off 71 yards, returned by Niles Paul for 17 yards (tackle by Adam Hayward)",0.000,-0.370
3,14:55,1,10,WAS 11,21,6,Alfred Morris right end for 13 yards (tackle by Lavonte David),-0.370,0.540
3,14:36,1,10,WAS 24,21,6,Robert Griffin III pass complete short left to Fred Davis for 12 yards (tackle by Mason Foster),0.540,1.330
3,13:57,1,10,WAS 36,21,6,Evan Royster left tackle for 3 yards (tackle by Gerald McCoy),1.330,1.200
3,13:31,2,7,WAS 39,21,6,Robert Griffin III pass complete short middle to Josh Morgan for 17 yards (tackle by Mark Barron),1.200,2.650
3,12:57,1,10,TAM 44,21,6,"Alfred Morris right end for 3 yards (tackle by Quincy Black). Penalty on Will Montgomery: Clipping, 15 yards (no play)",2.650,1.660
3,12:30,1,25,WAS 41,21,6,Robert Griffin III pass incomplete short middle intended for Leonard Hankerson,1.660,0.080
3,12:00,2,25,WAS 41,21,6,Robert Griffin III pass complete short middle to Leonard Hankerson for 10 yards (tackle by Corvey Irvin),0.080,0.760
3,11:44,3,15,TAM 49,21,6,Robert Griffin III for 8 yards,0.760,0.530
3,11:32,4,7,TAM 41,21,6,"Saverio Rocca punts 28 yards, fair catch by Roscoe Parrish. Penalty on TAM: Offensive Holding, 7 yards",0.530,0.380
3,11:21,1,10,TAM 6,21,6,"Penalty on Erik Lorig: False Start, 3 yards (no play)",-0.380,-0.490
3,11:21,1,13,TAM 3,21,6,Josh Freeman pass incomplete short right intended for Luke Stocker (defended by Ryan Kerrigan),-0.490,-1.000
3,11:17,2,13,TAM 3,21,6,Josh Freeman pass complete deep right to Mike Williams for 18 yards,-1.000,0.340
3,10:49,1,10,TAM 21,21,6,Josh Freeman pass incomplete short left intended for Vincent Jackson (defended by DeAngelo Hall),0.340,-0.200
3,10:44,2,10,TAM 21,21,6,Josh Freeman pass incomplete short left intended for Doug Martin,-0.200,-0.890
3,10:39,3,10,TAM 21,21,6,Josh Freeman pass complete short middle to Arrelious Benn for 9 yards (tackle by Richard Crawford),-0.890,-1.370
3,9:54,4,1,TAM 30,21,6,"Michael Koenen punts 58 yards, returned by Brandon Banks for -2 yards (tackle by Dekoda Watson)",-1.370,0.380
3,9:46,1,10,WAS 10,21,6,Alfred Morris left tackle for -2 yards (tackle by Lavonte David),-0.380,-0.930
3,9:13,2,12,WAS 8,21,6,Robert Griffin III sacked by Mason Foster and George Johnson for -7 yards,-0.930,-2.470
3,8:28,3,19,WAS 1,21,6,"Robert Griffin III pass incomplete short right intended for Darrel Young. Penalty on TAM: Roughing the Passer, 15 yards (no play)",-2.470,-0.140
3,8:22,1,10,WAS 16,21,6,"Robert Griffin III pass incomplete deep right intended for Pierre Garcon. Penalty on Pierre Garcon: Offensive Pass Interference, 8 yards (no play)",-0.140,-0.680
3,8:13,1,18,WAS 8,21,6,Robert Griffin III pass complete short right to Josh Morgan for 16 yards (tackle by Mason Foster),-0.680,0.550
3,7:32,2,2,WAS 24,21,6,Alfred Morris right guard for 5 yards (tackle by Daniel Te'o-Nesheim),0.550,0.870
3,6:53,1,10,WAS 29,21,6,Robert Griffin III pass complete short right to Santana Moss for 11 yards (tackle by Lavonte David),0.870,1.600
3,6:20,1,10,WAS 40,21,6,Alfred Morris right tackle for 1 yard (tackle by Roy Miller),1.600,1.190
3,5:38,2,9,WAS 41,21,6,"Robert Griffin III pass complete short middle to Evan Royster for 5 yards (tackle by Michael Bennett). Penalty on Pierre Garcon: Unnecessary Roughness, 15 yards",1.190,-0.820
3,5:10,3,19,WAS 31,21,6,Robert Griffin III pass complete short right to Leonard Hankerson for -1 yards (tackle by Ronde Barber),-0.820,-1.370
3,4:37,4,20,WAS 30,21,6,"Saverio Rocca punts 50 yards, returned by Roscoe Parrish for 9 yards (tackle by Lorenzo Alexander). Penalty on Leonard Johnson: Illegal Block Above the Waist, 10 yards",-1.370,0.220
3,4:24,1,10,TAM 15,21,6,Josh Freeman pass complete deep right to Mike Williams for 65 yards (tackle by Josh Wilson),-0.220,0.000
3,3:30,,,,21,6,Timeout #1 by Tampa Bay Buccaneers,0.000,4.240
3,3:30,1,10,WAS 20,21,6,"Penalty on Ryan Kerrigan: Neutral Zone Infraction, 5 yards (no play)",4.240,5.190
3,3:30,1,5,WAS 15,21,6,LeGarrette Blount left guard for 6 yards (tackle by Reed Doughty),5.190,5.140
3,2:46,1,9,WAS 9,21,6,LeGarrette Blount left guard for 2 yards (tackle by Chris Wilson),5.140,4.760
3,2:06,2,7,WAS 7,21,6,Josh Freeman pass incomplete short left intended for Mike Williams,4.760,3.810
3,2:01,3,7,WAS 7,21,12,"Josh Freeman pass complete short left to Vincent Jackson for 7 yards, touchdown",3.810,7.000
3,2:01,,,WAS 2,21,13,Connor Barth kicks extra point good,0.000,0.000
3,1:56,,,TAM 35,21,13,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,1:56,1,10,WAS 20,21,13,Alfred Morris up the middle for 4 yards (tackle by Lavonte David),0.280,0.270
3,1:21,2,6,WAS 24,21,13,Alfred Morris right end for 8 yards (tackle by Ronde Barber and George Johnson),0.270,1.070
3,0:54,1,10,WAS 32,21,13,Alfred Morris up the middle for 1 yard (tackle by Daniel Te'o-Nesheim and Mason Foster),1.070,0.660
3,0:21,2,9,WAS 33,21,13,Robert Griffin III pass incomplete short right intended for Josh Morgan (defended by Aqib Talib),0.660,-0.030
3,0:20,3,9,WAS 33,21,13,Robert Griffin III pass complete deep right to Niles Paul for 30 yards (tackle by Brandon McDonald and Ahmad Black),-0.030,3.120
,,,,,,,"TAM challenged the illegal forward pass ruling, and the play was upheld.",,
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 37,21,13,Robert Griffin III pass complete deep left to Josh Morgan for 16 yards (tackle by Mark Barron),3.120,4.170
4,14:20,1,10,TAM 21,21,13,Alfred Morris right tackle for 2 yards (tackle by Lavonte David),4.170,3.900
4,13:37,2,8,TAM 19,21,13,Alfred Morris up the middle for 6 yards (tackle by Quincy Black),3.900,4.240
4,12:57,3,2,TAM 13,21,13,Robert Griffin III left tackle for no gain (tackle by Gerald McCoy),4.240,2.690
4,12:17,4,2,TAM 13,21,13,Billy Cundiff 31 yard field goal no good,2.690,-0.340
4,12:13,1,10,TAM 21,21,13,Josh Freeman pass complete deep left to Vincent Jackson for 54 yards (tackle by DeAngelo Hall),0.340,3.910
4,11:22,1,10,WAS 25,21,13,LeGarrette Blount right guard for 1 yard (tackle by Rob Jackson),3.910,3.500
4,10:38,2,9,WAS 24,21,13,Josh Freeman pass complete deep middle to Vincent Jackson for 22 yards (tackle by DeAngelo Hall),3.500,6.740
4,9:51,1,2,WAS 2,21,13,Josh Freeman pass incomplete short middle intended for Mike Williams,6.740,5.720
4,9:47,2,2,WAS 2,21,19,"LeGarrette Blount up the middle for 2 yards, touchdown",5.720,7.000
4,9:47,,,,21,19,"Penalty on TAM: False Start, 5 yards (no play)",0.000,0.000
4,9:47,,,,21,19,"Two Point Attempt: Josh Freeman pass incomplete intended for Mike Williams, conversion fails",0.000,-1.000
4,9:41,,,TAM 35,21,19,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,9:41,1,10,WAS 20,21,19,Robert Griffin III pass complete short middle to Leonard Hankerson for 16 yards (tackle by Mark Barron),0.280,1.330
4,9:03,1,10,WAS 36,21,19,Robert Griffin III pass incomplete short middle intended for Leonard Hankerson,1.330,0.790
4,8:58,2,10,WAS 36,21,19,Robert Griffin III sacked by Michael Bennett for -2 yards,0.790,-0.160
4,8:29,3,12,WAS 34,21,19,Robert Griffin III pass incomplete short right intended for Santana Moss,-0.160,-1.110
4,8:23,4,12,WAS 34,21,19,"Saverio Rocca punts 33 yards, fair catch by Roscoe Parrish",-1.110,-1.140
4,8:14,1,10,TAM 33,21,19,Doug Martin right end for 4 yards (tackle by DeAngelo Hall),1.140,1.130
4,7:30,2,6,TAM 37,21,19,Josh Freeman pass complete short middle to Tiquan Underwood for 15 yards (tackle by Reed Doughty),1.130,2.390
4,6:52,1,10,WAS 48,21,19,Doug Martin right end for 3 yards (tackle by Chris Wilson),2.390,2.250
4,6:13,2,7,WAS 45,21,19,Doug Martin up the middle for 4 yards (tackle by Madieu Williams),2.250,2.080
4,5:33,3,3,WAS 41,21,19,Josh Freeman pass complete short right to DJ Ware for -7 yards (tackle by Ryan Kerrigan),2.080,0.070
4,4:50,4,10,WAS 48,21,19,"Michael Koenen punts 37 yards, fair catch by Brandon Banks",0.070,0.370
4,4:43,1,10,WAS 11,21,19,Alfred Morris left tackle for no gain (tackle by Mason Foster),-0.370,-0.780
4,4:06,2,10,WAS 11,21,19,Robert Griffin III pass incomplete deep left intended for Leonard Hankerson (defended by E.J. Biggers),-0.780,-1.420
4,3:57,3,10,WAS 11,21,19,Robert Griffin III left end for 9 yards (tackle by Ahmad Black),-1.420,-2.030
,,,,,,,"WAS challenged the first down ruling, and the play was upheld.",,
4,3:50,4,1,WAS 20,21,19,"Saverio Rocca punts 57 yards, returned by Roscoe Parrish for 13 yards (tackle by Stephen Bowen)",-2.030,-1.330
4,3:38,1,10,TAM 36,21,19,Doug Martin left end for 7 yards (tackle by Reed Doughty),1.330,1.740
4,2:59,2,3,TAM 43,21,19,Josh Freeman pass complete short left to Dallas Clark for 4 yards (tackle by Madieu Williams),1.740,2.060
4,2:54,1,10,TAM 47,21,19,Josh Freeman pass complete deep middle to Tiquan Underwood for 19 yards (tackle by Richard Crawford),2.060,3.310
4,2:07,1,10,WAS 34,21,19,LeGarrette Blount left guard for 1 yard (tackle by Reed Doughty),3.310,2.910
4,2:00,2,9,WAS 33,21,19,Josh Freeman pass incomplete short left intended for Mike Williams (defended by Josh Wilson),2.910,0.000
4,1:52,,,,21,19,Timeout #3 by Tampa Bay Buccaneers,0.000,2.210
4,1:52,3,9,WAS 33,21,19,Josh Freeman pass complete short left to Tiquan Underwood for 5 yards (tackle by Josh Wilson),2.210,0.000
4,1:47,,,,21,19,Timeout #2 by Washington Redskins,0.000,1.650
4,1:47,4,4,WAS 28,21,22,Connor Barth 47 yard field goal good,1.650,3.000
4,1:42,,,TAM 35,21,22,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,1:42,1,10,WAS 20,21,22,Robert Griffin III pass complete short middle to Santana Moss for 15 yards (tackle by Lavonte David),0.280,1.270
4,1:20,1,10,WAS 35,21,22,Robert Griffin III pass complete short middle to Fred Davis for 20 yards (tackle by Aqib Talib),1.270,2.590
4,1:00,1,10,TAM 45,21,22,Robert Griffin III pass complete short left to Evan Royster for 4 yards (tackle by Aqib Talib),2.590,2.580
4,0:38,2,6,TAM 41,21,22,Robert Griffin III right end for 15 yards (tackle by Mason Foster),2.580,3.840
4,0:18,1,10,TAM 26,21,22,Robert Griffin III spiked the ball,3.840,3.300
4,0:18,2,10,TAM 26,21,22,"Penalty on Kory Lichtensteiger: False Start, 5 yards (no play)",3.300,2.620
4,0:18,2,15,TAM 31,21,22,Robert Griffin III pass complete short middle to Santana Moss for 7 yards (tackle by Brandon McDonald),2.620,0.000
4,0:07,,,,21,22,Timeout #3 by Washington Redskins,0.000,2.870
4,0:07,3,8,TAM 24,24,22,Billy Cundiff 41 yard field goal good,2.870,3.000
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter,Quarter
,,,,WAS 35,,,"Billy Cundiff kicks off 45 yards, returned by Vincent Jackson for 2 yards",,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
