Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Kelvin Beachum,T,78,100%,0,0%,4,13%
Josh Jones,G,78,100%,0,0%,4,13%
Will Hernandez,G,78,100%,0,0%,4,13%
Cody Ford,G,78,100%,0,0%,4,13%
Billy Price,C,78,100%,0,0%,0,0%
Kyler Murray,QB,78,100%,0,0%,0,0%
DeAndre Hopkins,WR,78,100%,0,0%,0,0%
Rondale Moore,WR,77,99%,0,0%,0,0%
Zach Ertz,TE,69,88%,0,0%,0,0%
Eno Benjamin,RB,58,74%,0,0%,0,0%
A.J. Green,WR,37,47%,0,0%,0,0%
Darrel Williams,RB,21,27%,0,0%,0,0%
Trey McBride,TE,20,26%,0,0%,19,63%
Greg Dortch,WR,20,26%,0,0%,14,47%
Robbie Chosen,WR,7,9%,0,0%,0,0%
Stephen Anderson,TE,3,4%,0,0%,15,50%
Budda Baker,SS,0,0%,71,100%,6,20%
Zaven Collins,LB,0,0%,71,100%,6,20%
Jalen Thompson,FS,0,0%,71,100%,5,17%
Byron Murphy,CB,0,0%,71,100%,0,0%
Marco Wilson,CB,0,0%,69,97%,11,37%
Markus Golden,LB,0,0%,59,83%,0,0%
Isaiah Simmons,LB,0,0%,57,80%,0,0%
Zach Allen,DE,0,0%,55,77%,6,20%
J.J. Watt,DE,0,0%,55,77%,0,0%
Ben Niemann,LB,0,0%,41,58%,9,30%
Victor Dimukeje,LB,0,0%,33,46%,20,67%
Leki Fotu,DT,0,0%,32,45%,10,33%
Jonathan Ledbetter,DE,0,0%,19,27%,6,20%
Antonio Hamilton,CB,0,0%,16,23%,20,67%
Tanner Vallejo,LB,0,0%,14,20%,26,87%
Cameron Thomas,LB,0,0%,13,18%,6,20%
Antwaun Woods,DT,0,0%,13,18%,0,0%
Myjai Sanders,LB,0,0%,11,15%,5,17%
Zeke Turner,LB,0,0%,3,4%,26,87%
Jesse Luketa,LB,0,0%,3,4%,23,77%
Michael Dogbe,DE,0,0%,3,4%,0,0%
Chris Banjo,FS,0,0%,1,1%,26,87%
Keaontay Ingram,RB,0,0%,0,0%,12,40%
Trayvon Mullen,CB,0,0%,0,0%,11,37%
Andy Lee,P,0,0%,0,0%,7,23%
Aaron Brewer,LS,0,0%,0,0%,7,23%
Rodrigo Blankenship,K,0,0%,0,0%,6,20%
Matt Prater,K,0,0%,0,0%,4,13%
Sean Harlow,C,0,0%,0,0%,4,13%
Badara Traore,T,0,0%,0,0%,4,13%
