Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,ARI 35,0,0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,MIN 25,0,0,"Penalty on Leki Fotu: Encroachment, 5 yards (accepted) (no play)",0.610,1.340
1,15:00,1,5,MIN 30,0,0,Dalvin Cook left guard for 3 yards (tackle by Budda Baker and Ben Niemann),1.340,1.140
1,14:32,2,2,MIN 33,0,0,Kirk Cousins scrambles up the middle for 1 yard (tackle by Zaven Collins),1.140,0.560
1,13:49,3,1,MIN 34,0,0,Kirk Cousins up the middle for 3 yards (tackle by Leki Fotu and Victor Dimukeje),0.560,1.400
1,13:17,1,10,MIN 37,0,0,Dalvin Cook up the middle for 7 yards (tackle by Jalen Thompson),1.400,1.800
1,12:34,2,3,MIN 44,0,0,Dalvin Cook left end for 5 yards (tackle by Antwaun Woods),1.800,2.190
1,11:55,1,10,MIN 49,0,0,Kirk Cousins pass incomplete short left,2.190,1.650
1,11:51,2,10,MIN 49,0,0,Kirk Cousins pass complete deep middle to Justin Jefferson for 28 yards (tackle by Isaiah Simmons),1.650,4.040
1,11:08,1,10,ARI 23,0,0,Alexander Mattison left end for 6 yards (tackle by Marco Wilson),4.040,4.380
1,10:26,2,4,ARI 17,0,0,Kirk Cousins pass incomplete short right,4.380,3.660
1,10:20,3,4,ARI 17,0,6,"Kirk Cousins scrambles right end for 17 yards, touchdown",3.660,7.000
1,10:12,,,ARI 15,0,7,Greg Joseph kicks extra point good,0.000,0.000
1,10:12,,,MIN 35,0,7,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
1,10:12,1,10,ARI 25,0,7,"Kyler Murray pass complete to Rondale Moore for no gain. Penalty on Patrick Peterson: Horse Collar Tackle, 15 yards (accepted) (no play)",0.610,1.600
1,9:50,1,10,ARI 40,0,7,Eno Benjamin left guard for no gain (tackle by Harrison Phillips and Eric Kendricks),1.600,1.050
1,9:17,2,10,ARI 40,0,7,Kyler Murray pass complete short left to DeAndre Hopkins for 15 yards,1.050,2.590
1,9:01,1,10,MIN 45,0,7,Kyler Murray pass complete short right to Rondale Moore for 7 yards (tackle by Eric Kendricks),2.590,2.990
1,8:27,2,3,MIN 38,0,7,Rondale Moore left end for 9 yards (tackle by D.J. Wonnum),2.990,3.640
1,7:40,1,10,MIN 29,0,7,Eno Benjamin right end for no gain (tackle by D.J. Wonnum),3.640,3.100
1,6:57,2,10,MIN 29,0,7,Kyler Murray pass complete short left to DeAndre Hopkins for 3 yards (tackle by Cameron Dantzler),3.100,2.810
1,6:13,,,,,,Timeout #1 by Arizona Cardinals,,
1,6:13,3,7,MIN 26,0,7,Kyler Murray pass incomplete deep right intended for A.J. Green (defended by Patrick Peterson),2.810,1.740
1,6:09,4,7,MIN 26,3,7,Matt Prater 44 yard field goal good,1.740,3.000
1,6:04,,,ARI 35,3,7,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
1,6:04,1,10,MIN 25,3,7,Kirk Cousins pass complete short left to Justin Jefferson for 9 yards (tackle by Byron Murphy),0.610,1.280
1,5:52,2,1,MIN 34,3,7,Dalvin Cook up the middle for no gain (tackle by Tanner Vallejo and Budda Baker),1.280,0.560
1,5:14,3,1,MIN 34,3,7,Dalvin Cook right end for 30 yards (tackle by Budda Baker),0.560,3.120
1,4:56,1,10,ARI 37,3,7,"Penalty on Garrett Bradbury: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",3.120,2.130
1,4:38,1,10,MIN 48,3,7,"Kirk Cousins pass incomplete deep right intended for Justin Jefferson. Penalty on Marco Wilson: Illegal Contact, 5 yards (accepted) (no play)",2.130,2.520
1,4:36,1,10,ARI 46,3,7,Kirk Cousins pass complete short left to K.J. Osborn for 3 yards (tackle by Budda Baker),2.520,2.450
1,4:02,2,6,ARI 43,3,7,Kirk Cousins pass complete short right to Adam Thielen for 5 yards (tackle by Ben Niemann),2.450,2.410
1,3:19,3,1,ARI 38,3,7,Kirk Cousins pass incomplete deep left intended for Justin Jefferson,2.410,0.720
1,3:13,,,,,,Timeout #2 by Arizona Cardinals,,
1,3:13,4,1,ARI 38,3,7,Kirk Cousins pass incomplete deep right intended for Adam Thielen,0.720,-1.530
1,3:09,1,10,ARI 39,3,7,Rondale Moore right end for 3 yards (tackle by Patrick Peterson),1.530,1.390
1,2:30,2,7,ARI 42,3,7,"Penalty on Dalvin Tomlinson: Encroachment, 5 yards (accepted) (no play)",1.390,2.070
1,2:06,2,2,ARI 47,3,7,Eno Benjamin right tackle for 4 yards (tackle by Za'Darius Smith),2.070,2.320
1,1:24,1,10,MIN 49,3,7,Kyler Murray pass incomplete short left intended for Eno Benjamin,2.320,1.780
1,1:19,2,10,MIN 49,3,7,Kyler Murray scrambles right end for 8 yards (tackle by Harrison Smith),1.780,2.150
1,0:37,3,2,MIN 41,3,7,"Penalty on Zach Ertz: False Start, 5 yards (accepted) (no play)",2.150,1.490
1,0:31,3,7,MIN 46,3,7,Kyler Murray sacked by Za'Darius Smith for -8 yards,1.490,-0.320
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,15,ARI 46,3,7,"Andy Lee punts 37 yards, fair catch by Jalen Reagor at MIN-17",-0.320,0.060
2,14:54,1,10,MIN 17,3,7,Dalvin Cook right end for 19 yards (tackle by Victor Dimukeje),-0.060,1.330
2,14:08,1,10,MIN 36,3,7,Dalvin Cook right guard for 11 yards (tackle by Budda Baker),1.330,2.060
2,13:30,1,10,MIN 47,3,7,Dalvin Cook right guard for 3 yards (tackle by Leki Fotu and Zaven Collins),2.060,1.920
2,12:54,2,7,MIN 50,3,7,Kirk Cousins pass complete short right to Adam Thielen for 7 yards (tackle by Jalen Thompson),1.920,2.720
2,12:28,1,10,ARI 43,3,7,Kirk Cousins pass complete short left to Adam Thielen for 16 yards (tackle by Marco Wilson),2.720,3.780
2,12:04,1,10,ARI 27,3,7,Alexander Mattison left end for 15 yards (tackle by Byron Murphy),3.780,4.780
2,11:28,1,10,ARI 12,3,7,"Kirk Cousins pass incomplete intended for Dalvin Cook. Penalty on Zaven Collins: Defensive Pass Interference, 2 yards (accepted) (no play)",4.780,4.910
2,11:25,1,10,ARI 10,3,7,Dalvin Cook up the middle for 2 yards (tackle by Myjai Sanders and Budda Baker),4.910,4.570
2,10:45,2,8,ARI 8,3,7,Kirk Cousins pass complete short middle to Dalvin Cook for 7 yards (tackle by Ben Niemann and Jalen Thompson),4.570,5.170
2,9:59,3,1,ARI 1,3,13,"Kirk Cousins pass complete short right to Johnny Mundt for 1 yard, touchdown",5.170,7.000
2,9:54,,,ARI 15,3,14,Greg Joseph kicks extra point good,0.000,0.000
2,9:54,,,MIN 35,3,14,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,9:54,1,10,ARI 25,3,14,Kyler Murray pass complete short left to Zach Ertz for 11 yards (tackle by Jordan Hicks),0.610,1.330
2,9:18,1,10,ARI 36,3,14,Kyler Murray pass incomplete short right intended for Darrel Williams (defended by Eric Kendricks),1.330,0.790
2,9:13,2,10,ARI 36,3,14,Kyler Murray pass complete short left to Darrel Williams for no gain (tackle by Cameron Dantzler),0.790,0.100
2,8:31,3,10,ARI 36,3,14,Kyler Murray pass complete short right to Eno Benjamin for 15 yards (tackle by Patrick Peterson),0.100,2.320
2,7:42,1,10,MIN 49,3,14,Eno Benjamin left tackle for -1 yards (tackle by Eric Kendricks),2.320,1.650
2,7:06,2,11,MIN 50,3,14,Kyler Murray sacked by Za'Darius Smith for -7 yards,1.650,0.040
2,6:25,3,18,ARI 43,3,14,Kyler Murray pass complete short right to Greg Dortch for 8 yards (tackle by Eric Kendricks),0.040,0.000
2,5:51,4,10,MIN 49,3,14,"Andy Lee punts 41 yards, returned by Jalen Reagor for no gain (tackle by Ben Niemann). Penalty on Akayleb Evans: Offensive Holding, 4 yards (accepted)",0.000,0.380
2,5:45,1,10,MIN 4,3,14,Alexander Mattison left end for 1 yard (tackle by Zaven Collins and Zach Allen),-0.380,-0.710
2,5:04,2,9,MIN 5,3,14,Alexander Mattison up the middle for 11 yards (tackle by Markus Golden),-0.710,-0.140
2,4:37,1,10,MIN 16,3,14,Kirk Cousins pass complete short right to Adam Thielen for 7 yards (tackle by Isaiah Simmons),-0.140,0.420
2,4:00,2,3,MIN 23,3,14,Kirk Cousins pass incomplete short left,0.420,-0.450
2,3:55,3,3,MIN 23,3,14,Kirk Cousins pass incomplete deep left intended for K.J. Osborn,-0.450,-1.830
2,3:50,4,3,MIN 23,3,14,"Ryan Wright punts 58 yards, returned by Greg Dortch for 9 yards (tackle by Theo Jackson)",-1.830,-0.810
2,3:39,1,10,ARI 28,3,14,Kyler Murray right end for 8 yards (tackle by Harrison Smith),0.810,1.340
2,3:17,2,2,ARI 36,3,14,Eno Benjamin up the middle for 7 yards (tackle by Jordan Hicks),1.340,1.800
2,2:51,1,10,ARI 43,3,14,Kyler Murray pass complete deep left to DeAndre Hopkins for 16 yards (tackle by Cameron Dantzler),1.800,2.850
2,2:24,1,10,MIN 41,3,14,Kyler Murray pass complete short right to Rondale Moore for 2 yards (tackle by Patrick Peterson),2.850,2.580
2,2:00,2,8,MIN 39,3,14,Kyler Murray pass complete short middle to DeAndre Hopkins for 13 yards (tackle by Cameron Dantzler),2.580,3.840
2,1:42,1,10,MIN 26,3,14,Eno Benjamin right end for 7 yards (tackle by Camryn Bynum and Dalvin Tomlinson),3.840,4.270
2,1:09,2,3,MIN 19,3,14,Darrel Williams right tackle for 5 yards (tackle by Za'Darius Smith and Harrison Phillips),4.270,4.650
2,1:03,,,,,,Timeout #1 by Minnesota Vikings,,
2,1:03,1,10,MIN 14,3,14,Darrel Williams right guard for no gain (tackle by D.J. Wonnum),4.650,4.000
2,0:59,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:59,2,10,MIN 14,3,14,Kyler Murray scrambles left end for 8 yards (tackle by Cameron Dantzler),4.000,4.730
2,0:50,3,2,MIN 6,9,14,"Kyler Murray pass complete short left to DeAndre Hopkins for 6 yards, touchdown",4.730,7.000
2,0:47,,,MIN 15,10,14,Matt Prater kicks extra point good,0.000,0.000
2,0:47,,,ARI 35,10,14,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
2,0:47,1,10,MIN 25,10,14,Kirk Cousins pass complete short right to Irv Smith for 9 yards (tackle by Isaiah Simmons),0.610,1.280
2,0:30,2,1,MIN 34,10,14,Kirk Cousins pass complete short left to Dalvin Cook for 6 yards (tackle by Antonio Hamilton),1.280,1.600
2,0:21,1,10,MIN 40,10,14,"Penalty on J.J. Watt: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.600,2.330
2,0:21,1,5,MIN 45,10,14,Kirk Cousins pass incomplete short right,2.330,1.730
2,0:18,2,5,MIN 45,10,14,Kirk Cousins pass complete short right to Adam Thielen for 14 yards (tackle by Marco Wilson),1.730,2.850
2,0:11,,,,,,Timeout #3 by Minnesota Vikings,,
2,0:11,1,10,ARI 41,10,14,Kirk Cousins pass complete short right to Dalvin Cook for 1 yard (tackle by Zaven Collins),2.850,2.440
2,0:07,2,9,ARI 40,10,14,Kirk Cousins pass complete short right to Irv Smith for 2 yards,2.440,2.020
2,0:03,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:03,3,7,ARI 38,10,14,Greg Joseph 56 yard field goal no good blocked by Leki Fotu,2.020,1.930
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,10,14,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,10,14,"Kyler Murray pass complete to Rondale Moore for no gain. Penalty on Trey McBride: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
3,14:31,1,20,ARI 15,10,14,"Kyler Murray scrambles for no gain. Penalty on Trey McBride: Offensive Holding, 7 yards (accepted) (no play)",-0.410,-1.030
3,14:10,1,27,ARI 8,10,14,Kyler Murray pass complete short left to Rondale Moore for 3 yards (tackle by Eric Kendricks),-1.030,-1.800
3,13:30,2,24,ARI 11,10,14,Eno Benjamin right guard for 4 yards (tackle by Dalvin Tomlinson and Chandon Sullivan),-1.800,-2.350
3,12:52,3,20,ARI 15,10,14,"Kyler Murray scrambles left end for 6 yards (tackle by Jordan Hicks). Penalty on Dalvin Tomlinson: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",-2.350,-1.290
3,12:31,3,15,ARI 20,10,14,Kyler Murray pass incomplete deep right intended for Robbie Anderson (defended by Patrick Peterson),-1.290,-2.030
3,12:24,4,15,ARI 20,10,14,"Andy Lee punts 61 yards, returned by Jalen Reagor for 6 yards (tackle by Trey McBride)",-2.030,-0.610
3,12:09,1,10,MIN 25,10,14,Dalvin Cook left guard for -2 yards (tackle by Markus Golden),0.610,-0.210
3,11:34,2,12,MIN 23,10,14,Kirk Cousins pass incomplete short left intended for K.J. Osborn (defended by Zaven Collins),-0.210,-0.890
3,11:32,3,12,MIN 23,10,14,"Kirk Cousins sacked by J.J. Watt for -10 yards. Penalty on Ed Ingram: Tripping / Offense, 10 yards (declined)",-0.890,-2.490
3,11:22,4,22,MIN 13,10,14,"Ryan Wright punts 39 yards, fair catch by Greg Dortch at ARI-48",-2.490,-2.130
3,11:15,1,10,ARI 48,10,14,Darrel Williams right tackle for 2 yards (tackle by James Lynch),2.130,1.850
3,10:40,2,8,ARI 50,10,14,Kyler Murray pass complete short left to DeAndre Hopkins for 10 yards (tackle by Cameron Dantzler),1.850,2.920
3,10:12,1,10,MIN 40,10,14,Darrel Williams left end for -1 yards (tackle by Patrick Jones),2.920,2.310
3,9:36,2,10,MIN 41,10,14,Kyler Murray pass complete deep left to DeAndre Hopkins for 33 yards (tackle by Harrison Smith),2.310,5.140
3,9:17,1,9,MIN 9,16,14,"Kyler Murray pass complete short left to Zach Ertz for 8 yards, touchdown",5.140,7.000
3,9:01,,,MIN 15,17,14,Matt Prater kicks extra point good,0.000,0.000
3,9:01,,,ARI 35,17,14,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
3,9:01,1,10,MIN 25,17,14,Kirk Cousins pass complete short left to Dalvin Cook for 11 yards (tackle by Budda Baker),0.610,1.330
3,8:27,1,10,MIN 36,17,14,Dalvin Cook up the middle for 5 yards (tackle by Leki Fotu),1.330,1.470
3,8:08,2,5,MIN 41,17,14,Kirk Cousins pass incomplete short left intended for K.J. Osborn (defended by Byron Murphy),1.470,0.760
3,8:05,3,5,MIN 41,17,14,Kirk Cousins pass complete deep left to Justin Jefferson for 29 yards (tackle by Antonio Hamilton),0.760,3.580
3,7:19,1,10,ARI 30,17,14,Dalvin Cook right end for 5 yards (tackle by Jalen Thompson),3.580,3.710
