Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
3,6:40,2,5,ARI 25,17,14,Kirk Cousins pass complete short right to Adam Thielen for 18 yards (tackle by Zaven Collins),3.710,5.600
3,5:56,1,7,ARI 7,17,14,Kirk Cousins pass incomplete short left intended for Justin Jefferson,5.600,4.760
3,5:51,2,7,ARI 7,17,20,"Alexander Mattison left guard for 7 yards, touchdown",4.760,7.000
3,5:47,,,ARI 15,17,21,Greg Joseph kicks extra point good,0.000,0.000
3,5:47,,,MIN 35,17,21,"Greg Joseph kicks off 65 yards, returned by Greg Dortch for 18 yards (tackle by C.J. Ham). Penalty on Keaontay Ingram: Illegal Double-Team Block, 9 yards (accepted)",0.000,-0.380
3,5:42,1,10,ARI 9,17,21,Kyler Murray pass deep middle intended for Robbie Anderson is intercepted by Harrison Smith at ARI-46 and returned for 15 yards (tackle by Trey McBride),-0.380,-3.510
3,5:27,1,10,ARI 31,17,21,Kirk Cousins pass complete short left to Justin Jefferson for 6 yards (tackle by Byron Murphy),3.510,3.780
3,4:49,2,4,ARI 25,17,21,"Kirk Cousins pass complete short left to Justin Jefferson for 17 yards (tackle by Jalen Thompson). Penalty on Zach Allen: Roughing the Passer, 4 yards (accepted)",3.780,6.280
3,4:15,1,4,ARI 4,17,21,Kirk Cousins pass incomplete short right intended for Dalvin Cook (defended by Budda Baker),6.280,5.340
3,4:11,2,4,ARI 4,17,27,"Dalvin Cook up the middle for 4 yards, touchdown",5.340,7.000
3,4:07,,,ARI 15,17,28,Greg Joseph kicks extra point good,0.000,0.000
3,4:07,,,MIN 35,17,28,"Greg Joseph kicks off 65 yards, touchback.. Penalty on Brian Asamoah: Offensive Offside, 5 yards (accepted)",0.000,0.940
3,4:07,1,10,ARI 30,17,28,(tackle by Cameron Dantzler) Kyler Murray pass complete short left to Eno Benjamin for no gain,0.940,0.390
3,3:28,2,10,ARI 30,17,28,Kyler Murray pass complete short left to Rondale Moore for 27 yards (tackle by Camryn Bynum),0.390,2.720
3,3:05,1,10,MIN 43,17,28,Kyler Murray pass complete short left to DeAndre Hopkins for 5 yards (tackle by Harrison Smith),2.720,2.850
3,2:37,2,5,MIN 38,23,28,"Kyler Murray pass complete short right to Rondale Moore for 38 yards, touchdown",2.850,7.000
3,2:27,,,MIN 2,23,28,Two Point Attempt: Kyler Murray pass incomplete,1.000,-1.000
3,2:27,,,ARI 35,23,28,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
3,2:27,1,10,MIN 25,23,28,Dalvin Cook up the middle for 4 yards (tackle by Budda Baker and Markus Golden),0.610,0.600
3,1:52,2,6,MIN 29,23,28,Kirk Cousins scrambles right end for 1 yard (tackle by Leki Fotu),0.600,0.040
3,1:07,3,5,MIN 30,23,28,"Kirk Cousins sacked by Isaiah Simmons for -6 yards. Kirk Cousins fumbles (forced by Isaiah Simmons), recovered by Isaiah Simmons at MIN-24 (tackle by Isaiah Simmons)",0.040,-3.970
3,0:59,1,10,MIN 24,23,28,"Kyler Murray pass complete to Eno Benjamin for no gain (tackle by James Lynch). Penalty on Danielle Hunter: Defensive Offside, 5 yards (accepted) (no play)",3.970,4.750
3,0:17,1,5,MIN 19,23,28,Eno Benjamin left tackle for -2 yards (tackle by Danielle Hunter),4.750,3.840
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,MIN 21,23,28,Kyler Murray pass complete short left to DeAndre Hopkins for 6 yards (tackle by Cameron Dantzler),3.840,4.170
4,14:24,3,1,MIN 15,23,28,Darrel Williams up the middle for 2 yards (tackle by Danielle Hunter and Harrison Phillips),4.170,4.710
4,14:03,1,10,MIN 13,23,28,Kyler Murray pass complete short right to Zach Ertz for 2 yards (tackle by Jordan Hicks),4.710,4.390
4,13:20,2,8,MIN 11,23,28,Kyler Murray pass incomplete short middle intended for Rondale Moore,4.390,3.450
4,13:16,,,,,,Timeout #1 by Arizona Cardinals,,
4,13:16,3,8,MIN 11,23,28,"Kyler Murray aborted snap, recovered by Kyler Murray at MIN-16 and returned for 5 yards (tackle by Za'Darius Smith)",3.450,2.380
4,12:35,4,13,MIN 16,26,28,Matt Prater 34 yard field goal good,2.380,3.000
4,12:32,,,ARI 35,26,28,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
4,12:32,1,10,MIN 25,26,28,Kirk Cousins pass incomplete deep right,0.610,0.060
4,12:26,2,10,MIN 25,26,28,Kirk Cousins pass complete short left to Justin Jefferson for 9 yards (tackle by Ben Niemann),0.060,0.560
4,11:43,3,1,MIN 34,26,28,"Dalvin Cook for no gain (tackle by Zaven Collins). Penalty on Adam Thielen: Offensive Holding, 9 yards (accepted) (no play)",0.560,-0.620
4,11:21,3,10,MIN 25,26,28,Kirk Cousins pass complete short right to Irv Smith for 6 yards (tackle by Antonio Hamilton),-0.620,-1.310
4,10:46,4,4,MIN 31,26,28,"Ryan Wright punts 44 yards, recovered by Troy Dye at ARI-25",-1.310,3.910
4,10:34,1,10,ARI 25,26,28,Dalvin Cook left tackle for 12 yards (tackle by Jalen Thompson),3.910,4.710
4,10:01,1,10,ARI 13,26,28,Dalvin Cook left tackle for -3 yards (tackle by Antwaun Woods),4.710,3.620
4,9:20,2,13,ARI 16,26,28,Kirk Cousins pass complete short left to Irv Smith for 11 yards (tackle by Budda Baker),3.620,4.780
4,8:41,3,2,ARI 5,26,34,"Kirk Cousins pass complete short right to K.J. Osborn for 5 yards, touchdown",4.780,7.000
4,8:36,,,ARI 15,26,34,Greg Joseph kicks extra point no good,0.000,-1.000
4,8:36,,,MIN 35,26,34,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,8:36,1,10,ARI 25,26,34,Kyler Murray pass complete short left to Rondale Moore for 11 yards (tackle by Eric Kendricks),0.610,1.330
4,7:59,1,10,ARI 36,26,34,Kyler Murray pass incomplete intended for Robbie Anderson (defended by Patrick Peterson),1.330,0.790
4,7:55,2,10,ARI 36,26,34,Kyler Murray pass complete short left to DeAndre Hopkins for 17 yards (tackle by Harrison Smith),0.790,2.460
4,7:32,1,10,MIN 47,26,34,Eno Benjamin left tackle for 3 yards (tackle by Jordan Hicks),2.460,2.320
4,6:55,2,7,MIN 44,26,34,Kyler Murray pass intended for Zach Ertz is intercepted by Camryn Bynum at MIN-24 and returned for 12 yards (tackle by DeAndre Hopkins and Trey McBride),2.320,-1.330
4,6:43,1,10,MIN 36,26,34,Dalvin Cook left guard for no gain (tackle by Zach Allen),1.330,0.790
4,6:00,2,10,MIN 36,26,34,Dalvin Cook left guard for 4 yards (tackle by Marco Wilson),0.790,0.630
4,5:19,3,6,MIN 40,26,34,Kirk Cousins sacked by J.J. Watt for -8 yards,0.630,-1.240
4,4:42,4,14,MIN 32,26,34,"Ryan Wright punts 53 yards, returned by Greg Dortch for 4 yards (tackle by Kene Nwangwu)",-1.240,-0.150
4,4:31,1,10,ARI 19,26,34,Kyler Murray pass complete short right to Rondale Moore for 4 yards (tackle by Chandon Sullivan),0.150,0.210
4,4:00,2,6,ARI 23,26,34,Kyler Murray pass complete short left to DeAndre Hopkins for 11 yards (tackle by Cameron Dantzler),0.210,1.200
4,3:37,1,10,ARI 34,26,34,Kyler Murray pass complete short right to Greg Dortch for 4 yards (tackle by Patrick Peterson),1.200,1.200
4,3:33,2,6,ARI 38,26,34,Kyler Murray pass incomplete short right intended for Eno Benjamin (defended by Danielle Hunter),1.200,0.500
4,3:25,3,6,ARI 38,26,34,"Kyler Murray pass incomplete intended for Rondale Moore. Penalty on Patrick Peterson: Defensive Pass Interference, 12 yards (accepted) (no play)",0.500,2.260
4,3:25,,,,,,Timeout #2 by Arizona Cardinals,,
4,3:25,1,10,ARI 50,26,34,Kyler Murray pass complete short right to Darrel Williams for 6 yards (tackle by Danielle Hunter),2.260,2.520
4,2:55,2,4,MIN 44,26,34,Kyler Murray pass incomplete deep right intended for DeAndre Hopkins,2.520,1.820
4,2:49,3,4,MIN 44,26,34,Kyler Murray pass incomplete short middle intended for Greg Dortch (defended by Chandon Sullivan),1.820,0.330
4,2:45,4,4,MIN 44,26,34,Kyler Murray pass complete short middle to Eno Benjamin for 3 yards (tackle by Jordan Hicks),0.330,-1.660
4,2:39,1,10,MIN 41,26,34,"Dalvin Cook for 2 yards (tackle by Markus Golden and Leki Fotu). Penalty on Johnny Mundt: Offensive Holding, 10 yards (declined)",1.660,1.390
4,2:33,2,8,MIN 43,26,34,Dalvin Cook right guard for no gain (tackle by Budda Baker and Zach Allen),1.390,0.700
4,2:27,,,,,,Timeout #3 by Arizona Cardinals,,
4,2:27,3,8,MIN 43,26,34,Kirk Cousins pass complete short right to Dalvin Cook for 5 yards (tackle by Isaiah Simmons),0.700,-0.190
4,2:00,4,3,MIN 48,26,34,Ryan Wright punts 39 yards out of bounds,-0.190,0.320
4,1:52,1,10,ARI 13,26,34,Kyler Murray scrambles up the middle for 6 yards (tackle by Za'Darius Smith),-0.320,0.030
4,1:31,2,4,ARI 19,26,34,Kyler Murray pass incomplete short left intended for Eno Benjamin (defended by Za'Darius Smith),0.030,-0.710
4,1:26,3,4,ARI 19,26,34,Kyler Murray pass complete short right to Eno Benjamin for 5 yards (tackle by Harrison Smith),-0.710,0.540
4,1:21,1,10,ARI 24,26,34,"Kyler Murray pass incomplete intended for DeAndre Hopkins. Penalty on Cameron Dantzler: Defensive Pass Interference, 11 yards (accepted) (no play)",0.540,1.270
4,1:17,1,10,ARI 35,26,34,Kyler Murray pass complete short left to Zach Ertz for 13 yards (tackle by Jordan Hicks),1.270,2.130
4,0:54,1,10,ARI 48,26,34,"Kyler Murray scrambles left tackle for 6 yards (tackle by Eric Kendricks). Penalty on Eno Benjamin: Illegal Blindside Block, 15 yards (accepted)",2.130,1.530
4,0:48,1,19,ARI 39,26,34,Kyler Murray pass complete deep right to DeAndre Hopkins for 24 yards (tackle by Chandon Sullivan),1.530,3.120
4,0:28,1,10,MIN 37,26,34,Kyler Murray spiked the ball,3.120,2.570
4,0:27,2,10,MIN 37,26,34,Kyler Murray sacked by Za'Darius Smith for -7 yards,2.570,0.960
4,0:11,3,17,MIN 44,26,34,Kyler Murray sacked by Harrison Phillips for -7 yards,0.960,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
