Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
1,3:47,2,11,ATL 35,7,7,Gardner Minshew sacked by Zach Harrison for -4 yards,2.640,1.420
1,3:06,3,15,ATL 39,7,7,Gardner Minshew sacked by and Arnold Ebiketie for -2 yards and Calais Campbell for -2 yards,1.420,0.530
1,2:20,4,17,ATL 41,7,7,Rigoberto Sanchez punts 38 yards downed by Chris Lammons,0.530,0.380
1,2:10,1,10,ATL 3,7,7,Taylor Heinicke pass complete deep right to Kyle Pitts for 19 yards (tackle by Rodney Thomas),-0.380,0.410
1,1:35,1,10,ATL 22,7,7,Bijan Robinson right end for 6 yards (tackle by Grover Stewart),0.410,0.680
1,0:58,2,4,ATL 28,7,7,Bijan Robinson right tackle for -2 yards (tackle by Grover Stewart),0.680,-0.290
1,0:22,3,6,ATL 26,7,7,"Penalty on E.J. Speed: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.290,0.370
1,0:06,3,1,ATL 31,7,7,Tyler Allgeier right tackle for no gain (tackle by Samson Ebukam and DeForest Buckner),0.370,-1.310
Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,ATL 31,7,7,"Bradley Pinion punts 51 yards, fair catch by Josh Downs at IND-18",-1.310,-0.040
2,14:53,1,10,IND 18,7,7,Jonathan Taylor right tackle for 3 yards (tackle by Lorenzo Carter and Clark Phillips),0.040,0.010
2,14:14,2,7,IND 21,7,7,Gardner Minshew pass complete short left to D.J. Montgomery for 8 yards (tackle by Clark Phillips),0.010,0.870
2,13:36,1,10,IND 29,7,7,Jonathan Taylor left tackle for no gain (tackle by Nathan Landman),0.870,0.330
2,13:00,2,10,IND 29,7,7,Gardner Minshew pass incomplete short right intended for Mo Alie-Cox (defended by Zach Harrison),0.330,-0.360
2,12:54,3,10,IND 29,7,7,Gardner Minshew scrambles left end for 4 yards (tackle by Nathan Landman),-0.360,-1.180
2,12:15,4,6,IND 33,7,7,"Rigoberto Sanchez punts 48 yards, returned by DeAundre Alford for 8 yards (tackle by Ameer Speed)",-1.180,-0.740
2,12:06,1,10,ATL 27,7,7,Taylor Heinicke sacked by Kwity Paye for no gain,0.740,0.200
2,11:35,2,10,ATL 27,7,7,Bijan Robinson left end for 1 yard (tackle by Kwity Paye and Kenny Moore),0.200,-0.360
2,10:50,3,9,ATL 28,7,7,"Penalty on Matthew Bergeron: False Start, 5 yards (accepted) (no play)",-0.360,-1.020
2,10:36,3,14,ATL 23,7,7,Taylor Heinicke pass complete short middle to Cordarrelle Patterson for 11 yards (tackle by E.J. Speed and Julian Blackmon),-1.020,-1.110
2,10:19,4,3,ATL 34,7,7,"Bradley Pinion punts 44 yards, fair catch by Josh Downs at IND-22",-1.110,-0.410
2,10:11,1,10,IND 22,7,7,Gardner Minshew pass incomplete short left intended for Josh Downs,0.410,-0.130
2,10:06,2,10,IND 22,7,7,"Gardner Minshew pass incomplete short left intended for Mo Alie-Cox. Penalty on DeMarcco Hellams: Defensive Pass Interference, 12 yards (accepted) (no play)",-0.130,1.200
2,10:02,1,10,IND 34,7,7,Gardner Minshew pass incomplete short right intended for Kylen Granson,1.200,0.660
2,9:57,2,10,IND 34,7,7,Gardner Minshew pass incomplete deep left intended for Josh Downs,0.660,-0.030
2,9:51,3,10,IND 34,7,7,Gardner Minshew pass incomplete short middle intended for Alec Pierce,-0.030,-1.110
2,9:45,4,10,IND 34,7,7,"Rigoberto Sanchez punts 52 yards, returned by DeAundre Alford for no gain (tackle by Ameer Speed)",-1.110,0.280
2,9:36,1,10,ATL 14,7,7,Tyler Allgeier left tackle for 6 yards (tackle by Julius Brents and Zaire Franklin),-0.280,0.150
2,9:03,2,4,ATL 20,7,7,Taylor Heinicke pass complete short left to Tyler Allgeier for 19 yards (tackle by E.J. Speed),0.150,1.530
2,8:54,1,10,ATL 39,7,7,"Penalty on E.J. Speed: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",1.530,2.520
2,8:41,1,10,IND 46,7,7,Taylor Heinicke pass complete short left to Jonnu Smith for -3 yards (tackle by E.J. Speed),2.520,1.570
2,8:13,2,13,IND 49,7,7,Taylor Heinicke pass complete short left to Bijan Robinson for 11 yards (tackle by Zaire Franklin),1.570,2.350
2,7:35,3,2,IND 38,7,7,Taylor Heinicke pass complete short left to Bijan Robinson for 2 yards (tackle by Nick Cross),2.350,3.180
2,6:59,1,10,IND 36,7,7,Taylor Heinicke pass incomplete short middle intended for Jonnu Smith (defended by E.J. Speed),3.180,2.640
2,6:54,2,10,IND 36,7,7,"Penalty on Bijan Robinson: False Start, 5 yards (accepted) (no play)",2.640,1.960
2,6:54,2,15,IND 41,7,7,Taylor Heinicke scrambles left end for 10 yards (tackle by E.J. Speed),1.960,2.610
2,6:14,,,,,,Timeout #1 by Atlanta Falcons,,
2,6:14,3,5,IND 31,7,7,Taylor Heinicke pass incomplete short right intended for Bijan Robinson (defended by E.J. Speed),2.610,1.350
2,6:09,4,5,IND 31,7,7,"Younghoe Koo yard field goal no good. Penalty on Ameer Speed: Defensive Offside, 4 yards (accepted) (no play)",1.350,1.820
2,6:05,4,1,IND 27,7,7,Cordarrelle Patterson left tackle for 2 yards (tackle by Samson Ebukam),1.820,3.910
2,5:26,1,10,IND 25,7,7,Taylor Heinicke pass complete short left to Drake London for 19 yards (tackle by Zaire Franklin and Jaylon Jones),3.910,5.830
2,4:46,1,6,IND 6,7,7,Bijan Robinson left end for -2 yards (tackle by Nick Cross),5.830,4.570
2,4:05,2,8,IND 8,7,7,Taylor Heinicke pass complete short middle to Drake London for 4 yards (tackle by E.J. Speed),4.570,4.490
2,3:31,3,4,IND 4,7,7,Taylor Heinicke pass incomplete short left intended for Bijan Robinson,4.490,3.030
2,3:26,4,4,IND 4,7,10,Younghoe Koo 23 yard field goal good,3.030,3.000
2,3:23,,,ATL 35,7,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,3:23,1,10,IND 25,7,10,Gardner Minshew pass incomplete short right intended for Jonathan Taylor,0.610,0.060
2,3:18,2,10,IND 25,7,10,Jonathan Taylor left guard for 6 yards (tackle by AJ Terrell),0.060,0.170
2,2:39,3,4,IND 31,7,10,Gardner Minshew sacked by Kaden Elliss for -8 yards,0.170,-1.830
2,2:00,4,12,IND 23,7,10,"Rigoberto Sanchez punts 55 yards, returned by DeAundre Alford for 3 yards (tackle by Kylen Granson)",-1.830,-0.610
2,1:46,1,10,ATL 25,7,10,Taylor Heinicke pass complete short right to Jonnu Smith for 14 yards (tackle by Nick Cross and Julius Brents),0.610,1.470
2,1:25,1,10,ATL 38,7,10,Taylor Heinicke pass incomplete short left intended for Jonnu Smith (defended by Zaire Franklin),1.470,0.990
2,1:20,2,10,ATL 39,7,10,Taylor Heinicke pass complete short right to Kyle Pitts for 6 yards (tackle by Zaire Franklin),0.990,1.160
2,0:54,3,3,ATL 45,7,10,Taylor Heinicke pass complete short left to Bijan Robinson for 6 yards (tackle by DeForest Buckner),1.160,2.320
2,0:46,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:46,1,10,IND 49,7,10,Taylor Heinicke pass complete short right to Bijan Robinson for 7 yards (tackle by Julius Brents),2.320,2.730
2,0:18,2,3,IND 42,7,10,Taylor Heinicke pass complete short right to Van Jefferson for 13 yards (tackle by E.J. Speed),2.730,3.640
2,0:12,1,10,IND 29,7,10,Taylor Heinicke spiked the ball,3.640,3.100
2,0:10,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:10,2,10,IND 29,7,13,Younghoe Koo 47 yard field goal good,3.100,3.000
2,0:05,,,ATL 35,7,13,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,0:05,1,10,IND 25,7,13,Gardner Minshew kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,7,13,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,7,13,"Taylor Heinicke aborted snap, recovered by Taylor Heinicke at ATL-21 and returned for -4 yards",0.610,-0.480
3,14:25,2,14,ATL 21,7,13,Taylor Heinicke pass complete short right to Bijan Robinson for 14 yards (tackle by Zaire Franklin),-0.480,1.270
3,14:06,1,10,ATL 35,7,13,Bijan Robinson left guard for 5 yards (tackle by Nick Cross and Julius Brents),1.270,1.400
3,13:28,2,5,ATL 40,7,13,Taylor Heinicke pass complete short right to Jonnu Smith for 6 yards (tackle by Kenny Moore),1.400,1.990
3,12:57,1,10,ATL 46,7,13,Cordarrelle Patterson right end for 11 yards (tackle by E.J. Speed),1.990,2.720
3,12:28,1,10,IND 43,7,13,Cordarrelle Patterson right tackle for 6 yards (tackle by Kenny Moore),2.720,2.990
3,11:59,2,4,IND 37,7,13,Cordarrelle Patterson right tackle for 6 yards (tackle by Kenny Moore and Ronnie Harrison),2.990,3.510
3,11:20,1,10,IND 31,7,19,"Tyler Allgeier for 31 yards, touchdown",3.510,7.000
3,11:13,,,IND 15,7,20,Younghoe Koo kicks extra point good,0.000,0.000
3,11:13,,,ATL 35,7,20,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,11:13,1,10,IND 25,7,20,Jonathan Taylor left guard for 2 yards (tackle by Albert Huggins and Bud Dupree),0.610,0.330
3,10:38,2,8,IND 27,7,20,Gardner Minshew pass complete short right to Josh Downs for 3 yards (tackle by DeMarcco Hellams),0.330,0.040
3,9:56,3,5,IND 30,7,20,"Gardner Minshew pass complete short right to Will Mallory for 10 yards. Will Mallory fumbles (forced by Richie Grant), recovered by Will Mallory at IND-40 (tackle by Richie Grant) ATL challenged the fumble ruling, and the play was upheld.",0.040,1.600
3,9:27,1,10,IND 40,7,20,Jonathan Taylor right tackle for 5 yards (tackle by Kaden Elliss),1.600,1.730
3,8:53,2,5,IND 45,7,20,Jonathan Taylor right tackle for no gain (tackle by Bud Dupree),1.730,1.030
3,8:25,3,5,IND 45,7,20,Gardner Minshew pass complete short right to Kylen Granson for 15 yards (tackle by AJ Terrell),1.030,2.920
3,7:54,1,10,ATL 40,7,20,Jonathan Taylor right guard for 2 yards (tackle by Nathan Landman and Bud Dupree),2.920,2.640
3,7:23,2,8,ATL 38,7,20,Gardner Minshew scrambles left guard for 23 yards (tackle by Jessie Bates),2.640,4.580
3,6:50,1,10,ATL 15,7,20,"Gardner Minshew pass complete short left to Josh Downs for no gain (tackle by AJ Terrell). Penalty on Blake Freeland: Ineligible Downfield Pass, 5 yards (accepted) (no play)",4.580,4.240
3,6:26,1,15,ATL 20,7,20,Jonathan Taylor right guard for 4 yards (tackle by Nathan Landman and Kaden Elliss),4.240,3.810
3,5:52,2,11,ATL 16,7,20,Gardner Minshew sacked by Calais Campbell for -10 yards,3.810,1.880
3,5:08,3,21,ATL 26,7,20,Gardner Minshew pass complete short left to Josh Downs for 11 yards (tackle by Mike Hughes),1.880,2.440
3,4:27,4,10,ATL 15,10,20,Matt Gay 33 yard field goal good,2.440,3.000
3,4:23,,,IND 35,10,20,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,4:23,1,10,ATL 25,10,20,Taylor Heinicke pass complete short left to Cordarrelle Patterson for -4 yards (tackle by Samson Ebukam and Dayo Odeyingbo),0.610,-0.480
3,3:47,2,14,ATL 21,10,20,Taylor Heinicke pass incomplete short right intended for Kyle Pitts (defended by DeForest Buckner),-0.480,-1.150
3,3:47,3,14,ATL 21,10,20,Taylor Heinicke pass complete short right to Jonnu Smith for 15 yards (tackle by E.J. Speed),-1.150,1.330
3,3:08,1,10,ATL 36,10,20,Bijan Robinson right end for 5 yards (tackle by Julius Brents and Grover Stewart),1.330,1.470
3,2:30,2,5,ATL 41,10,20,Cordarrelle Patterson right guard for 3 yards (tackle by DeForest Buckner),1.470,1.160
3,1:47,3,2,ATL 44,10,20,Taylor Heinicke pass complete short middle to KhaDarel Hodge for 5 yards (tackle by Zaire Franklin),1.160,2.190
3,1:15,1,10,ATL 49,10,20,Taylor Heinicke pass complete short right to Drake London for 16 yards (tackle by Zaire Franklin),2.190,3.250
3,0:37,1,10,IND 35,10,20,Tyler Allgeier left guard for 11 yards (tackle by Nick Cross),3.250,3.970
Quarter,Time,Down,ToGo,Location,IND,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 24,10,20,Tyler Allgeier right end for 1 yard (tackle by E.J. Speed and Samson Ebukam),3.970,3.570
4,14:22,2,9,IND 23,10,20,Taylor Heinicke pass incomplete short right intended for Van Jefferson,3.570,2.870
4,14:15,3,9,IND 23,10,20,Taylor Heinicke pass incomplete deep left intended for Van Jefferson,2.870,1.930
4,14:10,4,9,IND 23,10,23,Younghoe Koo 41 yard field goal good,1.930,3.000
4,14:06,,,ATL 35,10,23,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,14:06,1,10,IND 25,10,23,Gardner Minshew pass complete short right to Kylen Granson for 12 yards (tackle by DeMarcco Hellams),0.610,1.400
4,13:30,1,10,IND 37,10,23,Gardner Minshew pass incomplete short right intended for Josh Downs,1.400,0.860
4,13:25,2,10,IND 37,10,23,Gardner Minshew pass complete short right to Kylen Granson for 8 yards (tackle by Kaden Elliss),0.860,1.220
4,12:59,3,2,IND 45,10,23,Jonathan Taylor right guard for 1 yard (tackle by Nathan Landman and Lorenzo Carter),1.220,-0.320
4,12:19,4,1,IND 46,10,23,Gardner Minshew pass complete short left to Kylen Granson for 11 yards (tackle by Jessie Bates),-0.320,2.720
4,11:55,1,10,ATL 43,10,23,Gardner Minshew pass complete short left to Alec Pierce for 7 yards (tackle by AJ Terrell),2.720,3.120
4,11:29,2,3,ATL 36,10,23,Jonathan Taylor right guard for -1 yards (tackle by Kaden Elliss and Calais Campbell),3.120,2.280
4,10:52,3,4,ATL 37,10,23,Trey Sermon right tackle for -1 yards (tackle by Bud Dupree and Kaden Elliss),2.280,0.720
4,10:14,4,5,ATL 38,10,23,Gardner Minshew pass incomplete short middle intended for D.J. Montgomery (defended by Clark Phillips) (defended by Jessie Bates),0.720,-1.470
4,10:02,1,10,ATL 38,10,23,Taylor Heinicke pass complete short right to Bijan Robinson for 6 yards (tackle by Ronnie Harrison),1.470,1.730
4,9:25,2,4,ATL 44,10,23,Bijan Robinson right end for 1 yard (tackle by E.J. Speed),1.730,1.160
4,8:45,3,3,ATL 45,10,23,Taylor Heinicke pass incomplete short right intended for Bijan Robinson,1.160,-0.390
4,8:41,4,3,ATL 45,10,23,Bradley Pinion punts 39 yards out of bounds,-0.390,0.140
4,8:33,1,10,IND 16,10,23,Gardner Minshew sacked by Zach Harrison for no gain,-0.140,-0.660
4,8:08,2,10,IND 16,10,23,Gardner Minshew pass incomplete deep left intended for Alec Pierce,-0.660,-1.320
4,8:03,3,10,IND 16,10,23,Gardner Minshew pass deep middle intended for Alec Pierce is intercepted by Jessie Bates at 50 and returned for no gain (tackle by Alec Pierce),-1.320,-2.260
4,7:57,1,10,IND 50,10,23,Tyler Allgeier left tackle for 4 yards (tackle by Zaire Franklin and Kenny Moore),2.260,2.250
4,7:19,2,6,IND 46,10,23,Bijan Robinson left end for 26 yards (tackle by E.J. Speed),2.250,4.240
4,6:44,1,10,IND 20,10,23,Cordarrelle Patterson right end for 2 yards (tackle by Zaire Franklin),4.240,3.960
4,6:01,2,8,IND 18,10,23,Tyler Allgeier right guard for 4 yards (tackle by Grover Stewart and Dayo Odeyingbo),3.960,3.890
4,5:55,,,,,,Timeout #1 by Indianapolis Colts,,
4,5:55,3,4,IND 14,10,23,Bijan Robinson right end for -3 yards (tackle by Tyquan Lewis),3.890,2.310
4,5:49,,,,,,Timeout #2 by Indianapolis Colts,,
4,5:49,4,7,IND 17,10,26,Younghoe Koo 35 yard field goal good,2.310,3.000
4,5:46,,,ATL 35,10,26,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,5:46,1,10,IND 25,10,26,Gardner Minshew pass incomplete short left intended for Alec Pierce,0.610,0.060
4,5:42,2,10,IND 25,10,26,Gardner Minshew pass incomplete short left intended for D.J. Montgomery (defended by Kaden Elliss),0.060,-0.620
4,5:38,3,10,IND 25,10,26,Gardner Minshew sacked by Richie Grant for -7 yards,-0.620,-2.240
4,4:57,4,17,IND 18,10,26,Gardner Minshew pass incomplete deep right intended for D.J. Montgomery,-2.240,-4.370
4,4:49,1,10,IND 18,10,26,Tyler Allgeier right tackle for 4 yards (tackle by Zaire Franklin and Isaiah Land),4.370,4.430
4,4:04,2,6,IND 14,10,26,Tyler Allgeier right end for 8 yards (tackle by Kenny Moore and Isaiah Land),4.430,5.830
4,3:55,,,,,,Timeout #3 by Indianapolis Colts,,
4,3:55,1,6,IND 6,10,26,Bijan Robinson left tackle for no gain (tackle by Ronnie Harrison),5.830,4.950
4,3:11,2,6,IND 6,10,26,Bijan Robinson left end for 3 yards (tackle by Julius Brents and E.J. Speed),4.950,4.720
4,2:33,3,3,IND 3,10,26,Cordarrelle Patterson left end for -4 yards (tackle by Grover Stewart and Nick Cross),4.720,2.970
4,2:00,4,7,IND 7,10,29,Younghoe Koo 25 yard field goal good,2.970,3.000
4,1:57,,,ATL 35,10,29,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,1:57,1,10,IND 25,10,29,Gardner Minshew pass complete short left to Tyler Goodson for 15 yards (tackle by DeMarcco Hellams and Richie Grant),0.610,1.600
4,1:28,1,10,IND 40,10,29,Gardner Minshew pass complete short left to Josh Downs for 6 yards (tackle by Richie Grant),1.600,1.860
4,1:04,2,4,IND 46,10,29,Gardner Minshew pass complete short middle to Will Mallory for 7 yards (tackle by Richie Grant),1.860,2.460
4,0:42,1,10,ATL 47,10,29,Gardner Minshew pass complete deep middle to Alec Pierce for 16 yards (tackle by Clark Phillips),2.460,3.510
4,0:16,1,10,ATL 31,10,29,Gardner Minshew pass incomplete short middle intended for Tyler Goodson (defended by Bud Dupree),3.510,2.970
4,0:10,2,10,ATL 31,10,29,Tyler Goodson left tackle for 15 yards (tackle by Jessie Bates),2.970,2.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
