Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Jorrick Calvin,PHI,5,81,16.2,0,22,1,9,9.0,0,9
DeSean Jackson,PHI,0,0,,0,0,1,65,65.0,1,65
Jeremy Maclin,PHI,0,0,,0,0,1,1,1.0,0,1
Brent Celek,PHI,1,12,12.0,0,12,0,0,,0,0
Riley Cooper,PHI,0,9,,0,9,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Will Blackmon,NYG,0,0,,0,0,5,35,7.0,0,22
Danny Ware,NYG,5,113,22.6,0,26,0,0,,0,0
